87,1,43,1,50,1
91,1,49,1,61,1
93,1,52,1,67,1
95,1,57,1,71,1
99,1,59,1,75,1
101,1,65,1,83,1
103,1,75,1,90,1
114,1,82,1,94,1
115,1,44,2,100,1
121,1,50,2,111,1
88,2,53,2,52,2
90,2,58,2,57,2
98,2,60,2,63,2
100,2,67,2,69,2
104,2,71,2,73,2
106,2,76,2,81,2
108,2,78,2,92,2
113,2,83,2,96,2
118,2,,,102,2
122,2,,,107,2
,,,,51,3
,,,,55,3
,,,,56,3
,,,,62,3
,,,,68,3
,,,,74,3
,,,,82,3
,,,,91,3
,,,,95,3
,,,,106,3
,,,,53,4
,,,,58,4
,,,,64,4
,,,,72,4
,,,,76,4
,,,,84,4
,,,,97,4
,,,,103,4
,,,,108,4
,,,,113,4
