Track file,I:\Rat Navigation Data\backup1\exp nestle 3_0005\data\track_00051.trk
Object,0
Samples,71
treatment,1,
cage,43,
mark,1,
id,75,
trial,3,
date,2009-07-29 12:34:44.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES
1,0.00,51.03,191.15,252.00,212.00,n ext
2,0.20,50.83,189.57,432.00,284.00,n ext
3,0.40,46.32,188.46,480.00,280.00,n ext
4,0.60,44.75,185.95,456.00,328.00,n ext
5,0.80,45.02,182.98,520.00,320.00,north
6,1.00,49.19,178.01,396.00,292.00,north
7,1.20,52.34,174.16,476.00,256.00,north
8,1.40,55.46,169.00,608.00,412.00,north
9,1.60,59.07,163.09,700.00,532.00,north
10,1.80,61.93,156.86,768.00,588.00,north
11,2.00,64.75,149.43,752.00,744.00,north
12,2.20,67.66,142.66,792.00,680.00,north
13,2.40,69.38,136.22,740.00,668.00,north
14,2.60,70.79,129.74,792.00,780.00,north
15,2.80,70.80,124.08,860.00,812.00,west
16,3.00,69.27,119.83,900.00,720.00,west
17,3.20,67.59,115.21,948.00,680.00,west
18,3.40,64.14,110.98,928.00,740.00,platform larger
19,3.60,60.24,107.00,900.00,700.00,platform
20,3.80,55.09,104.23,860.00,696.00,platform
21,4.00,49.70,100.86,900.00,672.00,platform larger
22,4.20,43.08,99.04,844.00,720.00,west
23,4.40,37.04,95.69,804.00,648.00,west
24,4.60,30.70,91.70,760.00,628.00,west
25,4.80,23.99,81.99,708.00,604.00,w ext
26,5.00,20.34,76.52,688.00,324.00,w ext
27,5.20,18.17,70.10,580.00,516.00,w ext
28,5.40,16.20,60.66,500.00,440.00,w ext
29,5.60,15.63,52.83,488.00,460.00,w ext
30,5.80,15.47,48.63,484.00,308.00,w ext
31,6.00,14.70,42.93,456.00,428.00,w ext
32,6.20,14.22,39.05,408.00,352.00,w ext
33,6.40,14.06,34.77,492.00,348.00,w ext
34,6.60,13.73,30.79,508.00,352.00,w ext
35,6.80,12.93,25.33,612.00,496.00,w ext
36,7.00,11.82,20.45,624.00,492.00,w ext
37,7.20,9.65,14.76,620.00,492.00,w ext
38,7.40,8.42,10.95,516.00,480.00,w ext
39,7.60,5.83,6.36,452.00,464.00,w ext
40,7.80,6.01,5.67,436.00,304.00,s ext
41,8.00,8.58,7.53,396.00,336.00,south
42,8.20,14.87,12.89,408.00,396.00,south
43,8.40,19.09,15.70,500.00,356.00,south
44,8.60,29.66,23.37,504.00,492.00,south
45,8.80,38.23,28.98,496.00,448.00,south
46,9.00,48.82,34.41,600.00,480.00,south
47,9.20,60.23,40.15,600.00,592.00,south
48,9.40,72.26,44.12,628.00,628.00,south
49,9.60,83.13,47.76,664.00,556.00,south
50,9.80,92.34,50.01,628.00,548.00,south
51,10.00,102.09,52.11,600.00,572.00,south
52,10.20,109.50,55.64,568.00,664.00,south
53,10.40,113.18,59.00,620.00,516.00,south
54,10.60,117.00,62.84,688.00,572.00,south
55,10.80,119.50,66.72,700.00,596.00,south
56,11.00,121.70,70.59,720.00,604.00,south
57,11.20,125.12,74.23,752.00,648.00,south
58,11.40,127.35,79.06,820.00,668.00,south
59,11.60,129.60,84.25,720.00,668.00,east
60,11.80,132.43,88.18,800.00,616.00,east
61,12.00,135.91,93.53,824.00,704.00,reveral larger
62,12.20,138.64,97.56,656.00,528.00,platform reversal
63,12.40,140.53,98.81,624.00,248.00,platform reversal
64,12.60,142.37,101.17,764.00,380.00,platform reversal
65,12.80,143.83,100.39,652.00,320.00,platform reversal
66,13.00,144.43,101.59,700.00,280.00,platform reversal
67,13.20,145.04,102.80,676.00,176.00,platform reversal
68,13.40,145.12,101.73,656.00,260.00,platform reversal
69,13.60,144.43,101.59,664.00,160.00,platform reversal
70,13.80,144.35,102.64,636.00,140.00,platform reversal
71,14.00,145.74,102.96,608.00,196.00,platform reversal
