Track file,I:\Rat Navigation Data\backup1\exp nestle 3_0005\data\track_00078.trk
Object,0
Samples,75
treatment,1,
cage,49,
mark,2,
id,111,
trial,3,
date,2009-07-30 09:52:25.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES
1,0.00,71.96,186.51,332.00,172.00,n ext
2,0.20,74.04,188.96,336.00,268.00,n ext
3,0.40,73.76,192.64,376.00,264.00,n ext
4,0.60,69.14,194.04,340.00,236.00,n ext
5,0.80,68.99,191.32,284.00,320.00,n ext
6,1.00,63.26,189.48,336.00,412.00,n ext
7,1.20,61.61,187.19,428.00,356.00,n ext
8,1.40,54.93,186.13,472.00,436.00,n ext
9,1.60,53.70,182.51,568.00,440.00,n ext
10,1.80,52.81,179.00,564.00,356.00,north
11,2.00,54.40,174.19,680.00,484.00,north
12,2.20,56.76,168.57,732.00,516.00,north
13,2.40,60.92,161.82,764.00,576.00,north
14,2.60,64.70,155.32,852.00,576.00,north
15,2.80,68.11,149.05,844.00,664.00,north
16,3.00,71.13,142.98,828.00,592.00,north
17,3.20,73.78,138.39,856.00,460.00,north
18,3.40,74.97,134.84,844.00,492.00,north
19,3.60,76.33,129.29,912.00,684.00,north
20,3.80,75.72,124.68,1016.00,744.00,north
21,4.00,73.95,119.31,928.00,776.00,west
22,4.20,72.63,113.47,1028.00,812.00,west
23,4.40,70.11,107.91,968.00,900.00,west
24,4.60,65.84,101.45,956.00,924.00,platform larger
25,4.80,60.78,96.58,872.00,772.00,platform
26,5.00,56.69,91.34,920.00,592.00,platform larger
27,5.20,52.85,84.70,844.00,708.00,west
28,5.40,49.83,77.21,808.00,636.00,west
29,5.60,48.02,71.46,792.00,488.00,west
30,5.80,46.68,66.23,804.00,332.00,west
31,6.00,44.54,61.42,724.00,600.00,west
32,6.20,43.31,59.70,736.00,372.00,west
33,6.40,39.80,56.87,700.00,476.00,west
34,6.60,38.81,57.66,716.00,280.00,west
35,6.80,38.17,59.69,716.00,272.00,west
36,7.00,38.00,61.36,692.00,400.00,west
37,7.20,38.68,66.74,712.00,460.00,west
38,7.40,41.84,76.38,724.00,460.00,west
39,7.60,43.25,82.92,688.00,452.00,west
40,7.80,44.25,89.39,764.00,436.00,west
41,8.00,44.91,94.57,716.00,384.00,west
42,8.20,46.17,98.69,688.00,324.00,west
43,8.40,48.39,105.30,684.00,500.00,platform larger
44,8.60,49.95,109.05,636.00,360.00,platform larger
45,8.80,52.06,112.59,680.00,444.00,platform larger
46,9.00,55.71,114.73,636.00,436.00,platform larger
47,9.20,58.19,115.65,728.00,348.00,platform larger
48,9.40,60.63,116.47,648.00,336.00,west
49,9.60,64.01,116.26,768.00,448.00,west
50,9.80,68.66,115.96,788.00,484.00,west
51,10.00,73.90,115.67,836.00,656.00,west
52,10.20,79.93,114.75,940.00,672.00,west
53,10.40,85.22,114.07,932.00,672.00,west
54,10.60,90.93,114.25,912.00,692.00,north
55,10.80,96.76,114.08,880.00,696.00,north
56,11.00,103.28,113.74,944.00,824.00,north
57,11.20,109.76,113.76,988.00,852.00,north
58,11.40,115.59,113.32,948.00,800.00,east
59,11.60,121.40,113.02,1020.00,760.00,east
60,11.80,126.59,112.55,952.00,668.00,east
61,12.00,131.17,111.79,828.00,572.00,east
62,12.20,135.17,111.50,832.00,532.00,reveral larger
63,12.40,137.18,110.44,732.00,356.00,reveral larger
64,12.60,139.23,111.15,624.00,316.00,reveral larger
65,12.80,141.34,112.87,640.00,408.00,reveral larger
66,13.00,141.29,110.94,608.00,296.00,platform reversal
67,13.20,141.30,108.01,768.00,296.00,platform reversal
68,13.40,141.36,106.04,760.00,232.00,platform reversal
69,13.60,142.09,105.23,724.00,116.00,platform reversal
70,13.80,142.05,106.23,712.00,76.00,platform reversal
71,14.00,142.78,105.41,736.00,160.00,platform reversal
72,14.20,143.58,103.53,764.00,252.00,platform reversal
73,14.40,145.74,102.96,788.00,312.00,platform reversal
74,14.60,146.61,100.93,784.00,188.00,platform reversal
75,14.80,147.42,99.95,800.00,176.00,platform reversal
