Track file,I:\Rat Navigation Data\backup1\exp nestle 3_0005\data\track_00027.trk
Object,0
Samples,80
treatment,1,
cage,30,
mark,1,
id,50,
trial,3,
date,2009-07-29 10:49:05.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES
1,0.00,79.82,192.20,1328.00,528.00,n ext
2,0.20,76.21,185.20,640.00,1056.00,n ext
3,0.40,79.53,182.30,472.00,440.00,n ext
4,0.60,74.91,184.44,372.00,236.00,n ext
5,0.80,62.58,190.47,464.00,428.00,n ext
6,1.00,56.91,191.51,572.00,252.00,n ext
7,1.20,53.93,191.30,484.00,320.00,n ext
8,1.40,52.86,190.71,480.00,324.00,n ext
9,1.60,48.94,188.48,428.00,588.00,n ext
10,1.80,49.68,185.93,564.00,496.00,n ext
11,2.00,49.69,181.43,600.00,460.00,north
12,2.20,49.99,177.04,740.00,540.00,north
13,2.40,50.55,172.74,788.00,568.00,north
14,2.60,50.07,169.00,856.00,636.00,north
15,2.80,48.76,165.80,892.00,660.00,north
16,3.00,47.11,163.54,932.00,600.00,north
17,3.20,45.37,160.25,868.00,720.00,north
18,3.40,41.89,160.35,856.00,540.00,north
19,3.60,39.60,159.83,872.00,600.00,north
20,3.80,35.71,160.91,812.00,580.00,north
21,4.00,31.97,161.93,880.00,532.00,west
22,4.20,27.43,164.17,908.00,484.00,west
23,4.40,23.81,166.60,888.00,420.00,west
24,4.60,21.12,167.66,876.00,380.00,west
25,4.80,17.41,171.05,792.00,620.00,west
26,5.00,16.64,169.92,768.00,440.00,west
27,5.20,17.76,165.48,784.00,456.00,west
28,5.40,19.57,159.16,804.00,468.00,west
29,5.60,24.23,148.55,852.00,504.00,west
30,5.80,27.23,138.25,812.00,488.00,west
31,6.00,29.38,127.74,932.00,568.00,west
32,6.20,30.22,115.40,844.00,632.00,west
33,6.40,29.47,105.66,840.00,516.00,west
34,6.60,28.16,92.20,828.00,612.00,west
35,6.80,26.19,75.47,744.00,692.00,west
36,7.00,24.89,64.54,760.00,512.00,west
37,7.20,21.93,50.80,764.00,572.00,west
38,7.40,18.65,40.32,788.00,464.00,w ext
39,7.60,12.55,25.63,716.00,632.00,w ext
40,7.80,8.78,16.61,740.00,560.00,w ext
41,8.00,4.33,8.18,688.00,580.00,w ext
42,8.20,2.83,4.40,632.00,552.00,w ext
43,8.40,3.93,3.96,620.00,556.00,w ext
44,8.60,8.16,7.35,712.00,460.00,south
45,8.80,11.29,9.37,736.00,488.00,south
46,9.00,16.63,12.69,748.00,564.00,south
47,9.20,23.95,16.74,712.00,596.00,south
48,9.40,31.97,20.09,696.00,640.00,south
49,9.60,40.41,23.52,800.00,544.00,south
50,9.80,49.86,25.09,760.00,624.00,south
51,10.00,57.50,25.30,736.00,568.00,south
52,10.20,-,-,-,-,-
53,10.40,76.58,25.56,676.00,676.00,south
54,10.60,89.20,26.33,656.00,596.00,south
55,10.80,98.56,26.73,704.00,544.00,south
56,11.00,108.50,29.12,688.00,544.00,south
57,11.20,116.54,30.01,696.00,488.00,south
58,11.40,123.25,32.30,744.00,512.00,south
59,11.60,127.03,36.44,732.00,588.00,south
60,11.80,129.01,40.74,784.00,588.00,south
61,12.00,129.54,45.28,796.00,500.00,south
62,12.20,129.00,51.56,800.00,612.00,south
63,12.40,129.70,56.56,808.00,536.00,south
64,12.60,129.03,62.73,948.00,724.00,south
65,12.80,130.33,67.57,944.00,700.00,south
66,13.00,131.55,72.60,932.00,716.00,south
67,13.20,132.23,79.71,936.00,764.00,east
68,13.40,133.76,85.45,956.00,724.00,east
69,13.60,136.91,91.67,1012.00,848.00,reveral larger
70,13.80,138.39,94.61,848.00,444.00,reveral larger
71,14.00,140.92,95.81,884.00,404.00,platform reversal
72,14.20,143.37,98.18,860.00,544.00,platform reversal
73,14.40,143.83,100.39,868.00,288.00,platform reversal
74,14.60,144.35,102.64,872.00,348.00,platform reversal
75,14.80,145.12,101.73,852.00,196.00,platform reversal
76,15.00,145.12,101.73,796.00,152.00,platform reversal
77,15.20,145.12,101.73,792.00,188.00,platform reversal
78,15.40,144.35,102.64,872.00,224.00,platform reversal
79,15.60,144.28,103.70,804.00,140.00,platform reversal
80,15.80,144.28,103.70,736.00,156.00,platform reversal
