Track file,I:\Rat Navigation Data\backup1\exp nestle 3_0005\data\track_00112.trk
Object,0
Samples,85
treatment,3,
cage,52,
mark,2,
id,95,
trial,1,
date,2009-07-30 12:10:44.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES
1,0.00,-2.08,201.58,360.00,1252.00,n ext
2,0.20,-15.29,215.94,388.00,500.00,n ext
3,0.40,-17.77,219.34,404.00,448.00,n ext
4,0.60,-15.06,217.26,592.00,324.00,n ext
5,0.80,-13.79,216.69,540.00,268.00,n ext
6,1.00,-12.36,215.82,448.00,220.00,n ext
7,1.20,-9.40,213.52,444.00,316.00,n ext
8,1.40,-6.44,211.27,468.00,256.00,n ext
9,1.60,-4.88,210.47,648.00,180.00,n ext
10,1.80,-3.27,209.68,580.00,244.00,n ext
11,2.00,-1.75,208.61,624.00,284.00,n ext
12,2.20,-0.22,207.57,668.00,260.00,n ext
13,2.40,1.30,206.53,624.00,148.00,n ext
14,2.60,3.03,205.82,772.00,252.00,n ext
15,2.80,4.82,205.12,756.00,296.00,n ext
16,3.00,5.09,205.42,704.00,364.00,n ext
17,3.20,11.46,201.64,688.00,416.00,n ext
18,3.40,14.27,199.52,616.00,248.00,n ext
19,3.60,21.31,194.61,672.00,304.00,n ext
20,3.80,26.59,190.77,692.00,260.00,n ext
21,4.00,33.17,186.41,744.00,300.00,north
22,4.20,39.53,182.36,728.00,328.00,north
23,4.40,47.10,178.06,764.00,348.00,north
24,4.60,52.98,174.64,856.00,340.00,north
25,4.80,59.34,170.59,824.00,432.00,north
26,5.00,65.95,165.99,804.00,420.00,north
27,5.20,72.84,162.38,844.00,416.00,north
28,5.40,81.42,157.49,860.00,592.00,north
29,5.60,88.56,154.80,892.00,472.00,north
30,5.80,97.85,152.03,888.00,628.00,north
31,6.00,105.33,149.99,896.00,632.00,north
32,6.20,111.15,148.32,1008.00,536.00,north
33,6.40,115.40,145.43,972.00,652.00,north
34,6.60,119.18,143.43,960.00,556.00,north
35,6.80,122.46,140.93,916.00,596.00,north
36,7.00,125.34,138.52,1068.00,640.00,north
37,7.20,128.75,136.53,964.00,728.00,north
38,7.40,132.04,135.21,1108.00,632.00,north
39,7.60,134.14,132.60,940.00,680.00,east
40,7.80,136.14,129.75,916.00,600.00,east
41,8.00,137.55,126.99,1016.00,628.00,east
42,8.20,138.42,124.44,972.00,556.00,east
43,8.40,137.91,121.01,992.00,500.00,east
44,8.60,137.39,115.78,904.00,560.00,east
45,8.80,137.18,110.44,924.00,452.00,reveral larger
46,9.00,136.68,103.90,1020.00,528.00,reveral larger
47,9.20,137.19,98.35,992.00,532.00,reveral larger
48,9.40,138.72,92.67,980.00,532.00,reveral larger
49,9.60,141.56,85.61,912.00,692.00,east
50,9.80,145.71,77.81,956.00,740.00,east
51,10.00,150.77,72.31,836.00,656.00,east
52,10.20,157.74,65.58,884.00,616.00,east
53,10.40,165.49,58.96,868.00,720.00,east
54,10.60,173.10,53.03,812.00,608.00,east
55,10.80,181.81,44.62,784.00,652.00,east
56,11.00,189.31,36.14,724.00,540.00,e ext
57,11.20,194.58,30.01,632.00,364.00,e ext
58,11.40,191.92,33.12,620.00,268.00,e ext
59,11.60,187.74,40.06,632.00,252.00,e ext
60,11.80,187.64,38.58,580.00,276.00,e ext
61,12.00,190.20,35.64,608.00,308.00,e ext
62,12.20,192.17,37.77,568.00,448.00,e ext
63,12.40,192.41,41.04,540.00,372.00,e ext
64,12.60,192.02,46.57,636.00,304.00,e ext
65,12.80,191.44,56.29,600.00,356.00,e ext
66,13.00,190.62,62.49,516.00,388.00,e ext
67,13.20,186.47,69.09,520.00,556.00,e ext
68,13.40,183.03,77.17,608.00,480.00,e ext
69,13.60,177.13,86.44,672.00,536.00,e ext
70,13.80,172.03,92.93,684.00,500.00,east
71,14.00,167.30,98.65,780.00,488.00,east
72,14.20,160.70,101.59,804.00,632.00,east
73,14.40,155.99,103.12,780.00,584.00,east
74,14.60,154.51,102.73,636.00,248.00,reveral larger
75,14.80,152.31,102.19,740.00,312.00,reveral larger
76,15.00,149.35,102.68,840.00,388.00,platform reversal
77,15.20,147.85,103.47,852.00,396.00,platform reversal
78,15.40,146.44,103.13,840.00,220.00,platform reversal
79,15.60,147.14,103.30,736.00,208.00,platform reversal
80,15.80,147.14,103.30,724.00,180.00,platform reversal
81,16.00,147.08,104.41,752.00,172.00,platform reversal
82,16.20,147.08,104.41,772.00,60.00,platform reversal
83,16.40,147.08,104.41,812.00,144.00,platform reversal
84,16.60,147.14,103.30,804.00,192.00,platform reversal
85,16.80,147.14,103.30,776.00,196.00,platform reversal
