Track file,I:\Rat Navigation Data\backup1\exp nestle 3_0005\data\track_00063.trk
Object,0
Samples,416
treatment,3,
cage,36,
mark,1,
id,56,
trial,3,
date,2009-07-29 13:22:28.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES
1,0.00,70.11,186.73,460.00,1308.00,n ext
2,0.20,67.02,188.90,416.00,284.00,n ext
3,0.40,62.58,190.47,400.00,296.00,n ext
4,0.60,56.91,191.51,460.00,276.00,n ext
5,0.80,53.15,192.32,492.00,328.00,n ext
6,1.00,45.66,194.19,576.00,228.00,n ext
7,1.20,40.11,194.24,540.00,388.00,n ext
8,1.40,34.89,194.52,540.00,384.00,n ext
9,1.60,33.04,191.70,560.00,412.00,n ext
10,1.80,30.67,190.07,548.00,388.00,n ext
11,2.00,32.69,186.02,644.00,360.00,north
12,2.20,33.77,183.07,688.00,316.00,north
13,2.40,36.83,178.02,692.00,420.00,north
14,2.60,39.82,173.03,732.00,472.00,north
15,2.80,42.72,168.08,736.00,420.00,north
16,3.00,44.94,164.61,776.00,424.00,north
17,3.20,46.83,160.69,820.00,476.00,north
18,3.40,48.87,157.25,840.00,372.00,north
19,3.60,49.66,153.76,820.00,444.00,north
20,3.80,50.37,152.78,944.00,300.00,north
21,4.00,50.64,150.72,856.00,432.00,north
22,4.20,50.72,148.02,864.00,448.00,north
23,4.40,48.49,147.00,836.00,468.00,west
24,4.60,45.55,146.19,844.00,560.00,west
25,4.80,43.50,144.77,836.00,408.00,west
26,5.00,40.67,143.42,860.00,504.00,west
27,5.20,38.64,141.39,844.00,472.00,west
28,5.40,38.12,138.43,828.00,424.00,west
29,5.60,37.29,134.15,776.00,572.00,west
30,5.80,38.07,130.32,736.00,408.00,west
31,6.00,39.17,125.12,796.00,324.00,west
32,6.20,40.71,117.22,816.00,420.00,west
33,6.40,42.93,110.78,820.00,428.00,west
34,6.60,44.00,104.46,796.00,368.00,west
35,6.80,43.94,98.01,800.00,420.00,west
36,7.00,43.48,91.52,764.00,340.00,west
37,7.20,41.89,85.82,824.00,396.00,west
38,7.40,40.89,81.62,780.00,324.00,west
39,7.60,40.23,75.36,768.00,428.00,west
40,7.80,38.36,68.58,792.00,344.00,west
41,8.00,36.93,62.41,736.00,344.00,west
42,8.20,36.42,58.26,832.00,440.00,west
43,8.40,36.54,56.61,780.00,524.00,west
44,8.60,37.11,54.62,756.00,376.00,west
45,8.80,39.45,54.32,684.00,392.00,west
46,9.00,42.63,56.22,752.00,308.00,west
47,9.20,46.27,57.73,732.00,516.00,west
48,9.40,49.53,58.27,812.00,472.00,west
49,9.60,52.46,57.95,800.00,508.00,west
50,9.80,55.85,58.52,824.00,424.00,south
51,10.00,60.57,60.37,888.00,512.00,south
52,10.20,65.95,61.68,832.00,584.00,south
53,10.40,70.59,62.21,832.00,480.00,south
54,10.60,76.50,63.50,840.00,504.00,south
55,10.80,81.85,65.37,832.00,520.00,south
56,11.00,87.03,66.16,916.00,516.00,south
57,11.20,93.08,67.37,848.00,532.00,south
58,11.40,99.09,67.38,840.00,528.00,south
59,11.60,103.43,66.86,916.00,508.00,south
60,11.80,108.66,66.02,808.00,492.00,south
61,12.00,111.82,66.46,800.00,400.00,south
62,12.20,115.47,67.43,864.00,552.00,south
63,12.40,118.68,69.04,812.00,524.00,south
64,12.60,121.15,72.15,832.00,532.00,south
65,12.80,122.45,76.24,852.00,620.00,south
66,13.00,123.48,81.22,908.00,592.00,south
67,13.20,124.16,85.63,904.00,500.00,east
68,13.40,125.44,90.92,888.00,632.00,east
69,13.60,126.34,96.42,872.00,512.00,east
70,13.80,126.94,102.00,856.00,520.00,east
71,14.00,127.90,107.67,892.00,612.00,east
72,14.20,127.22,111.28,904.00,564.00,east
73,14.40,126.01,114.52,900.00,580.00,east
74,14.60,123.53,117.09,900.00,624.00,east
75,14.80,120.35,119.23,952.00,628.00,east
76,15.00,117.02,120.00,960.00,608.00,north
77,15.20,114.29,120.39,932.00,620.00,north
78,15.40,111.53,120.24,984.00,620.00,north
79,15.60,108.82,118.97,940.00,436.00,north
80,15.80,106.84,117.95,1136.00,484.00,north
81,16.00,102.93,116.65,1040.00,792.00,north
82,16.20,99.67,116.19,1004.00,460.00,north
83,16.40,95.67,116.38,1000.00,572.00,north
84,16.60,91.63,116.74,1040.00,576.00,north
85,16.80,87.86,118.52,1012.00,716.00,north
86,17.00,85.26,120.48,936.00,644.00,north
87,17.20,82.97,123.19,904.00,528.00,north
88,17.40,81.21,125.95,956.00,420.00,north
89,17.60,79.30,128.81,884.00,632.00,north
90,17.80,76.04,131.33,924.00,608.00,north
91,18.00,72.22,133.48,944.00,524.00,north
92,18.20,66.34,135.75,868.00,572.00,north
93,18.40,61.87,135.77,876.00,536.00,west
94,18.60,57.52,135.79,900.00,552.00,west
95,18.80,53.02,134.99,820.00,600.00,west
96,19.00,49.57,134.44,852.00,512.00,west
97,19.20,45.13,132.97,796.00,584.00,west
98,19.40,42.39,131.62,852.00,456.00,west
99,19.60,38.84,130.16,788.00,488.00,west
100,19.80,35.66,126.91,796.00,464.00,west
101,20.00,34.23,124.33,824.00,436.00,west
102,20.20,33.47,118.60,764.00,548.00,west
