Track file,I:\Rat Navigation Data\backup1\exp nestle 3_0005\data\track_00032.trk
Object,0
Samples,298
treatment,2,
cage,28,
mark,1,
id,92,
trial,2,
date,2009-07-29 11:09:43.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES
1,0.00,107.75,14.87,224.00,176.00,s ext
2,0.20,107.47,15.88,292.00,116.00,s ext
3,0.40,105.22,17.99,352.00,156.00,s ext
4,0.60,104.73,19.97,384.00,120.00,south
5,0.80,102.64,21.97,412.00,116.00,south
6,1.00,100.63,23.92,488.00,220.00,south
7,1.20,100.45,24.86,484.00,92.00,south
8,1.40,99.78,28.56,588.00,248.00,south
9,1.60,99.02,33.05,596.00,392.00,south
10,1.80,98.37,37.40,648.00,396.00,south
11,2.00,97.70,42.43,636.00,396.00,south
12,2.20,97.14,47.27,676.00,424.00,south
13,2.40,96.61,52.69,704.00,484.00,south
14,2.60,96.26,57.16,776.00,456.00,south
15,2.80,95.00,62.10,792.00,584.00,south
16,3.00,93.08,67.37,832.00,608.00,south
17,3.20,91.47,71.74,836.00,540.00,south
18,3.40,90.06,75.95,848.00,572.00,south
19,3.60,88.84,81.31,864.00,640.00,south
20,3.80,87.65,85.97,956.00,660.00,south
21,4.00,86.40,91.25,940.00,696.00,west
22,4.20,84.41,95.22,928.00,668.00,west
23,4.40,82.25,99.35,896.00,720.00,west
24,4.60,79.41,102.27,944.00,776.00,west
25,4.80,75.26,104.56,856.00,768.00,west
26,5.00,72.61,104.99,816.00,520.00,west
27,5.20,70.05,104.67,904.00,504.00,west
28,5.40,66.93,103.38,880.00,544.00,platform larger
29,5.60,64.97,103.05,876.00,444.00,platform
30,5.80,63.52,103.70,824.00,524.00,platform
31,6.00,61.24,105.21,732.00,604.00,platform
32,6.20,60.24,107.00,772.00,312.00,platform
33,6.40,58.77,110.78,732.00,360.00,platform larger
34,6.60,58.19,115.65,804.00,392.00,platform larger
35,6.80,57.32,120.51,776.00,428.00,west
36,7.00,55.76,126.34,816.00,440.00,west
37,7.20,54.52,131.96,792.00,416.00,west
38,7.40,54.24,136.19,780.00,492.00,west
39,7.60,55.15,138.94,760.00,532.00,west
40,7.80,58.23,139.92,796.00,588.00,north
41,8.00,61.99,139.91,756.00,544.00,north
42,8.20,66.05,138.54,808.00,396.00,north
43,8.40,70.11,137.35,860.00,612.00,north
44,8.60,74.17,135.02,868.00,520.00,north
45,8.80,79.21,132.09,920.00,476.00,north
46,9.00,84.46,130.13,900.00,532.00,north
47,9.20,88.56,129.22,960.00,492.00,north
48,9.40,94.13,128.57,936.00,592.00,north
49,9.60,97.99,128.80,952.00,568.00,north
50,9.80,101.80,129.83,912.00,616.00,north
51,10.00,105.60,132.31,856.00,520.00,north
52,10.20,108.84,134.85,868.00,460.00,north
53,10.40,110.51,137.76,792.00,652.00,north
54,10.60,111.40,139.88,832.00,448.00,north
55,10.80,111.33,143.08,816.00,440.00,north
56,11.00,111.21,147.00,872.00,472.00,north
57,11.20,112.16,151.26,832.00,616.00,north
58,11.40,115.70,156.21,868.00,548.00,north
59,11.60,121.01,161.10,836.00,488.00,north
60,11.80,129.70,166.59,816.00,548.00,north
61,12.00,139.32,172.89,784.00,576.00,north
62,12.20,154.43,181.62,800.00,648.00,north
63,12.40,169.24,191.30,676.00,620.00,n ext
64,12.60,183.92,200.89,692.00,464.00,n ext
65,12.80,197.46,210.69,632.00,492.00,n ext
66,13.00,208.65,218.75,584.00,696.00,n ext
67,13.20,213.81,222.38,612.00,524.00,n ext
68,13.40,216.95,224.54,656.00,556.00,n ext
69,13.60,217.07,224.38,584.00,472.00,n ext
70,13.80,210.42,217.09,576.00,544.00,n ext
71,14.00,203.24,208.75,540.00,476.00,e ext
72,14.20,193.08,196.40,616.00,524.00,e ext
73,14.40,182.46,183.24,692.00,532.00,east
74,14.60,173.76,172.09,708.00,544.00,east
75,14.80,168.09,163.59,740.00,536.00,east
76,15.00,164.00,156.20,736.00,548.00,east
77,15.20,160.02,147.81,744.00,488.00,east
78,15.40,156.70,139.48,812.00,468.00,east
79,15.60,153.92,133.92,772.00,552.00,east
80,15.80,150.47,127.01,796.00,520.00,east
81,16.00,146.96,122.15,804.00,616.00,east
82,16.20,143.16,119.28,800.00,572.00,reveral larger
83,16.40,138.23,117.85,820.00,620.00,east
84,16.60,134.11,116.87,868.00,520.00,east
85,16.80,130.79,117.04,832.00,540.00,east
86,17.00,128.93,118.48,892.00,572.00,east
87,17.20,126.38,119.53,876.00,472.00,east
88,17.40,123.24,121.59,932.00,680.00,east
89,17.60,120.49,121.19,920.00,556.00,east
90,17.80,117.04,120.63,908.00,476.00,north
91,18.00,114.28,119.78,940.00,552.00,north
92,18.20,111.59,117.22,928.00,556.00,north
93,18.40,109.73,114.36,952.00,496.00,north
94,18.60,108.02,111.00,936.00,504.00,north
95,18.80,106.49,107.13,940.00,492.00,east
