Track file,I:\Rat Navigation Data\backup1\exp nestle 3_0005\data\track_00093.trk
Object,0
Samples,167
treatment,4,
cage,50,
mark,1,
id,72,
trial,3,
date,2009-07-30 10:51:25.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES
1,0.00,150.77,193.45,4592.00,6792.00,n ext
2,0.20,61.88,184.62,828.00,5420.00,n ext
3,0.40,59.81,187.54,596.00,552.00,n ext
4,0.60,47.73,195.30,404.00,544.00,n ext
5,0.80,45.66,194.19,548.00,392.00,n ext
6,1.00,37.36,195.91,500.00,472.00,n ext
7,1.20,34.89,194.52,560.00,460.00,n ext
8,1.40,32.04,192.79,596.00,460.00,n ext
9,1.60,31.80,190.87,636.00,304.00,n ext
10,1.80,31.16,188.59,608.00,420.00,n ext
11,2.00,32.69,186.02,692.00,244.00,north
12,2.20,35.18,182.40,692.00,344.00,north
13,2.40,38.53,177.79,728.00,324.00,north
14,2.60,42.62,172.26,800.00,432.00,north
15,2.80,46.46,166.85,824.00,464.00,north
16,3.00,52.26,158.72,816.00,576.00,north
17,3.20,58.00,149.99,776.00,704.00,north
18,3.40,61.50,142.77,828.00,660.00,north
19,3.60,63.01,138.18,956.00,680.00,north
20,3.80,62.06,134.27,864.00,748.00,west
21,4.00,59.46,132.07,976.00,752.00,west
22,4.20,54.52,131.96,1004.00,724.00,west
23,4.40,48.12,132.08,908.00,832.00,west
24,4.60,42.11,133.88,996.00,680.00,west
25,4.80,33.61,136.41,968.00,836.00,west
26,5.00,26.62,139.80,972.00,708.00,west
27,5.20,20.19,143.20,888.00,684.00,west
28,5.40,13.68,148.38,752.00,504.00,w ext
29,5.60,12.07,150.53,648.00,168.00,w ext
30,5.80,12.19,152.06,516.00,196.00,w ext
31,6.00,16.40,148.95,532.00,248.00,w ext
32,6.20,14.80,151.05,536.00,204.00,w ext
33,6.40,10.68,157.24,500.00,372.00,w ext
34,6.60,7.21,164.69,564.00,520.00,w ext
35,6.80,7.12,168.74,548.00,472.00,w ext
