Track file,I:\Rat Navigation Data\backup1\exp nestle 3_0005\data\track_00050.trk
Object,0
Samples,288
treatment,1,
cage,43,
mark,1,
id,75,
trial,2,
date,2009-07-29 12:31:56.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES
1,0.00,104.23,15.07,224.00,160.00,s ext
2,0.20,93.57,15.16,156.00,300.00,s ext
3,0.40,93.21,18.09,272.00,188.00,s ext
4,0.60,91.13,21.83,408.00,232.00,south
5,0.80,86.04,26.93,408.00,424.00,south
6,1.00,83.08,30.95,496.00,344.00,south
7,1.20,79.08,34.46,464.00,352.00,south
8,1.40,78.01,36.66,476.00,324.00,south
9,1.60,74.38,38.13,516.00,296.00,south
10,1.80,71.20,40.20,500.00,328.00,south
11,2.00,69.10,40.95,512.00,228.00,south
12,2.20,67.36,42.42,472.00,216.00,south
13,2.40,67.88,43.97,408.00,320.00,south
14,2.60,70.75,46.38,484.00,276.00,south
15,2.80,75.76,49.43,548.00,344.00,south
16,3.00,82.66,52.75,596.00,432.00,south
17,3.20,89.13,55.53,672.00,452.00,south
18,3.40,97.20,57.97,676.00,604.00,south
19,3.60,105.68,59.62,668.00,640.00,south
20,3.80,115.69,59.38,612.00,664.00,south
21,4.00,123.85,57.61,768.00,644.00,south
22,4.20,131.91,55.04,656.00,640.00,south
23,4.40,141.34,50.30,592.00,616.00,south
24,4.60,147.59,47.11,628.00,444.00,south
25,4.80,153.85,43.53,628.00,448.00,south
26,5.00,159.38,40.84,656.00,444.00,south
27,5.20,163.95,38.60,616.00,392.00,east
28,5.40,166.80,38.33,540.00,364.00,east
29,5.60,169.43,36.51,544.00,284.00,east
30,5.80,172.07,34.65,544.00,296.00,east
31,6.00,173.84,33.38,552.00,336.00,east
32,6.20,177.34,28.97,532.00,340.00,east
33,6.40,181.01,22.61,464.00,332.00,east
34,6.60,183.01,17.74,544.00,280.00,east
35,6.80,182.09,17.02,460.00,252.00,east
36,7.00,180.13,16.55,468.00,336.00,south
37,7.20,174.98,19.39,472.00,380.00,south
38,7.40,171.70,20.61,588.00,356.00,south
39,7.60,164.18,25.38,580.00,432.00,south
40,7.80,156.76,30.21,488.00,516.00,south
41,8.00,150.02,35.54,516.00,460.00,south
42,8.20,141.34,42.89,560.00,532.00,south
43,8.40,132.83,51.71,592.00,568.00,south
44,8.60,126.77,59.74,652.00,556.00,south
45,8.80,121.60,66.99,656.00,556.00,south
46,9.00,117.70,74.18,692.00,596.00,south
