Track file,I:\Rat Navigation Data\backup1\exp nestle 3_0005\data\track_00046.trk
Object,0
Samples,292
treatment,4,
cage,38,
mark,2,
id,108,
trial,1,
date,2009-07-29 12:17:23.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES
1,0.00,-7.87,208.15,324.00,276.00,n ext
2,0.20,-13.77,214.36,372.00,264.00,n ext
3,0.40,-15.69,216.72,404.00,352.00,n ext
4,0.60,-14.81,216.60,432.00,340.00,n ext
5,0.80,-15.06,217.26,492.00,196.00,n ext
6,1.00,-12.33,215.52,480.00,308.00,n ext
7,1.20,-9.40,213.52,480.00,280.00,n ext
8,1.40,-7.89,212.68,496.00,256.00,n ext
9,1.60,-1.98,208.03,564.00,324.00,n ext
10,1.80,5.30,202.61,424.00,364.00,n ext
11,2.00,12.03,196.90,556.00,340.00,n ext
12,2.20,18.21,191.13,592.00,372.00,north
13,2.40,21.63,187.56,624.00,336.00,north
14,2.60,25.79,182.51,740.00,396.00,north
15,2.80,28.58,178.26,744.00,460.00,north
16,3.00,32.40,173.31,760.00,392.00,north
17,3.20,34.02,170.16,784.00,408.00,north
18,3.40,33.68,168.72,812.00,332.00,north
19,3.60,34.32,166.05,796.00,416.00,north
20,3.80,35.78,161.50,784.00,556.00,north
21,4.00,37.15,156.65,744.00,528.00,west
22,4.20,39.82,149.07,736.00,504.00,west
23,4.40,42.10,141.88,776.00,536.00,west
24,4.60,43.63,133.42,824.00,624.00,west
25,4.80,44.40,124.38,760.00,616.00,west
26,5.00,44.01,115.95,844.00,612.00,west
27,5.20,41.91,108.02,852.00,624.00,west
28,5.40,38.51,97.61,808.00,620.00,west
29,5.60,34.05,87.26,724.00,628.00,west
30,5.80,28.77,77.10,788.00,528.00,west
31,6.00,23.33,64.74,700.00,520.00,w ext
32,6.20,17.54,54.48,636.00,480.00,w ext
33,6.40,14.07,46.05,556.00,344.00,w ext
34,6.60,13.18,42.68,524.00,216.00,w ext
35,6.80,12.21,39.34,556.00,168.00,w ext
36,7.00,12.19,37.03,556.00,216.00,w ext
37,7.20,13.61,35.30,568.00,500.00,w ext
38,7.40,15.53,35.32,604.00,468.00,w ext
39,7.60,17.86,35.03,640.00,420.00,west
40,7.80,19.92,33.31,648.00,504.00,west
41,8.00,22.56,33.34,644.00,476.00,west
42,8.20,25.20,33.63,668.00,504.00,west
43,8.40,28.29,34.03,728.00,548.00,west
44,8.60,30.87,33.64,744.00,592.00,west
45,8.80,33.70,33.50,728.00,608.00,south
46,9.00,35.05,31.62,752.00,632.00,south
47,9.20,38.74,30.74,756.00,676.00,south
48,9.40,41.21,28.88,716.00,608.00,south
49,9.60,44.37,26.81,716.00,568.00,south
50,9.80,51.37,25.74,728.00,628.00,south
51,10.00,56.49,22.69,700.00,556.00,south
52,10.20,64.42,19.44,604.00,632.00,s ext
53,10.40,72.10,15.80,608.00,508.00,s ext
54,10.60,77.22,12.83,572.00,332.00,s ext
55,10.80,82.79,11.51,572.00,256.00,s ext
56,11.00,86.60,10.82,540.00,144.00,s ext
57,11.20,90.37,11.03,544.00,156.00,s ext
58,11.40,90.27,12.04,540.00,164.00,s ext
59,11.60,92.12,12.11,512.00,132.00,s ext
60,11.80,91.89,14.11,488.00,264.00,s ext
61,12.00,95.08,17.17,500.00,484.00,s ext
62,12.20,96.51,19.14,532.00,400.00,s ext
63,12.40,100.82,22.97,528.00,388.00,south
64,12.60,103.19,26.66,548.00,356.00,south
65,12.80,105.33,30.23,584.00,300.00,south
66,13.00,105.66,34.67,576.00,320.00,south
67,13.20,105.95,38.98,660.00,356.00,south
68,13.40,105.99,44.01,680.00,428.00,south
69,13.60,106.93,49.61,704.00,536.00,south
70,13.80,107.89,54.23,728.00,520.00,south
71,14.00,109.25,60.16,772.00,596.00,south
72,14.20,109.69,65.23,832.00,588.00,south
73,14.40,110.48,71.52,808.00,664.00,south
74,14.60,110.45,77.68,876.00,620.00,south
75,14.80,110.36,84.35,852.00,760.00,south
76,15.00,111.03,90.88,864.00,764.00,south
77,15.20,111.18,97.94,896.00,752.00,east
78,15.40,112.35,103.79,900.00,732.00,east
79,15.60,113.10,110.84,916.00,808.00,east
80,15.80,114.26,116.70,984.00,676.00,north
81,16.00,116.50,123.52,940.00,820.00,north
82,16.20,119.31,130.61,892.00,776.00,north
83,16.40,122.68,137.39,924.00,680.00,north
84,16.60,128.69,145.40,872.00,708.00,north
85,16.80,135.69,153.49,896.00,696.00,north
86,17.00,145.17,163.09,828.00,732.00,north
87,17.20,154.50,172.27,832.00,676.00,north
88,17.40,167.27,184.20,760.00,696.00,north
89,17.60,180.40,196.43,716.00,620.00,n ext
90,17.80,197.28,211.24,576.00,620.00,n ext
91,18.00,202.84,215.91,528.00,240.00,n ext
92,18.20,200.04,213.55,488.00,112.00,n ext
93,18.40,196.44,210.29,412.00,196.00,n ext
