Track file,I:\Rat Navigation Data\backup1\exp nestle 3_0005\data\track_00047.trk
Object,0
Samples,43
treatment,4,
cage,38,
mark,2,
id,108,
trial,2,
date,2009-07-29 12:19:26.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES
1,0.00,100.29,17.18,456.00,448.00,s ext
2,0.20,98.74,16.21,436.00,164.00,s ext
3,0.40,92.00,13.11,488.00,316.00,s ext
4,0.60,88.25,13.92,552.00,336.00,s ext
5,0.80,79.17,15.96,500.00,596.00,s ext
6,1.00,77.70,20.41,508.00,480.00,s ext
7,1.20,74.75,23.48,552.00,372.00,south
8,1.40,73.66,26.70,592.00,288.00,south
9,1.60,75.72,30.49,648.00,432.00,south
10,1.80,77.55,33.33,644.00,292.00,south
11,2.00,79.28,36.12,600.00,324.00,south
12,2.20,82.18,38.28,672.00,272.00,south
13,2.40,84.94,40.36,672.00,288.00,south
14,2.60,87.62,43.95,680.00,288.00,south
15,2.80,90.07,47.42,680.00,368.00,south
16,3.00,92.32,50.77,700.00,380.00,south
17,3.20,96.43,54.95,732.00,472.00,south
18,3.40,99.17,58.10,696.00,516.00,south
19,3.60,102.59,61.13,808.00,464.00,south
20,3.80,106.56,63.97,776.00,536.00,south
21,4.00,109.97,67.35,788.00,564.00,south
22,4.20,112.60,72.03,840.00,644.00,south
23,4.40,114.19,76.72,880.00,664.00,south
24,4.60,117.46,81.94,912.00,808.00,south
25,4.80,118.98,86.04,924.00,700.00,south
26,5.00,121.17,90.25,904.00,628.00,east
27,5.20,123.45,94.72,1004.00,652.00,east
28,5.40,126.01,98.74,976.00,612.00,east
29,5.60,128.28,101.43,988.00,476.00,east
30,5.80,130.66,104.33,940.00,664.00,east
31,6.00,132.53,106.45,948.00,456.00,east
32,6.20,134.48,108.70,880.00,500.00,reveral larger
33,6.40,136.50,108.43,812.00,476.00,reveral larger
34,6.60,138.57,107.20,768.00,396.00,platform reversal
35,6.80,141.46,104.05,792.00,528.00,platform reversal
36,7.00,142.14,104.22,828.00,196.00,platform reversal
37,7.20,142.14,104.22,788.00,96.00,platform reversal
38,7.40,142.89,103.37,836.00,280.00,platform reversal
39,7.60,143.66,102.49,816.00,284.00,platform reversal
40,7.80,143.74,101.44,808.00,304.00,platform reversal
41,8.00,143.66,102.49,776.00,272.00,platform reversal
42,8.20,144.35,102.64,776.00,120.00,platform reversal
43,8.40,144.35,102.64,768.00,136.00,platform reversal
