Track file,I:\Rat Navigation Data\backup1\exp nestle 3_0005\data\track_00114.trk
Object,0
Samples,87
treatment,3,
cage,52,
mark,2,
id,95,
trial,3,
date,2009-07-30 12:15:06.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES
1,0.00,71.75,192.83,1124.00,396.00,n ext
2,0.20,71.96,186.51,644.00,936.00,n ext
3,0.40,72.53,185.57,644.00,328.00,n ext
4,0.60,75.14,187.07,564.00,336.00,n ext
5,0.80,75.97,188.79,484.00,264.00,n ext
6,1.00,77.90,188.64,448.00,204.00,n ext
7,1.20,82.70,186.55,384.00,272.00,n ext
8,1.40,86.51,186.42,440.00,272.00,n ext
9,1.60,89.95,187.29,392.00,224.00,n ext
10,1.80,91.53,188.22,428.00,268.00,n ext
11,2.00,89.57,188.21,460.00,304.00,n ext
12,2.20,87.61,188.22,464.00,188.00,n ext
13,2.40,84.60,186.47,496.00,360.00,n ext
14,2.60,77.54,185.97,572.00,524.00,n ext
15,2.80,73.10,184.63,608.00,476.00,n ext
16,3.00,66.02,183.05,644.00,484.00,n ext
17,3.20,62.86,181.16,692.00,384.00,n ext
18,3.40,62.93,177.17,608.00,428.00,north
19,3.60,66.09,172.64,684.00,420.00,north
20,3.80,69.05,168.27,716.00,368.00,north
21,4.00,70.72,165.71,800.00,340.00,north
22,4.20,75.42,161.94,796.00,460.00,north
23,4.40,79.34,159.19,836.00,360.00,north
24,4.60,84.62,155.75,904.00,428.00,north
25,4.80,88.33,152.64,908.00,364.00,north
26,5.00,91.47,150.43,964.00,456.00,north
27,5.20,94.65,147.66,956.00,344.00,north
28,5.40,97.57,145.03,1044.00,408.00,north
29,5.60,101.37,141.99,968.00,516.00,north
30,5.80,104.69,139.81,1052.00,580.00,north
31,6.00,108.66,137.97,1044.00,552.00,north
32,6.20,114.99,137.09,1004.00,712.00,north
33,6.40,120.22,137.64,1084.00,584.00,north
34,6.60,126.23,138.92,968.00,700.00,north
35,6.80,130.56,140.41,1072.00,480.00,north
36,7.00,136.71,143.19,956.00,572.00,north
37,7.20,142.92,146.48,1028.00,648.00,north
38,7.40,148.62,150.41,940.00,680.00,north
39,7.60,155.38,156.59,756.00,736.00,east
40,7.80,161.52,163.58,788.00,528.00,east
41,8.00,165.95,169.16,780.00,480.00,north
42,8.20,170.80,175.82,752.00,556.00,north
43,8.40,173.58,181.18,776.00,544.00,north
44,8.60,174.98,184.48,780.00,468.00,north
45,8.80,172.70,184.58,752.00,572.00,north
46,9.00,167.93,182.83,720.00,512.00,north
47,9.20,160.71,179.59,792.00,600.00,north
48,9.40,152.29,175.30,868.00,580.00,north
49,9.60,140.41,168.86,780.00,648.00,north
50,9.80,132.80,163.74,832.00,548.00,north
51,10.00,125.65,158.47,864.00,584.00,north
52,10.20,119.13,153.06,856.00,640.00,north
53,10.40,115.51,148.07,864.00,624.00,north
54,10.60,114.28,141.91,808.00,696.00,north
55,10.80,114.15,138.09,948.00,524.00,north
56,11.00,115.67,134.22,984.00,676.00,north
57,11.20,117.04,131.02,968.00,696.00,north
58,11.40,120.57,128.66,984.00,696.00,north
59,11.60,124.02,127.61,1036.00,764.00,north
60,11.80,128.84,127.27,980.00,744.00,east
61,12.00,133.08,128.09,896.00,628.00,east
62,12.20,137.50,129.82,996.00,532.00,east
63,12.40,142.20,132.64,932.00,600.00,east
64,12.60,146.48,136.15,936.00,476.00,east
65,12.80,150.94,140.02,804.00,652.00,east
66,13.00,153.31,143.25,808.00,356.00,east
67,13.20,158.00,149.08,816.00,568.00,east
68,13.40,159.83,150.59,708.00,604.00,east
69,13.60,162.67,151.54,812.00,568.00,east
70,13.80,163.66,150.86,812.00,440.00,east
71,14.00,164.75,148.50,744.00,444.00,east
72,14.20,162.06,141.77,824.00,504.00,east
73,14.40,158.44,132.13,764.00,484.00,east
74,14.60,155.73,123.93,832.00,436.00,east
75,14.80,154.51,118.73,808.00,360.00,east
76,15.00,152.77,113.26,720.00,480.00,reveral larger
77,15.20,149.80,109.78,828.00,436.00,reveral larger
78,15.40,147.69,106.82,860.00,408.00,platform reversal
79,15.60,146.37,104.22,888.00,356.00,platform reversal
80,15.80,145.12,101.73,892.00,284.00,platform reversal
81,16.00,144.43,101.59,816.00,180.00,platform reversal
82,16.20,144.35,102.64,864.00,96.00,platform reversal
83,16.40,145.04,102.80,756.00,244.00,platform reversal
84,16.60,145.04,102.80,820.00,264.00,platform reversal
85,16.80,145.91,100.79,808.00,300.00,platform reversal
86,17.00,146.83,98.71,844.00,300.00,platform reversal
87,17.20,146.72,99.82,836.00,160.00,platform reversal
