Track file,I:\Rat Navigation Data\backup1\exp nestle 3_0005\data\track_00049.trk
Object,0
Samples,450
treatment,1,
cage,43,
mark,1,
id,75,
trial,1,
date,2009-07-29 12:28:39.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES
1,0.00,-3.63,203.57,280.00,164.00,n ext
2,0.20,-3.80,204.03,284.00,196.00,n ext
3,0.40,-22.69,223.21,184.00,420.00,n ext
4,0.60,-22.94,223.59,208.00,104.00,n ext
5,0.80,-20.39,221.45,180.00,212.00,n ext
6,1.00,-13.42,215.42,88.00,236.00,n ext
7,1.20,-2.15,205.12,232.00,320.00,n ext
8,1.40,7.12,196.97,404.00,372.00,n ext
9,1.60,14.72,190.69,548.00,464.00,north
10,1.80,25.61,182.12,656.00,468.00,north
11,2.00,34.00,176.67,624.00,456.00,north
12,2.20,41.92,171.40,636.00,420.00,north
13,2.40,47.17,167.73,668.00,400.00,north
14,2.60,52.23,164.32,648.00,412.00,north
15,2.80,55.54,161.10,732.00,428.00,north
16,3.00,58.91,156.63,764.00,480.00,north
17,3.20,62.81,150.09,792.00,636.00,north
18,3.40,65.39,144.03,792.00,592.00,north
19,3.60,66.86,138.29,872.00,640.00,north
20,3.80,68.10,132.49,888.00,624.00,north
21,4.00,69.06,126.59,804.00,572.00,west
22,4.20,69.71,122.05,828.00,448.00,west
23,4.40,70.78,117.38,880.00,444.00,west
24,4.60,70.46,114.30,832.00,432.00,west
25,4.80,71.32,111.15,856.00,432.00,west
26,5.00,73.46,107.39,888.00,456.00,west
27,5.20,76.11,103.20,944.00,552.00,west
28,5.40,79.77,98.87,944.00,672.00,west
29,5.60,83.16,94.94,932.00,708.00,west
30,5.80,85.77,89.84,940.00,752.00,west
31,6.00,87.59,84.09,940.00,784.00,south
32,6.20,89.48,79.59,904.00,660.00,south
33,6.40,90.78,74.83,868.00,572.00,south
34,6.60,92.26,71.23,880.00,476.00,south
35,6.80,93.93,68.18,828.00,516.00,south
36,7.00,94.00,64.77,816.00,444.00,south
37,7.20,93.17,59.74,764.00,532.00,south
38,7.40,90.12,53.49,832.00,612.00,south
39,7.60,86.45,45.34,772.00,708.00,south
40,7.80,82.11,37.46,716.00,672.00,south
41,8.00,76.89,28.20,656.00,684.00,south
42,8.20,72.72,20.44,580.00,556.00,s ext
43,8.40,71.98,14.85,484.00,352.00,s ext
44,8.60,77.27,13.80,528.00,364.00,s ext
45,8.80,84.63,12.67,472.00,512.00,s ext
46,9.00,95.82,12.19,524.00,452.00,s ext
47,9.20,105.25,10.97,484.00,464.00,s ext
48,9.40,114.78,9.14,516.00,456.00,s ext
49,9.60,125.75,7.48,460.00,480.00,s ext
50,9.80,134.78,5.49,480.00,428.00,s ext
51,10.00,141.94,3.53,456.00,376.00,s ext
52,10.20,151.79,1.17,424.00,480.00,s ext
53,10.40,164.69,-3.36,476.00,540.00,s ext
54,10.60,175.46,-8.05,496.00,508.00,s ext
55,10.80,184.71,-12.07,504.00,528.00,s ext
56,11.00,191.84,-15.54,472.00,448.00,s ext
57,11.20,200.06,-20.51,456.00,480.00,s ext
58,11.40,203.49,-21.77,440.00,464.00,s ext
59,11.60,205.13,-21.80,460.00,412.00,s ext
60,11.80,205.13,-19.64,404.00,504.00,s ext
61,12.00,202.29,-14.86,456.00,380.00,s ext
62,12.20,199.55,-10.47,492.00,348.00,s ext
63,12.40,196.77,-5.40,500.00,456.00,s ext
64,12.60,197.70,-5.22,512.00,428.00,s ext
65,12.80,197.58,-4.56,592.00,376.00,s ext
66,13.00,204.26,-11.03,556.00,428.00,s ext
67,13.20,207.40,-13.61,552.00,348.00,e ext
68,13.40,208.28,-13.93,476.00,356.00,e ext
69,13.60,209.76,-13.56,392.00,420.00,e ext
70,13.80,209.04,-10.73,380.00,380.00,e ext
71,14.00,207.33,-6.66,460.00,328.00,e ext
72,14.20,206.51,-2.24,388.00,472.00,e ext
73,14.40,203.85,4.35,460.00,472.00,e ext
74,14.60,202.27,11.73,420.00,544.00,e ext
75,14.80,198.19,24.66,468.00,584.00,e ext
76,15.00,196.68,35.48,472.00,548.00,e ext
77,15.20,194.23,49.58,460.00,532.00,e ext
78,15.40,192.40,62.19,444.00,560.00,e ext
79,15.60,190.53,79.38,412.00,600.00,e ext
80,15.80,189.58,92.32,420.00,496.00,e ext
81,16.00,188.50,104.93,444.00,560.00,e ext
82,16.20,190.04,120.30,520.00,588.00,e ext
83,16.40,190.95,136.65,528.00,624.00,e ext
84,16.60,193.82,151.44,468.00,508.00,e ext
85,16.80,199.33,174.90,264.00,628.00,e ext
86,17.00,199.42,177.57,388.00,340.00,e ext
87,17.20,201.14,186.27,412.00,504.00,e ext
88,17.40,202.96,194.73,348.00,504.00,e ext
89,17.60,201.52,196.00,428.00,376.00,e ext
90,17.80,200.47,196.67,520.00,396.00,e ext
91,18.00,200.63,198.51,564.00,444.00,e ext
92,18.20,202.06,201.58,540.00,568.00,e ext
93,18.40,204.22,204.51,524.00,328.00,e ext
94,18.60,206.11,207.49,612.00,240.00,e ext
95,18.80,208.68,210.52,500.00,208.00,e ext
96,19.00,208.68,210.52,436.00,296.00,e ext
97,19.20,208.01,207.15,244.00,544.00,e ext
98,19.40,203.73,201.03,444.00,384.00,e ext
99,19.60,198.75,191.44,544.00,380.00,e ext
100,19.80,193.67,180.05,564.00,388.00,e ext
101,20.00,185.32,162.14,596.00,512.00,e ext
102,20.20,179.10,146.59,684.00,552.00,east
103,20.40,173.22,129.54,712.00,572.00,east
104,20.60,168.28,110.06,668.00,764.00,east
105,20.80,166.06,95.23,664.00,644.00,east
106,21.00,165.55,76.75,696.00,760.00,east
107,21.20,166.21,62.52,700.00,732.00,east
108,21.40,167.71,51.88,668.00,560.00,east
109,21.60,169.11,42.37,620.00,536.00,east
110,21.80,169.35,35.69,680.00,620.00,east
111,22.00,167.95,31.85,672.00,552.00,south
112,22.20,163.70,31.93,688.00,576.00,south
113,22.40,158.05,32.89,688.00,560.00,south
114,22.60,152.11,34.37,668.00,588.00,south
115,22.80,143.49,36.68,716.00,688.00,south
116,23.00,133.55,39.24,720.00,652.00,south
117,23.20,121.37,41.93,648.00,688.00,south
118,23.40,109.34,44.60,696.00,608.00,south
119,23.60,97.22,46.47,704.00,600.00,south
120,23.80,87.74,47.86,592.00,536.00,south
121,24.00,83.39,50.03,644.00,476.00,south
122,24.20,78.46,52.33,616.00,604.00,south
123,24.40,77.64,57.48,624.00,600.00,south
124,24.60,79.81,63.42,640.00,544.00,south
125,24.80,80.73,68.20,708.00,524.00,south
126,25.00,82.62,75.13,780.00,624.00,south
127,25.20,84.08,81.85,852.00,736.00,south
