Track file,I:\Rat Navigation Data\backup1\exp nestle 3_0005\data\track_00035.trk
Object,0
Samples,160
treatment,2,
cage,28,
mark,2,
id,69,
trial,2,
date,2009-07-29 11:20:42.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES
1,0.00,103.17,12.09,360.00,232.00,s ext
2,0.20,99.50,12.19,424.00,224.00,s ext
3,0.40,90.27,12.04,504.00,320.00,s ext
4,0.60,84.63,12.67,504.00,288.00,s ext
5,0.80,80.93,14.26,428.00,388.00,s ext
6,1.00,75.75,17.34,432.00,428.00,s ext
7,1.20,74.41,20.76,456.00,272.00,south
8,1.40,74.75,23.48,488.00,216.00,south
9,1.60,76.89,28.20,476.00,316.00,south
10,1.80,78.60,30.22,560.00,340.00,south
11,2.00,81.77,33.29,560.00,272.00,south
12,2.20,84.78,37.09,600.00,464.00,south
13,2.40,84.99,41.17,564.00,404.00,south
14,2.60,85.29,45.91,624.00,340.00,south
15,2.80,84.66,51.77,700.00,540.00,south
16,3.00,84.17,56.64,708.00,552.00,south
17,3.20,82.06,61.52,736.00,604.00,south
18,3.40,79.48,65.86,804.00,668.00,south
19,3.60,76.78,71.10,832.00,788.00,south
20,3.80,73.66,76.01,868.00,828.00,south
21,4.00,71.24,80.81,872.00,804.00,west
22,4.20,67.41,87.07,832.00,896.00,west
23,4.40,63.62,93.85,788.00,828.00,platform larger
24,4.60,58.93,101.90,852.00,784.00,platform
25,4.80,53.47,112.63,820.00,856.00,platform larger
26,5.00,45.87,124.17,816.00,812.00,west
27,5.20,38.29,135.02,772.00,740.00,west
28,5.40,27.84,150.42,808.00,740.00,west
29,5.60,18.70,162.89,700.00,532.00,west
30,5.80,8.36,175.73,664.00,524.00,w ext
31,6.00,0.94,185.92,636.00,396.00,w ext
32,6.20,-3.64,192.17,636.00,248.00,w ext
33,6.40,-6.15,195.86,612.00,304.00,w ext
34,6.60,-6.69,197.77,552.00,396.00,w ext
35,6.80,-9.63,202.33,528.00,280.00,w ext
36,7.00,-9.47,203.85,512.00,496.00,w ext
