Track file,I:\Rat Navigation Data\backup1\exp nestle 3_0005\data\track_00068.trk
Object,0
Samples,450
treatment,4,
cage,44,
mark,1,
id,76,
trial,2,
date,2009-07-29 13:44:39.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES
1,0.00,66.89,15.67,464.00,528.00,s ext
2,0.20,59.58,18.94,444.00,444.00,s ext
3,0.40,55.24,23.00,448.00,500.00,south
4,0.60,54.75,27.85,460.00,404.00,south
5,0.80,57.36,33.69,456.00,412.00,south
6,1.00,61.13,39.90,484.00,404.00,south
7,1.20,63.43,45.38,484.00,376.00,south
8,1.40,66.09,49.71,568.00,364.00,south
9,1.60,70.32,56.56,544.00,536.00,south
10,1.80,75.42,62.45,612.00,508.00,south
11,2.00,80.61,67.53,548.00,544.00,south
12,2.20,84.08,69.27,640.00,332.00,south
13,2.40,88.30,71.69,624.00,408.00,south
14,2.60,89.90,72.06,636.00,388.00,south
15,2.80,92.27,71.89,664.00,252.00,south
16,3.00,96.27,71.85,676.00,404.00,south
17,3.20,101.79,72.32,676.00,424.00,south
18,3.40,106.19,73.76,644.00,432.00,south
19,3.60,109.80,74.32,700.00,440.00,south
20,3.80,111.85,74.86,628.00,264.00,south
21,4.00,113.13,75.44,640.00,220.00,south
22,4.20,115.10,75.93,568.00,288.00,south
23,4.40,116.11,77.20,476.00,300.00,south
24,4.60,116.01,79.99,564.00,328.00,south
25,4.80,115.11,83.50,632.00,324.00,south
26,5.00,113.55,87.62,640.00,440.00,south
27,5.20,112.28,90.91,696.00,344.00,south
28,5.40,111.83,93.50,660.00,308.00,south
29,5.60,110.93,95.37,604.00,264.00,east
30,5.80,110.57,97.88,556.00,256.00,east
31,6.00,110.41,99.12,520.00,156.00,east
32,6.20,110.19,100.97,520.00,216.00,east
33,6.40,110.05,102.20,612.00,244.00,east
34,6.60,109.93,103.42,600.00,228.00,east
35,6.80,110.41,104.73,596.00,524.00,east
36,7.00,112.04,107.50,636.00,472.00,east
37,7.20,-,-,-,-,-
38,7.40,114.41,109.88,628.00,628.00,east
39,7.60,116.32,109.68,616.00,492.00,east
40,7.80,116.97,109.18,528.00,168.00,east
41,8.00,117.65,108.03,532.00,188.00,east
42,8.20,118.27,108.17,408.00,188.00,east
43,8.40,118.30,107.51,440.00,184.00,east
44,8.60,116.67,103.85,676.00,452.00,east
45,8.80,115.71,101.05,680.00,340.00,east
46,9.00,113.06,93.57,696.00,840.00,east
47,9.20,111.64,87.62,680.00,672.00,south
48,9.40,111.44,82.33,696.00,512.00,south
49,9.60,110.05,76.35,700.00,612.00,south
50,9.80,109.43,69.50,688.00,620.00,south
51,10.00,107.61,63.20,596.00,564.00,south
52,10.20,106.79,58.84,572.00,392.00,south
53,10.40,107.23,52.73,564.00,504.00,south
54,10.60,110.28,45.33,548.00,512.00,south
55,10.80,112.09,39.32,524.00,424.00,south
56,11.00,114.88,34.67,496.00,348.00,south
57,11.20,117.59,30.74,496.00,304.00,south
58,11.40,120.14,27.62,484.00,364.00,south
59,11.60,125.81,23.76,472.00,380.00,south
60,11.80,130.25,22.69,428.00,364.00,south
61,12.00,133.53,23.54,420.00,288.00,south
62,12.20,132.99,24.57,396.00,104.00,south
63,12.40,133.30,26.21,364.00,128.00,south
64,12.60,133.58,27.83,376.00,108.00,south
65,12.80,131.99,30.85,404.00,212.00,south
66,13.00,130.19,32.23,408.00,196.00,south
67,13.20,127.95,34.53,456.00,160.00,south
68,13.40,124.57,37.08,452.00,140.00,south
69,13.60,121.32,39.48,448.00,228.00,south
70,13.80,118.54,40.86,512.00,240.00,south
71,14.00,110.52,44.49,572.00,436.00,south
72,14.20,103.09,46.56,596.00,400.00,south
73,14.40,94.64,49.46,588.00,512.00,south
74,14.60,83.39,50.03,588.00,616.00,south
75,14.80,72.79,49.81,552.00,652.00,south
76,15.00,63.58,47.93,512.00,496.00,south
77,15.20,59.83,47.27,512.00,384.00,south
78,15.40,53.97,47.84,568.00,544.00,south
79,15.60,47.88,46.38,568.00,536.00,south
80,15.80,38.62,42.21,532.00,740.00,west
81,16.00,29.36,35.03,488.00,604.00,west
82,16.20,19.57,25.55,484.00,580.00,west
83,16.40,9.65,14.76,448.00,484.00,w ext
84,16.60,4.02,8.20,356.00,244.00,w ext
85,16.80,-3.07,-0.20,208.00,284.00,w ext
86,17.00,-3.64,-0.15,120.00,184.00,w ext
87,17.20,-0.53,4.24,112.00,104.00,w ext
88,17.40,-0.54,6.10,128.00,192.00,w ext
89,17.60,3.66,13.82,176.00,272.00,w ext
90,17.80,7.46,19.41,316.00,412.00,w ext
91,18.00,7.35,24.01,320.00,428.00,w ext
92,18.20,8.42,29.94,288.00,408.00,w ext
93,18.40,11.20,38.34,288.00,424.00,w ext
94,18.60,11.73,49.39,248.00,456.00,w ext
95,18.80,14.03,57.36,404.00,332.00,w ext
96,19.00,14.62,69.31,368.00,524.00,w ext
97,19.20,15.17,82.33,404.00,492.00,w ext
98,19.40,14.70,95.63,388.00,488.00,w ext
99,19.60,13.17,109.23,376.00,396.00,w ext
100,19.80,12.78,121.27,400.00,520.00,w ext
101,20.00,11.79,129.15,336.00,352.00,w ext
102,20.20,8.95,139.08,356.00,380.00,w ext
103,20.40,6.62,150.68,360.00,524.00,w ext
104,20.60,4.41,160.02,372.00,532.00,w ext
105,20.80,9.65,154.62,200.00,396.00,w ext
106,21.00,0.42,176.72,364.00,500.00,w ext
107,21.20,-6.69,191.01,388.00,552.00,w ext
108,21.40,-7.92,196.59,364.00,592.00,w ext
109,21.60,-10.69,203.30,392.00,572.00,w ext
110,21.80,-12.59,208.19,448.00,592.00,w ext
111,22.00,-17.52,215.72,432.00,648.00,w ext
112,22.20,-20.69,220.15,388.00,508.00,n ext
113,22.40,-20.57,220.76,360.00,468.00,n ext
114,22.60,-17.60,219.00,372.00,484.00,n ext
115,22.80,-15.25,217.88,352.00,420.00,n ext
