Track file,I:\Rat Navigation Data\backup1\exp nestle 3_0005\data\track_00014.trk
Object,0
Samples,400
treatment,3,
cage,27,
mark,1,
id,91,
trial,2,
date,2009-07-29 09:52:19.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES
1,0.00,69.16,18.83,352.00,356.00,s ext
2,0.20,68.37,22.97,512.00,424.00,south
3,0.40,64.93,26.95,452.00,476.00,south
4,0.60,65.23,32.42,536.00,372.00,south
5,0.80,65.47,36.86,592.00,416.00,south
6,1.00,68.84,43.64,604.00,540.00,south
7,1.20,71.90,50.15,632.00,460.00,south
8,1.40,74.44,55.69,680.00,504.00,south
9,1.60,78.75,62.41,720.00,616.00,south
10,1.80,83.15,68.35,796.00,604.00,south
11,2.00,87.75,74.75,884.00,680.00,south
12,2.20,92.32,80.21,836.00,712.00,south
13,2.40,96.33,84.65,840.00,636.00,south
14,2.60,99.93,88.83,948.00,652.00,south
15,2.80,103.95,92.31,868.00,656.00,south
16,3.00,107.12,96.29,884.00,632.00,south
17,3.20,109.81,99.05,900.00,520.00,east
18,3.40,111.93,101.83,860.00,432.00,east
19,3.60,114.11,104.72,888.00,452.00,east
20,3.80,115.78,107.62,960.00,400.00,east
21,4.00,118.21,110.14,876.00,412.00,east
22,4.20,120.11,112.64,932.00,336.00,east
23,4.40,122.15,115.94,932.00,384.00,east
24,4.60,125.00,118.98,944.00,428.00,east
25,4.80,127.52,123.38,820.00,428.00,east
26,5.00,129.20,125.48,852.00,336.00,east
27,5.20,131.26,129.13,832.00,396.00,east
28,5.40,133.53,132.90,860.00,492.00,east
29,5.60,135.39,137.07,848.00,396.00,north
30,5.80,139.48,144.86,808.00,608.00,north
31,6.00,143.30,150.63,816.00,488.00,north
32,6.20,146.87,156.69,788.00,468.00,north
33,6.40,149.26,161.34,792.00,444.00,north
34,6.60,151.80,166.02,848.00,352.00,north
35,6.80,155.34,170.77,752.00,360.00,north
36,7.00,157.24,173.95,748.00,484.00,north
37,7.20,157.77,176.28,720.00,436.00,north
38,7.40,156.27,176.97,724.00,484.00,north
39,7.60,153.11,176.87,624.00,468.00,north
40,7.80,142.71,171.76,616.00,552.00,north
41,8.00,135.01,167.22,648.00,416.00,north
42,8.20,124.83,160.87,760.00,648.00,north
43,8.40,116.85,153.76,800.00,664.00,north
44,8.60,110.18,146.11,840.00,744.00,north
45,8.80,105.79,138.69,852.00,828.00,north
46,9.00,103.95,132.03,908.00,816.00,north
47,9.20,102.70,123.82,952.00,916.00,north
48,9.40,102.79,117.82,944.00,808.00,north
49,9.60,103.62,110.83,960.00,832.00,north
50,9.80,104.39,103.83,956.00,844.00,east
51,10.00,105.23,96.71,928.00,844.00,south
52,10.20,105.44,90.58,892.00,740.00,south
53,10.40,107.07,84.32,876.00,688.00,south
54,10.60,108.18,78.43,816.00,652.00,south
55,10.80,109.97,73.62,768.00,488.00,south
56,11.00,111.83,69.30,772.00,428.00,south
57,11.20,113.48,66.27,712.00,340.00,south
58,11.40,115.79,61.58,716.00,524.00,south
59,11.60,117.51,59.06,660.00,544.00,south
60,11.80,123.45,54.72,584.00,468.00,south
61,12.00,127.21,53.64,548.00,484.00,south
62,12.20,130.08,54.20,608.00,380.00,south
63,12.40,132.78,56.20,656.00,472.00,south
64,12.60,132.70,60.72,716.00,492.00,south
65,12.80,130.33,67.57,716.00,592.00,south
66,13.00,127.67,74.39,800.00,516.00,south
