Track file,I:\Rat Navigation Data\exp nesté 1morris_0001\data\track_00077.trk,,,,,,
Object,0,,,,,,
Samples,450,,,,,,
id,115,,,,,,
trial,1,,,,,,
date,58:22.0,yyyy-MM-dd HH:mm:ss,,,,,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]]
1,0,-,-,-,-,-,-
2,0.2,83.37,9.58,60,-,s ext,102.59
3,0.4,84.11,8.8,112,100,s ext,103.57
4,0.6,83.29,7.66,156,116,s ext,104.37
5,0.8,81.03,9.02,196,176,s ext,102.38
6,1,80.38,11.68,324,224,s ext,99.64
7,1.2,78.21,14.85,376,284,s ext,95.96
8,1.4,76.78,17.24,396,236,s ext,93.25
9,1.6,76.92,20.01,432,340,s ext,90.64
10,1.8,77.04,22.75,444,292,south,88.08
11,2,77.2,26.35,460,312,south,84.72
12,2.2,78.11,30.07,556,288,south,81.54
13,2.4,80.55,34.88,676,408,south,78
14,2.6,83.69,40.46,672,500,south,74.33
15,2.8,87.49,47.46,668,564,south,70.19
16,3,91.16,52.55,676,512,south,68.02
17,3.2,94.75,58.9,692,568,south,65.29
18,3.4,98.27,64.25,692,592,south,63.89
19,3.6,102.43,70.13,672,556,south,63.26
20,3.8,105.86,74.42,616,528,south,63.64
21,4,110.67,78.6,560,504,south,65.53
22,4.2,114.79,82.75,596,468,east,67.35
23,4.4,118.26,86.92,608,516,east,68.99
24,4.6,121.77,91.84,584,528,east,70.85
25,4.8,124.66,96.86,568,464,east,72.53
26,5,127.6,101.26,564,388,east,74.66
27,5.2,130.61,105.78,552,388,east,77.12
28,5.4,133.71,110.44,520,424,east,79.96
29,5.6,137.69,116.13,528,440,east,83.97
30,5.8,141.83,122.12,488,432,east,88.46
31,6,144.66,129,428,412,east,92.15
32,6.2,145.33,136.5,464,452,east,94.28
33,6.4,144.55,144.6,456,520,east,95.63
34,6.6,142.08,151.43,448,472,north,95.61
35,6.8,137.95,157.74,424,488,north,94.41
36,7,132.85,162.92,472,488,north,92.4
37,7.2,126.88,167.89,428,532,north,90.01
38,7.4,120.02,172.78,428,528,north,87.33
39,7.6,113.13,178.79,368,524,north,86.16
40,7.8,106.87,183.59,352,456,north,85.39
41,8,102.22,189.88,376,448,n ext,87.44
42,8.2,98.29,195.7,240,376,n ext,89.92
43,8.4,95.87,198.19,84,204,n ext,90.75
44,8.6,94.21,198.04,76,88,n ext,89.77
45,8.8,-,-,-,-,-,-
46,9,93.34,196.12,84,-,n ext,87.68
47,9.2,93.31,194.29,88,68,n ext,86.09
48,9.4,92.54,196.98,100,132,n ext,88.03
49,9.6,90.89,196.88,80,108,n ext,87.14
50,9.8,90.06,195.92,68,76,n ext,85.9
51,10,89.24,195.89,84,80,n ext,85.48
52,10.2,92.57,198.84,64,92,n ext,89.66
53,10.4,94.23,198.97,128,88,n ext,90.59
54,10.6,97.57,199.31,280,184,n ext,92.59
55,10.8,103.42,199.24,232,264,n ext,95.72
56,11,107.62,199.11,248,264,n ext,98.06
57,11.2,112.77,200.31,244,236,n ext,102.13
58,11.4,118.05,202.73,228,240,n ext,107.28
59,11.6,120.77,204.54,112,188,n ext,110.39
60,11.8,123.43,205.43,84,92,n ext,112.76
61,12,122.46,204.13,84,56,n ext,111.14
62,12.2,123.35,204.43,64,44,n ext,111.94
63,12.4,-,-,-,-,-,-
64,12.6,-,-,-,-,-,-
65,12.8,-,-,-,-,-,-
66,13,-,-,-,-,-,-
67,13.2,-,-,-,-,-,-
68,13.4,-,-,-,-,-,-
69,13.6,-,-,-,-,-,-
70,13.8,-,-,-,-,-,-
71,14,-,-,-,-,-,-
72,14.2,-,-,-,-,-,-
73,14.4,-,-,-,-,-,-
74,14.6,-,-,-,-,-,-
75,14.8,-,-,-,-,-,-
76,15,-,-,-,-,-,-
77,15.2,-,-,-,-,-,-
78,15.4,-,-,-,-,-,-
79,15.6,71.4,199.64,80,-,n ext,82.29
80,15.8,70.62,198.84,184,144,n ext,81.3
81,16,65.86,198.81,184,216,n ext,80.03
82,16.2,60.43,197.38,216,248,n ext,77.53
83,16.4,55.06,196.25,136,248,n ext,75.67
84,16.6,49.01,194.77,212,220,n ext,73.69
85,16.8,43.72,194.21,172,240,n ext,73.05
86,17,38.64,191.07,212,296,n ext,70.21
87,17.2,33.56,188.06,212,280,w ext,67.81
88,17.4,28.46,185.13,208,300,w ext,65.88
89,17.6,25.62,181.97,148,268,w ext,63.54
90,17.8,25,179.51,156,224,w ext,61.37
91,18,23.75,174.58,136,260,w ext,57.1
92,18.2,23.96,170.8,188,188,w ext,53.49
93,18.4,24.98,165.78,288,212,w ext,48.45
94,18.6,26.19,156.28,372,372,w ext,39.29
95,18.8,28.13,145.85,352,428,west,29.2
96,19,29.18,135.89,384,432,west,20.22
97,19.2,30.14,124.34,408,512,west,11.68
98,19.4,31.76,112.84,432,560,west,7.12
99,19.6,33.23,100.64,432,592,west,10.96
100,19.8,35.32,87.71,456,600,west,20.47
101,20,38.99,77.76,448,568,west,28.98
102,20.2,43.26,65.61,440,632,west,40.46
103,20.4,48.33,55.61,432,640,west,50.38
104,20.6,55.75,46.46,448,656,south,60.11
105,20.8,62.39,38.89,468,620,south,68.72
106,21,70.54,31.64,532,712,south,77.67
107,21.2,77.12,24.56,684,784,south,86.39
108,21.4,82.98,18.74,648,684,s ext,93.86
109,21.6,88.78,11.61,480,608,s ext,102.63
110,21.8,95.39,5.98,336,504,s ext,110.45
111,22,97.61,5.25,268,308,s ext,112.05
112,22.2,104.99,5.58,148,336,s ext,115.13
113,22.4,107.2,8.38,308,216,s ext,113.8
114,22.6,110.81,10.99,336,300,s ext,113.47
115,22.8,115.75,15.96,344,352,s ext,112.1
116,23,120.57,22.3,332,420,s ext,109.92
117,23.2,123.94,27.7,336,372,south,108
118,23.4,127.26,34.61,372,420,south,105.33
119,23.6,129.89,43.13,444,512,south,101.57
120,23.8,133.22,51.31,528,588,south,99.24
121,24,137.32,58.48,552,600,east,98.71
122,24.2,142.26,68.01,500,700,east,98.48
123,24.4,146.75,77.93,496,668,east,98.85
124,24.6,150.82,88.32,516,676,east,99.89
125,24.8,155.27,100.06,492,704,platform reversal,102.24
126,25,160.21,113.4,460,688,east,106.45
127,25.2,164.65,125.69,444,624,east,111.53
128,25.4,169.64,139.76,392,620,east,118.73
129,25.6,174.98,153.83,396,556,east,127.43
130,25.8,180.64,167.89,384,564,e ext,137.53
131,26,188.31,181.67,240,472,e ext,150.16
132,26.2,190.92,186.14,192,200,e ext,154.5
133,26.4,192.59,190.21,76,140,e ext,157.86
134,26.6,-,-,-,-,-,-
135,26.8,188.29,191.13,64,-,e ext,154.53
136,27,184.23,193.15,128,192,e ext,152.01
137,27.2,181.92,195.01,248,232,e ext,150.99
138,27.4,177.89,202.05,168,376,n ext,151.4
139,27.6,175.55,203.81,120,192,n ext,150.45
140,27.8,-,-,-,-,-,-
141,28,-,-,-,-,-,-
142,28.2,159.61,203.11,132,-,n ext,137.21
143,28.4,153.02,199.75,188,216,n ext,129.96
144,28.6,143.71,194.44,224,340,n ext,119.39
145,28.8,133.04,190.09,216,384,n ext,108.45
146,29,122.61,185.65,284,468,north,97.76
147,29.2,111.73,182.81,288,516,north,88.05
148,29.4,101.16,182.68,320,536,north,81.08
149,29.6,91.54,184.4,348,548,north,76.77
150,29.8,82.75,189.58,276,552,n ext,76.91
151,30,75.47,196.37,200,412,n ext,80.4
152,30.2,73.83,198.39,92,140,n ext,81.8
153,30.4,-,-,-,-,-,-
154,30.6,-,-,-,-,-,-
155,30.8,65.17,196.22,68,-,n ext,77.35
156,31,62.95,193.13,196,176,n ext,73.84
157,31.2,59.2,190.54,260,216,n ext,70.59
158,31.4,54.04,186.81,276,328,n ext,66.18
159,31.6,46.62,184.17,244,376,n ext,63.01
160,31.8,39.3,181,228,376,w ext,60.12
161,32,33.27,181,188,336,w ext,60.88
162,32.2,30.27,180.61,152,244,w ext,61.07
163,32.4,28.03,179.86,156,212,w ext,60.87
164,32.6,26.85,174.05,112,244,w ext,55.6
165,32.8,27.06,170.34,220,180,w ext,52
166,33,26.61,164.21,264,236,w ext,46.39
167,33.2,27.8,154.82,308,340,west,37.27
168,33.4,28.18,144.06,368,460,west,27.64
169,33.6,27.65,132.69,384,552,west,18.79
170,33.8,25.34,121.45,376,560,west,14.62
171,34,21.95,109.86,420,628,west,17.25
172,34.2,17.47,99.53,396,560,west,24.68
173,34.4,11.82,89.4,332,544,w ext,34.76
174,34.6,7.06,83.8,292,360,w ext,41.87
175,34.8,4.19,81.34,272,236,w ext,45.64
176,35,3.12,79.06,140,228,w ext,47.88
177,35.2,4.56,73.94,100,224,w ext,50.14
178,35.4,7.31,74.42,196,216,w ext,47.82
179,35.6,8.89,71.58,256,172,w ext,48.8
180,35.8,11.37,68.97,276,220,w ext,49.24
181,36,17.42,67.25,320,372,w ext,47.11
182,36.2,24.3,66.83,348,396,west,44.05
183,36.4,32.77,67.76,392,444,west,40.17
184,36.6,41.81,68.76,448,536,west,37.43
185,36.8,52.96,70.88,436,660,west,35.54
186,37,63.7,72.63,476,648,west,36.66
187,37.2,74.1,74.75,508,720,south,40.05
188,37.4,85.62,77.26,544,772,south,45.76
189,37.6,96.15,79.21,560,808,south,52.89
190,37.8,106.53,82.16,608,824,south,60.19
191,38,116.87,85.53,616,848,east,68.18
192,38.2,126.65,91.03,580,876,east,75.77
193,38.4,136.04,97.62,568,804,east,83.58
194,38.6,145.13,104.83,548,796,platform reversal,91.68
195,38.8,154.84,113.77,488,748,east,101.07
196,39,164.44,123.83,460,660,east,111.14
197,39.2,173.83,134.1,380,608,east,121.76
198,39.4,183.77,144.65,368,556,e ext,133.56
199,39.6,194.44,156.55,292,532,e ext,146.85
200,39.8,197.92,161.12,184,204,e ext,151.5
201,40,201.27,164.65,80,128,e ext,155.77
202,40.2,199.64,160.66,84,100,e ext,153.01
203,40.4,199.96,157.41,88,108,e ext,152.39
204,40.6,200.49,155.35,168,128,e ext,152.36
205,40.8,200.39,149.67,224,248,e ext,150.89
206,41,200.31,143.98,224,256,e ext,149.62
207,41.2,199.87,135.9,276,292,e ext,147.76
208,41.4,199.47,127.81,272,356,e ext,146.39
209,41.6,199.68,117.46,216,344,e ext,145.98
210,41.8,198.67,110.4,280,328,e ext,144.91
211,42,196.24,98.76,276,396,e ext,143.12
212,42.2,193.55,90.83,276,352,e ext,141.43
213,42.4,189.94,81.01,228,344,e ext,139.67
214,42.6,185.58,69.59,244,368,e ext,138.35
215,42.8,181.56,58.68,264,436,e ext,138.22
216,43,178.59,47.91,232,424,e ext,139.94
217,43.2,176.67,39.12,232,384,e ext,142.42
218,43.4,174.25,33.94,204,316,e ext,143.04
219,43.6,170.48,28.64,180,288,e ext,142.79
220,43.8,167.58,26.14,268,288,e ext,141.82
221,44,164.03,23.09,272,340,e ext,140.76
222,44.2,159.87,19.52,268,404,e ext,139.71
223,44.4,155.11,16.37,264,380,e ext,138.15
224,44.6,150.43,13.18,256,392,s ext,136.88
225,44.8,145.76,11.81,256,352,s ext,134.53
226,45,140.43,9.64,272,384,s ext,132.46
227,45.2,134.39,8.41,240,376,s ext,129.43
228,45.4,130.34,7.05,272,344,s ext,127.94
229,45.6,125.55,6.61,272,400,s ext,125.4
230,45.8,118.6,6.29,288,416,s ext,121.7
231,46,112.22,6.2,284,444,s ext,118.27
232,46.2,105.72,5.58,300,392,s ext,115.49
233,46.4,99.08,4.41,292,464,s ext,113.44
234,46.6,92.31,3.66,288,444,s ext,111.34
235,46.8,85.46,4.32,320,456,s ext,108.25
236,47,77.68,4.27,324,436,s ext,105.95
237,47.2,69.71,3.65,300,440,s ext,104.71
238,47.4,62.47,3.86,300,432,s ext,103.23
239,47.6,55.94,4.08,276,416,s ext,102.26
240,47.8,48.51,4.7,268,392,s ext,101.29
241,48,42.95,8.07,304,428,s ext,97.98
242,48.2,37.34,11.39,324,388,s ext,94.97
243,48.4,31.78,15.78,256,420,s ext,91.26
244,48.6,27.67,17.89,220,292,s ext,89.9
245,48.8,26.07,19.17,216,300,s ext,88.98
246,49,21.1,22,92,284,w ext,87.38
247,49.2,21.8,28.49,88,172,w ext,80.93
248,49.4,23.97,32.45,188,204,w ext,76.55
249,49.6,25.48,39.03,292,304,w ext,69.8
250,49.8,27.17,48.43,348,424,west,60.29
251,50,27.87,57.26,416,428,west,51.63
252,50.2,27.74,67.59,408,528,west,41.95
253,50.4,26.69,78.57,404,508,west,32.58
254,50.6,24.72,90.4,436,528,west,24.22
