Track file,I:\Rat Navigation Data\exp nesté 1morris_0002\data\track_00048.trk,,,,,,,
Object,0,,,,,,,
Samples,450,,,,,,,
id,121,,,,,,,
trial,4,,,,,,,
date,21:29.0,yyyy-MM-dd HH:mm:ss,,,,,,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance moved,Distance to zone [platform [Acquisition Zonedef]]
1,0,84.26,12.59,80,236,s ext,-,100.06
2,0.2,84.18,10.7,148,116,s ext,1.89,101.81
3,0.4,83.07,2.8,60,160,s ext,7.99,108.92
4,0.6,83.77,1.01,128,92,s ext,1.92,110.83
5,0.8,83.81,2,124,44,s ext,0.99,109.91
6,1,83.85,2.98,88,52,s ext,0.99,108.99
7,1.2,84.59,2.18,60,52,s ext,1.09,109.98
8,1.4,86.97,3.67,104,140,s ext,2.8,109.37
9,1.6,88.51,3.98,160,152,s ext,1.57,109.63
10,1.8,92.34,4.62,148,220,s ext,3.88,110.46
11,2,96.14,6.06,200,300,s ext,4.06,110.69
12,2.2,99.14,7.27,224,248,s ext,3.24,110.91
13,2.4,102.83,7.45,260,268,s ext,3.69,112.46
14,2.6,105.02,7.48,200,172,s ext,2.19,113.49
15,2.8,107.19,6.5,188,164,s ext,2.38,115.41
16,3,107.92,7.42,172,208,s ext,1.17,114.99
17,3.2,108.65,9.26,144,188,s ext,1.98,113.79
18,3.4,110.08,9.18,148,148,s ext,1.44,114.61
19,3.6,112.23,9.95,164,160,s ext,2.28,115.12
20,3.8,112.23,10.87,196,136,s ext,0.93,114.35
21,4,113.65,10.73,208,124,s ext,1.43,115.25
22,4.2,115.06,11.49,224,136,s ext,1.6,115.41
23,4.4,115.06,12.41,228,132,s ext,0.92,114.64
24,4.6,116.46,12.21,228,104,s ext,1.42,115.59
25,4.8,119.25,13.59,164,184,s ext,3.11,116.05
26,5,118.55,14.63,160,92,s ext,1.25,114.8
27,5.2,118.54,16.44,232,112,s ext,1.81,113.33
28,5.4,118.52,19.13,272,160,s ext,2.69,111.16
29,5.6,119.17,25.16,332,284,south,6.07,106.81
30,5.8,119.81,31.05,340,312,south,5.92,102.75
31,6,121.13,36.68,388,328,south,5.78,99.53
32,6.2,122.45,41.37,388,360,south,4.88,97.17
33,6.4,123.77,45.99,368,356,south,4.8,95.05
34,6.6,126.45,50.29,388,324,south,5.08,94.39
35,6.8,128.47,53.89,392,300,south,4.12,93.87
36,7,130.5,57.46,408,296,east,4.11,93.54
37,7.2,132.54,61.81,380,340,east,4.81,92.9
38,7.4,135.31,66.05,424,356,east,5.06,93.18
39,7.6,138.82,70.22,360,360,east,5.45,94.42
40,7.8,140.96,73.08,388,340,east,3.58,95.21
41,8,143.14,75.98,396,320,east,3.63,96.13
42,8.2,145.48,82.19,360,396,east,6.63,96.31
43,8.4,145.67,87.05,380,292,east,4.87,95.18
44,8.6,145.89,91.91,392,324,east,4.86,94.32
45,8.8,146.23,98.39,352,384,platform reversal,6.49,93.51
46,9,147.95,102.48,400,344,platform reversal,4.44,94.7
47,9.2,148.97,106.63,412,356,platform reversal,4.27,95.37
48,9.4,150.79,110.89,368,292,east,4.63,97.03
49,9.6,151.2,115.94,348,292,east,5.07,97.47
50,9.8,150.78,120.07,356,272,east,4.15,97.23
51,10,148.12,124.67,416,300,east,5.31,94.98
52,10.2,144.73,129.83,464,464,east,6.17,92.36
53,10.4,139.83,135.34,452,532,east,7.38,88.65
54,10.6,135.73,141.67,424,492,north,7.53,86.34
55,10.8,130.8,147.71,356,524,north,7.8,83.76
56,11,127.39,154.09,428,472,north,7.23,83.34
57,11.2,123.19,161.14,412,520,north,8.21,83.26
58,11.4,120.37,166.19,360,388,north,5.78,83.67
59,11.6,118.33,171.51,328,328,north,5.7,85.23
60,11.8,117.73,174.74,344,240,north,3.28,86.83
61,12,117.96,178.22,260,260,north,3.49,89.3
62,12.2,120.01,184.01,232,236,north,6.13,94.73
63,12.4,121.13,187.9,264,200,north,4.05,98.25
64,12.6,124.96,193.66,248,256,n ext,6.92,105.04
65,12.8,127.15,199.09,220,220,n ext,5.86,110.47
66,13,129.52,205.72,144,212,n ext,7.04,116.96
67,13.2,130.63,208.11,96,80,n ext,2.64,119.48
68,13.4,132.57,209.88,92,68,n ext,2.62,122.09
69,13.6,-,-,-,-,-,-,-
70,13.8,136.25,211.45,100,-,n ext,-,125.72
71,14,139.58,209.97,128,188,n ext,3.65,126.93
72,14.2,143.84,208.98,128,192,n ext,4.37,129.23
73,14.4,147.45,209.75,144,144,n ext,3.69,132.36
74,14.6,150.94,209.51,144,176,n ext,3.49,134.75
75,14.8,154.59,210.41,108,164,n ext,3.76,138.06
76,15,157.47,211.95,108,136,n ext,3.27,141.24
77,15.2,160.03,211.33,76,104,n ext,2.63,142.75
78,15.4,162.76,211.84,88,84,n ext,2.78,145.17
79,15.6,164.35,210.7,96,64,n ext,1.95,145.66
80,15.8,165.14,210.13,80,72,n ext,0.97,145.91
81,16,166.91,210.12,80,72,n ext,1.77,147.28
82,16.2,166.53,207.87,88,96,n ext,2.28,145.59
83,16.4,169.27,208.41,160,128,n ext,2.79,148.09
84,16.6,170.85,207.27,192,128,n ext,1.94,148.65
85,16.8,174.19,206.11,184,208,n ext,3.53,150.66
86,17,177.53,204.94,168,152,n ext,3.54,152.72
87,17.2,180.86,203.75,164,172,n ext,3.54,154.82
88,17.4,183.2,201.96,148,120,n ext,2.94,155.81
89,17.6,185.54,200.15,172,144,e ext,2.96,156.79
90,17.8,184.1,197.25,84,176,e ext,3.23,154.03
91,18,188.52,192.31,208,268,e ext,6.63,155.3
92,18.2,191.37,188.5,228,308,e ext,4.75,155.98
93,18.4,193.21,184.09,212,232,e ext,4.79,155.63
