Track file,I:\Rat Navigation Data\exp nesté 1morris_0001\data\track_00043.trk,,,,,,
Object,0,,,,,,
Samples,38,,,,,,
id,95,,,,,,
trial,3,,,,,,
date,24:16.0,yyyy-MM-dd HH:mm:ss,,,,,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]]
1,0,147.53,37.62,96,100,east,118.84
2,0.2,147.53,34.94,72,112,e ext,120.46
3,0.4,148.9,34.38,80,64,e ext,121.88
4,0.6,148.9,33.48,76,44,e ext,122.44
5,0.8,148.91,29.83,140,144,e ext,124.7
6,1,148.24,28.3,96,116,e ext,125.16
7,1.2,147.6,24.93,88,104,e ext,126.85
8,1.4,146.25,24.62,84,84,s ext,126.04
9,1.6,144.9,25.22,84,88,s ext,124.63
10,1.8,142.2,25.46,124,136,s ext,122.47
11,2,138.16,26.14,148,224,s ext,119.05
12,2.2,134.79,26.45,276,280,s ext,116.42
13,2.4,128.69,28.28,264,372,south,110.82
14,2.6,120.51,29.23,324,388,south,104.57
15,2.8,112.91,30.25,484,520,south,98.93
16,3,104.5,32.33,484,592,south,92.23
17,3.2,97.38,33.79,580,528,south,87.05
18,3.4,89.44,35.51,580,616,south,81.42
19,3.6,81.41,38.4,608,628,south,75.15
20,3.8,74.8,42.05,568,584,south,69.17
21,4,69.68,46.7,476,492,south,63.03
22,4.2,63.12,54.23,408,588,south,53.92
23,4.4,57.99,60.45,380,548,south,46.71
24,4.6,53.59,66.92,396,544,west,39.56
25,4.8,49.18,74.33,396,472,west,31.7
26,5,46.32,82.97,364,448,west,23.03
27,5.2,44.19,92.62,368,468,west,13.45
28,5.4,42.74,101.57,396,508,west,4.94
29,5.6,41.21,109.78,364,408,platform,0
30,5.8,41.19,114.69,380,336,platform,0
31,6,41.96,115.45,360,244,platform,0
32,6.2,42.72,117.01,396,220,platform,0
33,6.4,44.25,116.89,428,176,platform,0
34,6.6,44.26,116.08,396,104,platform,0
35,6.8,45.02,116.82,388,112,platform,0
36,7,45.01,117.62,364,208,platform,0
37,7.2,44.24,117.69,316,152,platform,0
38,7.4,44.24,117.69,288,108,platform,0
