Track file,I:\Rat Navigation Data\exp nesté 1morris_0001\data\track_00038.trk,,,,,,
Object,0,,,,,,
Samples,450,,,,,,
id,118,,,,,,
trial,2,,,,,,
date,09:11.0,yyyy-MM-dd HH:mm:ss,,,,,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]]
1,0,97.97,184.03,304,308,north,80.21
2,0.2,98.73,182.39,332,300,north,79.37
3,0.4,98.71,181.52,384,172,north,78.67
4,0.6,99.5,180.75,392,176,north,78.53
5,0.8,101.06,179.23,340,300,north,78.32
6,1,101.81,177.63,348,192,north,77.57
7,1.2,102.53,175.2,372,216,north,76.22
8,1.4,104.04,172.91,368,236,north,75.58
9,1.6,106.34,170.77,352,256,north,75.72
10,1.8,107.87,169.38,380,220,north,75.88
11,2,110.19,168.14,332,264,north,76.8
12,2.2,111.74,167.61,372,240,north,77.65
13,2.4,114.94,168.25,384,316,north,80.55
14,2.6,117.46,170.47,412,340,north,83.9
15,2.8,119.26,173.43,452,272,north,87.15
16,3,122.95,179.58,400,332,north,93.94
17,3.2,125.86,184.88,372,316,north,99.63
18,3.4,126.27,189.52,272,324,n ext,103.07
19,3.6,125.74,193,272,256,n ext,105.12
20,3.8,123.38,194.99,284,212,n ext,104.91
21,4,118.41,196.24,244,272,n ext,102.51
22,4.2,113.26,194.84,244,224,n ext,98.13
23,4.4,107.25,191.66,320,284,n ext,91.91
24,4.6,101.36,188.86,316,316,n ext,86.11
25,4.8,94.74,183.73,352,404,north,78.05
26,5,88.33,178.31,416,448,north,69.93
27,5.2,81.35,173.44,404,500,north,62.06
28,5.4,74.57,168.3,384,484,north,54.23
29,5.6,66.38,165.46,468,548,north,48.25
30,5.8,58.27,163.12,444,600,north,43.57
31,6,50.1,162.82,384,612,west,41.92
32,6.2,41.78,164.6,372,644,west,43.57
33,6.4,34.76,168.9,356,576,w ext,48.7
34,6.6,28.32,175.2,296,444,w ext,56.29
35,6.8,25.85,178.18,268,212,w ext,59.84
36,7,25.85,178.18,216,116,w ext,59.84
37,7.2,27.59,174.63,156,188,w ext,55.94
38,7.4,27.59,174.63,76,128,w ext,55.94
39,7.6,28.37,174.27,116,104,w ext,55.38
40,7.8,30.72,173.23,188,200,w ext,53.78
41,8,33.88,171,236,248,w ext,50.93
42,8.2,38.57,168.3,280,340,west,47.57
43,8.4,41.64,167.18,284,292,west,46.16
44,8.6,47.83,163.49,276,384,west,42.39
45,8.8,53.25,159.55,324,408,west,39.04
46,9,58.65,155.14,356,432,west,36.02
47,9.2,66.2,151.49,420,608,north,35.46
48,9.4,73.63,149.82,444,616,north,38.25
