Track file,I:\Rat Navigation Data\exp nesté 1morris_0002\data\track_00037.trk,,,,,,,
Object,0,,,,,,,
Samples,450,,,,,,,
id,118,,,,,,,
trial,1,,,,,,,
date,53:18.0,yyyy-MM-dd HH:mm:ss,,,,,,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance moved,Distance to zone [platform [Acquisition Zonedef]]
1,0,69.81,174.62,352,340,north,-,58.03
2,0.2,66.91,171.01,340,244,north,4.63,53.64
3,0.4,63.36,166.03,424,380,north,6.12,47.79
4,0.6,60.57,161.82,432,352,north,5.05,42.96
5,0.8,58.54,157.51,448,376,north,4.76,38.24
6,1,57.3,152.3,432,336,west,5.36,32.9
7,1.2,55.27,148.05,424,320,west,4.71,28.24
8,1.4,53.17,145.37,460,284,west,3.41,25.1
9,1.6,51.06,142.67,412,336,west,3.42,22.03
10,1.8,48.87,141.55,436,320,west,2.46,20.63
11,2,45.16,140.73,400,420,west,3.8,19.56
12,2.2,41.32,142.4,356,340,west,4.18,21.52
13,2.4,38.96,144.62,384,260,west,3.24,24.06
14,2.6,35.01,148.2,428,324,west,5.34,28.5
15,2.8,31.86,149.99,380,296,west,3.61,31.23
16,3,27.91,152.12,380,320,west,4.49,34.79
17,3.2,25.54,152.91,344,260,w ext,2.5,36.6
18,3.4,22.39,153.07,304,344,w ext,3.16,38.35
19,3.6,20.04,152.03,316,268,w ext,2.57,38.7
20,3.8,16.92,148.36,332,288,w ext,4.82,37.6
21,4,14.57,143.32,312,292,w ext,5.56,35.59
22,4.2,12.97,137.92,336,320,w ext,5.64,33.49
23,4.4,12.13,129.26,332,340,w ext,8.7,29.78
24,4.6,12.92,122.23,368,316,w ext,7.07,26.85
25,4.8,13.61,113.29,444,380,w ext,8.96,25.26
26,5,14.21,104.41,408,420,w ext,8.9,25.93
27,5.2,15.6,95.59,416,400,west,8.93,28.29
28,5.4,16.81,84.9,428,460,west,10.76,33.71
29,5.6,17.15,76.1,408,412,west,8.81,40.07
30,5.8,18.23,66.44,436,404,w ext,9.72,47.35
31,6,19.22,56.77,408,420,w ext,9.71,55.31
32,6.2,20.4,50.16,412,356,w ext,6.72,60.86
33,6.4,22.64,45.93,388,352,w ext,4.78,64.02
34,6.6,25.57,40.06,344,348,w ext,6.57,68.78
35,6.8,29.56,36.66,428,308,w ext,5.24,71.15
36,7,33.61,34.36,432,324,s ext,4.66,72.63
37,7.2,36.66,30.76,424,280,s ext,4.72,75.77
38,7.4,39.71,27.2,436,316,s ext,4.68,79.02
39,7.6,42.82,24.66,416,348,s ext,4.02,81.4
40,7.8,45.84,21.13,388,372,s ext,4.64,84.86
41,8,48.24,20.23,328,300,s ext,2.57,85.76
42,8.2,53.94,19.7,384,392,s ext,5.72,86.53
43,8.4,59.69,20.96,424,344,s ext,5.89,85.91
44,8.6,65.38,22.94,508,404,south,6.03,84.94
45,8.8,71.75,24.91,552,420,south,6.66,84.48
46,9,77.97,26.54,608,496,south,6.43,84.8
47,9.2,86.31,28.24,596,580,south,8.51,86.43
48,9.4,93.66,27.53,556,584,south,7.39,90.44
49,9.6,100.17,26.3,556,528,south,6.62,94.85
50,9.8,106.58,23.76,476,488,south,6.9,100.5
51,10,110.82,20.92,388,400,s ext,5.1,105.21
52,10.2,114.34,18.82,364,320,s ext,4.1,108.94
53,10.4,117.85,14.74,292,288,s ext,5.38,114.3
54,10.6,122.02,13.96,220,320,s ext,4.24,117.4
55,10.8,124.08,14.4,336,236,s ext,2.11,118.3
56,11,128.16,16.95,360,328,s ext,4.81,118.87
57,11.2,131.51,19.53,396,316,s ext,4.23,119.14
58,11.4,136.17,24.2,404,408,s ext,6.59,118.98
59,11.6,141.5,27.53,392,404,s ext,6.29,120.56
60,11.8,146.86,32.52,424,440,e ext,7.32,121.42
61,12,151.63,37.77,396,420,e ext,7.09,122.08
62,12.2,156.53,43.11,388,464,e ext,7.24,123.18
63,12.4,161.62,49.55,416,428,e ext,8.21,124.18
64,12.6,166.18,55.6,420,452,e ext,7.57,125.41
65,12.8,170.32,64.13,376,444,e ext,9.48,125.76
66,13,175.5,72.91,384,488,e ext,10.2,127.74
67,13.2,179.09,78.41,332,412,e ext,6.57,129.7
68,13.4,184.45,83.98,280,364,e ext,7.73,133.69
69,13.6,186.4,87.01,120,216,e ext,3.6,135.04
70,13.8,193.95,94.24,236,324,e ext,10.45,141.35
71,14,196.24,98.76,268,232,e ext,5.07,143.12
72,14.2,197.3,106.86,288,276,e ext,8.17,143.64
73,14.4,196.66,114.85,316,396,e ext,8.02,142.91
74,14.6,196.56,126.17,288,396,e ext,11.32,143.34
75,14.8,196.55,137.37,292,412,e ext,11.2,144.71
76,15,196.61,148.5,304,396,e ext,11.12,146.94
77,15.2,198.46,159.1,224,304,e ext,10.76,151.43
78,15.4,197.39,163.12,196,316,e ext,4.16,151.61
79,15.6,195.02,169.81,232,396,e ext,7.09,151.61
80,15.8,191.68,175.86,304,344,e ext,6.91,150.79
81,16,188.31,181.67,300,372,e ext,6.72,150.16
82,16.2,186.11,188.93,244,400,e ext,7.59,151.56
