Track file,I:\Rat Navigation Data\exp nesté 1morris_0001\data\track_00062.trk,,,,,,
Object,0,,,,,,
Samples,226,,,,,,
id,114,,,,,,
trial,2,,,,,,
date,23:40.0,yyyy-MM-dd HH:mm:ss,,,,,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]]
1,0,112.14,190.01,328,244,n ext,93.69
2,0.2,109.77,192.19,316,212,n ext,93.87
3,0.4,106.5,193.34,220,296,n ext,92.79
4,0.6,103.95,191.96,268,216,n ext,90.14
5,0.8,100.57,189.65,300,232,n ext,86.26
6,1,96.39,185.62,292,272,north,80.54
7,1.2,93.88,179.38,348,352,north,74.03
8,1.4,91.44,170.94,344,396,north,65.84
9,1.6,89.88,163.67,408,432,north,59.21
10,1.8,89.9,155.92,400,488,north,53.56
11,2,92.91,149.96,408,528,north,51.92
12,2.2,99.61,145.87,456,624,north,55.16
13,2.4,106.28,143.52,492,572,north,59.74
14,2.6,114.48,142.33,508,640,north,66.63
15,2.8,123.59,143.08,484,704,north,75.34
16,3,130.68,146.1,408,628,north,83.04
17,3.2,134.97,151.14,424,544,north,88.94
18,3.4,136.08,154.72,444,428,north,91.41
19,3.6,134.18,159.97,504,396,north,92.1
20,3.8,130.62,164.77,488,480,north,91.47
21,4,123.68,167.85,472,528,north,87.33
22,4.2,116.55,168.6,472,480,north,82.03
23,4.4,107.87,169.38,468,548,north,75.88
24,4.6,98.4,167.34,460,544,north,67.65
25,4.8,89.88,164.46,452,552,north,59.81
26,5,81.54,161.44,460,552,north,52.29
27,5.2,73.39,157.43,492,592,north,44.27
28,5.4,66.1,153.79,492,584,north,37.46
29,5.6,58.15,149.8,476,624,west,30.75
30,5.8,50.03,149.19,424,556,west,28.35
31,6,42.39,152.78,412,508,west,31.74
32,6.2,36.82,158.69,364,448,west,38.28
33,6.4,32.63,166.25,316,368,w ext,46.54
34,6.6,29.88,174.49,356,368,w ext,55.2
35,6.8,28.7,181.36,260,352,w ext,62.15
36,7,30.15,182.48,180,288,w ext,62.92
37,7.2,33.09,183.78,68,240,w ext,63.64
38,7.4,36.2,182.34,68,120,w ext,61.79
39,7.6,37.87,179.85,172,128,w ext,59.13
40,7.8,40.96,178.57,272,228,w ext,57.56
41,8,44.96,174.47,284,324,w ext,53.29
42,8.2,49.69,170.35,304,356,west,49.37
43,8.4,56.69,165.11,348,444,north,45.13
44,8.6,62.75,162.96,328,380,north,44.68
45,8.8,71.04,160.81,420,516,north,45.97
46,9,78.61,157.74,420,560,north,47.57
47,9.2,86.17,152.88,436,616,north,48.77
48,9.4,92.17,146.24,440,572,north,49.13
49,9.6,96.6,138.42,508,660,north,48.79
50,9.8,100.22,130.08,540,640,north,48.99
51,10,105.21,121.99,600,748,north,52.09
52,10.2,110.82,113.3,560,808,east,57.06
53,10.4,116.38,105.9,636,772,east,62.94
54,10.6,121.85,96.85,652,840,east,69.78
55,10.8,125.89,87.41,680,804,east,76.06
56,11,127.84,76.95,584,768,east,81.63
57,11.2,127.77,66.4,624,736,east,86.44
58,11.4,127.78,55.58,608,768,south,92.33
59,11.6,127.16,45.35,572,668,south,98.05
60,11.8,127.25,35.45,496,636,south,104.74
61,12,126.71,23.57,392,616,s ext,112.92
62,12.2,126.85,12.77,316,476,s ext,121.29
63,12.4,126.89,9.05,244,208,s ext,124.25
64,12.6,125.52,9.43,228,208,s ext,123.11
65,12.8,123.43,10.88,252,304,s ext,120.7
66,13,119.97,10.7,280,372,s ext,118.82
67,13.2,115.06,11.49,356,340,s ext,115.41
68,13.4,108.67,12.96,392,404,s ext,110.66
