Track file,I:\Rat Navigation Data\exp nesté 1morris_0001\data\track_00014.trk,,,,,,
Object,0,,,,,,
Samples,450,,,,,,
id,103,,,,,,
trial,2,,,,,,
date,57:53.0,yyyy-MM-dd HH:mm:ss,,,,,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]]
1,0,124.09,193.37,172,176,n ext,104.23
2,0.2,127.66,195.52,192,180,n ext,108.26
3,0.4,131.39,198.78,164,156,n ext,113.2
4,0.6,133.39,201.47,140,120,n ext,116.52
5,0.8,135.42,204.23,112,116,n ext,119.91
6,1,135.66,206.27,108,92,n ext,121.54
7,1.2,135.09,208.97,116,80,n ext,123.11
8,1.4,-,-,-,-,-,-
9,1.6,-,-,-,-,-,-
10,1.8,-,-,-,-,-,-
11,2,-,-,-,-,-,-
12,2.2,124.95,203.07,84,-,n ext,111.94
13,2.4,123.8,199.81,200,204,n ext,108.74
14,2.6,120.94,196.07,260,260,n ext,104.05
15,2.8,114.73,191.55,280,324,n ext,96.55
16,3,107.86,187.3,288,400,north,88.87
17,3.2,100.43,185.2,296,432,north,82.64
18,3.4,93.94,183.67,336,416,north,77.53
19,3.6,85.96,182.55,312,488,north,72.24
20,3.8,78.86,183.68,316,460,north,69.91
21,4,71.71,187.92,272,452,n ext,71.19
22,4.2,66.85,193.17,228,348,n ext,74.81
23,4.4,63.59,196.58,180,216,n ext,77.35
24,4.6,61.18,198.09,128,140,n ext,78.36
25,4.8,61.22,197.17,92,100,n ext,77.46
26,5,60.43,197.38,64,60,n ext,77.53
27,5.2,61.18,198.09,80,64,n ext,78.36
28,5.4,61.93,198.81,68,68,n ext,79.2
29,5.6,-,-,-,-,-,-
30,5.8,-,-,-,-,-,-
31,6,71.44,197.8,92,-,n ext,80.55
32,6.2,74.76,191.94,96,188,n ext,75.99
33,6.4,75.63,188.31,144,168,n ext,72.89
34,6.6,75.74,183.09,176,232,north,68.1
35,6.8,75.85,178,216,272,north,63.49
36,7,77.55,171.24,276,348,north,58.24
37,7.2,79.97,164.66,284,376,north,53.94
38,7.4,83.1,158.28,324,432,north,50.73
39,7.6,86.17,152.88,364,424,north,48.77
40,7.8,90.69,146.2,316,512,north,47.9
41,8,95.87,139.1,392,588,north,48.47
42,8.2,100.23,132.91,388,556,north,49.9
43,8.4,104.53,126.14,500,640,north,52.21
44,8.6,108.75,118.04,520,716,north,55.15
45,8.8,112.21,110.6,528,704,east,58.46
46,9,114.91,101.66,592,760,east,62.07
47,9.2,115.52,92.59,568,760,east,64.63
48,9.4,114.79,83.46,616,712,east,67.06
49,9.6,114.1,74.22,648,816,south,70.7
50,9.8,113.44,65.52,664,784,south,74.88
51,10,112.8,56.61,704,736,south,79.81
52,10.2,112.85,46.56,688,800,south,86.68
53,10.4,112.19,36.97,620,724,south,93.28
54,10.6,111.52,26.96,508,656,south,100.7
55,10.8,110.11,15.61,408,628,s ext,109.23
56,11,108.64,8.33,280,368,s ext,114.58
57,11.2,107.17,4.6,220,244,s ext,117.05
58,11.4,105.7,3.67,144,180,s ext,117.15
59,11.6,104.25,4.63,116,124,s ext,115.62
60,11.8,102.83,7.45,96,124,s ext,112.46
61,12,99.92,9.2,132,196,s ext,109.54
62,12.2,98.53,13.75,184,260,s ext,104.87
63,12.4,97.11,16.37,248,232,s ext,101.89
64,12.6,96.47,21.69,392,392,south,96.92
65,12.8,94.36,25.88,480,320,south,92.23
66,13,92.28,31.66,576,480,south,86.18
67,13.2,88.76,37.91,644,580,south,79
68,13.4,86,45.68,608,604,south,70.91
69,13.6,82.51,53.1,528,656,south,62.76
70,13.8,78.3,62.53,480,752,south,52.55
71,14,73.32,70.92,440,672,south,42.8
72,14.2,69.01,79.38,436,692,west,33.38
73,14.4,66.13,88,508,656,west,24.63
74,14.6,64.66,97.47,492,696,west,16.67
75,14.8,64.59,106.21,472,652,west,11.96
76,15,66.64,114.1,428,644,west,12.89
77,15.2,71.59,119.62,436,600,west,18.63
78,15.4,77.32,120.83,388,496,west,24.49
79,15.6,83.06,120.73,436,528,west,30.09
80,15.8,90.22,118.69,460,568,north,36.78
81,16,98.05,118.21,532,672,north,44.51
82,16.2,105.9,119.26,596,688,north,52.42
83,16.4,113.84,121.92,556,728,north,60.63
84,16.6,123.45,125.79,444,728,east,70.71
85,16.8,131.89,130.75,508,688,east,79.94
86,17,140.75,137.14,444,656,east,89.96
87,17.2,149.23,144.14,444,616,east,99.98
88,17.4,156.48,151.44,376,532,east,109.11
89,17.6,163.37,160.13,248,504,east,118.6
90,17.8,169.12,165.14,236,324,east,125.83
91,18,175.98,170.9,288,388,e ext,134.43
92,18.2,183.85,176.43,328,392,e ext,143.88
93,18.4,192,182.42,208,360,e ext,153.82
94,18.6,194.74,182.69,128,152,e ext,156.4
95,18.8,195.73,183.17,108,84,e ext,157.51
96,19,195.5,181.98,108,40,e ext,156.79
97,19.2,195.28,180.78,84,56,e ext,156.08
98,19.4,195.36,176.48,72,156,e ext,154.42
99,19.6,194.06,169.4,140,204,e ext,150.56
100,19.8,192.06,163.21,152,276,e ext,146.58
101,20,189.01,155.69,208,304,e ext,141.4
102,20.2,186.47,145.44,272,400,e ext,136.38
103,20.4,185.14,136.76,220,412,e ext,133.36
104,20.6,186.37,127.63,344,444,e ext,133.32
105,20.8,188.64,119.49,392,520,e ext,135.01
106,21,192.82,112.27,336,512,e ext,139.04
107,21.2,197.62,109.18,256,368,e ext,143.88
108,21.4,199.07,106.93,140,164,e ext,145.4
109,21.6,199.07,106.93,120,68,e ext,145.4
110,21.8,198.18,106.89,92,36,e ext,144.52
111,22,197.3,106.86,96,52,e ext,143.64
112,22.2,196.12,104.52,112,104,e ext,142.56
113,22.4,191.81,97.72,140,220,e ext,138.81
114,22.6,190.96,97.74,72,108,e ext,137.97
115,22.8,188.18,95.62,132,140,e ext,135.45
116,23,184.39,91.5,140,224,e ext,132.28
117,23.2,182.87,92.66,128,148,e ext,130.59
118,23.4,178.82,92.9,168,232,e ext,126.56
119,23.6,175.91,96.07,244,244,east,123.22
120,23.8,172.3,100.08,304,372,east,119.17
121,24,167.92,103.84,336,432,east,114.46
122,24.2,161.9,106.38,344,456,east,108.29
123,24.4,155.24,109.51,424,528,east,101.51
124,24.6,147.7,109.84,364,548,east,93.96
125,24.8,140.93,108.6,340,520,east,87.24
126,25,136.37,105.27,360,444,east,82.9
127,25.2,133.29,100.63,408,464,east,80.38
128,25.4,131.71,96.13,428,404,east,79.59
129,25.6,130.91,93.15,436,296,east,79.41
130,25.8,130.8,88.69,444,360,east,80.4
131,26,131.41,84.16,464,380,east,82.31
132,26.2,132.02,79.59,400,376,east,84.46
133,26.4,134.74,75.49,460,404,east,88.53
134,26.6,136.06,71.42,428,400,east,91.41
135,26.8,138.76,66.23,460,400,east,96.14
136,27,140.09,61.13,492,416,east,99.74
137,27.2,140.73,55.23,484,376,east,103.33
138,27.4,140.71,50.25,416,372,east,106.04
139,27.6,141.39,43.28,420,404,east,110.55
140,27.8,141.42,36.38,332,440,south,114.77
141,28,140.8,30.47,292,296,s ext,118.09
142,28.2,138.82,26.78,324,264,s ext,119.09
143,28.4,135.51,22.65,320,372,s ext,119.62
144,28.6,132.18,20.21,304,280,s ext,119.08
145,28.8,128.13,18.76,276,300,s ext,117.48
146,29,124.03,18.92,272,284,s ext,114.73
147,29.2,119.92,17.09,304,304,s ext,113.63
148,29.4,116.45,14.95,324,324,s ext,113.32
149,29.6,113.65,11.65,308,328,s ext,114.49
150,29.8,112.22,8.08,248,228,s ext,116.69
151,30,111.51,7.21,228,180,s ext,117.04
152,30.2,110.08,7.31,196,232,s ext,116.2
153,30.4,109.37,9.23,152,100,s ext,114.2
154,30.6,109.36,7.36,140,68,s ext,115.79
155,30.8,110.07,6.37,148,120,s ext,117
156,31,110.79,5.37,172,80,s ext,118.22
157,31.2,110.79,5.37,156,56,s ext,118.22
158,31.4,110.07,5.42,124,112,s ext,117.81
159,31.6,108.63,6.45,80,108,s ext,116.19
160,31.8,107.92,8.36,80,88,s ext,114.19
161,32,107.91,6.48,84,60,s ext,115.8
162,32.2,110.07,6.37,116,104,s ext,117
163,32.4,111.52,12.78,132,248,s ext,112.37
164,32.6,110.82,18.26,296,356,s ext,107.42
165,32.8,110.82,23.55,296,384,south,103.05
166,33,109.42,27.96,316,324,south,98.65
167,33.2,107.31,30.6,304,276,south,95.28
168,33.4,105.2,31.49,368,280,south,93.33
169,33.6,103.78,30.65,356,236,south,93.21
170,33.8,101.63,28.92,424,284,south,93.46
171,34,100.88,25.46,344,232,south,95.94
172,34.2,101.58,23.74,412,188,south,97.76
173,34.4,103,22.02,416,220,s ext,99.98
174,34.6,104.42,20.27,364,284,s ext,102.22
175,34.8,107.99,19.31,308,272,s ext,104.98
176,35,110.82,20.04,384,220,s ext,105.94
177,35.2,115.02,23.15,348,364,s ext,105.84
178,35.4,119.16,26.03,396,368,south,106.14
179,35.6,123.92,29.42,392,420,south,106.72
180,35.8,130.67,32.04,408,496,south,109.57
181,36,136.72,33.65,368,488,south,112.93
182,36.2,142.79,34.13,296,408,east,117.25
183,36.4,148.9,33.48,324,436,e ext,122.44
184,36.6,156.44,32.88,332,472,e ext,128.84
185,36.8,163.41,32.37,304,460,e ext,134.84
186,37,169.81,31.07,252,396,e ext,140.88
187,37.2,172.75,32.62,216,300,e ext,142.49
188,37.4,174.32,36.02,136,256,e ext,142
189,37.6,175.97,40.51,124,180,e ext,141.13
190,37.8,176.2,45.71,164,200,e ext,138.82
191,38,176.45,50.88,272,332,e ext,136.71
192,38.2,178.43,58.63,344,400,e ext,135.34
193,38.4,181.39,67.36,356,468,e ext,135.04
194,38.6,184.65,77.45,380,496,e ext,135.33
195,38.8,190.65,87.68,368,532,e ext,139.09
196,39,196.09,97.6,268,452,e ext,143.09
197,39.2,198.03,105.73,200,364,e ext,144.41
198,39.4,197.22,112.61,176,304,e ext,143.45
199,39.6,196.43,119.37,320,336,e ext,142.78
200,39.8,194.93,127.01,364,444,e ext,141.79
201,40,194.89,138.08,336,492,e ext,143.2
202,40.2,194.93,149.08,304,424,e ext,145.44
203,40.4,195.26,161.2,340,468,e ext,148.99
204,40.6,195.68,173.36,284,456,e ext,153.52
205,40.8,194.29,180.3,272,316,e ext,154.99
206,41,191.59,189.69,264,416,e ext,156.74
207,41.2,187.2,194.76,240,408,e ext,155.38
208,41.4,182.55,198.47,280,368,e ext,153.37
209,41.6,177.32,203.79,224,384,n ext,151.9
210,41.8,171.63,206.7,240,352,n ext,148.94
211,42,166.91,210.12,200,304,n ext,147.28
212,42.2,159.23,211.91,124,316,n ext,142.53
213,42.4,154.75,211.5,128,180,n ext,138.91
214,42.6,150.14,210.1,144,168,n ext,134.57
