Track file,I:\Rat Navigation Data\exp nesté 1morris_0001\data\track_00047.trk,,,,,,
Object,0,,,,,,
Samples,450,,,,,,
id,121,,,,,,
trial,3,,,,,,
date,34:43.0,yyyy-MM-dd HH:mm:ss,,,,,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]]
1,0,167.91,42.13,224,144,e ext,133.35
2,0.2,168.66,42.8,228,92,e ext,133.65
3,0.4,169.45,44.47,180,136,e ext,133.5
4,0.6,168.79,46.75,136,180,e ext,131.81
5,0.8,168.1,48.03,136,152,e ext,130.59
6,1,167.38,48.31,136,88,e ext,129.82
7,1.2,167.35,47.34,152,88,e ext,130.26
8,1.4,166.57,45.68,156,164,e ext,130.39
9,1.6,166.51,43.74,280,180,e ext,131.32
10,1.8,165.74,42.1,300,172,e ext,131.51
11,2,165.65,38.19,316,200,e ext,133.5
12,2.2,166.26,32.91,268,208,e ext,136.91
13,2.4,166.93,30.55,208,148,e ext,138.77
14,2.6,166.93,30.55,192,72,e ext,138.77
15,2.8,166.91,29.55,156,76,e ext,139.32
16,3,166.23,30.92,140,104,e ext,137.98
17,3.2,167.66,31.18,156,152,e ext,139.03
18,3.4,169.12,32.46,216,188,e ext,139.55
19,3.6,170.62,34.76,276,204,e ext,139.54
20,3.8,171.42,37.45,260,224,e ext,138.78
21,4,173.04,41.87,288,276,e ext,137.91
22,4.2,174.07,48.69,276,292,e ext,135.56
23,4.4,175.17,55.53,320,300,e ext,133.58
24,4.6,176.41,63.44,352,368,e ext,131.68
25,4.8,178.67,73.28,344,408,e ext,130.67
26,5,180.43,84.48,348,412,e ext,129.65
27,5.2,182.98,93.71,356,424,e ext,130.55
28,5.4,186.42,102.15,344,428,e ext,133.04
29,5.6,190.93,111.02,264,352,e ext,137.16
30,5.8,194.16,115.74,248,200,e ext,140.42
31,6,196.43,119.37,204,180,e ext,142.78
32,6.2,196.6,120.53,184,92,e ext,143
