Track file,I:\Rat Navigation Data\exp nesté 1morris_0001\data\track_00033.trk,,,,,,
Object,0,,,,,,
Samples,450,,,,,,
id,108,,,,,,
trial,1,,,,,,
date,55:24.0,yyyy-MM-dd HH:mm:ss,,,,,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]]
1,0,-,-,-,-,-,-
2,0.2,-,-,-,-,-,-
3,0.4,-,-,-,-,-,-
4,0.6,-,-,-,-,-,-
5,0.8,78.62,7.43,88,-,s ext,103.18
6,1,76.13,4.78,224,200,s ext,105.05
7,1.2,73.72,4.03,408,288,s ext,105.19
8,1.4,66.49,3.46,348,540,s ext,104.29
9,1.6,59.18,3.49,236,448,s ext,103.17
10,1.8,55.17,4.74,224,364,s ext,101.54
11,2,50.94,3.83,116,220,s ext,102.22
12,2.2,51.04,4.87,128,76,s ext,101.18
13,2.4,51.13,5.91,120,64,s ext,100.14
14,2.6,52.09,7.33,156,68,s ext,98.76
15,2.8,53.04,8.74,188,136,s ext,97.41
16,3,55.26,5.77,156,256,s ext,100.52
17,3.2,56.36,9.18,276,296,s ext,97.21
18,3.4,62.99,10.87,216,460,s ext,96.39
19,3.6,64.7,12.46,320,288,s ext,95.11
20,3.8,68.72,12.92,420,316,s ext,95.42
21,4,75.06,13.98,508,432,s ext,95.9
22,4.2,80.51,14.51,484,400,s ext,97
23,4.4,87.42,15.99,520,452,s ext,98.07
24,4.6,92.71,17.71,520,464,s ext,98.69
25,4.8,97.92,20.92,572,500,s ext,98.3
26,5,102.32,26.36,596,512,south,95.97
27,5.2,106.62,32.3,652,560,south,93.49
28,5.4,109.41,39.6,736,628,south,89.48
29,5.6,113.52,48.86,760,784,south,85.54
30,5.8,116.9,57.04,756,788,south,82.71
31,6,119.59,66.56,712,780,south,79.43
32,6.2,122.34,77.38,724,820,east,76.46
33,6.4,124.51,88.18,696,820,east,74.51
34,6.6,126.83,99.06,672,840,east,74.26
35,6.8,130.07,110.2,608,792,east,76.33
36,7,132.09,121.63,600,792,east,78.72
37,7.2,133.58,133.36,564,756,east,82.12
38,7.4,132.06,144.03,532,728,north,83.62
39,7.6,128.98,154.48,544,692,north,84.94
40,7.8,124.12,163,552,640,north,85.04
41,8,119.09,170.86,500,604,north,85.42
42,8.2,113.13,178.79,456,620,north,86.16
43,8.4,109.52,187.63,376,528,north,90.19
44,8.6,106.59,195.19,300,404,n ext,94.31
45,8.8,105.12,199.55,88,220,n ext,96.95
46,9,-,-,-,-,-,-
47,9.2,105.88,197.82,72,-,n ext,95.99
48,9.4,-,-,-,-,-,-
49,9.6,-,-,-,-,-,-
50,9.8,-,-,-,-,-,-
51,10,-,-,-,-,-,-
52,10.2,-,-,-,-,-,-
53,10.4,-,-,-,-,-,-
54,10.6,-,-,-,-,-,-
55,10.8,-,-,-,-,-,-
56,11,-,-,-,-,-,-
57,11.2,-,-,-,-,-,-
58,11.4,-,-,-,-,-,-
59,11.6,-,-,-,-,-,-
60,11.8,154.12,213.18,60,-,n ext,139.57
61,12,156.51,211.43,100,128,n ext,140.17
62,12.2,167.1,211.25,84,184,n ext,148.13
63,12.4,172.82,208.4,88,140,n ext,150.91
64,12.6,176.74,205.52,168,216,n ext,152.41
65,12.8,183.2,201.96,172,300,n ext,155.81
66,13,189.96,195.21,128,284,e ext,158
67,13.2,190.82,190.35,184,256,e ext,156.37
68,13.4,193.21,184.09,192,328,e ext,155.63
69,13.6,196.35,176.93,192,344,e ext,155.51
70,13.8,196.97,170.65,164,332,e ext,153.73
71,14,201.14,158.97,108,272,e ext,153.96
72,14.2,200.07,152.95,236,328,e ext,151.34
73,14.4,199.91,141.6,240,460,e ext,148.76
74,14.6,199.84,130.18,248,400,e ext,147
75,14.8,198.95,118.53,284,468,e ext,145.28
76,15,197.46,108.02,264,452,e ext,143.75
77,15.2,195.09,96.48,324,500,e ext,142.21
78,15.4,192.91,85.16,280,500,e ext,141.77
79,15.6,190.1,74.19,316,524,e ext,141.42
80,15.8,186.72,63.72,304,540,e ext,141.27
81,16,183.59,53.6,272,536,e ext,142.06
82,16.2,179.18,44.42,260,508,e ext,142.06
83,16.4,175.09,36.7,256,508,e ext,142.3
84,16.6,170.52,30.69,240,472,e ext,141.69
85,16.8,166.86,25.52,260,460,e ext,141.59
86,17,161.94,21.3,268,496,e ext,140.21
87,17.2,157.15,16.17,188,424,e ext,139.8
88,17.4,151.77,13.4,124,304,s ext,137.7
89,17.6,149.09,12.94,184,268,s ext,136.09
90,17.8,143.1,10.28,152,336,s ext,133.8
91,18,139.72,11.84,292,404,s ext,130.35
92,18.2,134.36,10.3,316,496,s ext,127.96
93,18.4,128.27,8.65,372,520,s ext,125.41
94,18.6,120.69,7.77,352,548,s ext,121.64
95,18.8,112.22,5.25,276,532,s ext,119.08
96,19,104.25,4.63,272,468,s ext,115.62
97,19.2,97.59,4.29,284,468,s ext,112.91
98,19.4,90.05,4.26,284,464,s ext,109.93
99,19.6,82.33,3.59,296,468,s ext,107.94
100,19.8,75.33,4.54,308,516,s ext,105.09
101,20,68.96,4.36,304,508,s ext,103.86
102,20.2,60.87,4.2,288,496,s ext,102.68
103,20.4,54.49,6.42,292,460,s ext,99.82
104,20.6,46.28,7.65,248,460,s ext,98.34
105,20.8,40.59,9.95,268,428,s ext,96.19
106,21,34.06,12.83,292,480,s ext,93.88
107,21.2,27.56,16.81,268,464,s ext,90.98
108,21.4,20.98,20.9,204,400,w ext,88.47
109,21.6,16.33,27.14,152,332,w ext,83.85
110,21.8,15.99,32.22,232,368,w ext,79.18
111,22,12.12,38,244,412,w ext,75.31
112,22.2,10.93,43.89,312,452,w ext,70.56
113,22.4,8.15,52.48,284,436,w ext,64.54
114,22.6,6.16,60.43,356,416,w ext,59.21
115,22.8,3.37,70.5,380,496,w ext,53.37
116,23,1.43,80.99,328,524,w ext,48.09
117,23.2,1.24,91.79,352,488,w ext,42.66
118,23.4,0.97,103.65,376,528,w ext,39.01
119,23.6,2.34,115.33,312,504,w ext,36.52
120,23.8,2.62,125.89,324,460,w ext,37.7
121,24,4.5,135.99,344,508,w ext,39.64
122,24.2,7.07,142.51,276,516,w ext,40.96
123,24.4,9.51,149.83,236,456,w ext,43.74
124,24.6,11.88,154.94,268,480,w ext,45.89
125,24.8,14.89,162.53,252,480,w ext,50.32
126,25,17.05,168.31,252,472,w ext,54.19
127,25.2,19.88,174.56,140,376,w ext,58.53
128,25.4,22.85,176.86,72,204,w ext,59.55
129,25.6,-,-,-,-,-,-
130,25.8,30.38,178.75,72,-,w ext,59.23
131,26,35.6,179.95,152,192,w ext,59.49
132,26.2,37.87,179.85,320,224,w ext,59.13
133,26.4,45.25,182.09,320,424,n ext,60.91
134,26.6,52.54,186.43,260,420,n ext,65.65
135,26.8,61.5,190.82,240,404,n ext,71.28
136,27,69.1,196.36,176,376,n ext,78.49
137,27.2,73.02,198.49,64,176,n ext,81.66
138,27.4,-,-,-,-,-,-
139,27.6,-,-,-,-,-,-
140,27.8,-,-,-,-,-,-
141,28,-,-,-,-,-,-
142,28.2,-,-,-,-,-,-
143,28.4,-,-,-,-,-,-
144,28.6,135.44,212.09,64,-,n ext,125.66
145,28.8,142.52,212.33,60,124,n ext,130.66
146,29,148.55,211.29,80,132,n ext,134.22
147,29.2,153.79,210.99,72,144,n ext,137.86
148,29.4,156.97,208.67,156,212,n ext,138.7
149,29.6,167.7,209.55,140,280,n ext,147.54
150,29.8,173.61,207.83,156,248,n ext,151.2
151,30,181.08,204.92,164,256,n ext,155.64
152,30.2,183.54,199.02,268,328,e ext,154.51
153,30.4,187.97,194.12,264,388,e ext,155.73
154,30.6,191.91,186.64,276,388,e ext,155.61
155,30.8,194.83,178.4,264,380,e ext,154.7
156,31,196.75,169.46,292,412,e ext,153.1
157,31.2,198.67,160.29,316,440,e ext,151.98
158,31.4,200.93,147.57,244,488,e ext,150.96
159,31.6,200.06,137.09,296,428,e ext,148.14
160,31.8,199.11,125.46,304,504,e ext,145.82
161,32,198.11,112.68,300,516,e ext,144.34
162,32.2,195.67,101.07,280,460,e ext,142.35
163,32.4,193.68,91.96,324,460,e ext,141.4
164,32.6,190.54,78.66,300,488,e ext,140.77
165,32.8,187.98,69.01,280,452,e ext,140.81
166,33,184.73,58.75,304,528,e ext,141.14
167,33.2,180.9,48.04,256,480,e ext,141.96
168,33.4,177.49,40.87,232,424,e ext,142.27
169,33.6,172.81,34.69,256,464,e ext,141.42
170,33.8,169.05,29.42,264,464,e ext,141.17
171,34,164.74,24.7,200,432,e ext,140.37
172,34.2,161.94,24.27,196,372,e ext,138.39
173,34.4,160.57,26.98,80,220,e ext,135.66
174,34.6,153.71,21.93,236,292,e ext,133.44
175,34.8,149.66,21.16,340,368,e ext,130.89
176,35,142.92,21.53,380,424,s ext,125.69
177,35.2,134.16,23.12,356,464,s ext,118.33
178,35.4,126.02,24.62,384,444,s ext,111.68
179,35.6,116.4,25.58,456,576,south,104.76
180,35.8,105.17,25.52,560,696,south,98.25
181,36,95.79,24.27,648,704,south,94.33
182,36.2,85.33,21.03,692,780,s ext,92.62
183,36.4,76.04,17.96,596,720,s ext,92.35
184,36.6,65.52,12.76,428,696,s ext,94.97
185,36.8,55.26,5.77,284,496,s ext,100.52
186,37,50.36,6.55,232,324,s ext,99.48
187,37.2,46.28,7.65,252,252,s ext,98.34
188,37.4,42.17,8.7,308,336,s ext,97.37
189,37.6,38.23,11.82,356,360,s ext,94.47
190,37.8,31.78,15.78,352,476,s ext,91.26
191,38,27.1,20.68,348,428,s ext,87.29
192,38.2,20.76,27.01,392,436,w ext,82.64
193,38.4,15.41,35.11,344,408,w ext,76.69
194,38.6,10.93,43.89,360,432,w ext,70.56
195,38.8,7.32,53.29,376,424,w ext,64.32
196,39,5.7,65.64,352,448,w ext,55.38
197,39.2,4.8,77.17,328,544,w ext,47.78
198,39.4,4.81,90.95,356,428,w ext,39.92
199,39.6,5.49,104.61,376,428,w ext,34.39
200,39.8,6.82,117.99,392,504,w ext,32.19
201,40,7.91,132.12,408,536,w ext,34.83
202,40.2,8.73,145.06,388,524,w ext,41.15
203,40.4,11.05,155.25,340,504,w ext,46.66
204,40.6,14.89,162.53,340,496,w ext,50.32
205,40.8,18.57,169.52,272,436,w ext,54.54
206,41,22.96,174.95,260,436,w ext,57.73
207,41.2,27.25,180.24,220,368,w ext,61.44
208,41.4,31.59,183.59,224,348,w ext,63.72
209,41.6,34.59,183.97,108,268,w ext,63.61
210,41.8,45.02,185.67,280,388,n ext,64.49
211,42,53.31,186.17,244,380,n ext,65.48
212,42.2,63.21,186.9,320,396,n ext,67.83
213,42.4,74.07,187.61,300,452,n ext,71.68
214,42.6,85.16,189.53,300,440,n ext,77.95
215,42.8,97.36,191.94,316,504,n ext,86.28
216,43,110.82,196.1,308,512,n ext,97.6
217,43.2,123,200.49,268,456,n ext,108.73
218,43.4,136.22,203.59,260,440,n ext,120.02
219,43.6,147.67,204.92,296,428,n ext,129.25
220,43.8,160.12,206.36,264,432,n ext,139.64
221,44,171.24,204.44,268,436,n ext,147.29
222,44.2,180.44,201.43,324,440,n ext,153.19
223,44.4,186.64,196.56,228,408,e ext,155.84
224,44.6,190.28,192.19,160,308,e ext,156.78
225,44.8,193.67,186.47,92,252,e ext,157.1
226,45,194.51,181.49,84,168,e ext,155.69
227,45.2,195.28,180.78,108,80,e ext,156.08
228,45.4,191.68,175.86,172,224,e ext,150.79
229,45.6,192.98,173.23,192,180,e ext,150.97
230,45.8,192.88,167.83,312,280,e ext,148.91
231,46,193.35,160.48,372,284,e ext,146.95
232,46.2,192.33,149.35,364,360,e ext,142.97
233,46.4,191.98,136.28,392,444,e ext,140.02
234,46.6,191.75,123.18,436,468,e ext,138.31
235,46.8,190.64,108.81,428,552,e ext,136.91
236,47,189.73,94.45,408,516,e ext,137.13
237,47.2,187.88,76.87,392,568,e ext,138.6
238,47.4,185.76,61.77,328,528,e ext,141.03
239,47.6,181.85,50.94,304,504,e ext,141.56
240,47.8,179.28,46.54,228,380,e ext,141.18
241,48,175.28,41.89,248,316,e ext,139.84
242,48.2,170.73,38.81,392,456,e ext,137.48
243,48.4,164.88,35.59,396,444,e ext,134.29
244,48.6,157.13,32.55,368,468,e ext,129.59
245,48.8,150.27,30.14,408,456,e ext,125.57
246,49,141.5,27.53,420,556,s ext,120.56
247,49.2,133.46,25.13,452,568,s ext,116.41
248,49.4,124.68,22.31,420,568,s ext,112.54
249,49.6,115.04,17.84,424,612,s ext,110.15
