Track file,I:\Rat Navigation Data\exp nesté 1morris_0002\data\track_00033.trk,,,,,,,
Object,0,,,,,,,
Samples,450,,,,,,,
id,108,,,,,,,
trial,1,,,,,,,
date,40:41.0,yyyy-MM-dd HH:mm:ss,,,,,,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance moved,Distance to zone [platform [Acquisition Zonedef]]
1,0,-,-,-,-,-,-,-
2,0.2,106.06,201.62,72,-,n ext,-,99.18
3,0.4,102.5,197.22,84,140,n ext,5.66,93.54
4,0.6,101.46,191.57,212,224,n ext,5.75,88.33
5,0.8,99.62,185.1,412,368,north,6.73,82.06
6,1,96.22,177.02,352,460,north,8.76,73.58
7,1.2,93.76,169.42,444,436,north,7.99,66.1
8,1.4,90.64,161.34,460,496,north,8.66,57.97
9,1.6,87.66,152.87,436,528,north,8.98,49.84
10,1.8,85.52,145.46,492,544,north,7.71,43.34
11,2,84.92,137.52,500,512,north,7.97,38.28
12,2.2,85.04,130.44,584,572,north,7.08,34.9
13,2.4,85.88,122.79,580,588,north,7.7,33.27
14,2.6,87.4,116.61,576,612,west,6.36,33.76
15,2.8,91.02,110.53,608,680,west,7.07,37.3
16,3,95.29,105.89,608,720,west,6.31,42.03
17,3.2,99.51,104.65,572,620,east,4.4,46.39
18,3.4,104.42,104.79,656,532,east,4.91,51.21
19,3.6,109.34,106.33,648,520,east,5.15,55.9
20,3.8,115.72,108.68,628,516,east,6.8,62.06
21,4,120.73,110.35,648,444,east,5.29,66.99
22,4.2,125.84,112.85,604,468,east,5.68,72.07
23,4.4,130.3,115.43,564,432,east,5.15,76.57
24,4.6,135.64,119,564,424,east,6.42,82.05
25,4.8,138.04,121.61,548,384,east,3.55,84.64
26,5,141.31,125.23,544,676,east,4.87,88.28
27,5.2,141.62,129.27,500,524,east,4.06,89.21
28,5.4,140.4,133.05,592,340,east,3.97,88.74
29,5.6,137.75,138.11,540,388,east,5.71,87.3
30,5.8,133.51,142.76,592,492,north,6.3,84.56
31,6,128.5,147.98,556,532,north,7.23,81.74
32,6.2,123.44,153.18,540,480,north,7.26,79.42
33,6.4,119.11,158.6,508,528,north,6.94,78.45
34,6.6,114.72,164.12,500,552,north,7.05,77.87
35,6.8,112.67,170.26,480,500,north,6.47,80.06
36,7,111.4,176.71,452,444,north,6.58,83.48
37,7.2,109.34,184.06,440,404,north,7.63,87.37
38,7.4,107.99,190.01,416,392,n ext,6.09,91.06
