Track file,I:\Rat Navigation Data\exp nesté 1morris_0001\data\track_00019.trk,,,,,,
Object,0,,,,,,
Samples,109,,,,,,
id,90,,,,,,
trial,3,,,,,,
date,14:08.0,yyyy-MM-dd HH:mm:ss,,,,,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]]
1,0,164.73,23.7,64,52,e ext,140.96
2,0.2,165.44,24.3,104,56,e ext,141.16
3,0.4,165.45,25.31,116,52,e ext,140.58
4,0.6,166.15,24.91,108,48,e ext,141.37
5,0.8,166.14,23.9,80,36,e ext,141.96
6,1,165.44,24.3,72,24,e ext,141.16
7,1.2,164.75,25.7,72,32,e ext,139.78
8,1.4,-,-,-,-,-,-
9,1.6,166.18,27.93,100,-,e ext,139.65
10,1.8,165.52,31.29,108,112,e ext,137.19
11,2,164.83,32.64,104,132,e ext,135.87
12,2.2,164.86,34.61,108,60,e ext,134.81
13,2.4,164.16,34.95,152,108,e ext,134.03
14,2.6,162.08,37.88,204,212,e ext,130.69
15,2.8,159.99,39.78,244,248,e ext,127.9
16,3,155.14,43.66,304,292,e ext,121.71
17,3.2,150.3,45.47,320,296,east,116.67
18,3.4,144.12,47.55,384,408,east,110.37
19,3.6,137.98,49.32,460,420,east,104.28
20,3.8,131.19,51.76,540,464,south,97.32
21,4,124.39,54.57,532,520,south,90.16
22,4.2,118.94,57.59,564,544,south,83.99
23,4.4,113.46,61.82,604,552,south,77.07
24,4.6,107.95,67.2,632,612,south,69.44
25,4.8,102.42,73.7,700,636,south,61.16
26,5,98.24,79.97,620,672,south,54.22
27,5.2,94.01,88.85,592,716,south,46.01
28,5.4,91.16,96.96,600,680,south,40.09
29,5.6,88.96,105.74,564,700,west,35.81
30,5.8,88.14,114.57,580,648,west,34.4
31,6,88.73,124.18,540,656,north,36.35
32,6.2,90.79,133.26,520,652,north,41.3
33,6.4,92.18,142.59,516,612,north,47.14
34,6.6,94.41,152.27,460,584,north,54.53
35,6.8,96.77,161.64,452,560,north,62.48
36,7,100.04,170.75,412,544,north,71.26
37,7.2,104.32,180.55,340,496,north,81.42
38,7.4,110.46,189.63,340,416,n ext,92.31
39,7.6,115.96,197.41,220,400,n ext,101.82
40,7.8,-,-,-,-,-,-
41,8,-,-,-,-,-,-
42,8.2,-,-,-,-,-,-
43,8.4,-,-,-,-,-,-
44,8.6,-,-,-,-,-,-
45,8.8,111.16,201.8,88,-,n ext,102.34
46,9,106.72,197.99,188,204,n ext,96.63
47,9.2,99.86,193.16,288,268,n ext,88.7
48,9.4,92.41,188.83,296,368,n ext,80.97
49,9.6,85.17,183.41,332,404,north,72.59
50,9.8,76.63,177.92,336,484,north,63.76
51,10,68.34,173.21,316,484,north,56.2
52,10.2,60.95,169.77,364,456,north,50.68
53,10.4,52.86,166.93,364,512,north,46.3
54,10.6,44.74,165.29,372,488,west,44.12
55,10.8,35.78,164.19,348,512,west,43.88
56,11,28.18,163.59,332,424,w ext,45.26
57,11.2,21.19,163.69,300,360,w ext,48.16
58,11.4,16.48,162.82,200,292,w ext,49.75
59,11.6,14.96,160.57,208,240,w ext,48.63
60,11.8,16.8,153.16,264,368,w ext,41.46
61,12,18.59,145.94,348,388,w ext,34.68
62,12.2,21.99,136.65,388,472,west,25.61
63,12.4,26.13,126.73,432,476,west,16.36
64,12.6,31.76,118.05,392,528,west,7.56
65,12.8,38.09,111.59,376,496,west,1.18
66,13,45.08,105.62,388,500,west,0.55
67,13.2,52.72,100.13,448,508,west,7.1
68,13.4,60.23,95.07,460,588,west,15.45
69,13.6,66.88,90.26,528,596,west,23.33
70,13.8,74.16,84.25,524,716,west,32.68
71,14,80.62,76.86,556,688,south,42.49
72,14.2,84.88,69.25,600,652,south,51
73,14.4,89.81,60.8,636,724,south,60.64
74,14.6,94.01,52.78,656,684,south,69.54
75,14.8,96.08,45.1,720,712,south,76.94
76,15,97.42,37.1,664,592,south,84.31
77,15.2,96.62,30.37,696,480,south,89.51
78,15.4,95.76,22.51,612,524,south,95.85
79,15.6,94.15,16.08,484,448,s ext,100.8
80,15.8,92.51,10.33,328,388,s ext,105.29
81,16,91.73,9.28,236,196,s ext,105.93
82,16.2,90.97,9.17,164,216,s ext,105.74
83,16.4,86.31,6.42,104,228,s ext,106.56
84,16.6,83.33,8.62,152,176,s ext,103.48
85,16.8,80.34,10.73,324,236,s ext,100.53
86,17,76.64,14.43,444,376,s ext,95.9
87,17.2,72.2,18.69,508,472,s ext,90.6
88,17.4,68.53,23.04,484,464,south,85.5
89,17.6,63.42,29.53,508,544,south,78.11
90,17.8,58.34,36.78,424,588,south,70.06
91,18,53.28,44.87,356,532,south,61.4
92,18.2,48.99,53.2,368,516,south,52.81
93,18.4,46.23,61.12,428,484,west,44.88
94,18.6,45.08,70.26,384,468,west,35.75
95,18.8,45.48,81.22,428,524,west,24.79
96,19,46.5,91.15,400,524,west,14.85
97,19.2,48.92,100.84,464,528,west,5.36
98,19.4,51.95,107.08,436,492,west,0.87
99,19.6,52.67,110.14,360,308,platform,0
100,19.8,51.9,111.7,368,184,platform,0
101,20,51.14,112.51,468,124,platform,0
102,20.2,50.38,113.32,464,164,platform,0
103,20.4,49.62,113.36,444,100,platform,0
104,20.6,50.39,112.54,404,128,platform,0
105,20.8,50.39,112.54,436,64,platform,0
106,21,49.62,113.36,432,148,platform,0
107,21.2,48.86,113.4,468,180,platform,0
108,21.4,49.63,112.58,440,132,platform,0
109,21.6,49.64,111.8,420,116,platform,0
