Track file,I:\Rat Navigation Data\exp nesté 1morris_0001\data\track_00074.trk,,,,,,
Object,0,,,,,,
Samples,72,,,,,,
id,101,,,,,,
trial,2,,,,,,
date,52:38.0,yyyy-MM-dd HH:mm:ss,,,,,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]]
1,0,126.92,205.7,120,108,n ext,115.23
2,0.2,-,-,-,-,-,-
3,0.4,-,-,-,-,-,-
4,0.6,-,-,-,-,-,-
5,0.8,-,-,-,-,-,-
6,1,-,-,-,-,-,-
7,1.2,121.09,197.99,64,-,n ext,105.58
8,1.4,121.73,195.39,116,116,n ext,104.07
9,1.6,122.52,194.71,180,136,n ext,104.11
10,1.8,122.2,190.94,216,148,n ext,101.17
11,2,120.21,186.73,240,256,north,96.78
12,2.2,118.26,182.65,216,200,north,92.54
13,2.4,115.49,177.62,232,216,north,87.07
14,2.6,112.03,173.46,288,216,north,81.72
15,2.8,107.9,170.2,308,252,north,76.47
16,3,103.07,167.04,316,248,north,70.78
17,3.2,99.12,164.2,404,288,north,65.95
18,3.4,93.7,161.45,440,404,north,60.16
19,3.6,87.62,158.97,432,392,north,54.18
20,3.8,81.62,156.8,440,416,north,48.66
21,4,77.23,153.27,416,352,north,43.18
22,4.2,72.86,150.65,408,360,north,38.44
23,4.4,69.27,148.05,380,332,north,34.2
24,4.6,66.48,143.92,420,368,west,29.22
25,4.8,64.5,138.23,428,376,west,23.5
26,5,62.55,131.08,484,472,west,16.68
27,5.2,60.56,123.9,428,456,west,10.43
28,5.4,59.3,115.13,460,496,west,5.68
29,5.6,57.94,106.99,452,464,west,5.72
30,5.8,56.49,99.45,436,456,west,9.74
31,6,54.96,92.5,468,480,west,14.96
32,6.2,53.37,86.93,436,352,west,19.84
33,6.4,51.75,82.8,472,292,west,23.59
34,6.6,50.1,78.56,440,400,west,27.56
35,6.8,47.66,75.74,408,352,west,30.25
36,7,43.65,74.24,424,408,west,31.82
37,7.2,40.43,73.68,420,284,west,32.72
38,7.4,35.64,75.48,440,348,west,31.96
39,7.6,30.84,78.29,420,308,west,30.89
40,7.8,25.99,81.26,420,360,west,30.71
41,8,19.4,85.18,396,392,west,31.67
42,8.2,11.82,89.4,368,396,w ext,34.76
43,8.4,4.14,95.14,292,436,w ext,38.58
44,8.6,1.66,99.34,280,308,w ext,39.4
45,8.8,1.77,101.49,220,348,w ext,38.71
46,9,1.26,110.08,88,212,w ext,37.74
47,9.2,1.26,110.08,120,56,w ext,37.74
48,9.4,1.21,109.01,120,72,w ext,37.89
49,9.6,1.17,107.94,100,92,w ext,38.07
50,9.8,1.17,107.94,96,36,w ext,38.07
51,10,1.26,110.08,112,88,w ext,37.74
52,10.2,1.38,113.29,116,132,w ext,37.49
53,10.4,1.49,116.49,116,144,w ext,37.41
54,10.6,5.08,118.19,200,276,w ext,33.95
55,10.8,6.05,122.21,240,320,w ext,33.61
56,11,8.7,125.88,280,320,w ext,31.83
57,11.2,12.13,129.26,320,296,w ext,29.78
58,11.4,17.15,130.22,312,296,w ext,25.79
59,11.6,21.26,128.5,308,300,west,21.39
60,11.8,25.33,124.16,344,332,west,15.68
61,12,30.17,119.09,368,368,west,9.33
62,12.2,35.73,115.11,396,356,west,3.14
63,12.4,39.65,111.51,432,364,platform,0
64,12.6,41.99,109.75,400,344,platform,0
65,12.8,44.31,110.46,392,264,platform,0
66,13,45.06,112.03,444,252,platform,0
67,13.2,45.82,112.79,444,168,platform,0
68,13.4,46.58,113.54,404,128,platform,0
69,13.6,47.34,113.49,380,104,platform,0
70,13.8,47.34,113.49,396,72,platform,0
71,14,47.34,113.49,384,76,platform,0
72,14.2,48.86,113.4,416,128,platform,0
