Track file,I:\Rat Navigation Data\exp nesté 1morris_0001\data\track_00064.trk,,,,,,
Object,0,,,,,,
Samples,100,,,,,,
id,114,,,,,,
trial,4,,,,,,
date,27:03.0,yyyy-MM-dd HH:mm:ss,,,,,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]]
1,0,155.46,112.11,456,600,east,101.69
2,0.2,147.42,105.73,484,668,platform reversal,93.88
3,0.4,139.02,99.94,556,688,east,86.15
4,0.6,128.82,93.93,588,816,east,77.2
5,0.8,120.35,89.01,576,812,east,70.29
6,1,111.35,85.62,608,768,south,63.04
7,1.2,102.38,82.83,648,792,south,56.24
8,1.4,92.66,79.07,608,808,south,50.09
9,1.6,84.19,74.28,568,800,south,46.82
10,1.8,79.12,68.65,496,672,south,47.93
11,2,76.82,61.55,472,560,south,52.58
12,2.2,77.45,56.23,492,380,south,57.48
13,2.4,78.77,50.15,572,480,south,63.46
14,2.6,78.62,44.47,664,484,south,68.47
15,2.8,76.1,36.47,740,660,south,74.84
16,3,72.67,27.83,712,636,south,81.92
17,3.2,69.23,21.44,600,544,s ext,87.21
18,3.4,61.47,12.2,508,652,s ext,94.83
19,3.6,56.2,7.16,300,488,s ext,99.22
20,3.8,51.22,6.94,152,332,s ext,99.11
21,4,49.95,11.3,156,284,s ext,94.72
22,4.2,49.78,18.96,260,336,s ext,87.06
23,4.4,49.57,26.43,332,320,s ext,79.58
24,4.6,52.06,38.3,384,492,south,67.85
25,4.8,55.05,47.98,420,556,south,58.51
26,5,59.44,58.32,428,616,south,49.09
27,5.2,65.03,65.84,440,572,south,43.46
28,5.4,71.86,71.49,460,684,south,41.52
29,5.6,79.17,74.55,484,680,south,43.27
30,5.8,87.03,74.49,524,640,south,48.69
31,6,94.07,74.19,528,572,south,54.17
32,6.2,101.04,72.26,592,576,south,60.87
33,6.4,106.57,70.84,652,532,south,66.2
34,6.6,112.75,68.49,668,504,south,72.65
35,6.8,119.59,65.81,628,584,south,79.84
36,7,126.41,63.54,616,580,south,86.79
37,7.2,133.22,60.9,540,620,east,93.96
38,7.4,137.31,55.24,504,508,east,100.45
39,7.6,141.39,47.53,448,496,east,108.11
40,7.8,143.44,39.14,388,436,east,114.66
41,8,145.52,31.28,324,400,e ext,121.16
42,8.2,147.63,22.15,308,392,s ext,128.71
43,8.4,148.37,16.17,252,232,s ext,133.33
44,8.6,148.37,16.17,208,84,s ext,133.33
45,8.8,148.36,17.12,176,136,s ext,132.67
46,9,150.4,15.11,108,196,s ext,135.53
47,9.2,152.38,18.82,124,176,e ext,134.48
48,9.4,153.03,22.28,252,248,e ext,132.7
49,9.6,154.37,27.28,328,340,e ext,130.56
50,9.8,157.13,33.5,348,396,e ext,129.05
51,10,160.01,40.72,348,416,e ext,127.39
52,10.2,162.36,50.23,320,436,e ext,124.5
53,10.4,164.85,58.92,348,404,east,122.78
54,10.6,166.82,68.92,412,480,east,120.78
55,10.8,169.11,80.97,444,536,east,119.4
56,11,171.58,92.33,460,568,east,119.5
57,11.2,173.6,104.96,468,624,east,120.06
58,11.4,174.69,114.81,468,512,east,120.94
59,11.6,175.07,124.64,460,432,east,121.79
60,11.8,172.98,133.91,460,536,east,120.89
61,12,170.04,142.7,448,508,east,119.74
62,12.2,166.35,151.89,448,584,east,118.62
63,12.4,164.38,161.43,420,580,east,120.04
64,12.6,162.42,170.9,388,504,east,122.19
65,12.8,160.9,177.75,384,388,north,124.1
66,13,157.27,181.76,288,352,n ext,123.07
67,13.2,153.32,183.74,312,296,n ext,120.81
68,13.4,147.09,181.06,324,308,north,114.13
69,13.6,139.9,176.45,368,380,north,105.59
70,13.8,131.83,169.36,420,428,north,94.96
71,14,124.12,163,488,540,north,85.04
72,14.2,115.84,155.57,488,632,north,74.05
73,14.4,105.65,148.67,472,736,north,61.76
74,14.6,97.37,145.73,444,660,north,53.2
75,14.8,88.48,144.72,464,676,north,45.24
76,15,80.34,147.1,492,564,north,40.56
77,15.2,72.86,150.65,488,604,north,38.44
78,15.4,65.33,154.68,460,564,north,37.91
79,15.6,59.14,160.54,408,508,north,41.32
80,15.8,53.71,165.07,360,368,north,44.57
81,16,48.98,169.74,336,336,west,48.71
82,16.2,44.3,173.01,300,348,w ext,51.84
83,16.4,39.74,173.86,240,276,w ext,52.98
84,16.6,38.36,171.81,288,216,w ext,51.09
85,16.8,37.85,167.71,308,252,west,47.07
86,17,38.13,162.48,372,280,west,41.84
87,17.2,40.06,154.29,408,428,west,33.48
88,17.4,42.68,146.15,416,480,west,25.12
89,17.6,44.57,136.04,428,580,west,14.89
90,17.8,44.82,127.21,408,532,west,6.06
91,18,44.96,120.82,468,404,platform,0
92,18.2,44.22,119.29,440,188,platform,0
93,18.4,45.01,117.62,452,212,platform,0
94,18.6,45.01,117.62,428,104,platform,0
95,18.8,45.01,117.62,424,116,platform,0
96,19,44.25,116.89,440,152,platform,0
97,19.2,43.47,117.75,420,124,platform,0
98,19.4,44.25,116.89,452,72,platform,0
99,19.6,44.24,117.69,448,116,platform,0
100,19.8,44.24,117.69,484,172,platform,0
