Track file,I:\Rat Navigation Data\exp nesté 1morris_0003\data\track_00026.trk,,,,,,,
Object,0,,,,,,,
Samples,38,,,,,,,
id,91,,,,,,,
trial,2,,,,,,,
date,44:05.0,yyyy-MM-dd HH:mm:ss,,,,,,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]],Distance moved
1,0,89.51,10.81,228,428,s ext,103.66,-
2,0.2,93.26,10.44,284,352,s ext,105.51,3.77
3,0.4,95.55,12.56,372,392,s ext,104.57,3.13
4,0.6,99.29,15.62,428,328,s ext,103.59,4.83
5,0.8,102.25,19.35,464,300,s ext,101.85,4.76
6,1,105.17,24.65,444,372,south,98.97,6.05
7,1.2,108.02,30.57,524,440,south,95.71,6.57
8,1.4,110.81,37.07,520,412,south,92.31,7.08
9,1.6,112.86,42.59,556,460,south,89.54,5.89
10,1.8,114.2,49.58,588,496,south,85.54,7.12
11,2,114.86,55.69,620,504,south,81.97,6.14
12,2.2,114.83,61.73,640,548,south,78.22,6.04
13,2.4,113.44,67.72,652,612,south,73.64,6.15
14,2.6,111.36,73.6,640,596,south,68.69,6.23
15,2.8,107.22,80.06,672,624,south,61.82,7.67
16,3,102.37,84.91,644,604,south,55.24,6.86
17,3.2,97.5,88.95,700,568,south,49.06,6.33
18,3.4,93.99,92.95,708,496,south,44.2,5.33
19,3.6,89.05,96.9,696,556,west,38.14,6.32
20,3.8,84.08,100.17,672,496,west,32.35,5.95
21,4,79.08,102.12,680,584,west,26.99,5.36
22,4.2,74.05,103.42,616,496,west,21.81,5.19
23,4.4,69.71,104.07,616,416,west,17.51,4.39
24,4.6,66.07,104.76,600,464,west,13.88,3.71
25,4.8,62.38,106.21,588,460,west,9.93,3.96
26,5,59.4,109.2,644,448,west,6.11,4.22
27,5.2,55.63,113.06,536,420,west,1.87,5.39
28,5.4,53.34,116.22,560,416,west,0.38,3.9
29,5.6,50.32,117.2,560,384,platform,0,3.17
30,5.8,48.04,118.16,552,280,platform,0,2.47
31,6,47.28,118.22,536,128,platform,0,0.76
32,6.2,47.29,117.43,516,276,platform,0,0.79
33,6.4,47.29,117.43,532,272,platform,0,0
34,6.6,48.05,117.37,552,244,platform,0,0.76
35,6.8,47.29,117.43,556,180,platform,0,0.76
36,7,47.3,116.64,536,212,platform,0,0.79
37,7.2,47.32,115.86,552,288,platform,0,0.79
38,7.4,47.32,115.86,556,244,platform,0,0
