Track file,I:\Rat Navigation Data\exp nesté 1morris_0002\data\track_00064.trk,,,,,,,
Object,0,,,,,,,
Samples,193,,,,,,,
id,114,,,,,,,
trial,4,,,,,,,
date,13:13.0,yyyy-MM-dd HH:mm:ss,,,,,,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance moved,Distance to zone [platform [Acquisition Zonedef]]
1,0,84.96,10.87,140,232,s ext,-,101.92
2,0.2,87.32,13.21,208,204,s ext,3.33,100.6
3,0.4,88.18,16.12,296,240,s ext,3.04,98.25
4,0.6,90.57,21.01,340,268,s ext,5.44,94.79
5,0.8,91.44,26.41,328,284,south,5.47,90.37
6,1,92.27,30.81,364,268,south,4.47,86.91
7,1.2,92.33,34.19,468,304,south,3.38,84.02
8,1.4,90.19,36.44,432,428,south,3.11,80.99
9,1.6,88.01,36.98,424,312,south,2.25,79.44
10,1.8,85.8,36.66,412,356,south,2.24,78.67
11,2,84.29,35.57,428,264,south,1.86,78.96
12,2.2,83.5,33.74,452,416,south,1.99,80.26
13,2.4,84.22,33.03,476,296,south,1.02,81.21
14,2.6,84.97,33.16,468,320,south,0.76,81.42
15,2.8,86.47,34.25,436,240,south,1.86,81.12
16,3,87.99,36.15,428,280,south,2.43,80.16
17,3.2,89.48,37.18,472,540,south,1.81,79.99
18,3.4,90.22,38.1,480,424,south,1.18,79.58
19,3.6,91.66,37.44,492,444,south,1.58,80.89
20,3.8,92.35,35.02,540,368,south,2.51,83.31
21,4,92.27,30.81,532,312,south,4.22,86.91
22,4.2,90.68,25.44,544,364,south,5.6,90.88
23,4.4,89.04,19.89,516,388,s ext,5.79,95.16
24,4.6,87.32,13.21,448,412,s ext,6.9,100.6
25,4.8,86.39,8.34,388,308,s ext,4.96,104.79
26,5,86.31,6.42,296,244,s ext,1.92,106.56
27,5.2,87.15,8.49,208,272,s ext,2.24,104.92
28,5.4,86.53,12.13,88,168,s ext,3.69,101.31
29,5.6,92.54,11.27,164,244,s ext,6.07,104.45
30,5.8,94.11,14.24,260,248,s ext,3.36,102.42
31,6,94.91,17.07,332,240,s ext,2.94,100.26
32,6.2,97.21,21.75,408,292,south,5.21,97.22
33,6.4,98.02,27.04,468,364,south,5.35,93.07
34,6.6,98.09,32.99,508,360,south,5.95,88.1
35,6.8,98.17,40.41,556,456,south,7.42,81.99
36,7,98.93,48.39,576,556,south,8.02,76.03
37,7.2,98.96,56.83,572,580,south,8.44,69.64
38,7.4,99.66,65.02,552,580,south,8.21,64.39
39,7.6,100.34,72.25,556,524,south,7.27,60.32
40,7.8,101.01,79.33,580,488,south,7.11,56.89
41,8,101.67,86.97,588,616,south,7.67,53.68
42,8.2,103.03,94.54,564,552,south,7.69,52.12
43,8.4,105.12,102.09,596,584,east,7.83,52.37
44,8.6,107.25,109.68,568,588,east,7.89,53.54
45,8.8,109.44,116.69,548,572,north,7.35,55.76
46,9,112.43,123.22,580,552,north,7.17,59.41
47,9.2,117.03,130.86,520,572,north,8.92,65.43
48,9.4,121.77,137.45,488,552,north,8.12,71.76
49,9.6,128.28,144.79,492,524,north,9.81,80.33
50,9.8,134.24,151.77,444,496,north,9.18,88.52
51,10,139.67,159.1,432,428,north,9.12,96.56
52,10.2,143.68,166.41,396,348,north,8.33,103.53
53,10.4,147.76,173.2,408,316,north,7.93,110.48
54,10.6,152.29,182.35,320,368,north,10.21,119.2
55,10.8,157.07,192.09,308,364,n ext,10.85,128.59
56,11,161.18,201.96,272,324,n ext,10.69,137.74
57,11.2,162.66,205.74,216,184,n ext,4.06,141.22
58,11.4,161.08,206.88,156,188,n ext,1.95,140.71
59,11.6,157.42,205.92,128,244,n ext,3.78,137.27
60,11.8,153.64,203.96,204,236,n ext,4.27,133.11
61,12,148.96,201.65,224,228,n ext,5.22,128.05
62,12.2,142.4,197.65,256,272,n ext,7.68,120.48
63,12.4,136.56,191.45,336,320,n ext,8.52,112
64,12.6,130.74,183.82,324,348,north,9.59,102.63
65,12.8,125.11,175.88,396,408,north,9.74,93.25
66,13,120.6,169.56,412,384,north,7.76,85.83
67,13.2,116.31,164.45,432,372,north,6.67,79.35
68,13.4,112.98,160.57,396,300,north,5.11,74.39
69,13.6,111.27,157.12,344,268,north,3.85,71.05
70,13.8,110.4,154.64,348,260,north,2.62,68.98
71,14,111.06,151.66,432,268,north,3.06,67.93
72,14.2,110.89,147.07,456,432,north,4.59,65.48
73,14.4,110.67,140.33,468,444,north,6.74,62.34
74,14.6,110.51,134.47,480,420,north,5.86,60.13
75,14.8,111.1,128.78,544,448,north,5.72,59.19
76,15,111.69,122.45,528,472,north,6.36,58.57
77,15.2,111.6,117.53,532,444,north,4.92,57.96
78,15.4,110.82,113.3,532,424,east,4.3,57.06
79,15.6,109.37,109.77,560,516,east,3.82,55.66
80,15.8,105.83,106.89,528,440,east,4.57,52.34
81,16,102.31,105.41,548,420,east,3.81,49.04
82,16.2,96.71,104.57,600,476,west,5.67,43.64
83,16.4,89.68,104.4,596,548,west,7.03,36.77
84,16.6,82.62,103.57,592,548,west,7.11,30.01
85,16.8,74.78,102.73,576,584,west,7.88,22.73
86,17,67.56,101.9,548,540,west,7.27,16.55
87,17.2,59.47,101.02,468,552,west,8.13,10.43
88,17.4,51.2,100.1,448,516,west,8.32,6.53
89,17.6,44.29,100.78,468,436,west,6.94,5.37
90,17.8,36.44,101.52,480,476,west,7.89,8.16
91,18,28.39,102.38,436,500,west,8.09,13.83
92,18.2,23.47,103.32,448,372,west,5.01,17.61
93,18.4,15.86,102.43,432,448,west,7.66,24.96
94,18.6,8.89,101.47,384,400,w ext,7.04,31.87
95,18.8,4.36,99.37,368,288,w ext,4.99,36.82
96,19,2.45,97.21,268,228,w ext,2.88,39.35
97,19.2,4.26,97.26,196,216,w ext,1.8,37.65
98,19.4,5.1,96.23,144,148,w ext,1.33,37.27
99,19.6,3.06,91.9,172,196,w ext,4.79,40.99
100,19.8,1.95,88.6,252,192,w ext,3.48,43.58
101,20,4.55,86.7,212,312,w ext,3.22,42.36
102,20.2,7.13,84.85,212,288,w ext,3.17,41.2
103,20.4,9.49,79.96,280,268,w ext,5.43,42.43
104,20.6,12.79,76.38,360,304,w ext,4.88,42.62
105,20.8,17.77,72.27,384,344,west,6.46,42.8
106,21,23.56,68.58,348,396,west,6.86,42.82
107,21.2,29.33,66.08,376,380,west,6.29,42.8
108,21.4,35.06,64.65,400,376,west,5.91,42.65
109,21.6,40.66,62.4,432,480,west,6.03,43.88
110,21.8,45.28,58.29,380,476,west,6.18,47.72
111,22,49.75,52.54,412,464,south,7.29,53.5
112,22.2,53.49,48.4,376,396,south,5.58,57.91
113,22.4,56.45,44.93,400,352,south,4.56,61.72
114,22.6,60.29,43.45,360,424,south,4.12,63.85
115,22.8,64.27,45.38,416,320,south,4.42,62.78
116,23,68.98,48.19,452,340,south,5.48,61.4
