Track file,I:\Rat Navigation Data\exp nesté 1morris_0001\data\track_00018.trk,,,,,,
Object,0,,,,,,
Samples,179,,,,,,
id,90,,,,,,
trial,2,,,,,,
date,12:20.0,yyyy-MM-dd HH:mm:ss,,,,,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]]
1,0,139.11,161.46,420,500,north,97.15
2,0.2,140.54,151.82,432,580,north,94.33
3,0.4,142.78,142.5,480,576,east,93.33
4,0.6,144.95,132.32,476,628,east,93.04
5,0.8,147.2,122.88,504,572,east,93.88
6,1,150.22,113.34,528,664,east,96.46
7,1.2,153.31,104.3,536,624,platform reversal,99.87
8,1.4,157.91,94.81,516,660,east,105.61
9,1.6,161.87,86.52,512,556,east,111.07
10,1.8,167.27,76.47,452,580,east,118.83
11,2,172.75,66.47,424,548,e ext,127.19
12,2.2,176.73,56.04,344,448,e ext,134.8
13,2.4,178.7,50.01,264,280,e ext,139.12
14,2.6,178.38,43.69,148,308,e ext,141.69
15,2.8,172.97,39.82,112,260,e ext,138.88
16,3,170.04,40.16,264,288,e ext,136.19
17,3.2,165.67,39.17,372,332,e ext,132.99
18,3.4,158.58,39.45,396,440,e ext,126.9
19,3.6,150.96,41.66,360,476,east,119.33
20,3.8,142.07,44.77,376,512,east,110.23
21,4,133.92,47.07,488,560,south,102.28
22,4.2,125.78,49.62,560,616,south,94.28
23,4.4,117.61,51.58,640,648,south,86.73
24,4.6,108.69,54.54,680,816,south,78.12
25,4.8,100.36,59.12,684,788,south,68.97
26,5,94.77,64.84,656,708,south,60.98
27,5.2,89.15,71.76,620,716,south,52.11
28,5.4,84.91,80.05,620,680,south,43.38
29,5.6,80.62,88.25,576,716,west,34.96
30,5.8,76.98,97.89,580,732,west,26.72
31,6,74.73,106.23,576,676,west,21.73
32,6.2,73.11,116.05,568,696,west,19.48
33,6.4,72.19,124.54,564,596,west,20.76
34,6.6,70.45,134.68,532,664,west,24.86
35,6.8,70.16,143.48,512,612,north,31.11
36,7,69.82,153.27,520,632,north,38.83
37,7.2,70.99,162.39,492,596,north,47.33
38,7.4,74.51,170.73,408,540,north,56.36
39,7.6,78.94,178.57,396,444,north,65.36
40,7.8,84.37,186.02,360,460,n ext,74.48
41,8,90.02,193.19,308,404,n ext,83.49
42,8.2,92.54,196.98,128,212,n ext,88.03
43,8.4,-,-,-,-,-,-
44,8.6,-,-,-,-,-,-
45,8.8,-,-,-,-,-,-
46,9,126.21,207.39,116,-,n ext,116.05
47,9.2,128.62,205.37,216,188,n ext,116.1
48,9.4,136.22,203.59,252,308,n ext,120.02
49,9.6,141.87,200.28,260,320,n ext,121.83
50,9.8,147.35,196.08,304,332,n ext,123.24
51,10,152.77,191.95,340,348,n ext,125.01
52,10.2,158.92,187.24,288,420,n ext,127.42
53,10.4,165.34,184.55,316,436,n ext,131.39
54,10.6,172.69,182.22,312,468,e ext,136.57
55,10.8,180.45,181.97,260,372,e ext,143.28
56,11,190.26,182.62,188,344,e ext,152.34
57,11.2,194.51,181.49,128,212,e ext,155.69
58,11.4,196.57,178.13,128,176,e ext,156.19
59,11.6,195.9,174.55,204,204,e ext,154.17
60,11.8,197.07,166.3,220,272,e ext,152.32
61,12,196.54,158.4,280,292,e ext,149.39
62,12.2,196.61,148.5,328,320,e ext,146.94
63,12.4,195.63,137.15,336,360,e ext,143.77
64,12.6,194.59,124.72,328,416,e ext,141.25
65,12.8,192.97,113.39,332,380,e ext,139.2
66,13,192.22,101.08,308,432,e ext,138.91
67,13.2,192.12,93.2,236,336,e ext,139.68
68,13.4,189.82,87.76,236,344,e ext,138.26
69,13.6,185.76,80.54,288,388,e ext,135.68
70,13.8,179.71,76.21,340,380,e ext,130.86
71,14,173.97,73.23,380,360,e ext,126.17
72,14.2,169.22,71.27,356,344,east,122.27
73,14.4,163.18,70.68,372,368,east,116.75
74,14.6,155.79,69.54,404,456,east,110.26
75,14.8,150.01,68.15,432,500,east,105.46
76,15,143.62,66.11,456,488,east,100.53
77,15.2,138.04,63.16,480,472,east,96.95
78,15.4,130.49,60.59,540,580,east,91.82
79,15.6,122.33,59.49,548,592,south,85.63
80,15.8,114.84,57.97,612,616,south,80.52
81,16,106.61,56.87,648,692,south,75.01
82,16.2,98.26,55.3,696,704,south,70.31
83,16.4,89.74,53.96,700,756,south,66.05
84,16.6,81.79,53.78,648,692,south,61.8
85,16.8,72.26,56.12,536,720,south,55.22
86,17,64.84,59.46,460,572,south,49.4
87,17.2,57.34,63.58,476,576,west,43.51
88,17.4,49.72,67.81,484,560,west,38.25
89,17.6,42.04,73.97,440,596,west,32.23
90,17.8,35.84,79.91,464,536,west,27.63
91,18,29.58,87.16,504,536,west,23.81
92,18.2,24.02,94.07,504,536,west,22.19
93,18.4,19.29,103.36,468,572,west,21.43
94,18.6,16.17,114.05,404,496,west,22.7
95,18.8,14.64,125.87,400,468,w ext,26.18
96,19,16.3,135.17,404,412,w ext,29.2
97,19.2,17.8,145.24,388,464,w ext,34.68
98,19.4,21.45,157.09,368,564,w ext,42.28
99,19.6,24.98,165.78,340,444,w ext,48.45
100,19.8,28.32,175.2,288,444,w ext,56.29
101,20,31.59,183.59,272,384,w ext,63.72
102,20.2,35.06,188.24,188,316,w ext,67.79
103,20.4,42.28,193.03,140,312,n ext,71.92
104,20.6,48.23,195.07,96,228,n ext,73.96
105,20.8,54.96,198.09,108,204,n ext,77.5
106,21,58.85,197.81,140,192,n ext,77.71
107,21.2,65.83,199.73,84,216,n ext,80.92
108,21.4,-,-,-,-,-,-
109,21.6,-,-,-,-,-,-
110,21.8,-,-,-,-,-,-
111,22,-,-,-,-,-,-
112,22.2,-,-,-,-,-,-
113,22.4,-,-,-,-,-,-
114,22.6,-,-,-,-,-,-
115,22.8,-,-,-,-,-,-
116,23,133.48,210.26,60,-,n ext,122.99
117,23.2,-,-,-,-,-,-
118,23.4,-,-,-,-,-,-
119,23.6,145.16,205.67,148,-,n ext,127.9
120,23.8,147.25,201.8,240,220,n ext,126.85
121,24,152.73,197.67,256,288,n ext,128.43
122,24.2,156.3,192.68,252,300,n ext,128.3
123,24.4,159.53,185.63,308,392,n ext,127.06
