Track file,I:\Rat Navigation Data\backup1\exp nestle 3_0004\data\track_00008.trk
Object,0
Samples,450
treatment,4,
cage,33,
mark,2,
id,103,
date,2009-07-29 10:27:59.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES
1,0.00,114.37,15.25,472.00,264.00,s ext
2,0.20,121.65,13.21,524.00,420.00,s ext
3,0.40,129.03,10.79,616.00,284.00,s ext
4,0.60,134.19,9.56,736.00,272.00,s ext
5,0.80,141.02,7.64,680.00,384.00,s ext
6,1.00,147.80,5.39,748.00,324.00,s ext
7,1.20,154.56,4.57,764.00,384.00,s ext
8,1.40,161.81,2.19,736.00,316.00,s ext
9,1.60,170.39,-1.41,768.00,456.00,s ext
10,1.80,176.09,-3.22,744.00,384.00,s ext
11,2.00,182.56,-6.65,704.00,376.00,s ext
12,2.20,189.10,-9.97,772.00,388.00,s ext
13,2.40,192.42,-11.33,776.00,340.00,s ext
14,2.60,198.19,-15.43,744.00,472.00,s ext
15,2.80,199.73,-15.76,776.00,336.00,s ext
16,3.00,201.12,-16.50,704.00,336.00,s ext
17,3.20,199.81,-14.89,792.00,384.00,s ext
18,3.40,198.53,-12.84,676.00,404.00,s ext
19,3.60,197.26,-10.77,740.00,416.00,s ext
20,3.80,195.99,-8.19,616.00,484.00,s ext
21,4.00,193.48,-3.94,672.00,344.00,s ext
22,4.20,191.06,-0.20,660.00,276.00,south
23,4.40,187.58,5.13,696.00,356.00,south
24,4.60,183.22,11.97,712.00,360.00,south
25,4.80,178.15,19.56,752.00,320.00,south
26,5.00,175.30,24.01,788.00,340.00,south
27,5.20,170.80,30.52,788.00,320.00,east
28,5.40,165.83,38.15,784.00,404.00,east
29,5.60,162.14,44.90,788.00,348.00,east
30,5.80,158.63,50.63,828.00,384.00,east
31,6.00,156.39,56.59,876.00,432.00,east
32,6.20,153.94,63.77,848.00,468.00,east
33,6.40,152.35,69.66,860.00,348.00,east
34,6.60,150.33,75.71,840.00,364.00,east
35,6.80,149.35,81.52,904.00,360.00,east
36,7.00,148.43,88.48,924.00,500.00,reveral larger
37,7.20,148.82,94.34,912.00,452.00,reveral larger
38,7.40,150.25,100.51,912.00,528.00,reveral larger
39,7.60,151.43,104.41,1004.00,460.00,reveral larger
40,7.80,154.23,111.45,948.00,528.00,reveral larger
41,8.00,155.78,114.55,984.00,348.00,east
42,8.20,158.38,120.73,932.00,516.00,east
43,8.40,160.20,124.19,916.00,328.00,east
44,8.60,163.78,133.61,788.00,504.00,east
45,8.80,165.69,139.50,828.00,424.00,east
46,9.00,169.15,147.53,852.00,416.00,east
47,9.20,171.70,153.64,908.00,352.00,east
48,9.40,174.55,159.82,872.00,308.00,east
49,9.60,176.67,165.10,920.00,352.00,east
50,9.80,180.06,171.38,940.00,404.00,east
51,10.00,183.07,176.42,900.00,384.00,east
52,10.20,186.26,181.55,848.00,556.00,east
53,10.40,189.25,186.84,808.00,520.00,east
54,10.60,191.25,190.78,796.00,436.00,e ext
55,10.80,192.13,193.25,772.00,376.00,e ext
56,11.00,191.34,193.08,828.00,400.00,east
57,11.20,190.93,193.90,880.00,420.00,east
58,11.40,187.02,190.83,844.00,428.00,east
59,11.60,184.76,189.22,824.00,380.00,north
60,11.80,180.37,185.42,800.00,440.00,north
61,12.00,175.98,181.81,832.00,480.00,north
62,12.20,170.93,177.48,848.00,352.00,north
63,12.40,164.79,171.65,860.00,412.00,north
64,12.60,160.67,167.98,872.00,508.00,north
65,12.80,155.70,162.84,952.00,424.00,north
66,13.00,149.56,156.43,948.00,452.00,north
