Track file,I:\Rat Navigation Data\backup1\exp nestle 3_0004\data\track_00009.trk
Object,0
Samples,450
treatment,1,
cage,30,
mark,1,
id,50,
date,2009-07-29 10:38:45.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES
1,0.00,94.68,20.07,584.00,1060.00,s ext
2,0.20,96.82,17.19,544.00,432.00,s ext
3,0.40,105.73,15.99,496.00,424.00,s ext
4,0.60,107.19,16.89,648.00,232.00,s ext
5,0.80,111.67,18.48,648.00,240.00,s ext
6,1.00,116.41,22.70,760.00,456.00,south
7,1.20,120.94,25.67,788.00,420.00,south
8,1.40,126.82,29.73,812.00,632.00,south
9,1.60,131.72,33.43,784.00,652.00,south
10,1.80,138.06,35.98,868.00,772.00,south
11,2.00,142.86,37.71,908.00,704.00,south
12,2.20,144.71,41.99,856.00,804.00,south
13,2.40,142.23,49.87,780.00,852.00,south
14,2.60,136.78,59.12,888.00,788.00,south
15,2.80,130.72,68.20,936.00,872.00,south
16,3.00,124.29,76.63,968.00,824.00,south
17,3.20,118.69,84.64,1100.00,972.00,south
18,3.40,114.02,91.62,1192.00,948.00,south
19,3.60,108.69,98.31,1116.00,1092.00,east
20,3.80,103.86,103.16,1168.00,1036.00,east
21,4.00,98.72,105.42,1128.00,1120.00,north
22,4.20,93.75,105.99,1120.00,1032.00,west
23,4.40,88.50,104.15,1172.00,1012.00,west
24,4.60,84.03,100.33,1156.00,976.00,west
25,4.80,80.02,94.17,1148.00,1024.00,west
26,5.00,75.25,86.56,992.00,1004.00,west
27,5.20,71.43,78.23,964.00,964.00,west
28,5.40,69.69,70.95,976.00,932.00,south
29,5.60,69.99,64.96,996.00,892.00,south
30,5.80,72.44,60.59,948.00,816.00,south
31,6.00,76.64,57.14,1004.00,816.00,south
32,6.20,79.40,51.91,932.00,760.00,south
33,6.40,81.77,45.97,948.00,720.00,south
34,6.60,86.28,41.37,900.00,696.00,south
35,6.80,94.32,37.24,888.00,804.00,south
36,7.00,105.88,33.78,848.00,808.00,south
37,7.20,118.25,32.40,840.00,760.00,south
38,7.40,130.19,32.23,868.00,780.00,south
39,7.60,138.01,32.86,812.00,712.00,south
40,7.80,143.79,33.53,896.00,764.00,south
41,8.00,147.27,37.75,816.00,864.00,south
42,8.20,147.35,44.28,860.00,812.00,south
43,8.40,146.05,53.29,896.00,932.00,south
44,8.60,144.02,62.41,960.00,824.00,east
45,8.80,142.22,72.84,940.00,884.00,east
46,9.00,141.41,83.62,936.00,876.00,east
47,9.20,140.78,96.81,920.00,936.00,platform reversal
48,9.40,141.98,109.22,976.00,904.00,platform reversal
49,9.60,143.38,121.20,992.00,896.00,east
50,9.80,145.49,132.48,980.00,852.00,east
51,10.00,148.35,143.65,972.00,912.00,east
52,10.20,150.56,151.83,936.00,868.00,east
53,10.40,148.91,156.50,888.00,912.00,north
54,10.60,143.53,157.80,948.00,972.00,north
55,10.80,133.98,156.78,884.00,944.00,north
56,11.00,122.95,156.24,976.00,876.00,north
57,11.20,109.53,154.90,932.00,892.00,north
58,11.40,93.38,154.75,888.00,1004.00,north
59,11.60,80.24,155.46,900.00,836.00,north
60,11.80,67.95,155.74,900.00,864.00,north
61,12.00,57.46,156.54,992.00,884.00,north
62,12.20,49.11,157.74,964.00,876.00,north
63,12.40,41.74,159.82,892.00,904.00,north
64,12.60,32.15,165.06,908.00,856.00,north
65,12.80,24.58,169.55,860.00,696.00,west
66,13.00,18.10,172.83,848.00,828.00,west
67,13.20,16.56,170.82,808.00,752.00,west
68,13.40,18.70,162.89,824.00,752.00,west
69,13.60,23.50,150.12,800.00,640.00,west
70,13.80,29.19,134.97,924.00,700.00,west
71,14.00,33.47,118.60,884.00,776.00,west
72,14.20,36.56,101.30,896.00,796.00,west
73,14.40,37.23,86.06,876.00,748.00,west
74,14.60,36.32,69.31,900.00,856.00,west
75,14.80,32.44,53.99,892.00,752.00,west
76,15.00,26.44,39.07,864.00,796.00,west
77,15.20,20.30,26.75,816.00,784.00,west
78,15.40,13.65,16.05,756.00,660.00,west
79,15.60,7.74,7.17,784.00,716.00,south
80,15.80,1.43,-0.53,676.00,564.00,s ext
81,16.00,-1.17,-4.13,656.00,580.00,s ext
82,16.20,0.02,-4.00,676.00,556.00,s ext
83,16.40,4.16,-1.52,744.00,572.00,s ext
84,16.60,11.23,2.91,772.00,532.00,s ext
85,16.80,24.30,10.86,624.00,636.00,s ext
86,17.00,38.61,19.04,724.00,596.00,south
87,17.20,50.95,24.88,776.00,564.00,south
88,17.40,66.66,32.87,824.00,728.00,south
89,17.60,79.38,36.94,860.00,692.00,south
90,17.80,91.52,38.72,916.00,720.00,south
91,18.00,102.05,39.12,872.00,740.00,south
92,18.20,114.25,36.49,940.00,756.00,south
93,18.40,125.46,32.64,944.00,732.00,south
94,18.60,137.60,26.50,936.00,672.00,south
95,18.80,151.15,17.73,836.00,708.00,south
96,19.00,165.23,6.73,864.00,660.00,south
97,19.20,178.06,-3.73,708.00,564.00,s ext
98,19.40,183.69,-8.05,720.00,380.00,s ext
