Track file,I:\Rat Navigation Data\backup1\exp nestle 3_0004\data\track_00028.trk
Object,0
Samples,450
treatment,2,
cage,41,
mark,2,
id,81,
date,2009-07-30 10:09:29.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES
1,0.00,107.38,9.82,1240.00,384.00,s ext
2,0.20,118.60,12.70,832.00,1112.00,s ext
3,0.40,123.37,12.91,748.00,628.00,s ext
4,0.60,133.04,8.88,720.00,500.00,s ext
5,0.80,139.32,8.15,664.00,432.00,s ext
6,1.00,142.65,11.74,648.00,544.00,s ext
7,1.20,145.43,15.15,688.00,424.00,south
8,1.40,144.89,19.60,780.00,468.00,south
9,1.60,141.66,28.23,780.00,688.00,south
10,1.80,138.64,34.97,820.00,560.00,south
11,2.00,135.32,42.45,844.00,608.00,south
12,2.20,130.96,52.39,940.00,784.00,south
13,2.40,126.03,61.44,924.00,792.00,south
14,2.60,121.22,69.97,960.00,780.00,south
15,2.80,116.89,79.21,960.00,904.00,south
16,3.00,113.83,86.27,1000.00,816.00,south
17,3.20,110.51,94.06,1032.00,920.00,south
18,3.40,108.25,101.95,1084.00,996.00,east
19,3.60,106.32,108.90,1124.00,1048.00,north
20,3.80,103.72,115.59,1080.00,956.00,north
21,4.00,100.75,122.33,1100.00,964.00,north
22,4.20,97.07,129.35,1124.00,1016.00,north
23,4.40,91.51,136.86,1068.00,1048.00,north
24,4.60,82.75,144.74,980.00,968.00,north
25,4.80,71.80,154.12,1000.00,948.00,north
26,5.00,58.94,164.47,924.00,964.00,north
27,5.20,44.84,176.27,892.00,800.00,north
28,5.40,27.05,191.14,708.00,816.00,n ext
29,5.60,20.61,196.13,692.00,312.00,n ext
30,5.80,20.61,196.13,668.00,160.00,n ext
31,6.00,25.51,191.89,724.00,232.00,n ext
32,6.20,29.16,188.91,652.00,328.00,n ext
33,6.40,24.42,193.03,692.00,632.00,n ext
34,6.60,22.21,195.33,708.00,288.00,n ext
35,6.80,22.08,197.21,736.00,468.00,n ext
36,7.00,27.65,195.31,780.00,548.00,n ext
37,7.20,36.09,191.91,676.00,488.00,n ext
38,7.40,47.17,187.44,680.00,404.00,n ext
39,7.60,56.43,184.17,696.00,352.00,n ext
40,7.80,68.48,179.34,700.00,468.00,n ext
41,8.00,80.37,174.62,776.00,460.00,north
42,8.20,89.86,170.91,880.00,512.00,north
43,8.40,100.14,168.01,872.00,600.00,north
44,8.60,109.76,165.23,900.00,620.00,north
45,8.80,118.42,162.54,936.00,652.00,north
46,9.00,126.14,161.31,888.00,640.00,north
47,9.20,130.01,157.52,968.00,672.00,north
48,9.40,135.33,155.06,936.00,752.00,north
49,9.60,139.09,151.38,952.00,848.00,north
50,9.80,141.98,147.57,920.00,888.00,north
51,10.00,144.65,144.14,1024.00,864.00,east
52,10.20,148.24,141.60,972.00,852.00,east
53,10.40,151.43,137.29,920.00,892.00,east
54,10.60,153.44,131.75,900.00,764.00,east
55,10.80,154.18,123.05,868.00,792.00,east
56,11.00,154.31,115.11,872.00,628.00,east
57,11.20,154.43,103.99,888.00,744.00,reveral larger
58,11.40,153.47,92.28,864.00,720.00,reveral larger
59,11.60,152.61,82.30,892.00,628.00,east
60,11.80,152.16,74.15,984.00,620.00,east
61,12.00,150.74,67.07,972.00,748.00,east
62,12.20,149.13,61.92,952.00,700.00,east
63,12.40,146.29,58.84,940.00,692.00,east
64,12.60,142.28,58.27,864.00,596.00,south
65,12.80,139.23,58.08,864.00,568.00,south
66,13.00,134.77,59.18,960.00,656.00,south
67,13.20,130.24,61.59,904.00,576.00,south
68,13.40,125.44,64.56,896.00,544.00,south
69,13.60,120.02,67.33,1020.00,572.00,south
70,13.80,113.00,70.59,988.00,704.00,south
71,14.00,107.23,72.37,1064.00,684.00,south
72,14.20,100.01,74.22,1084.00,812.00,south
73,14.40,94.59,74.89,1056.00,652.00,south
74,14.60,87.04,75.20,1024.00,832.00,south
75,14.80,78.90,74.43,980.00,852.00,south
76,15.00,73.80,73.55,956.00,616.00,south
77,15.20,68.14,72.69,1000.00,748.00,west
78,15.40,63.87,71.65,896.00,680.00,west
79,15.60,60.87,72.62,828.00,700.00,west
80,15.80,59.06,75.93,832.00,668.00,west
81,16.00,59.30,80.84,876.00,612.00,west
82,16.20,59.22,85.92,868.00,504.00,west
83,16.40,60.19,91.74,852.00,640.00,platform larger
84,16.60,62.02,98.79,880.00,572.00,platform
85,16.80,62.42,101.66,896.00,328.00,platform
86,17.00,63.24,105.49,1012.00,396.00,platform
87,17.20,63.88,109.18,956.00,464.00,platform larger
88,17.40,65.44,113.61,968.00,508.00,west
89,17.60,66.93,115.25,944.00,528.00,west
90,17.80,69.72,116.68,968.00,584.00,west
91,18.00,73.01,116.46,1024.00,608.00,west
92,18.20,77.79,115.50,1036.00,564.00,west
93,18.40,81.85,114.72,1092.00,600.00,west
94,18.60,85.85,114.08,1212.00,632.00,west
95,18.80,91.83,113.08,1128.00,868.00,north
96,19.00,96.87,113.50,1124.00,732.00,north
97,19.20,102.65,113.64,1148.00,800.00,north
98,19.40,109.76,113.76,1140.00,912.00,north
99,19.60,116.88,114.31,1112.00,956.00,east
100,19.80,123.37,113.63,1104.00,896.00,east
101,20.00,130.55,113.14,1064.00,936.00,east
102,20.20,138.56,111.83,1056.00,1072.00,reveral larger
103,20.40,146.21,109.62,932.00,972.00,platform reversal
104,20.60,152.83,106.04,884.00,800.00,reveral larger
105,20.80,159.08,102.58,912.00,772.00,east
106,21.00,164.32,96.47,872.00,784.00,east
107,21.20,169.54,87.60,868.00,636.00,east
108,21.40,174.69,77.49,832.00,604.00,east
109,21.60,180.28,64.51,780.00,604.00,e ext
110,21.80,186.53,53.95,748.00,552.00,e ext
111,22.00,188.69,49.63,720.00,476.00,e ext
112,22.20,188.49,47.95,724.00,388.00,e ext
113,22.40,189.56,49.31,768.00,364.00,e ext
114,22.60,189.39,54.91,736.00,408.00,e ext
115,22.80,189.73,62.64,700.00,460.00,e ext
116,23.00,189.96,72.94,672.00,436.00,e ext
117,23.20,189.83,83.66,676.00,468.00,e ext
118,23.40,189.53,103.16,584.00,620.00,e ext
119,23.60,190.04,114.05,656.00,408.00,e ext
120,23.80,191.56,133.25,640.00,616.00,e ext
121,24.00,193.17,147.45,576.00,472.00,e ext
122,24.20,195.77,161.32,676.00,484.00,e ext
123,24.40,198.25,173.79,636.00,496.00,e ext
124,24.60,202.27,187.53,632.00,492.00,e ext
125,24.80,204.87,195.27,656.00,448.00,e ext
126,25.00,208.39,204.72,560.00,552.00,e ext
127,25.20,210.52,210.16,656.00,472.00,e ext
128,25.40,212.58,215.19,616.00,536.00,e ext
129,25.60,214.83,219.60,624.00,536.00,e ext
130,25.80,217.20,223.44,712.00,544.00,e ext
131,26.00,217.68,224.32,708.00,532.00,e ext
132,26.20,219.29,226.42,748.00,456.00,e ext
133,26.40,218.57,225.67,720.00,484.00,e ext
134,26.60,218.96,226.17,680.00,536.00,e ext
135,26.80,215.88,222.80,736.00,536.00,n ext
136,27.00,214.13,221.09,656.00,608.00,n ext
137,27.20,204.86,211.63,668.00,524.00,n ext
138,27.40,199.37,206.09,676.00,288.00,n ext
139,27.60,192.58,199.45,676.00,360.00,n ext
140,27.80,186.03,193.22,664.00,308.00,north
141,28.00,180.46,188.34,752.00,288.00,north
142,28.20,174.94,183.03,808.00,296.00,north
143,28.40,171.63,179.94,832.00,256.00,north
144,28.60,165.84,174.97,732.00,324.00,north
145,28.80,161.49,171.27,740.00,280.00,north
146,29.00,159.20,168.68,752.00,308.00,north
147,29.20,156.30,166.12,792.00,280.00,north
148,29.40,152.12,161.25,828.00,404.00,north
149,29.60,150.15,158.88,840.00,284.00,north
150,29.80,147.18,155.85,836.00,324.00,north
151,30.00,145.01,152.83,872.00,268.00,north
152,30.20,142.96,149.87,852.00,276.00,north
153,30.40,141.34,147.72,892.00,440.00,north
154,30.60,140.75,144.50,996.00,480.00,north
155,30.80,139.06,139.88,920.00,540.00,east
156,31.00,138.40,135.73,952.00,544.00,east
157,31.20,136.14,129.75,976.00,552.00,east
158,31.40,134.05,122.22,956.00,716.00,east
159,31.60,131.26,114.18,1020.00,744.00,east
160,31.80,128.57,107.06,964.00,720.00,east
161,32.00,127.18,99.67,1004.00,712.00,east
162,32.20,125.76,92.48,1016.00,780.00,east
163,32.40,124.60,86.35,1032.00,640.00,east
164,32.60,123.71,80.44,1032.00,760.00,south
165,32.80,123.53,73.11,1028.00,828.00,south
166,33.00,122.70,66.00,912.00,844.00,south
167,33.20,121.93,60.33,948.00,708.00,south
168,33.40,119.66,53.34,880.00,844.00,south
169,33.60,116.26,46.96,892.00,804.00,south
170,33.80,109.31,40.44,844.00,856.00,south
171,34.00,101.36,35.68,844.00,728.00,south
172,34.20,92.04,30.13,832.00,732.00,south
173,34.40,79.45,21.58,736.00,800.00,south
174,34.60,70.31,15.46,608.00,552.00,s ext
175,34.80,70.31,15.46,692.00,132.00,s ext
176,35.00,68.67,16.05,660.00,176.00,s ext
177,35.20,66.89,15.67,596.00,240.00,s ext
178,35.40,61.27,13.45,608.00,332.00,s ext
179,35.60,57.90,13.43,624.00,272.00,s ext
180,35.80,50.61,11.22,644.00,340.00,s ext
181,36.00,46.93,9.98,680.00,260.00,s ext
182,36.20,39.99,8.17,560.00,312.00,s ext
183,36.40,35.49,7.75,620.00,332.00,s ext
184,36.60,30.58,6.19,608.00,324.00,s ext
185,36.80,27.02,6.34,560.00,416.00,s ext
186,37.00,26.55,7.30,620.00,324.00,s ext
187,37.20,23.73,6.32,520.00,244.00,s ext
188,37.40,25.10,8.21,656.00,424.00,s ext
189,37.60,22.39,7.17,628.00,324.00,s ext
190,37.80,18.79,5.96,736.00,396.00,s ext
191,38.00,16.14,5.56,716.00,460.00,s ext
192,38.20,12.94,4.88,680.00,508.00,s ext
193,38.40,12.51,6.27,756.00,396.00,s ext
194,38.60,12.64,8.47,732.00,560.00,south
195,38.80,14.50,12.01,728.00,540.00,south
196,39.00,14.75,14.44,728.00,608.00,south
197,39.20,15.62,17.38,724.00,540.00,west
198,39.40,16.10,19.58,652.00,440.00,west
199,39.60,18.83,24.36,720.00,452.00,west
200,39.80,23.35,32.94,732.00,636.00,west
201,40.00,29.11,43.68,732.00,616.00,west
202,40.20,36.42,58.26,744.00,724.00,west
203,40.40,41.19,68.57,744.00,616.00,west
204,40.60,43.90,75.52,816.00,568.00,west
205,40.80,47.59,81.94,784.00,576.00,west
206,41.00,50.89,87.85,776.00,480.00,platform larger
207,41.20,53.13,91.97,800.00,384.00,platform larger
208,41.40,55.83,97.07,828.00,524.00,platform
209,41.60,58.25,101.76,868.00,440.00,platform
210,41.80,60.56,105.12,868.00,504.00,platform
211,42.00,61.88,109.05,948.00,560.00,platform larger
212,42.20,62.78,113.66,976.00,540.00,platform larger
213,42.40,62.08,118.16,928.00,512.00,west
214,42.60,61.47,121.72,904.00,440.00,west
215,42.80,61.02,126.03,924.00,492.00,west
