Track file,I:\Rat Navigation Data\backup1\exp nestle 3_0004\data\track_00030.trk
Object,0
Samples,450
treatment,3,
cage,42,
mark,2,
id,82,
date,2009-07-30 10:29:59.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES
1,0.00,109.20,15.76,340.00,160.00,s ext
2,0.20,105.73,15.99,320.00,260.00,s ext
3,0.40,101.60,19.11,420.00,356.00,s ext
4,0.60,97.29,24.86,620.00,424.00,south
5,0.80,93.53,30.22,660.00,488.00,south
6,1.00,88.87,36.78,700.00,600.00,south
7,1.20,85.04,41.97,808.00,556.00,south
8,1.40,80.90,48.00,832.00,728.00,south
9,1.60,78.61,53.07,872.00,656.00,south
10,1.80,75.22,58.57,904.00,784.00,south
11,2.00,73.29,63.43,892.00,740.00,south
12,2.20,70.88,67.84,1048.00,844.00,south
13,2.40,68.91,73.09,1004.00,820.00,west
14,2.60,67.63,79.11,1068.00,880.00,west
15,2.80,65.95,85.67,1016.00,876.00,west
16,3.00,63.61,91.25,1108.00,724.00,platform larger
17,3.20,61.26,99.53,1004.00,912.00,platform
18,3.40,57.00,105.59,1072.00,820.00,platform
19,3.60,53.48,109.39,952.00,648.00,platform larger
20,3.80,49.22,112.47,1008.00,696.00,platform larger
21,4.00,43.87,113.42,960.00,736.00,west
22,4.20,41.35,114.60,908.00,612.00,west
23,4.40,39.93,110.45,876.00,632.00,west
24,4.60,39.11,106.17,904.00,484.00,west
25,4.80,39.80,100.78,924.00,452.00,west
26,5.00,41.83,94.71,872.00,596.00,west
27,5.20,44.24,91.83,888.00,472.00,west
28,5.40,47.26,89.53,896.00,424.00,west
29,5.60,50.95,90.02,836.00,604.00,platform larger
30,5.80,54.56,91.50,920.00,540.00,platform larger
31,6.00,58.09,93.81,996.00,468.00,platform
32,6.20,62.08,97.88,916.00,616.00,platform
33,6.40,63.75,101.93,892.00,544.00,platform
34,6.60,65.72,106.68,1004.00,584.00,platform larger
35,6.80,66.77,111.06,1048.00,460.00,west
36,7.00,68.00,116.01,984.00,640.00,west
37,7.20,69.56,119.03,1020.00,676.00,west
38,7.40,71.75,121.75,1044.00,600.00,west
39,7.60,75.63,123.33,1024.00,740.00,west
40,7.80,80.19,123.44,976.00,560.00,north
41,8.00,84.34,125.01,1112.00,608.00,north
42,8.20,89.66,126.03,1052.00,700.00,north
43,8.40,94.48,127.33,1076.00,608.00,north
44,8.60,97.99,128.80,1016.00,740.00,north
45,8.80,104.33,128.98,1088.00,872.00,north
46,9.00,109.92,128.31,1060.00,700.00,north
47,9.20,114.45,125.92,1088.00,732.00,north
48,9.40,119.40,124.53,1028.00,708.00,north
49,9.60,123.31,122.26,1132.00,688.00,east
50,9.80,127.77,120.10,1100.00,848.00,east
51,10.00,132.24,118.40,1032.00,724.00,east
52,10.20,134.80,117.17,964.00,580.00,east
53,10.40,-,-,-,-,-
54,10.60,137.87,107.93,876.00,876.00,reveral larger
55,10.80,138.22,101.39,916.00,632.00,platform reversal
56,11.00,137.44,96.47,944.00,628.00,reveral larger
57,11.20,135.42,92.59,956.00,756.00,east
58,11.40,132.04,89.93,948.00,640.00,east
59,11.60,128.35,89.24,1012.00,608.00,east
60,11.80,122.60,89.48,948.00,664.00,east
61,12.00,117.69,88.90,1084.00,704.00,east
62,12.20,112.78,88.29,1140.00,720.00,south
63,12.40,106.44,88.13,1100.00,784.00,south
64,12.60,99.41,87.54,1096.00,956.00,south
65,12.80,92.92,86.53,1124.00,884.00,south
66,13.00,87.00,86.42,1060.00,784.00,south
67,13.20,81.03,85.29,1036.00,784.00,west
68,13.40,74.87,83.04,976.00,772.00,west
69,13.60,68.50,80.23,992.00,784.00,west
70,13.80,62.26,75.55,972.00,684.00,west
71,14.00,57.43,71.95,988.00,464.00,west
72,14.20,52.91,67.52,828.00,696.00,west
73,14.40,50.13,64.84,812.00,440.00,west
74,14.60,47.41,60.67,828.00,480.00,west
75,14.80,44.56,55.07,896.00,548.00,west
76,15.00,43.24,50.92,880.00,472.00,west
77,15.20,43.24,48.63,848.00,512.00,west
78,15.40,44.71,47.12,832.00,488.00,south
79,15.60,47.81,47.36,788.00,500.00,south
80,15.80,50.18,45.91,852.00,664.00,south
81,16.00,51.12,43.91,852.00,504.00,south
82,16.20,51.79,41.10,836.00,600.00,south
83,16.40,51.93,38.40,816.00,476.00,south
84,16.60,52.67,36.48,756.00,556.00,south
85,16.80,56.97,37.38,724.00,368.00,south
86,17.00,60.11,37.51,760.00,420.00,south
87,17.20,68.08,41.30,712.00,544.00,south
88,17.40,73.28,43.73,712.00,408.00,south
89,17.60,79.99,49.22,760.00,520.00,south
90,17.80,83.65,52.27,816.00,544.00,south
91,18.00,87.21,57.32,788.00,556.00,south
92,18.20,88.47,61.76,840.00,620.00,south
93,18.40,88.81,67.24,952.00,672.00,south
94,18.60,87.49,71.50,912.00,624.00,south
95,18.80,85.64,76.07,968.00,696.00,south
96,19.00,83.11,79.05,1072.00,696.00,south
97,19.20,79.48,82.84,1016.00,752.00,south
98,19.40,75.87,86.11,992.00,768.00,west
99,19.60,72.92,91.38,1048.00,880.00,west
100,19.80,70.23,96.66,1076.00,724.00,west
101,20.00,66.93,103.38,1052.00,768.00,platform larger
102,20.20,63.02,110.04,1080.00,740.00,platform larger
103,20.40,58.97,117.51,980.00,740.00,west
104,20.60,54.44,124.76,920.00,676.00,west
105,20.80,50.08,133.36,872.00,720.00,west
106,21.00,44.94,143.27,828.00,684.00,west
107,21.20,40.24,151.98,788.00,600.00,west
108,21.40,33.87,162.05,796.00,584.00,west
109,21.60,30.35,168.05,860.00,584.00,north
110,21.80,27.51,172.76,828.00,536.00,north
111,22.00,27.71,174.74,804.00,680.00,north
112,22.20,34.30,171.08,764.00,600.00,north
113,22.40,39.75,167.93,856.00,468.00,north
114,22.60,46.82,163.08,828.00,668.00,north
115,22.80,53.68,156.85,888.00,572.00,north
116,23.00,60.79,148.90,832.00,736.00,north
117,23.20,63.51,142.71,872.00,736.00,north
118,23.40,65.09,136.82,924.00,676.00,north
119,23.60,66.38,130.83,984.00,652.00,west
120,23.80,65.93,124.99,988.00,756.00,west
121,24.00,64.49,118.77,1008.00,772.00,west
122,24.20,62.35,112.76,976.00,744.00,platform larger
123,24.40,60.41,106.06,928.00,664.00,platform
124,24.60,58.54,98.84,928.00,744.00,platform
125,24.80,58.10,92.85,912.00,672.00,platform larger
126,25.00,58.04,89.02,936.00,584.00,platform larger
127,25.20,59.05,84.09,956.00,724.00,west
128,25.40,60.63,80.73,980.00,504.00,west
129,25.60,61.70,75.96,996.00,624.00,west
130,25.80,63.32,72.00,972.00,656.00,west
131,26.00,63.47,68.19,896.00,492.00,west
132,26.20,63.53,64.52,908.00,588.00,south
133,26.40,62.05,60.67,824.00,644.00,south
134,26.60,60.16,57.79,776.00,464.00,south
135,26.80,56.02,54.63,772.00,660.00,south
136,27.00,54.34,55.20,816.00,404.00,south
137,27.20,54.03,57.28,780.00,348.00,south
138,27.40,54.61,60.06,820.00,328.00,west
139,27.60,55.12,62.89,768.00,284.00,west
140,27.80,56.07,65.49,852.00,316.00,west
141,28.00,58.27,70.33,732.00,552.00,west
142,28.20,60.94,75.53,820.00,440.00,west
143,28.40,62.97,78.87,816.00,396.00,west
144,28.60,65.43,81.62,808.00,656.00,west
145,28.80,67.57,82.64,920.00,560.00,west
146,29.00,69.57,82.84,924.00,428.00,west
147,29.20,72.07,81.86,872.00,452.00,west
148,29.40,73.74,79.92,948.00,524.00,west
149,29.60,76.03,77.67,976.00,548.00,south
150,29.80,76.59,73.51,924.00,596.00,south
151,30.00,77.44,70.74,908.00,520.00,south
152,30.20,77.18,66.27,916.00,640.00,south
153,30.40,75.23,61.74,932.00,552.00,south
154,30.60,71.61,55.23,892.00,656.00,south
155,30.80,68.30,48.11,816.00,676.00,south
156,31.00,63.33,40.17,764.00,604.00,south
157,31.20,57.30,30.96,732.00,656.00,south
158,31.40,52.45,22.68,712.00,596.00,south
159,31.60,47.58,14.90,616.00,512.00,s ext
160,31.80,46.75,13.06,648.00,184.00,s ext
161,32.00,46.75,13.06,676.00,180.00,s ext
162,32.20,49.31,15.54,536.00,244.00,s ext
163,32.40,49.31,15.54,556.00,172.00,s ext
164,32.60,51.04,16.16,604.00,176.00,s ext
165,32.80,51.69,14.02,656.00,228.00,s ext
166,33.00,54.27,12.37,636.00,396.00,s ext
167,33.20,59.45,12.98,656.00,452.00,s ext
168,33.40,64.70,13.38,616.00,408.00,s ext
169,33.60,77.22,12.83,592.00,480.00,s ext
170,33.80,86.48,12.81,692.00,508.00,s ext
171,34.00,99.71,11.16,628.00,576.00,s ext
172,34.20,109.24,9.68,632.00,420.00,s ext
173,34.40,118.05,9.75,636.00,436.00,s ext
174,34.60,123.46,8.91,596.00,384.00,s ext
175,34.80,126.55,9.33,624.00,420.00,s ext
176,35.00,135.31,10.23,672.00,448.00,s ext
177,35.20,141.05,12.27,672.00,424.00,s ext
178,35.40,143.93,15.72,720.00,512.00,south
179,35.60,150.51,17.22,760.00,632.00,south
180,35.80,156.39,16.74,804.00,628.00,south
181,36.00,167.44,11.17,752.00,668.00,south
182,36.20,177.87,4.20,760.00,648.00,south
183,36.40,191.92,-7.73,688.00,680.00,s ext
184,36.60,201.14,-16.06,712.00,416.00,s ext
185,36.80,201.14,-16.06,652.00,196.00,s ext
186,37.00,199.83,-14.44,600.00,348.00,s ext
187,37.20,201.14,-15.15,568.00,320.00,s ext
188,37.40,199.78,-12.55,676.00,412.00,s ext
189,37.60,194.61,-4.44,660.00,488.00,s ext
190,37.80,188.64,4.78,608.00,468.00,south
191,38.00,183.18,13.31,692.00,396.00,south
192,38.20,178.19,22.47,692.00,504.00,east
193,38.40,171.06,33.62,700.00,584.00,east
194,38.60,164.67,43.30,760.00,540.00,east
195,38.80,156.78,54.46,776.00,560.00,east
196,39.00,149.17,64.72,844.00,684.00,east
197,39.20,141.14,74.08,904.00,804.00,east
198,39.40,134.10,81.92,988.00,860.00,east
199,39.60,126.60,88.53,988.00,920.00,east
200,39.80,118.60,93.80,1072.00,1044.00,east
201,40.00,111.26,97.31,996.00,1068.00,east
202,40.20,104.20,100.21,1084.00,1024.00,south
203,40.40,96.70,102.19,1180.00,1088.00,west
204,40.60,90.48,103.17,1132.00,1000.00,west
205,40.80,82.10,105.35,1080.00,1132.00,west
206,41.00,75.01,106.02,1036.00,948.00,west
207,41.20,67.03,106.81,1004.00,968.00,platform larger
208,41.40,59.56,106.92,1052.00,872.00,platform
209,41.60,52.28,108.17,1028.00,848.00,platform larger
210,41.80,44.41,110.92,940.00,808.00,west
211,42.00,36.33,112.89,936.00,876.00,west
