Track file,I:\Rat Navigation Data\backup1\exp nestle 3_0004\data\track_00034.trk
Object,0
Samples,450
treatment,1,
cage,51,
mark,2,
id,94,
date,2009-07-30 11:25:30.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES
1,0.00,120.35,12.43,428.00,352.00,s ext
2,0.20,127.49,14.04,332.00,576.00,s ext
3,0.40,127.73,19.66,652.00,496.00,south
4,0.60,127.79,25.10,716.00,544.00,south
5,0.80,125.02,31.03,712.00,556.00,south
6,1.00,120.73,35.40,800.00,488.00,south
7,1.20,115.86,38.81,912.00,496.00,south
8,1.40,108.84,42.16,860.00,580.00,south
9,1.60,101.02,44.95,836.00,592.00,south
10,1.80,97.22,46.47,952.00,380.00,south
11,2.00,92.44,46.91,976.00,312.00,south
12,2.20,87.72,47.08,940.00,396.00,south
13,2.40,84.23,47.23,960.00,444.00,south
14,2.60,77.40,47.09,924.00,628.00,south
15,2.80,71.92,46.79,844.00,704.00,south
16,3.00,67.17,47.64,856.00,540.00,south
17,3.20,63.45,49.70,824.00,672.00,south
18,3.40,61.59,52.87,940.00,564.00,south
19,3.60,59.11,55.44,956.00,640.00,south
20,3.80,58.20,59.47,960.00,684.00,south
21,4.00,56.29,64.33,944.00,816.00,west
22,4.20,54.80,69.53,920.00,720.00,west
23,4.40,53.72,75.98,940.00,740.00,west
24,4.60,52.11,84.33,956.00,800.00,west
25,4.80,50.95,92.19,880.00,644.00,platform larger
26,5.00,49.58,101.99,956.00,676.00,platform larger
27,5.20,46.79,113.55,940.00,672.00,west
28,5.40,44.40,124.38,912.00,684.00,west
29,5.60,41.57,135.12,904.00,704.00,west
30,5.80,37.74,146.63,848.00,688.00,west
31,6.00,34.29,155.34,828.00,588.00,west
32,6.20,30.19,164.43,880.00,652.00,west
33,6.40,26.44,171.85,876.00,676.00,north
34,6.60,21.27,179.71,872.00,740.00,north
35,6.80,14.50,188.72,828.00,756.00,north
36,7.00,8.45,196.37,824.00,684.00,n ext
37,7.20,4.70,201.01,684.00,500.00,n ext
38,7.40,4.79,201.34,704.00,436.00,n ext
39,7.60,7.49,199.06,736.00,424.00,n ext
40,7.80,9.01,198.44,716.00,268.00,n ext
41,8.00,9.17,198.76,700.00,280.00,n ext
42,8.20,7.89,200.04,644.00,504.00,n ext
43,8.40,8.26,200.68,700.00,368.00,n ext
44,8.60,8.96,201.62,736.00,532.00,n ext
45,8.80,17.44,197.79,716.00,492.00,n ext
46,9.00,24.83,195.28,704.00,436.00,n ext
47,9.20,37.05,190.83,708.00,484.00,n ext
48,9.40,51.36,185.46,716.00,544.00,n ext
49,9.60,65.57,181.47,808.00,572.00,n ext
50,9.80,81.40,178.73,728.00,584.00,n ext
51,10.00,92.06,177.59,848.00,472.00,n ext
52,10.20,106.24,176.76,796.00,588.00,n ext
53,10.40,116.69,176.67,792.00,508.00,north
54,10.60,125.09,176.15,876.00,524.00,north
55,10.80,134.33,175.17,880.00,620.00,north
56,11.00,142.09,173.39,852.00,708.00,north
57,11.20,148.61,172.22,924.00,664.00,north
58,11.40,153.60,170.69,968.00,732.00,north
59,11.60,157.06,168.54,912.00,792.00,north
60,11.80,158.46,165.38,924.00,788.00,north
61,12.00,159.38,161.82,896.00,732.00,north
62,12.20,159.57,156.70,844.00,748.00,east
63,12.40,159.83,150.59,908.00,744.00,east
64,12.60,159.94,143.70,904.00,684.00,east
65,12.80,160.32,134.48,836.00,836.00,east
66,13.00,159.28,122.44,940.00,720.00,east
67,13.20,158.02,109.05,896.00,732.00,east
68,13.40,157.50,95.36,904.00,760.00,east
69,13.60,156.98,81.87,908.00,772.00,east
70,13.80,156.65,70.63,932.00,720.00,east
71,14.00,156.73,61.55,876.00,680.00,east
72,14.20,156.39,52.80,828.00,816.00,east
73,14.40,155.06,47.51,928.00,740.00,south
74,14.60,151.17,45.11,900.00,780.00,south
75,14.80,146.39,42.58,920.00,892.00,south
76,15.00,141.05,40.79,896.00,728.00,south
77,15.20,131.92,40.59,864.00,864.00,south
78,15.40,123.74,38.93,904.00,728.00,south
79,15.60,112.37,38.44,948.00,812.00,south
80,15.80,101.36,35.68,916.00,776.00,south
81,16.00,88.98,31.66,860.00,728.00,south
82,16.20,75.10,26.15,804.00,664.00,south
83,16.40,61.54,20.33,788.00,680.00,south
84,16.60,48.52,13.71,676.00,512.00,s ext
85,16.80,47.17,13.98,680.00,276.00,s ext
86,17.00,47.58,14.90,700.00,260.00,s ext
87,17.20,45.85,14.23,644.00,368.00,s ext
88,17.40,44.11,13.54,700.00,336.00,s ext
89,17.60,45.41,13.31,692.00,384.00,s ext
90,17.80,46.75,13.06,720.00,260.00,s ext
91,18.00,51.33,13.09,764.00,420.00,s ext
92,18.20,59.45,12.98,756.00,432.00,s ext
93,18.40,66.53,13.78,700.00,408.00,s ext
94,18.60,79.05,12.09,756.00,536.00,s ext
95,18.80,88.40,11.94,692.00,480.00,s ext
96,19.00,101.56,11.12,764.00,504.00,s ext
97,19.20,114.41,10.21,684.00,464.00,s ext
98,19.40,126.55,9.33,664.00,572.00,s ext
99,19.60,135.31,10.23,684.00,492.00,s ext
100,19.80,144.25,11.19,764.00,584.00,s ext
101,20.00,150.66,12.21,728.00,484.00,south
102,20.20,157.74,12.21,800.00,624.00,south
103,20.40,164.87,10.61,776.00,624.00,south
104,20.60,173.66,6.47,832.00,704.00,south
105,20.80,183.05,0.37,788.00,532.00,south
106,21.00,190.89,-5.31,736.00,516.00,s ext
107,21.20,197.25,-9.80,792.00,536.00,s ext
108,21.40,200.75,-11.60,816.00,560.00,s ext
109,21.60,203.80,-12.62,724.00,532.00,s ext
110,21.80,205.75,-13.56,780.00,368.00,s ext
111,22.00,206.96,-12.01,688.00,612.00,e ext
112,22.20,204.84,-6.60,624.00,424.00,e ext
113,22.40,200.52,3.23,680.00,536.00,e ext
114,22.60,196.74,13.68,720.00,512.00,e ext
115,22.80,192.69,25.44,772.00,516.00,e ext
116,23.00,190.29,37.15,752.00,516.00,e ext
117,23.20,189.18,45.93,736.00,448.00,e ext
118,23.40,187.05,57.44,668.00,492.00,e ext
119,23.60,186.08,67.17,640.00,404.00,e ext
120,23.80,185.62,77.15,744.00,376.00,e ext
121,24.00,186.85,85.46,732.00,388.00,e ext
122,24.20,186.90,91.77,628.00,360.00,e ext
123,24.40,184.31,99.42,624.00,556.00,e ext
124,24.60,181.90,110.42,644.00,596.00,e ext
125,24.80,178.41,119.74,732.00,496.00,e ext
126,25.00,175.52,127.97,792.00,492.00,east
127,25.20,173.15,135.20,812.00,588.00,east
128,25.40,170.65,142.23,836.00,616.00,east
129,25.60,168.62,148.08,800.00,644.00,east
130,25.80,166.49,151.69,884.00,612.00,east
131,26.00,164.02,154.86,848.00,692.00,east
132,26.20,162.06,157.04,876.00,612.00,east
133,26.40,159.02,157.91,836.00,640.00,east
134,26.60,154.82,156.68,864.00,668.00,north
135,26.80,148.59,153.12,888.00,736.00,north
136,27.00,141.34,147.72,964.00,756.00,north
137,27.20,134.87,142.14,916.00,744.00,north
138,27.40,126.75,134.36,1028.00,840.00,north
139,27.60,120.49,128.02,1008.00,812.00,north
140,27.80,115.00,121.21,1028.00,852.00,north
141,28.00,111.66,114.81,1112.00,812.00,north
142,28.20,108.88,108.14,1152.00,888.00,east
143,28.40,107.72,101.27,1036.00,916.00,east
144,28.60,106.68,95.02,1080.00,980.00,south
145,28.80,107.60,88.82,1060.00,860.00,south
146,29.00,110.10,82.37,1060.00,944.00,south
147,29.20,113.66,76.08,980.00,816.00,south
148,29.40,118.17,70.56,992.00,860.00,south
149,29.60,121.90,66.19,976.00,808.00,south
150,29.80,128.60,62.13,888.00,816.00,south
151,30.00,135.15,59.78,872.00,776.00,south
