Track file,I:\Rat Navigation Data\backup1\exp nestle 3_0004\data\track_00029.trk
Object,0
Samples,450
treatment,3,
cage,42,
mark,1,
id,74,
date,2009-07-30 10:20:32.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES
1,0.00,106.92,17.89,480.00,244.00,s ext
2,0.20,112.99,14.41,512.00,424.00,s ext
3,0.40,119.93,13.49,640.00,336.00,s ext
4,0.60,131.36,12.20,664.00,552.00,s ext
5,0.80,139.45,12.78,700.00,468.00,s ext
6,1.00,144.74,16.28,608.00,564.00,south
7,1.20,144.26,23.95,636.00,652.00,south
8,1.40,141.63,31.40,740.00,600.00,south
9,1.60,137.43,41.61,784.00,700.00,south
10,1.80,133.76,51.35,812.00,732.00,south
11,2.00,130.22,60.11,880.00,764.00,south
12,2.20,125.89,70.33,880.00,840.00,south
13,2.40,122.84,79.10,896.00,760.00,south
14,2.60,119.59,88.85,1012.00,940.00,east
15,2.80,118.05,97.25,956.00,888.00,east
16,3.00,117.23,104.62,1036.00,880.00,east
17,3.20,117.54,111.92,1068.00,904.00,east
18,3.40,118.95,118.12,1084.00,840.00,east
19,3.60,121.52,124.72,1048.00,884.00,north
20,3.80,-,-,-,-,-
21,4.00,132.41,139.02,1092.00,1092.00,north
22,4.20,139.12,145.78,960.00,892.00,north
23,4.40,147.20,151.61,932.00,868.00,north
24,4.60,152.37,154.27,1004.00,744.00,north
25,4.80,155.67,153.50,908.00,712.00,east
26,5.00,156.98,149.61,920.00,756.00,east
27,5.20,155.09,140.78,896.00,680.00,east
28,5.40,153.22,130.65,896.00,728.00,east
29,5.60,150.73,116.89,916.00,764.00,reveral larger
30,5.80,148.64,102.52,892.00,856.00,platform reversal
31,6.00,148.43,88.48,932.00,832.00,reveral larger
32,6.20,147.12,77.51,976.00,884.00,east
33,6.40,145.29,68.11,952.00,880.00,east
34,6.60,141.72,63.38,1008.00,920.00,south
35,6.80,134.64,62.26,952.00,1016.00,south
36,7.00,127.41,63.24,952.00,864.00,south
37,7.20,117.61,65.63,972.00,892.00,south
38,7.40,107.48,67.50,1000.00,924.00,south
39,7.60,97.24,69.27,992.00,904.00,south
40,7.80,88.25,71.04,956.00,1004.00,south
