Track file,I:\Rat Navigation Data\backup1\exp nestle 3_0004\data\track_00025.trk
Object,0
Samples,450
treatment,1,
cage,49,
mark,1,
id,71,
date,2009-07-30 09:29:33.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES
1,0.00,109.20,15.76,404.00,456.00,s ext
2,0.20,105.73,15.99,392.00,284.00,s ext
3,0.40,94.81,19.11,412.00,404.00,s ext
4,0.60,92.78,21.91,688.00,348.00,south
5,0.80,87.60,27.09,788.00,572.00,south
6,1.00,81.71,32.44,752.00,644.00,south
7,1.20,77.05,38.79,832.00,696.00,south
8,1.40,73.28,43.73,880.00,680.00,south
9,1.60,71.03,50.49,856.00,896.00,south
10,1.80,69.58,56.85,928.00,800.00,south
11,2.00,69.76,64.24,896.00,912.00,south
12,2.20,71.28,71.74,868.00,764.00,south
13,2.40,73.37,81.75,908.00,952.00,west
14,2.60,74.85,90.58,988.00,960.00,west
15,2.80,77.08,100.46,1096.00,1052.00,west
16,3.00,79.60,108.55,1084.00,1044.00,west
17,3.20,82.30,115.38,1180.00,992.00,west
18,3.40,85.26,120.48,1244.00,920.00,north
19,3.60,87.69,125.45,1204.00,896.00,north
20,3.80,90.86,129.16,1232.00,948.00,north
21,4.00,97.79,133.19,1184.00,1032.00,north
22,4.20,106.90,136.97,1112.00,1008.00,north
23,4.40,116.10,140.55,1160.00,856.00,north
24,4.60,128.05,146.30,1112.00,992.00,north
25,4.80,138.63,152.23,1128.00,832.00,north
26,5.00,150.15,158.88,1000.00,1096.00,north
27,5.20,156.47,161.97,1080.00,872.00,north
28,5.40,160.48,161.73,1064.00,976.00,east
29,5.60,160.58,156.38,948.00,844.00,east
30,5.80,157.21,147.02,984.00,812.00,east
31,6.00,153.62,135.50,984.00,896.00,east
32,6.20,148.33,121.92,1032.00,928.00,east
33,6.40,143.38,110.70,1044.00,916.00,platform reversal
34,6.60,137.56,101.27,1060.00,992.00,platform reversal
35,6.80,130.79,96.77,1128.00,1060.00,east
36,7.00,124.08,94.74,1088.00,1008.00,east
37,7.20,116.02,94.38,1220.00,1116.00,east
38,7.40,109.10,95.23,1248.00,1060.00,south
39,7.60,102.15,96.96,1240.00,1136.00,south
40,7.80,95.17,99.60,1200.00,1072.00,west
41,8.00,88.82,101.71,1296.00,976.00,west
42,8.20,82.92,104.11,1236.00,1028.00,west
43,8.40,77.14,104.79,1212.00,920.00,west
44,8.60,71.84,105.68,1184.00,932.00,west
45,8.80,66.02,104.97,1132.00,772.00,platform larger
46,9.00,62.18,103.48,1048.00,708.00,platform
47,9.20,59.14,99.98,1036.00,788.00,platform
48,9.40,56.67,94.30,1076.00,664.00,platform
49,9.60,55.12,86.78,1032.00,596.00,platform larger
50,9.80,53.64,79.45,988.00,652.00,west
51,10.00,51.84,70.63,932.00,616.00,west
52,10.20,51.48,65.08,872.00,516.00,west
53,10.40,52.02,61.37,944.00,576.00,west
54,10.60,53.36,58.58,940.00,668.00,west
55,10.80,57.50,57.86,952.00,668.00,south
56,11.00,62.62,58.66,1036.00,668.00,south
57,11.20,68.94,59.61,988.00,720.00,south
58,11.40,75.79,60.69,1076.00,688.00,south
59,11.60,83.74,60.65,1112.00,772.00,south
60,11.80,92.20,60.31,1084.00,876.00,south
61,12.00,99.08,58.83,1072.00,636.00,south
62,12.20,106.33,56.61,1016.00,616.00,south
63,12.40,112.47,55.33,920.00,624.00,south
64,12.60,117.39,54.56,940.00,676.00,south
65,12.80,120.88,56.86,924.00,680.00,south
66,13.00,121.93,60.33,948.00,712.00,south
67,13.20,121.19,64.17,996.00,632.00,south
68,13.40,118.95,68.27,1072.00,604.00,south
69,13.60,114.46,73.22,1040.00,760.00,south
70,13.80,110.78,76.31,1152.00,632.00,south
71,14.00,105.34,78.43,1044.00,692.00,south
72,14.20,100.13,80.09,1168.00,788.00,south
73,14.40,94.47,79.35,1072.00,672.00,south
74,14.60,89.40,77.69,1084.00,716.00,south
75,14.80,85.64,76.07,1200.00,556.00,south
76,15.00,79.97,72.33,1100.00,732.00,south
77,15.20,73.81,67.97,968.00,596.00,south
78,15.40,68.50,64.82,1000.00,664.00,south
79,15.60,64.13,62.46,960.00,496.00,south
80,15.80,59.67,59.81,896.00,536.00,south
81,16.00,56.39,58.30,984.00,416.00,south
82,16.20,51.68,56.20,948.00,556.00,west
83,16.40,47.48,53.67,856.00,492.00,west
84,16.60,44.19,51.68,796.00,316.00,west
85,16.80,39.43,47.76,808.00,524.00,west
86,17.00,36.59,46.51,700.00,652.00,west
87,17.20,33.77,45.25,744.00,444.00,west
88,17.40,33.45,48.38,680.00,512.00,west
89,17.60,36.14,55.43,748.00,476.00,west
90,17.80,39.50,64.40,728.00,516.00,west
91,18.00,42.91,73.84,800.00,536.00,west
92,18.20,46.40,85.70,860.00,604.00,west
93,18.40,48.62,95.87,944.00,684.00,platform larger
94,18.60,50.16,107.92,956.00,748.00,platform larger
95,18.80,50.92,116.99,964.00,688.00,platform larger
96,19.00,50.55,124.48,1092.00,712.00,west
97,19.20,49.79,135.26,996.00,880.00,west
98,19.40,49.67,141.18,1064.00,844.00,west
99,19.60,50.80,145.19,1052.00,812.00,west
100,19.80,56.69,145.34,1032.00,916.00,north
101,20.00,64.17,143.79,996.00,844.00,north
102,20.20,72.93,141.21,1140.00,792.00,north
103,20.40,82.13,138.83,1200.00,876.00,north
104,20.60,93.28,136.86,1164.00,980.00,north
105,20.80,101.67,135.50,1240.00,868.00,north
106,21.00,111.45,134.23,1120.00,1056.00,north
107,21.20,117.97,132.56,1204.00,892.00,north
108,21.40,122.90,129.60,1144.00,948.00,north
109,21.60,126.59,126.22,1084.00,1012.00,east
110,21.80,127.85,120.83,1068.00,952.00,east
111,22.00,126.61,113.29,1084.00,960.00,east
112,22.20,125.33,107.02,1144.00,844.00,east
113,22.40,122.70,99.87,1192.00,928.00,east
114,22.60,119.72,94.55,1176.00,880.00,east
115,22.80,116.28,89.61,1204.00,820.00,south
116,23.00,111.39,85.65,1204.00,904.00,south
117,23.20,106.29,81.07,1156.00,856.00,south
118,23.40,101.13,77.59,1216.00,876.00,south
119,23.60,94.62,73.59,1156.00,868.00,south
120,23.80,85.66,69.08,1060.00,904.00,south
121,24.00,77.57,64.54,1064.00,788.00,south
122,24.20,69.62,59.32,1024.00,744.00,south
123,24.40,60.58,52.31,908.00,660.00,south
124,24.60,53.11,46.22,832.00,724.00,south
125,24.80,46.55,41.91,848.00,704.00,south
126,25.00,40.40,37.94,796.00,668.00,south
127,25.20,36.07,36.33,872.00,612.00,south
128,25.40,34.76,37.50,784.00,632.00,west
129,25.60,36.21,41.68,796.00,532.00,west
130,25.80,37.49,46.09,796.00,520.00,west
131,26.00,42.21,55.18,764.00,600.00,west
132,26.20,46.90,64.77,820.00,608.00,west
133,26.40,52.95,75.51,872.00,660.00,west
134,26.60,57.70,84.30,940.00,660.00,west
135,26.80,60.88,92.91,1000.00,724.00,platform larger
136,27.00,63.09,101.80,1004.00,780.00,platform
137,27.20,63.88,109.18,1056.00,812.00,platform larger
138,27.40,62.66,116.34,1064.00,800.00,west
139,27.60,61.12,122.64,1132.00,692.00,west
140,27.80,57.63,129.37,1156.00,664.00,west
141,28.00,52.72,136.75,1148.00,688.00,west
142,28.20,47.65,143.65,1048.00,604.00,west
143,28.40,41.70,149.68,924.00,692.00,west
144,28.60,36.00,154.35,936.00,644.00,west
145,28.80,34.17,153.78,976.00,656.00,west
146,29.00,33.95,151.28,896.00,544.00,west
147,29.20,36.01,146.51,948.00,460.00,west
148,29.40,38.48,140.43,908.00,456.00,west
149,29.60,42.63,132.65,1020.00,576.00,west
