Track file,I:\Rat Navigation Data\backup1\exp nestle 3_0004\data\track_00017.trk
Object,0
Samples,450
treatment,1,
cage,43,
mark,1,
id,75,
date,2009-07-29 12:24:35.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES
1,0.00,107.47,15.88,380.00,440.00,s ext
2,0.20,114.73,14.21,404.00,320.00,s ext
3,0.40,119.51,14.55,564.00,320.00,s ext
4,0.60,125.34,15.46,672.00,380.00,s ext
5,0.80,131.36,17.85,628.00,444.00,south
6,1.00,136.11,21.00,716.00,504.00,south
7,1.20,138.94,26.02,692.00,600.00,south
8,1.40,139.18,30.81,696.00,476.00,south
9,1.60,138.05,37.53,724.00,572.00,south
10,1.80,134.29,45.89,836.00,672.00,south
11,2.00,130.52,53.30,880.00,660.00,south
12,2.20,126.40,60.59,936.00,720.00,south
13,2.40,121.02,68.57,964.00,820.00,south
14,2.60,116.03,75.12,988.00,768.00,south
15,2.80,111.38,79.66,1060.00,656.00,south
16,3.00,106.95,84.97,1164.00,776.00,south
17,3.20,103.09,89.15,1140.00,784.00,south
18,3.40,98.28,92.87,1124.00,824.00,south
19,3.60,94.20,97.06,1092.00,872.00,west
20,3.80,90.24,100.07,1176.00,732.00,west
21,4.00,86.68,103.93,1212.00,732.00,west
22,4.20,83.33,108.79,1108.00,800.00,west
23,4.40,79.29,114.76,1040.00,820.00,west
24,4.60,75.42,120.57,1016.00,648.00,west
25,4.80,70.09,128.51,976.00,784.00,north
26,5.00,65.09,136.82,964.00,764.00,north
27,5.20,57.47,146.99,976.00,740.00,north
28,5.40,52.25,154.39,944.00,616.00,north
29,5.60,47.61,162.10,852.00,668.00,north
30,5.80,44.48,168.38,832.00,604.00,north
31,6.00,43.81,173.54,868.00,644.00,north
32,6.20,43.12,178.27,844.00,600.00,north
33,6.40,42.59,184.55,792.00,756.00,n ext
34,6.60,42.10,189.05,688.00,560.00,n ext
35,6.80,44.61,188.99,668.00,404.00,n ext
36,7.00,46.32,188.46,668.00,368.00,n ext
37,7.20,51.63,188.56,688.00,612.00,n ext
38,7.40,61.61,187.19,752.00,568.00,n ext
39,7.60,77.75,182.44,752.00,632.00,n ext
40,7.80,91.38,179.30,700.00,524.00,n ext
41,8.00,104.91,174.94,788.00,640.00,north
42,8.20,118.52,171.50,860.00,728.00,north
43,8.40,128.54,167.58,872.00,828.00,north
44,8.60,135.27,164.11,896.00,824.00,north
45,8.80,139.95,159.71,916.00,916.00,north
46,9.00,141.08,154.19,920.00,876.00,north
47,9.20,140.37,147.12,960.00,960.00,north
48,9.40,137.09,138.07,928.00,928.00,north
49,9.60,133.84,128.49,940.00,876.00,east
50,9.80,130.17,117.53,976.00,988.00,east
51,10.00,127.22,109.02,992.00,856.00,east
52,10.20,123.33,99.95,1068.00,972.00,east
53,10.40,120.73,92.43,992.00,852.00,east
54,10.60,118.34,86.07,1056.00,856.00,south
55,10.80,116.01,79.99,1036.00,900.00,south
56,11.00,112.76,76.85,1020.00,688.00,south
57,11.20,109.37,72.97,1024.00,740.00,south
58,11.40,104.48,70.35,988.00,732.00,south
59,11.60,99.02,68.06,1008.00,588.00,south
60,11.80,94.86,65.58,960.00,488.00,south
61,12.00,89.44,62.64,1028.00,572.00,south
62,12.20,84.61,60.19,1032.00,596.00,south
63,12.40,79.19,55.97,884.00,572.00,south
64,12.60,74.30,51.68,892.00,560.00,south
65,12.80,68.41,45.51,788.00,584.00,south
66,13.00,64.29,39.88,796.00,592.00,south
67,13.20,60.47,32.90,828.00,552.00,south
68,13.40,56.30,25.60,772.00,592.00,south
69,13.60,53.83,19.46,716.00,480.00,south
70,13.80,51.33,13.09,644.00,448.00,s ext
71,14.00,52.44,11.81,636.00,464.00,s ext
72,14.20,56.09,12.91,696.00,420.00,s ext
73,14.40,61.04,12.51,628.00,380.00,s ext
74,14.60,68.04,12.25,668.00,416.00,s ext
75,14.80,79.05,12.09,660.00,480.00,s ext
76,15.00,90.37,11.03,624.00,476.00,s ext
77,15.20,103.66,10.02,604.00,516.00,s ext
78,15.40,112.94,9.35,620.00,408.00,s ext
79,15.60,121.66,9.21,624.00,380.00,s ext
80,15.80,130.75,10.40,640.00,416.00,s ext
81,16.00,139.09,11.04,612.00,420.00,s ext
82,16.20,147.55,11.74,676.00,480.00,south
83,16.40,152.11,13.25,716.00,464.00,south
84,16.60,154.49,16.93,688.00,564.00,south
85,16.80,153.74,21.87,684.00,532.00,south
86,17.00,153.24,27.28,716.00,560.00,south
87,17.20,151.78,33.85,788.00,584.00,south
88,17.40,151.90,38.80,832.00,612.00,south
89,17.60,152.06,44.59,856.00,680.00,south
90,17.80,154.21,48.01,836.00,724.00,south
91,18.00,157.01,51.55,844.00,768.00,east
92,18.20,161.57,51.89,812.00,824.00,east
93,18.40,167.39,49.76,888.00,716.00,east
94,18.60,176.26,42.38,796.00,756.00,east
95,18.80,186.40,31.01,812.00,656.00,e ext
96,19.00,194.56,21.46,684.00,496.00,e ext
97,19.20,197.39,18.07,652.00,288.00,e ext
98,19.40,194.60,20.15,636.00,240.00,e ext
99,19.60,194.60,20.15,604.00,352.00,e ext
100,19.80,196.58,16.16,536.00,564.00,e ext
101,20.00,198.86,9.71,492.00,540.00,e ext
102,20.20,198.27,7.14,608.00,396.00,e ext
103,20.40,195.59,7.66,708.00,412.00,e ext
104,20.60,190.99,9.32,692.00,520.00,east
105,20.80,186.24,10.67,804.00,672.00,south
106,21.00,180.08,13.97,872.00,620.00,south
107,21.20,174.35,15.40,808.00,776.00,south
108,21.40,167.98,17.48,820.00,740.00,south
109,21.60,158.37,20.81,888.00,796.00,south
110,21.80,149.54,21.64,804.00,764.00,south
111,22.00,137.22,23.25,796.00,760.00,south
112,22.20,123.27,23.39,800.00,748.00,south
113,22.40,107.25,22.70,756.00,780.00,south
114,22.60,91.38,18.98,732.00,712.00,s ext
115,22.80,75.51,14.50,660.00,624.00,s ext
116,23.00,68.20,13.21,608.00,428.00,s ext
117,23.20,58.94,11.09,604.00,468.00,s ext
118,23.40,52.10,10.87,556.00,520.00,s ext
119,23.60,41.42,10.98,600.00,556.00,s ext
120,23.80,34.67,10.79,668.00,492.00,s ext
121,24.00,30.42,12.88,692.00,600.00,s ext
122,24.20,25.44,14.43,700.00,712.00,south
123,24.40,25.37,17.79,704.00,572.00,south
124,24.60,25.21,21.08,716.00,700.00,south
125,24.80,27.00,26.59,788.00,728.00,south
126,25.00,29.33,32.70,732.00,712.00,west
127,25.20,31.99,40.61,784.00,788.00,west
128,25.40,36.68,53.48,780.00,820.00,west
129,25.60,39.24,66.15,784.00,764.00,west
130,25.80,40.79,80.36,808.00,792.00,west
131,26.00,40.15,96.78,916.00,868.00,west
132,26.20,36.62,111.48,860.00,800.00,west
133,26.40,29.70,129.17,876.00,864.00,west
134,26.60,21.35,145.71,836.00,760.00,west
135,26.80,9.90,164.57,780.00,848.00,w ext
136,27.00,4.24,173.02,712.00,452.00,w ext
137,27.20,4.15,174.29,740.00,324.00,w ext
138,27.40,5.08,173.69,628.00,416.00,w ext
139,27.60,4.87,176.11,668.00,480.00,w ext
140,27.80,1.30,183.82,652.00,456.00,w ext
141,28.00,1.32,188.06,688.00,516.00,w ext
142,28.20,3.51,189.00,708.00,524.00,w ext
143,28.40,8.95,186.76,652.00,640.00,west
144,28.60,15.91,183.21,732.00,704.00,north
145,28.80,26.76,176.39,772.00,816.00,north
146,29.00,37.06,171.11,884.00,760.00,north
147,29.20,49.92,165.29,860.00,800.00,north
148,29.40,64.51,159.39,812.00,816.00,north
149,29.60,81.45,153.18,848.00,884.00,north
150,29.80,95.29,149.07,844.00,908.00,north
151,30.00,107.03,145.49,920.00,956.00,north
152,30.20,114.26,141.27,960.00,968.00,north
153,30.40,119.25,136.67,956.00,900.00,north
154,30.60,120.65,129.30,900.00,1056.00,north
155,30.80,119.79,120.94,992.00,956.00,north
156,31.00,118.17,112.74,992.00,1000.00,east
157,31.20,115.34,104.94,1152.00,896.00,east
158,31.40,111.87,97.37,1072.00,1008.00,east
159,31.60,107.92,90.74,1092.00,1020.00,south
160,31.80,103.76,84.19,1040.00,972.00,south
161,32.00,98.22,77.32,1040.00,1072.00,south
162,32.20,92.26,70.57,1028.00,940.00,south
163,32.40,84.12,63.42,988.00,888.00,south
164,32.60,77.48,56.76,956.00,688.00,south
165,32.80,69.93,50.06,876.00,648.00,south
166,33.00,62.79,43.83,872.00,564.00,south
167,33.20,56.08,37.58,776.00,600.00,south
168,33.40,49.10,31.66,676.00,548.00,south
169,33.60,40.33,26.24,664.00,604.00,south
170,33.80,35.93,24.57,672.00,416.00,south
171,34.00,33.64,25.39,636.00,508.00,south
172,34.20,35.55,29.84,684.00,536.00,south
173,34.40,38.08,35.26,680.00,532.00,south
174,34.60,43.17,43.39,708.00,548.00,south
175,34.80,48.04,52.38,752.00,636.00,west
176,35.00,52.54,61.09,748.00,612.00,west
177,35.20,56.94,70.19,800.00,716.00,west
178,35.40,61.65,78.92,808.00,648.00,west
179,35.60,63.85,84.72,872.00,568.00,west
180,35.80,65.60,90.32,924.00,676.00,west
181,36.00,64.95,95.15,948.00,736.00,platform larger
182,36.20,62.42,101.66,972.00,752.00,platform
183,36.40,58.70,107.81,904.00,684.00,platform
184,36.60,54.33,114.75,880.00,632.00,platform larger
185,36.80,51.69,119.10,892.00,404.00,west
186,37.00,47.96,126.01,736.00,692.00,west
187,37.20,47.13,131.38,800.00,488.00,west
188,37.40,46.97,137.18,824.00,584.00,west
189,37.60,49.29,139.73,832.00,536.00,west
190,37.80,51.04,142.90,852.00,572.00,west
191,38.00,54.08,143.73,812.00,544.00,north
192,38.20,58.44,142.61,800.00,636.00,north
193,38.40,63.61,139.34,836.00,604.00,north
194,38.60,67.45,136.09,788.00,560.00,north
195,38.80,71.89,130.18,928.00,708.00,north
196,39.00,73.62,125.02,912.00,600.00,west
197,39.20,74.35,119.98,968.00,776.00,west
198,39.40,73.48,114.95,980.00,716.00,west
199,39.60,70.68,111.14,1040.00,660.00,west
200,39.80,67.84,106.05,968.00,672.00,platform larger
201,40.00,64.97,103.05,888.00,648.00,platform
202,40.20,62.52,100.76,860.00,548.00,platform
203,40.40,59.04,100.94,860.00,576.00,platform
204,40.60,56.75,102.46,828.00,552.00,platform
205,40.80,54.76,106.31,760.00,492.00,platform
206,41.00,53.47,112.63,764.00,460.00,platform larger
207,41.20,53.10,118.98,792.00,476.00,west
208,41.40,53.72,124.89,788.00,572.00,west
209,41.60,54.73,130.17,880.00,588.00,west
210,41.80,56.51,133.00,764.00,540.00,west
211,42.00,57.52,135.79,840.00,508.00,west
212,42.20,57.74,138.68,836.00,412.00,west
213,42.40,57.93,141.44,812.00,512.00,north
214,42.60,59.81,143.41,788.00,672.00,north
215,42.80,64.03,141.87,812.00,648.00,north
216,43.00,68.37,139.16,784.00,524.00,north
217,43.20,73.77,134.45,916.00,748.00,north
218,43.40,77.15,130.47,960.00,668.00,north
219,43.60,79.64,124.82,952.00,816.00,north
220,43.80,79.92,118.81,1040.00,800.00,west
221,44.00,79.05,113.39,1012.00,812.00,west
222,44.20,77.10,108.39,1000.00,748.00,west
223,44.40,74.74,103.75,1068.00,796.00,west
224,44.60,72.01,99.45,948.00,704.00,west
225,44.80,68.93,96.31,912.00,620.00,west
226,45.00,64.97,94.29,908.00,652.00,platform larger
227,45.20,61.56,94.06,944.00,596.00,platform larger
228,45.40,57.33,95.52,924.00,596.00,platform
229,45.60,52.94,97.26,880.00,580.00,platform
230,45.80,49.82,99.72,976.00,464.00,platform larger
231,46.00,47.40,101.47,844.00,372.00,platform larger
232,46.20,45.06,102.14,740.00,312.00,west
233,46.40,43.07,105.57,848.00,372.00,west
234,46.60,40.69,110.54,876.00,492.00,west
235,46.80,36.97,119.98,792.00,596.00,west
236,47.00,33.15,130.01,872.00,496.00,west
237,47.20,27.79,142.08,852.00,572.00,west
238,47.40,22.04,154.42,812.00,520.00,west
239,47.60,14.18,167.78,776.00,516.00,west
240,47.80,6.08,180.19,784.00,496.00,w ext
241,48.00,0.54,187.92,740.00,380.00,w ext
242,48.20,0.33,188.87,700.00,344.00,w ext
243,48.40,0.12,189.80,648.00,404.00,w ext
244,48.60,-3.61,195.08,612.00,532.00,w ext
245,48.80,-2.29,195.77,592.00,420.00,w ext
246,49.00,-0.67,195.42,540.00,332.00,w ext
247,49.20,6.54,189.75,660.00,544.00,west
248,49.40,16.19,181.00,684.00,616.00,north
249,49.60,27.43,170.60,752.00,732.00,north
250,49.80,41.88,155.96,756.00,860.00,north
251,50.00,52.24,143.83,844.00,840.00,west
252,50.20,59.53,134.35,916.00,840.00,west
253,50.40,64.90,124.42,980.00,920.00,west
254,50.60,68.96,112.73,932.00,1024.00,west
255,50.80,71.04,102.40,952.00,892.00,west
256,51.00,70.97,92.99,960.00,904.00,west
257,51.20,69.34,81.32,956.00,1028.00,west
258,51.40,66.78,72.62,912.00,804.00,west
259,51.60,62.66,62.21,900.00,924.00,south
260,51.80,57.64,52.30,840.00,836.00,south
261,52.00,50.86,42.15,788.00,748.00,south
262,52.20,42.68,32.36,800.00,708.00,south
263,52.40,32.62,20.99,720.00,712.00,south
264,52.60,22.54,10.70,644.00,572.00,s ext
265,52.80,17.10,4.88,624.00,468.00,s ext
266,53.00,16.49,3.07,620.00,420.00,s ext
267,53.20,20.22,4.31,620.00,352.00,s ext
268,53.40,27.02,6.34,668.00,472.00,s ext
269,53.60,32.97,7.99,612.00,384.00,s ext
270,53.80,40.47,9.11,544.00,412.00,s ext
271,54.00,45.51,10.27,512.00,392.00,s ext
272,54.20,50.97,12.16,624.00,384.00,s ext
273,54.40,59.45,12.98,524.00,532.00,s ext
274,54.60,70.45,16.40,584.00,444.00,s ext
275,54.80,79.30,18.80,548.00,348.00,s ext
276,55.00,91.13,21.83,696.00,452.00,south
277,55.20,102.23,23.88,656.00,504.00,south
278,55.40,111.11,25.21,596.00,516.00,south
279,55.60,115.46,29.27,644.00,456.00,south
280,55.80,117.89,33.33,684.00,472.00,south
281,56.00,119.61,38.16,724.00,576.00,south
282,56.20,118.35,44.17,668.00,528.00,south
283,56.40,116.43,49.31,696.00,604.00,south
284,56.60,115.26,52.63,772.00,492.00,south
285,56.80,109.64,58.64,840.00,636.00,south
286,57.00,104.80,64.02,836.00,652.00,south
287,57.20,102.17,69.61,864.00,612.00,south
288,57.40,99.94,74.87,860.00,628.00,south
289,57.60,98.02,79.86,968.00,644.00,south
290,57.80,95.63,85.16,1016.00,736.00,south
291,58.00,93.46,89.68,1044.00,644.00,south
292,58.20,91.37,93.55,996.00,744.00,south
293,58.40,88.03,97.22,1088.00,804.00,west
294,58.60,84.03,100.33,1040.00,792.00,west
295,58.80,79.23,103.64,1048.00,744.00,west
296,59.00,73.78,108.93,988.00,892.00,west
297,59.20,69.81,114.32,956.00,736.00,west
298,59.40,65.60,122.71,908.00,880.00,west
299,59.60,62.84,130.32,896.00,748.00,west
300,59.80,61.65,137.26,876.00,676.00,north
301,60.00,62.04,141.91,900.00,648.00,north
302,60.20,63.97,145.16,844.00,728.00,north
303,60.40,67.84,145.86,896.00,740.00,north
304,60.60,76.75,144.33,908.00,772.00,north
305,60.80,86.34,143.05,856.00,732.00,north
306,61.00,94.92,143.55,952.00,736.00,north
307,61.20,106.96,146.15,932.00,868.00,north
308,61.40,118.89,150.36,940.00,856.00,north
309,61.60,134.69,158.91,940.00,920.00,north
310,61.80,150.02,169.11,904.00,876.00,north
311,62.00,165.31,180.16,776.00,752.00,north
312,62.20,184.46,195.71,748.00,852.00,n ext
313,62.40,202.55,211.63,780.00,728.00,n ext
314,62.60,212.47,220.80,688.00,476.00,n ext
315,62.80,211.43,219.75,628.00,276.00,n ext
316,63.00,209.68,218.19,676.00,304.00,n ext
317,63.20,209.95,218.73,648.00,356.00,n ext
318,63.40,210.37,219.77,652.00,348.00,n ext
319,63.60,208.65,218.75,716.00,416.00,n ext
320,63.80,206.82,217.77,708.00,400.00,n ext
321,64.00,202.97,215.39,660.00,424.00,n ext
322,64.20,199.83,214.09,628.00,456.00,n ext
323,64.40,195.21,212.53,632.00,468.00,n ext
324,64.60,188.04,209.99,548.00,524.00,n ext
325,64.80,180.48,206.31,552.00,508.00,n ext
326,65.00,172.34,202.11,456.00,464.00,n ext
327,65.20,166.77,200.09,500.00,412.00,n ext
328,65.40,159.09,197.44,636.00,536.00,n ext
329,65.60,147.57,194.60,640.00,572.00,n ext
330,65.80,135.74,192.63,716.00,580.00,n ext
331,66.00,125.63,191.07,644.00,608.00,n ext
332,66.20,113.43,189.85,612.00,440.00,n ext
333,66.40,99.14,189.39,544.00,580.00,n ext
334,66.60,91.16,189.14,556.00,412.00,n ext
335,66.80,88.02,187.31,568.00,388.00,n ext
336,67.00,82.24,187.47,636.00,396.00,n ext
337,67.20,72.70,188.20,572.00,480.00,n ext
338,67.40,62.75,187.84,608.00,532.00,n ext
339,67.60,53.20,186.56,652.00,452.00,n ext
340,67.80,45.61,184.94,784.00,588.00,n ext
341,68.00,35.64,184.67,768.00,736.00,north
342,68.20,29.90,183.32,756.00,772.00,north
343,68.40,25.61,182.12,812.00,752.00,north
344,68.60,21.36,181.56,796.00,816.00,north
345,68.80,20.28,178.43,796.00,768.00,north
346,69.00,20.67,173.62,816.00,764.00,west
347,69.20,20.26,167.43,804.00,788.00,west
348,69.40,21.31,159.26,764.00,680.00,west
349,69.60,21.73,149.62,716.00,616.00,west
350,69.80,20.00,141.74,768.00,660.00,west
351,70.00,18.80,133.94,708.00,556.00,w ext
352,70.20,17.11,125.23,720.00,588.00,w ext
353,70.40,16.68,119.60,612.00,396.00,w ext
354,70.60,16.58,115.77,584.00,388.00,w ext
355,70.80,16.93,113.90,596.00,220.00,w ext
356,71.00,16.83,102.26,664.00,436.00,w ext
357,71.20,17.61,92.96,680.00,496.00,w ext
358,71.40,18.70,78.93,620.00,548.00,w ext
359,71.60,19.65,67.94,572.00,456.00,w ext
360,71.80,22.81,61.57,652.00,488.00,w ext
