Track file,I:\Rat Navigation Data\backup1\exp nestle 3_0004\data\track_00005.trk
Object,0
Samples,450
treatment,3,
cage,27,
mark,1,
id,91,
date,2009-07-29 09:46:37.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES
1,0.00,92.64,8.04,556.00,412.00,s ext
2,0.20,88.95,5.82,424.00,316.00,s ext
3,0.40,92.78,7.00,872.00,448.00,s ext
4,0.60,100.13,9.10,1192.00,696.00,s ext
5,0.80,108.04,13.85,384.00,1056.00,s ext
6,1.00,107.75,14.87,348.00,148.00,s ext
7,1.20,109.81,13.71,536.00,252.00,s ext
8,1.40,119.73,5.39,272.00,472.00,s ext
9,1.60,121.62,5.11,308.00,108.00,s ext
10,1.80,121.17,6.22,220.00,112.00,s ext
11,2.00,117.02,7.84,184.00,212.00,s ext
12,2.20,111.43,8.46,272.00,248.00,s ext
13,2.40,104.48,14.06,528.00,608.00,s ext
14,2.60,95.08,17.17,540.00,660.00,s ext
15,2.80,87.84,20.66,612.00,552.00,s ext
16,3.00,79.56,23.41,644.00,480.00,south
17,3.20,72.25,27.24,660.00,496.00,south
18,3.40,67.39,30.80,756.00,560.00,south
19,3.60,63.54,34.75,740.00,616.00,south
20,3.80,60.80,39.11,768.00,588.00,south
21,4.00,59.13,43.95,784.00,688.00,south
22,4.20,59.13,49.21,856.00,616.00,south
23,4.40,60.07,56.02,852.00,764.00,south
24,4.60,60.64,62.19,872.00,788.00,south
25,4.80,62.05,69.93,944.00,768.00,west
26,5.00,62.80,78.04,928.00,864.00,west
27,5.20,64.15,88.10,864.00,848.00,west
28,5.40,65.54,97.05,880.00,784.00,platform larger
29,5.60,66.22,107.60,912.00,864.00,platform larger
30,5.80,66.40,116.93,968.00,848.00,west
31,6.00,65.56,125.84,984.00,872.00,west
32,6.20,65.96,131.66,936.00,696.00,west
33,6.40,66.05,138.54,1040.00,856.00,north
34,6.60,67.54,144.00,1048.00,960.00,north
35,6.80,71.55,147.47,924.00,796.00,north
36,7.00,76.04,151.89,952.00,812.00,north
37,7.20,81.02,156.09,944.00,752.00,north
38,7.40,86.82,161.55,972.00,804.00,north
39,7.60,94.71,166.15,944.00,732.00,north
40,7.80,102.60,170.62,864.00,704.00,north
41,8.00,108.25,175.33,868.00,692.00,north
42,8.20,112.72,180.98,772.00,600.00,n ext
43,8.40,114.03,185.49,708.00,512.00,n ext
44,8.60,115.94,185.79,724.00,352.00,n ext
45,8.80,115.76,187.51,692.00,336.00,n ext
46,9.00,113.68,188.09,768.00,236.00,n ext
47,9.20,107.59,188.23,684.00,452.00,n ext
48,9.40,99.70,187.58,688.00,372.00,n ext
49,9.60,89.95,187.29,724.00,404.00,n ext
50,9.80,77.02,186.90,720.00,508.00,n ext
51,10.00,63.42,186.87,712.00,488.00,n ext
52,10.20,54.93,186.13,740.00,484.00,n ext
53,10.40,48.84,183.91,768.00,556.00,n ext
54,10.60,45.42,180.05,804.00,572.00,north
55,10.80,42.99,176.40,804.00,656.00,north
56,11.00,45.54,169.69,828.00,688.00,north
57,11.20,50.04,161.55,848.00,756.00,north
58,11.40,56.43,151.28,852.00,804.00,north
59,11.60,61.21,142.21,940.00,776.00,north
60,11.80,65.22,131.87,960.00,916.00,west
61,12.00,68.01,123.07,1112.00,848.00,west
62,12.20,69.82,111.93,996.00,1020.00,west
63,12.40,69.75,102.18,1024.00,956.00,platform larger
64,12.60,68.31,91.32,976.00,992.00,west
65,12.80,65.43,81.62,984.00,864.00,west
66,13.00,61.98,71.89,960.00,880.00,west
67,13.20,57.24,61.83,888.00,784.00,west
68,13.40,51.18,51.36,772.00,732.00,south
69,13.60,44.85,41.22,800.00,676.00,south
70,13.80,38.63,32.52,764.00,596.00,south
71,14.00,31.64,23.54,732.00,632.00,south
72,14.20,27.57,17.21,720.00,500.00,south
73,14.40,24.13,11.72,688.00,472.00,south
74,14.60,21.42,7.10,684.00,436.00,s ext
75,14.80,20.95,5.27,680.00,212.00,s ext
76,15.00,23.03,5.37,620.00,332.00,s ext
77,15.20,25.23,5.41,640.00,292.00,s ext
78,15.40,27.55,5.37,620.00,268.00,s ext
79,15.60,31.17,7.14,600.00,228.00,s ext
80,15.80,32.40,7.05,592.00,136.00,s ext
81,16.00,34.22,7.88,608.00,144.00,s ext
82,16.20,36.02,8.69,636.00,252.00,s ext
83,16.40,39.62,10.24,696.00,236.00,s ext
84,16.60,44.98,12.39,744.00,432.00,s ext
85,16.80,55.54,16.08,692.00,564.00,s ext
86,17.00,67.62,19.36,656.00,412.00,s ext
87,17.20,77.70,20.41,748.00,452.00,s ext
88,17.40,94.10,24.78,724.00,632.00,south
89,17.60,106.25,26.52,788.00,560.00,south
90,17.80,116.15,27.36,780.00,512.00,south
91,18.00,124.97,28.42,768.00,572.00,south
92,18.20,134.58,30.03,892.00,676.00,south
93,18.40,141.03,30.86,860.00,608.00,south
94,18.60,147.66,32.41,820.00,760.00,south
95,18.80,150.02,35.54,820.00,640.00,south
96,19.00,150.81,41.61,840.00,820.00,south
97,19.20,151.23,48.14,880.00,760.00,south
98,19.40,151.36,54.61,892.00,732.00,east
99,19.60,151.42,63.80,932.00,832.00,east
100,19.80,151.05,75.55,896.00,844.00,east
101,20.00,152.93,87.21,900.00,828.00,east
102,20.20,154.71,100.19,908.00,768.00,reveral larger
103,20.40,158.81,114.64,880.00,828.00,east
104,20.60,164.60,129.36,824.00,704.00,east
105,20.80,170.08,142.93,844.00,628.00,east
106,21.00,176.05,154.58,812.00,600.00,east
107,21.20,180.41,163.64,756.00,392.00,east
108,21.40,185.97,174.47,736.00,628.00,e ext
109,21.60,188.63,180.29,888.00,472.00,e ext
110,21.80,193.50,190.46,760.00,568.00,e ext
111,22.00,196.97,197.43,776.00,512.00,e ext
112,22.20,197.65,199.87,756.00,452.00,e ext
113,22.40,198.72,202.12,792.00,396.00,e ext
114,22.60,197.58,202.28,788.00,548.00,e ext
115,22.80,194.35,199.84,820.00,504.00,n ext
