Track file,I:\Rat Navigation Data\backup1\exp nestle 3_0004\data\track_00015.trk
Object,0
Samples,450
treatment,4,
cage,38,
mark,1,
id,58,
date,2009-07-29 11:58:37.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES
1,0.00,99.30,13.20,380.00,188.00,s ext
2,0.20,97.49,13.21,404.00,256.00,s ext
3,0.40,95.22,16.19,500.00,368.00,s ext
4,0.60,91.38,18.98,660.00,376.00,s ext
5,0.80,84.45,23.13,692.00,424.00,south
6,1.00,81.33,26.34,712.00,420.00,south
7,1.20,75.72,30.49,748.00,508.00,south
8,1.40,71.95,32.84,712.00,340.00,south
9,1.60,69.71,34.55,736.00,360.00,south
10,1.80,67.89,36.96,792.00,328.00,south
11,2.00,67.32,38.93,792.00,344.00,south
12,2.20,67.09,41.63,752.00,312.00,south
13,2.40,65.47,43.03,724.00,340.00,south
14,2.60,66.89,46.88,788.00,352.00,south
15,2.80,68.53,51.41,780.00,416.00,south
16,3.00,69.07,55.39,756.00,416.00,south
17,3.20,70.08,58.31,812.00,328.00,south
18,3.40,71.27,61.92,864.00,428.00,south
19,3.60,72.15,64.77,868.00,444.00,south
20,3.80,71.29,66.81,848.00,404.00,south
21,4.00,70.68,69.59,968.00,480.00,south
22,4.20,70.87,72.80,932.00,468.00,south
23,4.40,68.71,74.93,956.00,496.00,west
24,4.60,68.06,77.94,1004.00,584.00,west
25,4.80,65.74,79.58,932.00,480.00,west
26,5.00,63.26,80.53,968.00,436.00,west
27,5.20,61.49,81.97,880.00,384.00,west
28,5.40,60.28,83.00,904.00,328.00,west
29,5.60,59.14,85.00,872.00,376.00,west
30,5.80,57.36,89.68,860.00,532.00,platform larger
31,6.00,56.67,94.30,836.00,408.00,platform
32,6.20,55.68,99.10,860.00,424.00,platform
33,6.40,55.23,103.20,764.00,424.00,platform
34,6.60,55.46,106.41,772.00,544.00,platform
35,6.80,56.94,109.67,820.00,504.00,platform
36,7.00,59.90,111.79,796.00,504.00,platform larger
37,7.20,64.14,110.98,892.00,536.00,platform larger
38,7.40,66.97,110.21,936.00,484.00,platform larger
39,7.60,70.75,107.96,972.00,628.00,west
40,7.80,72.48,105.75,908.00,488.00,west
41,8.00,74.32,102.18,928.00,508.00,west
42,8.20,75.37,97.93,1008.00,560.00,west
43,8.40,76.18,93.82,912.00,456.00,west
44,8.60,76.10,89.60,944.00,448.00,west
45,8.80,76.54,86.35,940.00,428.00,west
46,9.00,76.94,83.85,928.00,484.00,west
47,9.20,77.81,80.30,1036.00,516.00,south
48,9.40,80.84,77.65,972.00,608.00,south
49,9.60,83.38,75.38,996.00,568.00,south
50,9.80,86.75,71.94,976.00,652.00,south
51,10.00,89.83,70.75,984.00,448.00,south
52,10.20,91.40,68.42,924.00,412.00,south
53,10.40,93.98,65.46,964.00,496.00,south
54,10.60,95.93,62.20,944.00,468.00,south
55,10.80,99.26,57.36,864.00,536.00,south
56,11.00,103.02,52.88,876.00,572.00,south
57,11.20,107.32,47.99,888.00,476.00,south
58,11.40,111.70,44.36,872.00,416.00,south
59,11.60,116.45,40.39,900.00,508.00,south
60,11.80,121.24,36.99,872.00,364.00,south
61,12.00,130.19,32.23,884.00,572.00,south
62,12.20,137.01,27.53,784.00,460.00,south
63,12.40,142.89,22.87,832.00,376.00,south
64,12.60,147.71,18.44,776.00,336.00,south
65,12.80,156.50,11.23,744.00,400.00,south
66,13.00,164.45,4.09,668.00,372.00,s ext
67,13.20,170.39,-1.41,660.00,240.00,s ext
68,13.40,172.97,-3.60,660.00,328.00,s ext
69,13.60,171.96,-2.28,588.00,256.00,s ext
70,13.80,177.71,-6.35,476.00,384.00,s ext
71,14.00,174.55,-4.50,524.00,368.00,s ext
72,14.20,170.39,-1.41,532.00,512.00,s ext
73,14.40,164.09,1.90,540.00,552.00,s ext
74,14.60,156.99,4.40,620.00,480.00,s ext
75,14.80,144.01,9.46,712.00,572.00,s ext
76,15.00,130.29,14.37,712.00,536.00,s ext
77,15.20,114.29,20.13,660.00,620.00,south
78,15.40,100.45,24.86,684.00,576.00,south
79,15.60,89.12,28.13,684.00,600.00,south
80,15.80,77.43,32.49,720.00,716.00,south
81,16.00,71.70,37.39,708.00,692.00,south
82,16.20,69.58,42.52,664.00,660.00,south
83,16.40,71.90,50.15,640.00,672.00,south
84,16.60,74.64,56.41,764.00,612.00,south
85,16.80,79.19,64.49,832.00,700.00,south
86,17.00,82.02,71.17,840.00,712.00,south
87,17.20,85.88,78.64,916.00,764.00,south
88,17.40,89.62,85.21,872.00,748.00,south
89,17.60,92.74,91.37,948.00,764.00,south
90,17.80,94.31,95.87,928.00,756.00,south
91,18.00,95.64,100.86,1028.00,764.00,west
92,18.20,96.24,105.69,1004.00,768.00,west
93,18.40,98.24,108.90,1028.00,656.00,north
94,18.60,101.46,112.87,1024.00,804.00,north
95,18.80,105.67,115.93,1028.00,724.00,north
96,19.00,110.85,120.06,992.00,772.00,north
97,19.20,116.61,125.39,1020.00,788.00,north
98,19.40,121.52,130.26,996.00,688.00,north
99,19.60,127.05,135.71,980.00,584.00,north
100,19.80,131.05,139.48,928.00,484.00,north
101,20.00,137.24,144.66,952.00,616.00,north
102,20.20,142.30,148.34,860.00,684.00,north
103,20.40,146.83,150.81,860.00,568.00,north
104,20.60,150.16,150.97,788.00,624.00,east
105,20.80,151.60,148.55,780.00,608.00,east
106,21.00,149.65,141.93,788.00,632.00,east
107,21.20,147.08,133.52,884.00,760.00,east
108,21.40,142.43,124.18,880.00,780.00,east
109,21.60,136.64,114.62,932.00,836.00,east
110,21.80,131.19,106.94,972.00,800.00,east
111,22.00,125.12,100.94,1024.00,892.00,east
112,22.20,119.38,96.66,1012.00,916.00,east
113,22.40,112.78,91.58,1048.00,1068.00,south
114,22.60,107.17,87.53,1020.00,972.00,south
115,22.80,100.43,83.92,980.00,920.00,south
116,23.00,93.04,79.10,988.00,984.00,south
117,23.20,86.15,73.69,932.00,872.00,south
118,23.40,79.32,68.96,908.00,656.00,south
119,23.60,72.40,63.04,856.00,804.00,south
120,23.80,67.46,57.68,756.00,596.00,south
121,24.00,61.28,48.61,780.00,784.00,south
122,24.20,57.58,42.57,752.00,588.00,south
123,24.40,54.80,36.96,760.00,584.00,south
124,24.60,53.66,32.68,692.00,548.00,south
125,24.80,54.84,30.60,712.00,500.00,south
126,25.00,60.93,30.94,780.00,588.00,south
127,25.20,70.71,33.29,692.00,496.00,south
128,25.40,80.49,34.73,748.00,488.00,south
129,25.60,88.88,35.94,780.00,424.00,south
130,25.80,98.62,35.68,752.00,548.00,south
131,26.00,104.49,33.85,832.00,472.00,south
132,26.20,110.58,31.65,704.00,520.00,south
133,26.40,114.02,29.47,664.00,432.00,south
134,26.60,113.52,26.79,684.00,468.00,south
135,26.80,111.11,25.21,648.00,428.00,south
136,27.00,104.94,25.66,704.00,376.00,south
137,27.20,96.88,27.63,688.00,384.00,south
138,27.40,90.50,30.91,664.00,416.00,south
139,27.60,84.71,35.42,640.00,544.00,south
140,27.80,83.70,40.95,708.00,548.00,south
141,28.00,85.35,46.69,740.00,632.00,south
142,28.20,89.05,53.32,744.00,676.00,south
143,28.40,93.21,57.58,820.00,644.00,south
144,28.60,97.97,60.22,788.00,688.00,south
145,28.80,104.45,61.13,788.00,712.00,south
146,29.00,111.31,59.23,804.00,600.00,south
147,29.20,116.80,56.19,860.00,560.00,south
148,29.40,122.98,51.80,788.00,528.00,south
149,29.60,128.34,49.50,708.00,736.00,south
150,29.80,132.79,47.21,728.00,516.00,south
151,30.00,136.19,48.13,836.00,548.00,south
152,30.20,138.80,49.99,768.00,564.00,south
153,30.40,139.38,52.71,716.00,460.00,south
154,30.60,137.25,58.17,712.00,564.00,south
155,30.80,134.58,63.82,796.00,444.00,south
156,31.00,131.13,70.38,792.00,548.00,south
157,31.20,126.94,78.37,824.00,592.00,south
158,31.40,124.57,84.07,852.00,548.00,east
159,31.60,121.80,90.24,924.00,608.00,east
160,31.80,120.34,94.58,936.00,500.00,east
161,32.00,117.95,97.93,920.00,536.00,east
162,32.20,115.63,101.71,976.00,632.00,east
163,32.40,112.90,104.52,1008.00,608.00,east
164,32.60,109.03,106.35,1032.00,712.00,east
165,32.80,103.46,106.66,1012.00,756.00,north
166,33.00,99.09,107.24,1076.00,640.00,north
167,33.20,94.58,108.48,1072.00,772.00,north
168,33.40,89.11,111.06,1052.00,796.00,west
169,33.60,84.23,115.36,1008.00,788.00,west
170,33.80,78.66,122.27,1016.00,864.00,north
171,34.00,73.35,128.51,988.00,692.00,north
172,34.20,67.12,135.51,992.00,708.00,north
173,34.40,59.81,143.41,924.00,716.00,north
174,34.60,52.64,150.41,896.00,628.00,north
175,34.80,42.85,159.81,868.00,612.00,north
176,35.00,37.52,165.24,880.00,460.00,north
177,35.20,32.85,170.35,784.00,408.00,north
178,35.40,26.93,177.29,760.00,600.00,north
179,35.60,23.98,181.69,752.00,440.00,north
180,35.80,24.72,183.67,744.00,592.00,north
181,36.00,30.61,181.83,740.00,596.00,north
182,36.20,40.29,177.59,740.00,560.00,north
183,36.40,51.90,172.26,800.00,612.00,north
184,36.60,65.24,165.45,756.00,620.00,north
185,36.80,76.84,159.53,780.00,688.00,north
186,37.00,86.84,153.43,852.00,656.00,north
187,37.20,95.51,148.38,816.00,692.00,north
188,37.40,101.37,141.99,816.00,744.00,north
189,37.60,105.03,137.28,888.00,680.00,north
190,37.80,107.31,132.02,872.00,696.00,north
191,38.00,109.22,126.31,928.00,744.00,north
192,38.20,109.45,120.32,932.00,716.00,north
193,38.40,108.44,114.09,976.00,804.00,north
194,38.60,107.76,106.74,1044.00,900.00,east
195,38.80,106.66,99.92,948.00,856.00,east
196,39.00,107.46,93.84,980.00,848.00,south
197,39.20,109.85,86.96,972.00,984.00,south
198,39.40,112.63,82.96,936.00,772.00,south
199,39.60,116.89,79.21,928.00,744.00,south
200,39.80,119.87,75.97,860.00,548.00,south
201,40.00,122.80,73.26,768.00,484.00,south
202,40.20,125.78,68.88,816.00,608.00,south
203,40.40,127.05,64.09,780.00,556.00,south
204,40.60,126.40,60.59,816.00,572.00,south
205,40.80,123.30,57.01,880.00,680.00,south
206,41.00,118.05,55.20,856.00,640.00,south
207,41.20,112.45,52.25,920.00,672.00,south
208,41.40,105.82,49.67,836.00,620.00,south
209,41.60,96.98,48.84,788.00,664.00,south
210,41.80,86.62,48.43,772.00,760.00,south
211,42.00,78.99,49.67,792.00,660.00,south
212,42.20,72.12,50.90,720.00,728.00,south
213,42.40,67.51,53.45,844.00,660.00,south
214,42.60,64.85,56.96,824.00,724.00,south
215,42.80,63.84,61.70,864.00,672.00,south
216,43.00,63.77,67.12,884.00,732.00,south
217,43.20,61.98,71.89,852.00,832.00,west
218,43.40,60.38,75.94,908.00,648.00,west
219,43.60,57.68,79.13,864.00,596.00,west
220,43.80,55.51,83.20,760.00,608.00,west
221,44.00,54.56,92.52,772.00,644.00,platform larger
222,44.20,53.84,102.92,796.00,704.00,platform
223,44.40,52.50,113.69,832.00,716.00,platform larger
224,44.60,50.14,125.59,756.00,684.00,west
225,44.80,47.52,136.06,772.00,672.00,west
226,45.00,46.05,144.39,784.00,740.00,west
227,45.20,46.30,149.51,736.00,680.00,west
228,45.40,49.75,151.15,760.00,752.00,north
229,45.60,54.95,150.65,676.00,620.00,north
230,45.80,64.69,146.21,772.00,680.00,north
231,46.00,72.93,142.52,912.00,676.00,north
232,46.20,83.34,138.03,912.00,768.00,north
233,46.40,91.10,135.56,916.00,764.00,north
234,46.60,98.91,132.02,860.00,856.00,north
235,46.80,104.48,127.77,964.00,808.00,north
236,47.00,108.56,124.33,896.00,716.00,north
237,47.20,112.22,123.45,924.00,628.00,north
238,47.40,116.50,123.52,968.00,828.00,north
239,47.60,121.52,124.72,896.00,752.00,north
240,47.80,124.28,124.58,888.00,616.00,east
241,48.00,128.13,122.99,848.00,648.00,east
242,48.20,129.00,119.22,828.00,652.00,east
243,48.40,129.28,114.21,836.00,672.00,east
244,48.60,127.25,107.50,912.00,660.00,east
245,48.80,125.20,100.19,916.00,700.00,east
246,49.00,123.09,93.20,956.00,808.00,east
247,49.20,120.74,86.64,964.00,800.00,east
248,49.40,117.86,80.50,940.00,856.00,south
249,49.60,114.78,74.58,928.00,812.00,south
250,49.80,110.42,68.72,924.00,860.00,south
251,50.00,104.94,63.30,912.00,868.00,south
252,50.20,97.32,56.51,876.00,900.00,south
253,50.40,88.94,49.57,868.00,888.00,south
254,50.60,78.74,41.50,808.00,804.00,south
255,50.80,71.10,34.95,748.00,660.00,south
256,51.00,61.56,25.14,684.00,696.00,south
257,51.20,54.13,16.43,596.00,536.00,s ext
258,51.40,49.53,12.48,564.00,336.00,s ext
259,51.60,48.13,12.78,456.00,212.00,s ext
260,51.80,48.52,13.71,516.00,140.00,s ext
261,52.00,44.55,11.46,496.00,300.00,s ext
262,52.20,37.31,8.54,424.00,448.00,s ext
263,52.40,33.54,8.93,464.00,576.00,s ext
264,52.60,25.89,6.35,548.00,660.00,s ext
265,52.80,17.46,3.18,524.00,648.00,s ext
266,53.00,7.71,-1.85,436.00,664.00,s ext
267,53.20,5.38,-1.77,476.00,664.00,s ext
268,53.40,0.25,-4.46,528.00,676.00,s ext
269,53.60,-2.69,-6.01,448.00,640.00,s ext
270,53.80,-3.20,-5.86,428.00,452.00,s ext
271,54.00,-0.58,-2.78,448.00,492.00,s ext
272,54.20,-1.88,-3.62,488.00,408.00,s ext
273,54.40,-2.04,-3.22,472.00,416.00,s ext
274,54.60,-0.37,-1.05,476.00,388.00,s ext
275,54.80,-0.07,-0.22,496.00,356.00,w ext
276,55.00,1.57,2.10,508.00,348.00,w ext
277,55.20,3.49,4.61,476.00,328.00,w ext
278,55.40,5.36,7.12,596.00,408.00,w ext
279,55.60,5.29,8.22,592.00,500.00,w ext
280,55.80,4.02,8.20,624.00,552.00,w ext
281,56.00,4.82,11.21,568.00,456.00,w ext
282,56.20,6.62,15.90,576.00,512.00,w ext
283,56.40,7.82,19.12,508.00,452.00,w ext
284,56.60,10.70,25.15,580.00,512.00,w ext
285,56.80,12.45,32.15,560.00,484.00,w ext
286,57.00,13.69,37.45,676.00,436.00,w ext
287,57.20,17.40,50.38,612.00,528.00,w ext
288,57.40,19.93,63.57,668.00,448.00,w ext
289,57.60,22.91,76.49,584.00,484.00,w ext
290,57.80,25.70,89.47,608.00,456.00,west
291,58.00,28.41,100.46,688.00,528.00,west
292,58.20,32.19,109.37,692.00,532.00,west
293,58.40,35.56,112.82,688.00,516.00,west
294,58.60,41.64,113.30,760.00,664.00,west
295,58.80,46.60,111.11,744.00,512.00,west
296,59.00,51.58,108.09,828.00,588.00,platform larger
297,59.20,56.47,104.47,872.00,612.00,platform
298,59.40,59.82,100.14,824.00,664.00,platform
299,59.60,62.94,92.74,876.00,684.00,platform larger
300,59.80,63.39,86.95,880.00,588.00,west
301,60.00,63.12,79.70,836.00,620.00,west
302,60.20,62.20,72.71,836.00,616.00,west
303,60.40,62.91,68.50,788.00,640.00,west
304,60.60,64.92,66.53,848.00,644.00,south
305,60.80,67.52,66.13,828.00,516.00,south
306,61.00,72.98,67.60,784.00,612.00,south
307,61.20,76.81,68.00,836.00,548.00,south
308,61.40,79.75,67.23,864.00,412.00,south
309,61.60,83.51,65.23,888.00,632.00,south
310,61.80,85.64,61.13,832.00,576.00,south
311,62.00,87.05,55.15,824.00,728.00,south
312,62.20,90.07,48.19,800.00,696.00,south
313,62.40,91.42,41.19,804.00,644.00,south
