Track file,I:\Rat Navigation Data\backup1\exp nestle 3_0004\data\track_00004.trk
Object,0
Samples,450
treatment,2,
cage,32,
mark,2,
id,102,
date,2009-07-29 09:36:19.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES
1,0.00,110.61,16.62,644.00,308.00,s ext
2,0.20,113.34,13.37,660.00,392.00,s ext
3,0.40,117.24,11.89,660.00,280.00,s ext
4,0.60,123.00,9.99,728.00,356.00,s ext
5,0.80,127.06,8.23,672.00,400.00,s ext
6,1.00,130.09,8.59,684.00,292.00,s ext
7,1.20,136.51,7.98,636.00,432.00,s ext
8,1.40,138.68,9.28,676.00,232.00,s ext
9,1.60,141.70,11.14,736.00,396.00,s ext
10,1.80,145.14,11.76,684.00,268.00,s ext
11,2.00,147.64,13.44,792.00,324.00,south
12,2.20,147.69,15.12,860.00,260.00,south
13,2.40,149.85,16.70,800.00,316.00,south
14,2.60,150.51,17.22,796.00,388.00,south
15,2.80,149.67,20.00,840.00,268.00,south
16,3.00,148.10,23.86,852.00,380.00,south
17,3.20,147.27,26.58,828.00,320.00,south
18,3.40,146.94,29.78,892.00,376.00,south
19,3.60,147.21,31.90,888.00,340.00,south
20,3.80,147.16,35.61,928.00,408.00,south
21,4.00,146.62,38.82,932.00,420.00,south
22,4.20,147.68,40.44,904.00,444.00,south
23,4.40,145.48,45.27,896.00,528.00,south
24,4.60,144.02,48.99,868.00,404.00,south
25,4.80,141.26,54.10,912.00,436.00,south
26,5.00,138.41,58.44,908.00,508.00,south
27,5.20,135.79,62.59,1008.00,540.00,south
28,5.40,134.94,64.46,1048.00,352.00,south
29,5.60,132.22,67.72,988.00,436.00,south
30,5.80,128.61,71.87,1032.00,428.00,south
31,6.00,125.26,75.69,1004.00,468.00,south
32,6.20,122.84,79.10,1148.00,432.00,south
33,6.40,119.93,82.39,1200.00,460.00,south
34,6.60,-,-,-,-,-
35,6.80,115.94,88.25,1056.00,1056.00,south
36,7.00,115.26,91.65,1068.00,572.00,east
37,7.20,114.58,95.63,1144.00,660.00,east
38,7.40,114.72,98.95,1144.00,648.00,east
39,7.60,115.03,101.62,1196.00,652.00,east
40,7.80,115.45,103.65,1160.00,620.00,east
41,8.00,117.14,105.93,1180.00,468.00,east
42,8.20,118.30,107.51,1168.00,516.00,east
43,8.40,120.79,108.77,1156.00,404.00,east
44,8.60,122.68,110.65,1152.00,444.00,east
45,8.80,125.32,113.57,1188.00,572.00,east
46,9.00,127.39,115.72,1088.00,412.00,east
47,9.20,129.62,118.76,1112.00,464.00,east
48,9.40,131.30,121.65,1180.00,388.00,east
49,9.60,133.23,125.42,1216.00,396.00,east
50,9.80,135.03,127.75,1008.00,520.00,east
51,10.00,136.52,131.32,1068.00,412.00,east
52,10.20,137.36,134.45,1072.00,404.00,east
53,10.40,138.05,136.79,1040.00,424.00,east
54,10.60,139.06,139.88,1028.00,524.00,east
55,10.80,138.37,141.85,1032.00,340.00,north
56,11.00,138.55,144.29,1016.00,440.00,north
57,11.20,138.46,145.95,976.00,360.00,north
58,11.40,139.93,149.64,1032.00,456.00,north
59,11.60,140.45,152.72,948.00,388.00,north
60,11.80,141.26,156.49,964.00,464.00,north
61,12.00,142.58,159.44,980.00,360.00,north
62,12.20,143.59,161.66,996.00,320.00,north
63,12.40,144.63,163.89,920.00,292.00,north
64,12.60,145.69,166.14,956.00,316.00,north
65,12.80,147.74,168.37,932.00,528.00,north
66,13.00,147.87,170.69,980.00,648.00,north
67,13.20,147.18,171.49,1012.00,592.00,north
68,13.40,143.56,170.91,912.00,580.00,north
69,13.60,139.52,169.73,944.00,344.00,north
70,13.80,133.80,167.40,944.00,400.00,north
71,14.00,129.55,165.86,952.00,384.00,north
72,14.20,123.78,162.60,988.00,420.00,north
73,14.40,119.68,160.73,984.00,364.00,north
74,14.60,114.44,157.32,1032.00,464.00,north
75,14.80,108.46,153.29,976.00,544.00,north
76,15.00,104.20,149.83,1000.00,496.00,north
77,15.20,100.22,147.30,1092.00,548.00,north
78,15.40,96.74,144.30,1060.00,616.00,north
79,15.60,89.25,142.89,1056.00,660.00,north
80,15.80,84.11,141.91,1084.00,572.00,north
81,16.00,78.36,141.39,1056.00,588.00,north
82,16.20,73.36,140.45,1068.00,660.00,north
83,16.40,69.58,139.47,1072.00,644.00,north
84,16.60,66.05,138.54,1016.00,608.00,north
85,16.80,64.00,136.48,1028.00,612.00,north
86,17.00,61.78,133.62,1052.00,624.00,west
87,17.20,60.65,130.94,1060.00,504.00,west
88,17.40,59.07,128.98,1052.00,456.00,west
89,17.60,58.99,124.76,1044.00,528.00,west
90,17.80,58.01,120.42,960.00,668.00,west
91,18.00,57.78,114.69,960.00,552.00,platform larger
92,18.20,58.70,107.81,944.00,552.00,platform
93,18.40,58.25,101.76,936.00,552.00,platform
94,18.60,57.98,96.71,916.00,420.00,platform
95,18.80,57.40,92.59,992.00,388.00,platform larger
96,19.00,56.50,86.47,960.00,536.00,platform larger
97,19.20,56.14,82.61,916.00,572.00,west
98,19.40,56.59,76.86,940.00,624.00,west
99,19.60,56.55,73.66,992.00,404.00,west
100,19.80,58.27,70.33,976.00,648.00,west
101,20.00,59.64,68.46,1000.00,488.00,west
102,20.20,61.83,67.22,996.00,564.00,west
103,20.40,65.42,68.06,1024.00,508.00,south
104,20.60,68.00,67.60,980.00,492.00,south
105,20.80,70.66,67.12,1040.00,500.00,south
106,21.00,73.62,67.27,1044.00,636.00,south
107,21.20,75.44,65.58,1044.00,480.00,south
108,21.40,77.24,63.15,1072.00,580.00,south
109,21.60,79.09,59.93,1012.00,588.00,south
110,21.80,80.48,57.71,1068.00,480.00,south
111,22.00,82.96,54.95,996.00,488.00,south
112,22.20,84.74,52.51,996.00,504.00,south
113,22.40,88.98,51.08,996.00,416.00,south
114,22.60,92.36,49.24,992.00,428.00,south
115,22.80,95.90,47.99,988.00,340.00,south
116,23.00,98.40,46.52,956.00,416.00,south
117,23.20,102.22,44.95,880.00,484.00,south
118,23.40,104.10,41.60,848.00,496.00,south
119,23.60,104.65,39.04,868.00,388.00,south
120,23.80,105.45,35.56,940.00,432.00,south
121,24.00,105.11,31.15,872.00,444.00,south
122,24.20,103.19,26.66,776.00,408.00,south
123,24.40,101.01,22.01,756.00,396.00,south
124,24.60,-,-,-,-,-
125,24.80,98.92,15.21,720.00,720.00,s ext
126,25.00,98.74,16.21,656.00,152.00,s ext
127,25.20,98.74,16.21,628.00,132.00,s ext
128,25.40,98.74,16.21,640.00,204.00,s ext
129,25.60,98.74,16.21,696.00,216.00,s ext
130,25.80,98.74,16.21,692.00,164.00,s ext
131,26.00,98.56,17.20,664.00,140.00,s ext
132,26.20,98.56,17.20,616.00,320.00,s ext
133,26.40,96.98,16.21,668.00,372.00,s ext
134,26.60,93.70,14.17,712.00,340.00,s ext
135,26.80,86.48,12.81,708.00,452.00,s ext
136,27.00,80.91,12.31,704.00,420.00,s ext
137,27.20,69.77,11.65,680.00,448.00,s ext
138,27.40,60.56,10.60,680.00,408.00,s ext
139,27.60,51.43,8.97,704.00,384.00,s ext
140,27.80,40.92,7.00,688.00,464.00,s ext
141,28.00,31.25,5.15,660.00,468.00,s ext
142,28.20,26.92,4.41,632.00,332.00,s ext
143,28.40,19.84,2.46,684.00,404.00,s ext
