Track file,I:\Rat Navigation Data\backup1\exp nestle 3_0004\data\track_00018.trk
Object,0
Samples,450
treatment,1,
cage,43,
mark,2,
id,83,
date,2009-07-29 12:37:05.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES
1,0.00,103.99,16.08,556.00,240.00,s ext
2,0.20,106.08,7.82,336.00,516.00,s ext
3,0.40,110.21,6.48,384.00,232.00,s ext
4,0.60,114.78,9.14,412.00,516.00,s ext
5,0.80,117.64,10.82,456.00,356.00,s ext
6,1.00,122.54,11.07,572.00,340.00,s ext
7,1.20,126.06,10.43,700.00,392.00,s ext
8,1.40,129.56,9.70,684.00,240.00,s ext
9,1.60,134.19,9.56,624.00,340.00,s ext
10,1.80,141.02,7.64,616.00,264.00,s ext
11,2.00,146.11,5.98,660.00,252.00,s ext
12,2.20,154.52,2.83,700.00,400.00,s ext
13,2.40,164.52,-1.60,660.00,400.00,s ext
14,2.60,172.78,-5.81,624.00,292.00,s ext
15,2.80,179.87,-9.09,616.00,320.00,s ext
16,3.00,188.33,-13.77,640.00,400.00,s ext
17,3.20,195.24,-17.40,632.00,384.00,s ext
18,3.40,198.93,-18.57,576.00,368.00,s ext
19,3.60,205.09,-22.21,624.00,504.00,s ext
20,3.80,209.30,-24.70,636.00,428.00,s ext
21,4.00,210.24,-23.63,704.00,468.00,s ext
22,4.20,209.54,-20.96,684.00,500.00,s ext
23,4.40,207.28,-16.07,648.00,500.00,s ext
24,4.60,203.51,-7.97,664.00,552.00,e ext
25,4.80,201.35,-1.75,708.00,516.00,e ext
26,5.00,197.05,10.18,628.00,632.00,e ext
27,5.20,192.72,22.80,708.00,544.00,e ext
28,5.40,189.31,36.14,716.00,584.00,e ext
29,5.60,187.16,51.96,700.00,624.00,e ext
30,5.80,186.95,67.05,732.00,640.00,e ext
31,6.00,187.16,83.40,540.00,592.00,e ext
32,6.20,185.93,101.96,560.00,500.00,e ext
33,6.40,185.43,117.87,660.00,452.00,e ext
34,6.60,185.66,136.45,648.00,540.00,e ext
35,6.80,186.97,150.39,576.00,440.00,e ext
36,7.00,190.90,166.37,592.00,448.00,e ext
37,7.20,194.52,179.05,608.00,456.00,e ext
38,7.40,200.34,194.65,668.00,596.00,e ext
39,7.60,204.55,204.47,644.00,568.00,e ext
40,7.80,208.08,211.65,672.00,564.00,e ext
41,8.00,210.16,215.27,744.00,472.00,e ext
42,8.20,208.98,214.89,720.00,656.00,e ext
43,8.40,206.82,213.16,728.00,488.00,n ext
44,8.60,201.28,208.27,728.00,568.00,n ext
45,8.80,195.17,203.55,732.00,628.00,n ext
46,9.00,186.82,197.88,696.00,596.00,n ext
47,9.20,180.20,194.30,780.00,476.00,n ext
48,9.40,171.39,190.10,700.00,520.00,n ext
49,9.60,165.91,187.80,720.00,428.00,n ext
50,9.80,156.47,183.25,744.00,536.00,north
51,10.00,144.80,177.15,820.00,556.00,north
52,10.20,132.10,171.57,820.00,624.00,north
53,10.40,117.06,165.13,820.00,720.00,north
54,10.60,103.25,161.31,824.00,660.00,north
55,10.80,89.77,157.70,820.00,764.00,north
56,11.00,76.26,156.75,792.00,852.00,north
57,11.20,65.73,156.35,932.00,812.00,north
58,11.40,54.68,158.29,848.00,860.00,north
59,11.60,47.60,159.70,832.00,632.00,north
60,11.80,42.20,161.36,832.00,680.00,north
61,12.00,39.71,160.38,792.00,640.00,north
62,12.20,41.53,154.14,752.00,720.00,west
63,12.40,44.19,148.39,748.00,556.00,west
64,12.60,49.29,139.73,732.00,736.00,west
65,12.80,55.73,130.75,800.00,596.00,west
66,13.00,60.76,123.56,836.00,660.00,west
67,13.20,65.74,116.98,888.00,676.00,west
68,13.40,71.70,109.60,964.00,812.00,west
69,13.60,75.37,103.83,1020.00,720.00,west
70,13.80,78.58,97.93,968.00,844.00,west
71,14.00,80.67,92.34,916.00,828.00,west
72,14.20,81.70,85.51,896.00,860.00,west
73,14.40,81.02,78.97,944.00,848.00,south
74,14.60,77.44,70.74,872.00,880.00,south
75,14.80,72.87,62.01,824.00,808.00,south
76,15.00,64.40,51.97,828.00,820.00,south
77,15.20,54.80,40.53,792.00,796.00,south
78,15.40,44.17,29.55,728.00,784.00,south
79,15.60,31.08,16.52,680.00,760.00,south
80,15.80,18.97,5.10,500.00,540.00,s ext
81,16.00,12.34,-0.96,484.00,328.00,s ext
82,16.20,15.93,1.25,360.00,236.00,s ext
83,16.40,19.21,4.24,336.00,208.00,s ext
84,16.60,21.67,6.22,416.00,168.00,s ext
85,16.80,24.79,6.35,444.00,356.00,s ext
86,17.00,29.42,8.20,592.00,452.00,s ext
87,17.20,34.77,8.82,592.00,440.00,s ext
88,17.40,42.29,9.83,648.00,472.00,s ext
89,17.60,50.61,11.22,592.00,384.00,s ext
90,17.80,59.45,12.98,624.00,304.00,s ext
91,18.00,71.75,12.94,624.00,488.00,s ext
92,18.20,82.76,13.48,624.00,384.00,s ext
93,18.40,95.66,13.20,612.00,436.00,s ext
94,18.60,104.99,12.01,604.00,360.00,s ext
95,18.80,106.81,11.91,568.00,228.00,s ext
96,19.00,115.10,13.17,620.00,524.00,s ext
97,19.20,122.92,13.98,576.00,508.00,s ext
98,19.40,130.82,13.29,624.00,416.00,s ext
99,19.60,143.32,10.60,704.00,576.00,s ext
100,19.80,152.18,8.16,624.00,424.00,s ext
101,20.00,160.05,4.68,628.00,396.00,s ext
102,20.20,168.04,2.92,576.00,444.00,s ext
103,20.40,172.45,2.53,640.00,456.00,s ext
104,20.60,174.68,5.14,692.00,524.00,south
105,20.80,178.53,5.55,748.00,592.00,south
106,21.00,182.94,5.62,720.00,716.00,south
107,21.20,187.61,4.53,748.00,628.00,south
108,21.40,190.59,4.86,704.00,636.00,south
109,21.60,192.19,6.76,720.00,600.00,east
110,21.80,193.42,11.36,728.00,752.00,e ext
111,22.00,192.85,19.07,684.00,620.00,e ext
112,22.20,194.51,25.59,672.00,660.00,e ext
113,22.40,195.53,31.03,660.00,468.00,e ext
114,22.60,196.68,35.48,568.00,332.00,e ext
115,22.80,195.61,45.20,568.00,328.00,e ext
116,23.00,193.53,57.83,584.00,384.00,e ext
