Track file,I:\Rat Navigation Data\backup1\exp nestle 3_0004\data\track_00033.trk
Object,0
Samples,450
treatment,1,
cage,51,
mark,1,
id,61,
date,2009-07-30 11:05:21.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES
1,0.00,105.73,15.99,564.00,352.00,s ext
2,0.20,110.76,10.58,412.00,448.00,s ext
3,0.40,112.24,11.46,472.00,260.00,s ext
4,0.60,120.78,11.37,536.00,440.00,s ext
5,0.80,128.00,12.97,600.00,440.00,s ext
6,1.00,131.36,17.85,632.00,464.00,south
7,1.20,134.96,23.11,648.00,600.00,south
8,1.40,133.28,30.45,608.00,512.00,south
9,1.60,129.96,38.85,640.00,600.00,south
10,1.80,124.50,48.32,720.00,608.00,south
11,2.00,119.96,57.06,780.00,716.00,south
12,2.20,114.08,66.91,864.00,844.00,south
13,2.40,109.06,74.36,868.00,788.00,south
14,2.60,105.60,81.05,904.00,756.00,south
15,2.80,102.61,87.87,1000.00,816.00,south
16,3.00,100.54,94.97,1016.00,848.00,south
17,3.20,98.63,101.27,1048.00,864.00,west
18,3.40,96.67,106.93,960.00,792.00,north
19,3.60,94.06,111.43,1000.00,736.00,north
20,3.80,89.84,116.06,1044.00,836.00,north
21,4.00,85.47,119.83,1036.00,736.00,north
22,4.20,78.93,124.91,992.00,732.00,north
23,4.40,73.00,129.26,944.00,600.00,north
24,4.60,68.01,133.89,884.00,492.00,north
25,4.80,63.01,138.18,948.00,480.00,north
26,5.00,56.44,144.78,928.00,620.00,north
27,5.20,52.64,147.79,800.00,600.00,north
28,5.40,45.89,151.78,800.00,688.00,north
29,5.60,43.03,151.93,896.00,592.00,west
30,5.80,40.76,149.39,832.00,592.00,west
31,6.00,40.82,144.27,836.00,572.00,west
32,6.20,41.22,137.33,828.00,584.00,west
33,6.40,41.59,128.38,880.00,660.00,west
34,6.60,41.86,118.50,828.00,660.00,west
35,6.80,41.58,105.28,824.00,684.00,west
36,7.00,39.61,91.18,772.00,676.00,west
37,7.20,36.17,80.18,776.00,548.00,west
38,7.40,31.44,66.92,732.00,628.00,west
39,7.60,24.34,51.84,712.00,628.00,west
40,7.80,16.65,38.35,628.00,468.00,w ext
41,8.00,12.26,30.13,620.00,416.00,w ext
42,8.20,8.53,22.81,620.00,432.00,w ext
43,8.40,5.14,14.85,568.00,420.00,w ext
44,8.60,7.30,15.51,608.00,600.00,w ext
45,8.80,14.00,21.22,608.00,616.00,west
46,9.00,21.01,27.95,592.00,480.00,west
47,9.20,28.52,35.24,680.00,472.00,west
48,9.40,36.32,42.83,768.00,536.00,west
49,9.60,45.15,51.28,720.00,624.00,west
50,9.80,53.73,59.44,760.00,640.00,west
51,10.00,61.83,67.22,832.00,664.00,west
52,10.20,70.05,74.95,828.00,740.00,west
53,10.40,76.59,81.11,956.00,720.00,west
54,10.60,83.11,87.22,916.00,808.00,west
55,10.80,88.93,91.83,1000.00,716.00,south
56,11.00,93.70,95.78,1076.00,804.00,south
57,11.20,99.36,100.18,1092.00,880.00,south
58,11.40,104.46,103.24,1028.00,856.00,east
59,11.60,109.70,105.85,996.00,832.00,east
60,11.80,115.72,108.90,1016.00,804.00,east
61,12.00,122.69,112.04,1012.00,820.00,east
62,12.20,128.65,114.73,996.00,752.00,east
63,12.40,136.47,120.32,980.00,880.00,east
64,12.60,145.03,127.34,872.00,812.00,east
65,12.80,152.55,133.87,1036.00,684.00,east
66,13.00,162.06,141.77,808.00,828.00,east
67,13.20,171.37,150.43,824.00,704.00,east
68,13.40,181.37,158.40,716.00,700.00,east
69,13.60,187.84,163.39,696.00,540.00,e ext
70,13.80,194.00,166.86,628.00,540.00,e ext
71,14.00,194.61,163.24,628.00,416.00,e ext
72,14.20,194.74,160.37,536.00,356.00,e ext
73,14.40,193.53,154.52,604.00,260.00,e ext
74,14.60,192.18,146.64,560.00,332.00,e ext
75,14.80,189.99,135.96,592.00,328.00,e ext
76,15.00,188.45,127.35,612.00,252.00,e ext
77,15.20,188.18,119.30,592.00,268.00,e ext
78,15.40,186.42,110.35,592.00,304.00,e ext
79,15.60,184.90,103.67,616.00,328.00,e ext
80,15.80,184.02,93.26,656.00,344.00,e ext
81,16.00,183.06,87.06,680.00,272.00,e ext
82,16.20,183.51,79.14,640.00,360.00,e ext
83,16.40,184.29,71.27,700.00,308.00,e ext
84,16.60,185.05,61.65,692.00,384.00,e ext
85,16.80,185.05,56.20,688.00,332.00,e ext
86,17.00,185.22,50.94,688.00,384.00,e ext
87,17.20,184.52,44.77,708.00,348.00,e ext
88,17.40,182.33,40.12,744.00,452.00,east
89,17.60,180.30,36.26,776.00,488.00,east
90,17.80,176.72,36.35,804.00,484.00,east
91,18.00,173.07,35.80,860.00,544.00,east
92,18.20,169.27,34.90,748.00,592.00,east
93,18.40,163.58,36.48,792.00,660.00,south
94,18.60,157.59,38.21,776.00,616.00,south
95,18.80,153.13,38.79,808.00,536.00,south
96,19.00,147.34,39.90,868.00,636.00,south
97,19.20,142.09,40.31,860.00,616.00,south
98,19.40,136.93,39.52,836.00,568.00,south
99,19.60,131.29,40.02,856.00,492.00,south
100,19.80,124.86,41.10,824.00,504.00,south
101,20.00,117.86,42.63,888.00,456.00,south
102,20.20,109.58,43.76,840.00,520.00,south
103,20.40,101.02,44.95,860.00,460.00,south
104,20.60,92.47,46.13,808.00,604.00,south
105,20.80,84.23,47.23,856.00,512.00,south
106,21.00,76.22,46.76,844.00,540.00,south
107,21.20,68.41,45.51,848.00,612.00,south
108,21.40,58.01,41.58,752.00,552.00,south
109,21.60,48.23,36.28,756.00,580.00,south
110,21.80,38.74,30.74,748.00,544.00,south
111,22.00,31.03,25.22,712.00,388.00,south
112,22.20,23.13,19.04,672.00,448.00,south
113,22.40,16.38,13.37,684.00,468.00,south
114,22.60,9.06,6.38,616.00,332.00,south
115,22.80,4.77,2.45,576.00,272.00,s ext
116,23.00,0.43,-1.65,624.00,384.00,s ext
117,23.20,1.43,-0.53,584.00,360.00,s ext
118,23.40,0.57,-1.04,528.00,328.00,s ext
119,23.60,2.15,1.03,652.00,244.00,s ext
120,23.80,5.25,5.32,632.00,340.00,w ext
121,24.00,8.22,9.87,656.00,384.00,w ext
122,24.20,11.36,14.70,656.00,336.00,west
123,24.40,16.23,23.56,688.00,520.00,west
124,24.60,20.33,33.02,752.00,592.00,west
125,24.80,24.48,44.10,764.00,532.00,west
126,25.00,28.42,56.47,728.00,556.00,west
127,25.20,30.59,71.37,748.00,660.00,west
128,25.40,30.75,84.12,752.00,572.00,west
129,25.60,29.38,99.14,760.00,632.00,west
130,25.80,26.51,113.41,748.00,548.00,west
131,26.00,22.88,128.43,744.00,540.00,west
132,26.20,18.32,142.21,736.00,560.00,w ext
133,26.40,12.50,157.83,708.00,596.00,w ext
134,26.60,7.98,169.46,664.00,468.00,w ext
135,26.80,2.43,182.00,740.00,556.00,w ext
136,27.00,-0.88,190.64,672.00,588.00,w ext
137,27.20,-4.64,198.41,648.00,528.00,w ext
138,27.40,-5.97,202.05,712.00,408.00,w ext
139,27.60,-7.01,204.59,664.00,432.00,w ext
140,27.80,-4.45,203.65,572.00,556.00,n ext
141,28.00,2.41,198.48,592.00,428.00,n ext
142,28.20,8.40,194.48,640.00,480.00,north
143,28.40,17.27,188.95,732.00,564.00,north
144,28.60,26.67,184.04,776.00,580.00,north
145,28.80,37.09,180.29,788.00,708.00,north
146,29.00,49.35,176.57,792.00,636.00,north
147,29.20,63.98,173.86,812.00,740.00,north
148,29.40,77.66,174.04,748.00,736.00,north
149,29.60,89.73,175.05,744.00,524.00,north
150,29.80,102.41,178.07,696.00,680.00,n ext
151,30.00,118.25,180.24,688.00,512.00,n ext
152,30.20,132.43,182.02,696.00,520.00,n ext
153,30.40,146.31,185.22,696.00,592.00,n ext
154,30.60,159.05,188.15,704.00,560.00,n ext
155,30.80,168.68,190.46,696.00,568.00,n ext
156,31.00,172.42,190.29,656.00,496.00,n ext
157,31.20,173.42,188.32,648.00,480.00,north
158,31.40,174.14,185.66,684.00,492.00,north
159,31.60,172.27,181.58,632.00,492.00,north
160,31.80,169.68,176.44,624.00,432.00,north
161,32.00,165.98,170.06,772.00,492.00,north
162,32.20,161.54,161.60,748.00,632.00,east
163,32.40,158.69,153.59,856.00,756.00,east
164,32.60,157.35,145.65,792.00,736.00,east
165,32.80,157.55,140.12,792.00,608.00,east
166,33.00,157.27,133.37,808.00,664.00,east
167,33.20,155.73,123.93,800.00,592.00,east
168,33.40,153.55,114.77,800.00,552.00,reveral larger
169,33.60,150.71,104.22,840.00,608.00,reveral larger
170,33.80,149.21,96.75,856.00,496.00,reveral larger
171,34.00,146.57,87.40,856.00,728.00,reveral larger
172,34.20,144.04,81.22,876.00,620.00,east
173,34.40,141.48,76.79,896.00,628.00,east
174,34.60,138.33,73.11,924.00,572.00,east
175,34.80,134.78,70.84,956.00,600.00,south
176,35.00,131.47,67.97,912.00,636.00,south
177,35.20,127.56,66.16,916.00,628.00,south
178,35.40,123.02,65.19,844.00,600.00,south
179,35.60,118.43,63.30,924.00,544.00,south
180,35.80,113.37,61.20,864.00,644.00,south
181,36.00,109.64,58.64,868.00,508.00,south
182,36.20,104.50,55.91,872.00,580.00,south
183,36.40,98.85,52.04,832.00,616.00,south
184,36.60,91.24,47.56,764.00,588.00,south
185,36.80,85.13,43.56,736.00,460.00,south
186,37.00,77.05,38.79,784.00,496.00,south
187,37.20,69.28,32.89,744.00,472.00,south
188,37.40,61.18,28.08,656.00,432.00,south
189,37.60,57.50,25.30,696.00,352.00,south
190,37.80,48.85,20.52,632.00,440.00,south
191,38.00,43.52,17.55,700.00,340.00,south
192,38.20,39.70,15.14,616.00,316.00,s ext
193,38.40,35.23,13.63,640.00,328.00,s ext
194,38.60,30.82,11.95,596.00,316.00,s ext
195,38.80,28.46,12.86,660.00,360.00,s ext
196,39.00,25.56,13.58,612.00,384.00,south
197,39.20,26.80,17.13,656.00,420.00,south
198,39.40,28.91,21.59,648.00,480.00,south
199,39.60,31.71,26.14,672.00,456.00,south
200,39.80,36.31,33.46,720.00,512.00,south
201,40.00,40.46,39.85,712.00,456.00,south
202,40.20,46.16,49.84,616.00,680.00,west
203,40.40,51.05,57.53,772.00,556.00,west
204,40.60,57.48,67.75,736.00,684.00,west
205,40.80,63.38,77.61,816.00,712.00,west
206,41.00,67.34,86.27,824.00,664.00,west
207,41.20,71.62,94.71,820.00,700.00,west
208,41.40,73.22,100.46,956.00,576.00,west
209,41.60,75.84,108.31,928.00,804.00,west
210,41.80,76.50,115.55,916.00,740.00,west
211,42.00,76.89,121.79,900.00,696.00,west
212,42.20,76.33,129.29,868.00,784.00,north
213,42.40,75.39,135.41,944.00,692.00,north
214,42.60,75.16,141.36,876.00,708.00,north
215,42.80,76.02,147.14,848.00,692.00,north
216,43.00,77.13,151.70,808.00,616.00,north
217,43.20,82.22,155.96,824.00,680.00,north
218,43.40,84.91,160.15,724.00,524.00,north
219,43.60,86.77,164.63,744.00,612.00,north
220,43.80,87.13,170.16,728.00,640.00,north
221,44.00,84.80,175.17,644.00,524.00,north
222,44.20,77.00,180.78,656.00,556.00,n ext
223,44.40,66.43,187.24,592.00,424.00,n ext
224,44.60,57.65,190.51,580.00,428.00,n ext
225,44.80,49.40,193.21,516.00,328.00,n ext
226,45.00,39.18,195.32,532.00,360.00,n ext
227,45.20,33.91,195.61,500.00,328.00,n ext
228,45.40,28.95,196.11,500.00,368.00,n ext
229,45.60,29.16,192.68,412.00,360.00,n ext
230,45.80,28.11,190.02,420.00,360.00,n ext
231,46.00,31.78,185.24,528.00,316.00,north
232,46.20,37.21,178.43,608.00,488.00,north
233,46.40,43.12,170.82,668.00,540.00,north
234,46.60,48.51,163.48,676.00,528.00,north
235,46.80,54.06,155.44,732.00,552.00,north
236,47.00,58.02,148.06,744.00,596.00,north
237,47.20,60.37,140.50,820.00,748.00,north
238,47.40,60.82,135.40,864.00,644.00,west
239,47.60,59.79,128.79,876.00,828.00,west
240,47.80,56.87,125.19,848.00,612.00,west
241,48.00,54.52,120.86,820.00,548.00,west
242,48.20,51.80,113.68,852.00,672.00,platform larger
243,48.40,48.21,106.46,812.00,608.00,platform larger
244,48.60,43.83,99.26,784.00,596.00,west
245,48.80,40.38,91.51,760.00,504.00,west
246,49.00,36.26,81.54,716.00,508.00,west
247,49.20,32.10,71.13,716.00,496.00,west
248,49.40,27.37,61.35,736.00,492.00,west
249,49.60,21.59,47.19,636.00,492.00,west
250,49.80,15.97,34.85,552.00,460.00,w ext
251,50.00,10.00,23.63,548.00,356.00,w ext
252,50.20,6.28,16.12,600.00,372.00,w ext
253,50.40,2.77,8.44,640.00,480.00,w ext
254,50.60,0.96,4.07,584.00,432.00,w ext
255,50.80,0.28,1.60,544.00,408.00,w ext
256,51.00,-1.75,-1.84,568.00,456.00,w ext
257,51.20,-1.74,-2.48,544.00,360.00,s ext
258,51.40,-1.26,-2.72,484.00,444.00,s ext
259,51.60,1.89,-0.27,440.00,412.00,s ext
260,51.80,5.76,2.94,508.00,316.00,s ext
261,52.00,11.76,7.45,540.00,448.00,south
262,52.20,19.51,12.67,596.00,544.00,south
263,52.40,26.09,16.20,644.00,496.00,south
264,52.60,32.36,18.33,660.00,480.00,south
265,52.80,38.61,19.04,660.00,584.00,south
266,53.00,41.25,17.84,616.00,444.00,south
267,53.20,42.07,14.84,640.00,488.00,s ext
268,53.40,42.36,12.83,644.00,276.00,s ext
269,53.60,41.42,10.98,532.00,224.00,s ext
270,53.80,42.36,12.83,512.00,252.00,s ext
271,54.00,43.20,11.69,380.00,276.00,s ext
272,54.20,50.29,14.33,348.00,464.00,s ext
273,54.40,57.58,17.52,460.00,360.00,s ext
274,54.60,67.99,21.18,540.00,528.00,south
275,54.80,79.62,24.31,532.00,408.00,south
276,55.00,89.12,28.13,576.00,396.00,south
277,55.20,97.99,30.37,524.00,452.00,south
278,55.40,104.09,35.62,548.00,536.00,south
279,55.60,106.80,40.63,588.00,472.00,south
280,55.80,108.66,47.09,628.00,552.00,south
281,56.00,110.60,51.68,696.00,436.00,south
282,56.20,112.72,57.57,788.00,668.00,south
283,56.40,115.88,63.76,708.00,720.00,south
284,56.60,117.38,68.55,788.00,528.00,south
285,56.80,117.97,75.56,804.00,752.00,south
286,57.00,118.41,83.25,824.00,812.00,south
287,57.20,118.65,90.29,904.00,688.00,east
288,57.40,119.99,96.70,940.00,796.00,east
289,57.60,123.10,102.13,924.00,776.00,east
290,57.80,127.23,108.26,888.00,764.00,east
291,58.00,131.26,114.18,912.00,664.00,east
