Track file,I:\Rat Navigation Data\backup1\exp nestle 3_0004\data\track_00011.trk
Object,0
Samples,450
treatment,2,
cage,28,
mark,1,
id,92,
date,2009-07-29 11:03:28.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES
1,0.00,102.24,16.14,408.00,172.00,s ext
2,0.20,102.69,14.13,480.00,272.00,s ext
3,0.40,106.53,12.94,556.00,332.00,s ext
4,0.60,111.25,14.58,560.00,548.00,s ext
5,0.80,119.10,15.59,588.00,556.00,s ext
6,1.00,125.54,18.27,616.00,484.00,south
7,1.20,128.77,23.06,648.00,512.00,south
8,1.40,129.04,30.01,736.00,608.00,south
9,1.60,128.54,37.66,720.00,696.00,south
10,1.80,128.30,44.11,772.00,668.00,south
11,2.00,128.04,51.87,804.00,784.00,south
12,2.20,128.48,59.20,844.00,800.00,south
13,2.40,128.06,68.25,916.00,896.00,south
14,2.60,127.90,77.40,920.00,972.00,south
15,2.80,128.09,87.64,940.00,996.00,east
16,3.00,128.76,97.43,920.00,940.00,east
17,3.20,129.83,108.99,928.00,1032.00,east
18,3.40,132.33,119.19,1040.00,976.00,east
19,3.60,135.74,130.88,948.00,1028.00,east
20,3.80,140.77,142.76,948.00,1000.00,north
21,4.00,146.04,153.51,936.00,956.00,north
22,4.20,150.09,162.90,860.00,980.00,north
23,4.40,151.78,170.65,844.00,952.00,north
24,4.60,145.66,173.12,856.00,860.00,north
25,4.80,135.56,174.18,924.00,812.00,north
26,5.00,123.43,175.73,840.00,828.00,north
27,5.20,104.54,176.58,808.00,904.00,n ext
28,5.40,83.11,178.63,744.00,848.00,n ext
29,5.60,67.43,178.69,700.00,788.00,north
30,5.80,56.68,178.66,716.00,656.00,north
31,6.00,51.57,175.11,756.00,784.00,north
32,6.20,51.04,169.92,800.00,652.00,north
33,6.40,52.57,162.92,852.00,740.00,north
34,6.60,55.37,155.50,876.00,792.00,north
35,6.80,60.11,145.93,864.00,852.00,north
36,7.00,64.30,137.07,872.00,800.00,north
37,7.20,66.87,128.54,968.00,824.00,west
38,7.40,68.90,119.10,940.00,868.00,west
39,7.60,70.03,111.13,984.00,780.00,west
40,7.80,69.53,103.78,968.00,744.00,platform larger
41,8.00,67.64,95.12,940.00,772.00,platform larger
42,8.20,64.78,87.54,920.00,700.00,west
43,8.40,60.17,78.11,940.00,788.00,west
44,8.60,56.10,71.85,928.00,692.00,west
45,8.80,50.96,65.43,908.00,628.00,west
46,9.00,46.55,60.01,824.00,540.00,west
47,9.20,42.69,54.89,756.00,628.00,west
48,9.40,41.36,51.82,764.00,488.00,west
49,9.60,39.38,46.56,776.00,468.00,west
50,9.80,39.17,43.18,824.00,440.00,west
51,10.00,38.86,39.05,812.00,588.00,south
52,10.20,38.64,35.24,720.00,596.00,south
53,10.40,37.42,30.75,732.00,524.00,south
54,10.60,40.11,30.70,620.00,688.00,south
55,10.80,44.69,33.09,696.00,492.00,south
56,11.00,51.03,36.76,676.00,420.00,south
57,11.20,59.21,42.17,764.00,448.00,south
58,11.40,66.89,46.88,796.00,488.00,south
59,11.60,75.19,51.31,876.00,584.00,south
60,11.80,83.06,55.67,876.00,544.00,south
61,12.00,90.26,59.30,828.00,600.00,south
62,12.20,96.91,61.58,800.00,612.00,south
63,12.40,102.25,63.29,816.00,544.00,south
64,12.60,106.26,65.42,880.00,616.00,south
65,12.80,109.43,69.50,844.00,660.00,south
66,13.00,111.11,74.92,880.00,684.00,south
67,13.20,111.75,80.98,892.00,724.00,south
68,13.40,111.77,86.97,948.00,704.00,south
69,13.60,112.34,94.18,992.00,852.00,east
70,13.80,113.28,100.74,1036.00,764.00,east
71,14.00,113.89,107.87,1000.00,796.00,east
72,14.20,114.28,114.23,964.00,932.00,east
73,14.40,112.92,118.18,972.00,848.00,north
74,14.60,110.14,120.49,1040.00,804.00,north
75,14.80,104.35,122.28,1056.00,896.00,north
