Track file,I:\Rat Navigation Data\backup1\exp nestle 3_0004\data\track_00001.trk
Object,0
Samples,450
treatment,1,
cage,26,
mark,1,
id,90,
date,2009-07-29 09:01:19.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES
1,0.00,138.06,10.41,400.00,436.00,s ext
2,0.20,146.35,7.73,340.00,444.00,s ext
3,0.40,153.76,7.50,388.00,360.00,s ext
4,0.60,156.67,9.54,560.00,364.00,south
5,0.80,159.72,11.96,596.00,492.00,south
6,1.00,161.32,15.53,644.00,608.00,south
7,1.20,159.50,22.27,620.00,656.00,south
8,1.40,157.24,28.51,648.00,564.00,south
9,1.60,153.58,37.08,720.00,672.00,south
10,1.80,149.38,46.13,724.00,628.00,south
11,2.00,145.77,55.01,744.00,692.00,south
12,2.20,141.57,65.12,764.00,660.00,east
13,2.40,137.98,75.84,816.00,804.00,east
14,2.60,135.51,86.17,780.00,724.00,east
15,2.80,133.50,96.13,860.00,728.00,east
16,3.00,132.61,104.76,844.00,688.00,reveral larger
17,3.20,132.57,113.88,936.00,764.00,east
18,3.40,132.01,121.98,972.00,772.00,east
19,3.60,132.03,129.52,860.00,792.00,east
20,3.80,130.94,136.44,956.00,816.00,north
21,4.00,130.23,142.01,856.00,748.00,north
22,4.20,128.23,146.98,908.00,788.00,north
23,4.40,125.53,151.99,904.00,868.00,north
24,4.60,122.85,155.55,828.00,724.00,north
25,4.80,120.89,159.68,908.00,600.00,north
26,5.00,117.06,162.93,884.00,568.00,north
27,5.20,114.20,164.52,780.00,512.00,north
28,5.40,106.88,164.80,752.00,620.00,north
29,5.60,98.32,163.96,752.00,576.00,north
30,5.80,92.69,163.76,756.00,564.00,north
31,6.00,87.82,162.28,788.00,528.00,north
32,6.20,82.33,160.35,832.00,636.00,north
33,6.40,77.75,157.95,804.00,700.00,north
34,6.60,74.66,154.22,776.00,580.00,north
35,6.80,72.63,149.87,856.00,728.00,north
36,7.00,71.08,145.61,872.00,728.00,north
37,7.20,70.76,141.11,868.00,636.00,north
38,7.40,72.19,134.82,928.00,780.00,north
39,7.60,73.00,129.26,912.00,696.00,north
40,7.80,73.56,123.63,980.00,644.00,west
41,8.00,74.07,117.12,884.00,680.00,west
42,8.20,73.89,111.20,912.00,636.00,west
43,8.40,73.24,105.07,948.00,724.00,west
44,8.60,70.73,99.16,980.00,720.00,west
45,8.80,67.66,92.69,964.00,768.00,west
46,9.00,64.02,86.40,916.00,608.00,west
47,9.20,60.33,78.98,888.00,596.00,west
48,9.40,55.31,71.35,892.00,604.00,west
49,9.60,51.48,65.08,744.00,676.00,west
50,9.80,47.91,60.35,772.00,628.00,west
51,10.00,44.49,56.33,812.00,568.00,west
52,10.20,40.87,53.39,700.00,536.00,west
53,10.40,40.35,55.07,796.00,352.00,west
54,10.60,39.80,56.87,772.00,336.00,west
55,10.80,40.43,60.63,748.00,392.00,west
56,11.00,41.19,65.68,776.00,380.00,west
57,11.20,43.51,73.20,752.00,392.00,west
58,11.40,44.23,77.86,768.00,304.00,west
59,11.60,45.48,82.98,808.00,304.00,west
60,11.80,46.49,88.03,808.00,520.00,west
61,12.00,47.97,93.30,784.00,416.00,west
62,12.20,50.00,97.47,800.00,328.00,platform larger
63,12.40,52.56,101.55,776.00,408.00,platform
64,12.60,54.54,103.06,772.00,412.00,platform
65,12.80,57.99,103.71,808.00,468.00,platform
66,13.00,60.84,103.24,816.00,376.00,platform
67,13.20,63.75,101.93,888.00,360.00,platform
68,13.40,67.98,100.19,936.00,512.00,platform larger
69,13.60,70.79,98.38,864.00,400.00,west
70,13.80,73.46,97.48,900.00,436.00,west
71,14.00,75.49,95.78,932.00,472.00,west
72,14.20,78.73,94.51,788.00,704.00,west
73,14.40,81.89,95.30,868.00,520.00,west
74,14.60,84.34,96.49,1000.00,516.00,west
75,14.80,86.15,97.50,944.00,512.00,west
76,15.00,88.48,99.17,940.00,500.00,west
77,15.20,90.17,100.67,1000.00,620.00,west
78,15.40,91.16,102.65,932.00,492.00,west
79,15.60,92.11,104.59,984.00,492.00,west
80,15.80,92.45,106.45,1012.00,372.00,west
81,16.00,92.65,108.89,940.00,360.00,west
82,16.20,92.44,110.08,928.00,548.00,north
83,16.40,92.20,111.28,952.00,616.00,north
84,16.60,91.33,112.43,980.00,340.00,north
85,16.80,89.32,112.94,1012.00,280.00,north
86,17.00,87.28,113.48,972.00,472.00,west
87,17.20,84.12,113.41,980.00,424.00,west
88,17.40,81.13,112.71,932.00,424.00,west
89,17.60,77.70,111.28,944.00,492.00,west
90,17.80,74.25,109.71,1008.00,528.00,west
91,18.00,70.91,107.17,992.00,560.00,west
92,18.20,68.24,103.58,992.00,480.00,platform larger
93,18.40,65.43,98.75,888.00,584.00,platform larger
94,18.60,61.56,94.06,936.00,536.00,platform larger
95,18.80,58.70,88.38,864.00,624.00,platform larger
96,19.00,54.77,82.82,876.00,516.00,west
97,19.20,48.68,74.62,812.00,640.00,west
98,19.40,44.52,68.12,852.00,488.00,west
99,19.60,39.05,60.39,812.00,488.00,west
100,19.80,33.90,52.68,768.00,468.00,west
101,20.00,27.70,43.09,736.00,464.00,west
102,20.20,20.72,32.76,724.00,564.00,west
103,20.40,12.93,21.64,628.00,504.00,w ext
104,20.60,8.31,15.08,608.00,380.00,w ext
105,20.80,8.64,14.98,556.00,308.00,w ext
106,21.00,11.29,17.39,548.00,424.00,w ext
107,21.20,9.31,14.82,600.00,212.00,w ext
108,21.40,7.62,12.16,540.00,196.00,w ext
109,21.60,6.42,10.86,480.00,156.00,w ext
110,21.80,4.33,8.18,368.00,152.00,w ext
111,22.00,4.02,8.20,360.00,208.00,w ext
112,22.20,6.42,10.86,348.00,260.00,w ext
113,22.40,10.26,17.71,324.00,472.00,w ext
114,22.60,14.04,22.82,476.00,424.00,west
115,22.80,20.07,31.46,628.00,504.00,west
116,23.00,26.72,42.17,656.00,500.00,west
117,23.20,33.90,52.68,680.00,592.00,west
118,23.40,39.05,60.39,680.00,448.00,west
119,23.60,43.70,67.53,752.00,456.00,west
120,23.80,49.26,74.07,776.00,464.00,west
121,24.00,56.02,81.66,740.00,644.00,west
122,24.20,60.65,86.57,816.00,548.00,west
123,24.40,66.31,91.40,852.00,620.00,west
124,24.60,70.94,95.29,912.00,700.00,west
125,24.80,74.56,99.98,856.00,608.00,west
126,25.00,77.98,103.47,904.00,560.00,west
127,25.20,81.74,107.34,992.00,712.00,west
