Clusters,Error%,Undefined%,Coverage%,Validation_Error%
10,0,26.1251223368215,80.0271023112249,7.25443156070905
11,0,34.3378754799368,85.1539561845969,7.57563641210182
12,0,31.6600165625235,82.8954302491907,8.07477009196321
13,0,32.0778438605737,82.1501166905067,9.45288551246168
14,0,35.2096664910035,77.3545132876609,7.90817006530721
15,0,34.5893247007453,82.9782428668223,7.50099960015994
16,0,34.1022359406761,79.8163065572536,8.48593895775023
17,0,36.5437024768501,81.4876157494542,10.8416633346661
18,0,34.7519385680946,84.8904614921328,11.8159402905504
19,0,35.1298652412859,79.4925845065121,12.3084099693456
20,0,37.0925242791538,79.9744033727321,11.0862321737971
21,0.0819672131147541,37.4260332756155,79.3194308514643,12.3050779688125
22,0,36.9592712489648,81.8188662199804,13.4486205517793
23,0,38.8248136716103,83.8741248212,13.2866853258697
24,0.40650406504065,36.485733644508,85.4174508770609,13.5312541650007
25,0.32520325203252,34.7429044643529,81.9619061958895,12.7988804478209
26,0.651739304278289,33.8161559888579,82.7373334337123,14.8373983739837
27,0,32.3458556049085,84.7323646766544,12.3070771691323
28,0,32.3458556049085,84.7323646766544,12.3070771691323
29,0.488471278155404,29.1515470902658,90.5292479108635,12.3923763827802
30,1.70798347327736,29.4986072423398,93.9019799744034,14.4248967079835
31,1.05691056910569,28.9279530226605,91.1315214936385,16.2148473943756
32,0.16260162601626,32.9556576074682,87.5781073552661,19.400906304145
33,0.976276156204185,28.8594444026199,84.7097794173003,16.3068106090897
34,0.813674530187925,27.9439885568019,86.8252653767974,17.5243236038918
35,0,27.2348114130844,85.31958141986,17.4410235905638
36,1.06024256963881,26.0935029737258,87.5781073552661,16.3021458083433
37,0.977608956417433,29.2494165474667,85.4325077166303,18.5032653605225
38,0.976276156204185,28.9136490250696,89.7989911917489,17.8568572570972
39,1.46408103425297,27.1482345855605,92.8705864639012,18.995068639211
40,2.5249900039984,24.5050063991568,92.4715802153128,17.3657203785153
41,1.30281220844995,25.5710306406685,90.8604983813897,20.05131280821
42,1.5453818472611,26.8704358955055,87.9018294060077,19.5628415300546
43,0.815673730507797,27.5043288413762,89.0536776330648,19.7281087564974
44,1.71398107423697,25.0688850410299,89.482797560792,21.5200586432094
45,1.71064907370385,25.8638861702929,86.0272528796206,21.2728242036519
46,1.71064907370385,25.8638861702929,86.0272528796206,21.2728242036519
47,1.71064907370385,25.8638861702929,86.0272528796206,21.2728242036519
48,1.46741303478609,25.763005345178,87.6006926146202,20.2172464347594
49,1.63001466080235,26.4834751185726,89.9947301061507,22.6629348260696
50,1.7952818872451,24.9845667394414,91.1239930738538,22.4990003998401
51,3.01745968279355,23.4239253180757,89.3773996838064,21.848593895775
52,3.01745968279355,23.4239253180757,89.3773996838064,21.848593895775
53,2.36305477808877,25.5333885417451,87.6759768124671,20.3818472610956
54,1.7119818739171,25.3331325754724,92.1328013250019,22.0918299346928
55,2.03451952552312,25.2405330121208,89.9495595874426,20.0519792083167
56,2.60429161668666,25.7464428216517,86.9457200933524,22.2537651606024
57,1.6286818605891,25.3233456297523,90.0549574644282,20.6210848993736
58,1.95388511262162,25.6952495671159,90.3109237371076,22.1737971478075
59,1.54738104758097,26.7853647519386,90.228111119476,22.9888044782087
60,1.54738104758097,26.7853647519386,90.228111119476,22.9888044782087
61,1.87258429961349,26.3938869231348,86.2305202138071,22.4923363987738
62,2.44302279088365,27.2445983588045,90.2883384777535,22.9841396774623
63,3.26002932160469,24.6947225777309,92.6221486110066,22.3410635745702
64,3.26002932160469,24.6947225777309,92.6221486110066,22.3410635745702
65,2.68759163001466,25.3271098396447,90.7400436648347,24.5388511262162
66,2.68759163001466,25.3271098396447,90.7400436648347,24.5388511262162
67,2.85285885645742,26.5587593164195,93.4803884664609,24.8660535785686
68,2.20245235239238,25.8819543777761,90.6271173680644,24.5381847261096
69,2.44568839131014,25.2676353233456,88.8353534593089,22.8295348527256
70,3.0161268825803,25.5597380109915,90.8228562824663,25.1872584299613
71,2.60429161668666,26.7778363321539,88.4137619513664,25.0226576036252
72,2.60429161668666,26.7778363321539,88.4137619513664,25.0226576036252
73,3.01212848194056,24.9401490627117,89.7989911917489,24.5375183260029
74,4.31693989071038,24.6811714221185,86.1552360159602,25.6783953085433
75,4.31693989071038,24.6811714221185,86.1552360159602,25.6783953085433
76,4.31693989071038,24.6811714221185,86.1552360159602,25.6783953085433
77,5.45581767293083,24.1737559286306,89.0913197319883,24.9486871917899
78,3.58256697321072,24.6999924715802,88.617029285553,25.5964280954285
79,3.58256697321072,24.6999924715802,88.617029285553,25.5964280954285
80,4.06970545115287,24.4116539938267,90.0925995633517,26.4074370251899
81,4.88537918166067,23.6083716028006,92.0499887073703,25.7610289217646
82,3.17739570838331,25.6470676804939,88.4137619513664,26.24950019992
83,3.74716779954685,25.5763005345178,91.9972897688775,26.0042649606824
84,3.74716779954685,25.5763005345178,91.9972897688775,26.0042649606824
85,3.74650139944022,24.0472784762478,92.7200180682075,25.8429961348794
86,3.99506863921098,23.3448769103365,89.1364902506964,26.0075969612155
87,4.15633746501399,24.8844387563051,89.5430249190695,25.1832600293216
88,3.8291350126616,23.0949333734849,89.5656101784236,25.2698920431827
89,4.64414234306278,24.3348641120229,91.3724309267485,24.9426895908303
90,4.88871118219379,22.9300609802003,91.3874877663179,25.3418632546981
91,3.99240303878449,23.70699390198,93.7965820974177,25.755031320805
92,5.38118086098894,23.0753594820447,90.1603553414138,25.2692256430761
93,5.29588164734106,21.8685537905594,92.3210118196191,26.1622017859523
94,5.29588164734106,21.8685537905594,92.3210118196191,26.1622017859523
95,3.99440223910436,22.406082963186,92.6221486110066,25.3478608556577
96,4.16033586565374,21.8354287435067,93.5632010840925,26.0835665733706
97,4.56550713048114,21.9084544154182,93.6309568621546,24.6168199386912
98,4.48154071704651,22.2035684709779,92.7049612286381,25.1819272291084
99,5.70571771291483,21.5305277422269,91.8467213731838,26.5647074503532
100,5.70571771291483,21.5305277422269,91.8467213731838,26.5647074503532
