Clusters,Error%,Undefined%,Coverage%,Validation_Error%
10,0,25.1438380490115,90.5055049129869,7.18820861678005
11,0,29.6507635847046,87.8773529063573,7.09853638425067
12,0,28.65987924707,83.568130697289,6.17913832199547
13,0,25.4149402154611,96.5194743695987,5.37208822923109
14,0,25.8470462886232,90.0082869657867,8.40651412079984
15,0.102040816326531,26.5786669823606,90.9316917248727,8.30344258915688
16,0.202020202020202,23.8404167159938,88.3390552859003,7.79633065347351
17,0,25.3711376820173,93.5480052089499,8.30241187384045
18,0,28.8114123357405,85.0005919261276,11.4533085961657
19,0,27.0604948502427,88.5639872143956,9.21459492888064
20,0.709132137703566,28.9866224695158,84.029833076832,12.7571634714492
21,1.01216244073387,26.7266485142654,81.8633834497455,13.4601113172542
22,0.202020202020202,29.3192849532378,81.7094826565645,15.8905380333952
23,0.202020202020202,25.8695394814727,91.4999408073872,14.8773448773449
24,0.304061018346733,26.3194033384634,93.0152716940926,15.7854050711194
25,0.607091321377036,29.8318929797561,84.6927903397656,15.4937126365698
26,1.31313131313131,24.6418846927903,84.5033739789274,16.3997113997114
27,1.01010101010101,27.5577127974429,89.6057771990056,15.5905998763142
28,1.01010101010101,27.5577127974429,89.6057771990056,15.5905998763142
29,1.6192537621109,25.8292885047946,92.5298922694448,18.4322820037106
30,0.202020202020202,24.1647922339292,89.5347460636912,17.9169243454958
31,0.406101834673263,25.6671007458269,91.9616431869303,18.7311894454752
32,0.101010101010101,27.0332662483722,85.6161950988517,18.3240568954855
33,0.909090909090909,26.1702379543033,93.2757191902451,18.1168831168831
34,1.11214182642754,25.1580442760743,92.5417307919972,17.6108018965162
35,2.42424242424242,24.6667455901503,94.5069255356931,20.9606266749124
36,2.32426303854875,23.776488694211,90.1148336687581,21.8686868686869
37,2.12121212121212,23.7954303302948,95.9393867645318,20.5555555555556
38,3.94867037724181,23.4651355510832,94.0689002012549,20.7575757575758
39,1.21212121212121,25.8103468687108,91.9024505741683,20.7575757575758
40,2.23252937538652,24.7744761453771,94.3293476974074,19.5444238301381
41,2.02329416615131,23.2331005090565,91.4407481946253,19.7474747474747
42,1.5182436611008,23.8380490114834,93.1928495323784,22.9890744176458
43,1.62028447742733,25.2385462294306,92.8376938558068,20.4576376004947
44,3.44465058750773,25.865987924707,92.5535693145495,23.6992372706658
45,3.04061018346733,24.8455072806914,92.9797561264354,24.8093176664605
46,4.25273139558854,24.600449863857,92.352314431159,23.2921047206762
47,4.25273139558854,24.600449863857,92.352314431159,23.2921047206762
48,3.54359925788497,24.3980111282112,92.0089972771398,22.9828901257473
49,3.74768089053803,22.8554516396354,93.2638806676927,24.3125128839415
50,3.64976293547722,23.3230732804546,92.9797561264354,24.9092970521542
51,3.54256854256854,24.5471765123713,88.6468568722623,25.6163677592249
