Track file,I:\Rat Navigation Data\backup1\exp nestle 3_0001\data\track_00091.trk
Object,0
Samples,450
treatment,4,
cage,44,
mark,1,
id,76,
trial,3,
date,2009-07-26 16:03:35.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]],Distance moved
1,0.00,197.15,-12.59,312.00,240.00,s ext,172.28,-
2,0.20,190.47,-7.09,232.00,304.00,s ext,163.63,8.65
3,0.40,185.48,-2.06,388.00,268.00,s ext,156.59,7.08
4,0.60,177.05,6.01,412.00,344.00,south,144.95,11.67
5,0.80,168.13,14.76,452.00,344.00,south,132.53,12.49
6,1.00,162.72,19.60,416.00,236.00,south,125.29,7.26
7,1.20,158.68,23.46,428.00,316.00,south,119.72,5.59
8,1.40,155.55,25.99,460.00,168.00,south,115.71,4.02
9,1.60,152.49,28.42,448.00,228.00,south,111.80,3.91
10,1.80,148.35,31.33,488.00,216.00,south,106.74,5.06
11,2.00,146.54,32.97,552.00,136.00,south,104.30,2.45
12,2.20,145.41,33.52,516.00,92.00,south,103.08,1.25
13,2.40,143.65,35.10,532.00,176.00,south,100.71,2.37
14,2.60,141.41,36.11,476.00,168.00,south,98.33,2.45
15,2.80,140.29,36.60,488.00,236.00,south,97.15,1.22
16,3.00,138.05,37.53,484.00,140.00,south,94.81,2.43
17,3.20,135.21,37.85,552.00,244.00,south,92.40,2.86
18,3.40,134.60,37.29,488.00,176.00,south,92.29,0.83
19,3.60,132.79,37.13,496.00,192.00,south,90.99,1.81
20,3.80,132.12,36.55,488.00,208.00,south,90.83,0.89
21,4.00,131.93,35.00,488.00,288.00,south,91.68,1.57
22,4.20,131.21,34.41,544.00,360.00,south,91.52,0.93
23,4.40,134.76,31.61,520.00,264.00,south,96.03,4.52
24,4.60,138.53,30.26,504.00,304.00,south,99.79,4.01
25,4.80,141.03,30.86,480.00,312.00,south,101.34,2.57
26,5.00,142.75,32.47,436.00,300.00,south,101.64,2.35
27,5.20,142.03,35.08,460.00,256.00,south,99.45,2.71
28,5.40,142.40,37.18,468.00,256.00,south,98.46,2.13
29,5.60,141.05,40.79,444.00,256.00,south,95.23,3.85
30,5.80,138.32,44.24,444.00,344.00,south,91.00,4.40
31,6.00,134.27,48.91,444.00,272.00,south,85.02,6.18
32,6.20,128.67,53.93,524.00,368.00,south,77.57,7.52
33,6.40,122.81,60.11,568.00,452.00,south,69.30,8.52
34,6.60,116.28,67.30,636.00,588.00,south,60.02,9.71
35,6.80,110.55,74.27,648.00,724.00,south,51.68,9.03
36,7.00,105.02,80.39,672.00,656.00,south,44.12,8.24
37,7.20,100.89,85.84,636.00,668.00,south,38.30,6.84
38,7.40,96.57,90.81,736.00,684.00,south,32.59,6.58
39,7.60,93.09,95.67,660.00,676.00,south,28.11,5.98
40,7.80,90.17,100.67,792.00,708.00,west,24.81,5.79
41,8.00,86.38,105.80,728.00,712.00,west,21.26,6.38
42,8.20,82.11,111.39,740.00,692.00,west,18.39,7.03
43,8.40,76.86,118.34,728.00,716.00,west,17.21,8.71
44,8.60,69.76,126.44,608.00,712.00,west,18.53,10.77
45,8.80,61.87,135.77,596.00,620.00,west,24.84,12.22
46,9.00,52.85,145.66,600.00,612.00,north,34.67,13.38
47,9.20,44.88,155.60,592.00,536.00,north,45.87,12.74
48,9.40,34.60,167.59,624.00,552.00,north,60.44,15.79
49,9.60,26.84,176.85,608.00,472.00,north,71.89,12.08
