Track file,C:\Users\tiago\rat_navigation\data\ethovision\exp nestle 3_0003\data\track_00008.trk,,,,,,,
Object,0,,,,,,,
Samples,89,,,,,,,
treatment,1,,,,,,,
cage,26,,,,,,,
mark,2,,,,,,,
id,67,,,,,,,
trial,4,,,,,,,
date,46:44.0,yyyy-MM-dd HH:mm:ss,,,,,,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]],Distance moved
1,0,207.2,-19.09,364,420,s ext,184.18,-
2,0.2,212,-23.43,464,420,s ext,190.64,6.47
3,0.4,212.82,-23.46,496,360,s ext,191.3,0.82
4,0.6,212.16,-21.48,476,292,s ext,189.54,2.08
5,0.8,212.35,-19.75,552,420,e ext,188.62,1.75
6,1,209.15,-14.22,540,404,e ext,182.7,6.39
7,1.2,206.1,-8.55,548,320,e ext,176.86,6.44
8,1.4,201.01,0.17,556,392,e ext,167.64,10.09
9,1.6,196.32,8.84,544,308,e ext,158.87,9.86
10,1.8,192.19,15.29,524,356,e ext,151.9,7.66
11,2,188.23,22.62,560,332,e ext,144.69,8.34
12,2.2,184.6,30.99,620,324,east,137.37,9.12
13,2.4,181.3,38.1,592,300,east,131.14,7.84
14,2.6,177.58,46.79,580,340,east,124.06,9.45
15,2.8,172.9,57.27,652,408,east,115.76,11.48
16,3,167.65,69.03,624,476,east,106.93,12.87
17,3.2,164.42,78.36,644,380,east,101.44,9.88
18,3.4,161.79,87.24,696,484,east,97.32,9.26
19,3.6,160.33,97.22,720,568,east,95.06,10.08
20,3.8,160.32,109.91,700,548,east,95.22,12.69
21,4,161.35,119.78,716,520,east,97.47,9.92
22,4.2,162.51,130.41,724,504,east,100.86,10.7
23,4.4,165.76,142.72,720,556,east,107.69,12.73
24,4.6,168.41,151.64,700,492,east,113.46,9.3
25,4.8,172.77,162.83,696,556,east,122.25,12.01
26,5,177.5,172.57,696,488,east,131.11,10.83
27,5.2,182.28,180.95,648,464,east,139.56,9.64
28,5.4,185.53,187.77,680,568,east,146.02,7.55
29,5.6,186.54,190.65,732,500,north,148.48,3.06
30,5.8,184.77,190.69,708,544,north,147.05,1.77
31,6,184.01,191.72,700,480,north,147.03,1.28
32,6.2,181.42,191.36,736,564,north,144.72,2.62
33,6.4,180.52,193.04,700,612,n ext,144.97,1.91
34,6.6,178.03,194.41,764,616,n ext,143.77,2.84
35,6.8,173.89,195.06,716,544,n ext,140.86,4.19
36,7,169.21,196.87,692,616,n ext,138.35,5.02
37,7.2,159.53,194.84,636,488,n ext,129.67,9.9
38,7.4,146.83,192.03,540,544,n ext,118.49,13.01
39,7.6,135.14,188.34,568,404,n ext,107.72,12.25
40,7.8,127.42,185.52,544,392,n ext,100.48,8.22
41,8,120.01,181.41,600,392,n ext,92.59,8.48
42,8.2,114.85,177.97,628,340,n ext,86.7,6.2
43,8.4,108.66,172.93,672,468,north,78.96,7.99
44,8.6,105,166.89,648,496,north,71.93,7.06
45,8.8,101.35,163.41,656,376,north,66.96,5.04
46,9,101.09,158.85,680,488,north,63.15,4.57
47,9.2,100.7,155.13,740,476,north,60.02,3.74
48,9.4,100.84,149.44,796,624,north,55.87,5.69
49,9.6,98.94,143.77,820,624,north,50.51,5.98
50,9.8,97.39,138.33,888,676,north,45.7,5.65
51,10,94.28,133.65,880,744,north,40.32,5.63
52,10.2,90.86,129.16,892,772,north,34.89,5.64
53,10.4,86.01,126.17,920,788,north,29.21,5.7
54,10.6,80.62,124.05,948,868,north,23.68,5.79
55,10.8,75.24,122.69,956,824,west,18.84,5.55
56,11,70.07,122.74,864,708,west,15.69,5.17
57,11.2,64.92,122.82,844,660,west,13.05,5.16
58,11.4,58.99,124.76,900,600,west,13.56,6.24
59,11.6,52.17,127.14,868,712,west,16.5,7.22
60,11.8,44.86,128.81,776,716,west,20.72,7.5
61,12,37.57,131.66,724,676,west,27.15,7.82
62,12.2,30.27,131.94,740,632,west,32.42,7.3
63,12.4,24.34,131.48,712,580,west,36.82,5.95
64,12.6,19.04,130.49,700,548,w ext,40.59,5.39
65,12.8,14.91,127.13,616,508,w ext,42.5,5.32
66,13,14.08,119.4,528,472,w ext,40.4,7.78
67,13.2,14.31,113.48,444,244,w ext,38.68,5.92
68,13.4,15.73,103.88,500,360,w ext,36.13,9.7
69,13.6,16.61,94.45,532,408,w ext,35.77,9.48
70,13.8,18.76,86.09,540,376,w ext,35.46,8.63
71,14,21.41,82.22,604,424,w ext,34.37,4.69
72,14.2,24.67,77.58,584,436,west,33.74,5.67
73,14.4,27.92,76.56,636,348,west,31.49,3.41
74,14.6,32.04,77.71,572,424,west,27.45,4.28
75,14.8,36.98,80.65,620,432,west,21.73,5.75
76,15,41.05,84.15,716,448,west,16.37,5.37
77,15.2,45.73,87.68,680,468,west,10.51,5.86
78,15.4,49.49,91.61,676,396,platform larger,5.24,5.44
79,15.6,51.66,93.55,612,344,platform larger,2.45,2.91
80,15.8,53.72,96.42,644,344,platform,0,3.53
81,16,54.43,96.64,624,124,platform,0,0.74
82,16.2,53.72,96.42,660,180,platform,0,0.74
83,16.4,53.65,97.47,672,180,platform,0,1.05
84,16.6,53.58,98.52,632,176,platform,0,1.06
85,16.8,53.58,98.52,640,104,platform,0,0
86,17,54.36,97.68,644,92,platform,0,1.15
87,17.2,54.98,98.91,696,132,platform,0,1.38
88,17.4,56.29,100.29,724,228,platform,0,1.9
89,17.6,56.98,100.46,736,148,platform,0,0.71
