Track file,I:\Rat Navigation Data\backup1\exp nestle 3_0001\data\track_00021.trk
Object,0
Samples,450
treatment,3,
cage,27,
mark,2,
id,68,
trial,1,
date,2009-07-26 11:07:56.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]],Distance moved
1,0.00,112.32,16.46,616.00,508.00,s ext,92.63,-
2,0.20,114.37,15.25,508.00,252.00,s ext,94.78,2.39
3,0.40,115.72,16.07,488.00,388.00,s ext,94.85,1.58
4,0.60,120.78,11.37,684.00,524.00,s ext,101.60,6.91
5,0.80,132.99,5.93,612.00,600.00,s ext,113.31,13.36
6,1.00,149.04,1.23,608.00,772.00,s ext,127.41,16.73
7,1.20,152.73,1.73,564.00,540.00,s ext,129.59,3.72
8,1.40,158.72,0.19,568.00,404.00,s ext,134.93,6.19
9,1.60,162.86,-0.81,532.00,556.00,s ext,138.62,4.26
10,1.80,164.32,0.15,512.00,460.00,s ext,139.03,1.75
11,2.00,163.18,3.15,448.00,472.00,s ext,136.17,3.21
12,2.20,165.37,2.83,292.00,364.00,s ext,138.02,2.21
13,2.40,161.75,7.83,360.00,364.00,south,132.01,6.17
14,2.60,158.32,12.69,456.00,288.00,south,126.23,5.95
15,2.80,152.71,20.88,612.00,452.00,south,116.70,9.93
16,3.00,147.90,30.81,648.00,724.00,south,106.70,11.04
17,3.20,144.17,39.32,652.00,708.00,south,98.62,9.29
18,3.40,140.99,49.72,716.00,896.00,south,90.23,10.88
19,3.60,134.16,64.74,760.00,1068.00,south,77.10,16.49
20,3.80,126.41,80.00,796.00,1052.00,south,64.30,17.11
21,4.00,120.34,94.58,904.00,1276.00,east,55.29,15.80
22,4.20,116.40,107.75,824.00,1344.00,east,51.29,13.75
23,4.40,113.59,117.75,824.00,1192.00,north,50.35,10.38
24,4.60,114.58,129.00,936.00,1288.00,north,55.08,11.29
25,4.80,115.80,136.11,936.00,904.00,north,59.45,7.22
26,5.00,117.27,143.43,876.00,780.00,north,64.65,7.47
27,5.20,118.83,149.68,788.00,672.00,north,69.58,6.45
28,5.40,120.51,155.48,748.00,600.00,north,74.44,6.03
29,5.60,123.69,161.89,732.00,680.00,north,81.00,7.16
30,5.80,128.80,169.07,780.00,696.00,north,89.60,8.82
31,6.00,136.13,176.50,808.00,652.00,north,100.03,10.44
32,6.20,144.00,182.92,664.00,520.00,n ext,110.17,10.16
33,6.40,153.05,190.72,668.00,524.00,n ext,122.10,11.94
34,6.60,160.32,196.55,588.00,400.00,n ext,131.41,9.32
35,6.80,160.72,197.42,572.00,112.00,n ext,132.29,0.95
36,7.00,160.32,196.55,484.00,208.00,n ext,131.41,0.95
37,7.20,160.72,197.42,432.00,268.00,n ext,132.29,0.95
38,7.40,163.57,200.03,360.00,456.00,n ext,136.15,3.87
39,7.60,155.73,197.56,476.00,372.00,n ext,128.73,8.22
40,7.80,146.21,196.53,524.00,520.00,n ext,121.26,9.57
41,8.00,133.88,193.84,588.00,592.00,n ext,111.00,12.62
42,8.20,121.45,192.93,456.00,540.00,n ext,102.66,12.47
43,8.40,113.15,191.63,508.00,388.00,n ext,96.84,8.39
44,8.60,100.60,191.33,376.00,548.00,n ext,90.26,12.56
45,8.80,92.79,190.09,488.00,528.00,n ext,85.86,7.91
46,9.00,78.83,190.40,368.00,568.00,n ext,81.83,13.97
47,9.20,67.04,191.57,472.00,592.00,n ext,80.84,11.85
48,9.40,56.16,192.53,516.00,508.00,n ext,81.31,10.92
49,9.60,45.66,194.19,444.00,552.00,n ext,83.70,10.63
50,9.80,29.04,199.63,428.00,624.00,n ext,92.56,17.49
51,10.00,20.42,201.81,468.00,568.00,n ext,97.47,8.90
