Track file,I:\Rat Navigation Data\backup1\exp nestle 3_0001\data\track_00130.trk
Object,0
Samples,450
treatment,1,
cage,51,
mark,1,
id,61,
trial,2,
date,2009-07-27 15:28:43.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]],Distance moved
1,0.00,214.75,221.84,348.00,136.00,n ext,189.61,-
2,0.20,220.25,227.60,200.00,220.00,n ext,197.45,7.96
3,0.40,221.41,228.81,168.00,88.00,n ext,199.11,1.68
4,0.60,218.61,225.89,240.00,176.00,n ext,195.12,4.04
5,0.80,220.91,228.29,212.00,196.00,n ext,198.40,3.32
6,1.00,213.75,220.91,400.00,300.00,n ext,188.24,10.29
7,1.20,214.84,222.06,336.00,160.00,n ext,189.81,1.59
8,1.40,214.31,221.58,468.00,188.00,n ext,189.10,0.72
9,1.60,213.76,221.09,424.00,260.00,n ext,188.36,0.74
10,1.80,213.19,220.60,464.00,192.00,n ext,187.61,0.75
11,2.00,209.89,217.42,480.00,360.00,n ext,183.07,4.58
12,2.20,205.99,213.87,472.00,232.00,n ext,177.82,5.27
13,2.40,200.16,208.40,600.00,240.00,n ext,169.89,8.00
14,2.60,191.38,200.50,616.00,352.00,n ext,158.14,11.81
15,2.80,180.69,191.10,644.00,412.00,north,143.98,14.23
16,3.00,170.00,181.78,752.00,492.00,north,129.85,14.19
17,3.20,158.79,172.54,856.00,616.00,north,115.37,14.52
18,3.40,148.11,163.73,812.00,660.00,north,101.56,13.85
19,3.60,135.69,153.49,860.00,760.00,north,85.53,16.09
20,3.80,124.04,144.61,772.00,904.00,north,70.92,14.65
21,4.00,114.15,138.09,820.00,816.00,north,59.07,11.85
22,4.20,105.54,132.92,912.00,844.00,north,49.04,10.04
23,4.40,98.13,128.18,952.00,912.00,north,40.25,8.79
24,4.60,90.78,124.76,1016.00,984.00,north,32.25,8.11
25,4.80,83.68,121.20,996.00,1068.00,north,24.41,7.94
26,5.00,76.61,119.06,984.00,1004.00,west,17.42,7.39
27,5.20,70.38,116.64,912.00,936.00,west,11.12,6.69
28,5.40,62.93,115.44,888.00,920.00,west,5.59,7.54
29,5.60,55.29,113.71,828.00,900.00,platform larger,2.73,7.84
30,5.80,48.24,113.60,800.00,764.00,west,6.98,7.06
31,6.00,40.60,114.57,820.00,684.00,west,13.90,7.70
32,6.20,32.92,114.07,664.00,684.00,west,20.83,7.70
33,6.40,27.81,115.21,656.00,432.00,west,26.04,5.23
34,6.60,23.71,114.79,632.00,368.00,w ext,29.89,4.12
35,6.80,19.83,112.47,596.00,404.00,w ext,33.08,4.52
36,7.00,17.24,106.25,568.00,380.00,w ext,34.68,6.74
37,7.20,17.21,98.52,540.00,268.00,w ext,34.76,7.73
38,7.40,17.78,89.28,556.00,360.00,w ext,35.60,9.26
39,7.60,18.63,77.15,556.00,344.00,w ext,39.17,12.16
40,7.80,20.56,68.60,560.00,388.00,w ext,42.10,8.77
41,8.00,22.17,62.44,568.00,376.00,w ext,44.90,6.36
42,8.20,25.83,57.68,636.00,540.00,west,45.95,6.00
43,8.40,29.86,56.63,584.00,500.00,west,44.41,4.16
44,8.60,34.25,55.55,668.00,556.00,west,43.06,4.52
45,8.80,40.29,56.50,648.00,628.00,west,39.41,6.11
46,9.00,45.29,58.33,672.00,552.00,west,35.85,5.33
47,9.20,51.81,59.31,668.00,740.00,west,33.37,6.59
48,9.40,-,-,-,-,-,-,-
49,9.60,65.01,62.96,704.00,704.00,south,30.26,-
50,9.80,71.72,63.35,748.00,668.00,south,31.93,6.72
51,10.00,77.82,62.09,768.00,700.00,south,35.70,6.23
52,10.20,85.64,61.13,712.00,760.00,south,40.69,7.88
53,10.40,93.20,58.30,776.00,656.00,south,47.60,8.07
54,10.60,102.88,53.65,680.00,752.00,south,57.63,10.74
55,10.80,112.93,47.45,700.00,716.00,south,69.18,11.80
56,11.00,122.14,40.13,640.00,612.00,south,80.93,11.77
