Track file,C:\Users\tiago\rat_navigation\data\ethovision\exp nestle 3_0003\data\track_00031.trk,,,,,,,
Object,0,,,,,,,
Samples,46,,,,,,,
treatment,4,,,,,,,
cage,33,,,,,,,
mark,2,,,,,,,
id,103,,,,,,,
trial,3,,,,,,,
date,00:35.0,yyyy-MM-dd HH:mm:ss,,,,,,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]],Distance moved
1,0,185.71,212,244,224,n ext,160.71,-
2,0.2,197.28,217.46,320,356,n ext,173.11,12.79
3,0.4,173.36,206.47,1220,1036,n ext,147.74,26.33
4,0.6,81.5,196.87,640,1860,n ext,88.74,92.36
5,0.8,67.11,194.29,1436,1188,n ext,83.55,14.62
6,1,84.34,191.07,1568,1612,n ext,83.92,17.52
7,1.2,164.82,202.69,836,2404,n ext,138.87,81.32
8,1.4,81.75,184.8,612,1448,n ext,77.17,84.98
9,1.6,77.9,188.64,532,448,n ext,79.89,5.43
10,1.8,71.54,190.12,580,480,n ext,80.04,6.53
11,2,66.39,189.88,652,272,n ext,79.09,5.16
12,2.2,63.26,189.48,560,276,n ext,78.42,3.15
13,2.4,62.07,188.82,544,296,n ext,77.69,1.36
14,2.6,60.92,188.17,560,328,n ext,76.99,1.32
15,2.8,61.2,185.59,684,324,n ext,74.42,2.6
16,3,59.54,181.86,700,496,n ext,70.64,4.09
17,3.2,59.8,177.88,712,460,north,66.67,3.98
18,3.4,62.33,172.73,688,368,north,61.64,5.74
19,3.6,65.49,168.28,744,376,north,57.54,5.45
20,3.8,67.02,162.88,776,592,north,52.43,5.62
21,4,66.27,159.59,904,512,north,49.06,3.38
22,4.2,66.87,154.69,816,568,north,44.35,4.93
23,4.4,67.04,150.67,924,564,north,40.46,4.02
24,4.6,66.38,146.96,960,532,north,36.7,3.77
25,4.8,67.29,142.12,984,728,north,32.18,4.93
26,5,66.38,139.1,984,592,north,29.04,3.15
27,5.2,65.09,136.82,988,476,north,26.53,2.63
28,5.4,64.17,135.03,1032,468,north,24.58,2.01
29,5.6,63.28,133.16,972,508,west,22.55,2.07
30,5.8,62.84,130.32,960,380,west,19.69,2.87
31,6,62.75,126.46,980,500,west,15.91,3.87
32,6.2,62.48,124.08,1048,396,west,13.52,2.39
33,6.4,62.16,121.62,1016,392,west,11.05,2.48
34,6.6,62.08,118.16,1008,440,west,7.68,3.46
35,6.8,62.53,114.56,1004,508,platform larger,4.64,3.62
36,7,62.14,110.92,924,440,platform larger,1.5,3.67
37,7.2,60.91,107.07,924,512,platform,0,4.03
38,7.4,58.68,103.83,880,460,platform,0,3.94
39,7.6,58.68,103.83,844,156,platform,0,0
40,7.8,58.68,103.83,828,208,platform,0,0
41,8,58.53,104.81,852,248,platform,0,0.98
42,8.2,58.53,104.81,812,208,platform,0,0
43,8.4,57.85,104.7,836,176,platform,0,0.69
44,8.6,57.31,103.59,904,180,platform,0,1.23
45,8.8,57.31,103.59,860,220,platform,0,0
46,9,56.62,103.46,868,96,platform,0,0.7
