Track file,I:\Rat Navigation Data\backup1\exp nestle 3_0001\data\track_00014.trk
Object,0
Samples,450
treatment,2,
cage,32,
mark,2,
id,102,
trial,2,
date,2009-07-26 10:44:23.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]],Distance moved
1,0.00,203.38,211.32,628.00,268.00,n ext,174.21,-
2,0.20,210.72,218.62,624.00,540.00,n ext,184.45,10.36
3,0.40,217.83,225.64,548.00,492.00,n ext,194.35,9.99
4,0.60,218.21,226.16,580.00,232.00,n ext,194.97,0.65
5,0.80,217.47,225.60,620.00,248.00,n ext,194.04,0.93
6,1.00,215.64,223.98,588.00,352.00,n ext,191.60,2.45
7,1.20,209.17,218.23,660.00,400.00,n ext,182.97,8.65
8,1.40,202.89,212.74,668.00,432.00,n ext,174.66,8.34
9,1.60,194.21,205.21,740.00,640.00,n ext,163.20,11.49
10,1.80,185.09,197.87,668.00,464.00,n ext,151.50,11.71
11,2.00,177.41,190.74,696.00,404.00,north,141.10,10.48
12,2.20,170.88,184.87,704.00,368.00,north,132.38,8.78
13,2.40,166.17,180.30,808.00,496.00,north,125.88,6.57
14,2.60,163.88,176.95,816.00,408.00,north,122.06,4.06
15,2.80,162.98,174.55,840.00,424.00,north,119.94,2.57
16,3.00,162.04,172.11,824.00,520.00,north,117.79,2.61
17,3.20,162.18,171.34,856.00,368.00,north,117.48,0.78
18,3.40,163.52,171.50,788.00,420.00,north,118.68,1.34
19,3.60,166.00,172.62,840.00,436.00,north,121.36,2.72
20,3.80,169.02,174.70,824.00,416.00,north,125.03,3.67
21,4.00,175.15,180.01,796.00,444.00,north,133.07,8.11
22,4.20,182.18,186.78,712.00,436.00,north,142.69,9.76
23,4.40,192.64,196.98,788.00,564.00,east,157.10,14.61
24,4.60,203.09,208.10,708.00,528.00,e ext,172.09,15.27
25,4.80,214.09,220.37,692.00,472.00,e ext,188.20,16.47
26,5.00,219.97,227.11,596.00,328.00,e ext,196.94,8.94
27,5.20,221.45,228.84,572.00,176.00,e ext,199.17,2.29
28,5.40,225.96,234.18,192.00,396.00,e ext,205.98,6.98
29,5.60,226.87,235.26,144.00,136.00,e ext,207.37,1.42
30,5.80,225.02,233.07,208.00,192.00,e ext,204.56,2.87
31,6.00,223.15,230.89,336.00,216.00,e ext,201.75,2.87
32,6.20,220.89,228.32,440.00,360.00,e ext,198.40,3.42
33,6.40,218.56,225.75,572.00,372.00,n ext,194.99,3.47
34,6.60,215.70,222.75,656.00,548.00,n ext,190.90,4.15
35,6.80,211.61,218.83,588.00,564.00,n ext,185.28,5.67
36,7.00,204.99,212.81,684.00,496.00,n ext,176.39,8.94
37,7.20,195.57,204.80,660.00,480.00,n ext,164.06,12.37
38,7.40,185.23,196.64,728.00,588.00,n ext,150.90,13.17
39,7.60,172.78,187.46,744.00,512.00,north,135.43,15.47
40,7.80,160.20,178.78,756.00,636.00,north,120.15,15.28
41,8.00,148.61,172.22,792.00,604.00,north,106.92,13.32
42,8.20,136.86,165.42,720.00,560.00,north,93.44,13.58
43,8.40,123.33,159.04,768.00,696.00,north,78.88,14.96
44,8.60,112.02,154.68,760.00,696.00,north,67.51,12.12
45,8.80,101.66,150.93,744.00,704.00,north,57.52,11.01
46,9.00,94.43,148.35,872.00,584.00,north,50.79,7.69
47,9.20,87.40,145.01,880.00,784.00,north,43.88,7.78
48,9.40,82.92,140.71,888.00,752.00,north,37.78,6.21
49,9.60,81.24,135.69,904.00,720.00,north,32.71,5.30
50,9.80,80.18,129.99,980.00,772.00,north,27.57,5.80
51,10.00,78.93,124.91,1024.00,748.00,north,23.02,5.23
52,10.20,77.52,118.29,944.00,904.00,west,17.72,6.77
53,10.40,76.69,112.69,1016.00,760.00,west,13.87,5.66
54,10.60,75.51,106.81,944.00,784.00,west,10.72,6.00
55,10.80,75.26,99.38,928.00,816.00,west,9.97,7.44
56,11.00,75.53,93.64,928.00,616.00,west,11.85,5.75
57,11.20,76.03,88.20,960.00,592.00,west,14.76,5.46
58,11.40,76.86,83.16,876.00,716.00,west,18.56,5.11
59,11.60,77.10,80.02,816.00,484.00,south,20.76,3.15
60,11.80,78.73,77.50,752.00,576.00,south,23.69,3.01
61,12.00,81.39,76.59,780.00,500.00,south,26.25,2.81
62,12.20,83.46,76.03,732.00,424.00,south,28.17,2.14
63,12.40,85.77,77.36,852.00,392.00,south,29.12,2.66
64,12.60,88.76,79.42,920.00,484.00,south,30.23,3.64
65,12.80,91.63,81.94,912.00,512.00,south,31.35,3.82
66,13.00,94.94,85.67,776.00,656.00,south,32.81,4.98
67,13.20,96.70,89.01,884.00,460.00,south,33.27,3.78
68,13.40,98.23,93.46,912.00,652.00,south,33.56,4.71
69,13.60,98.96,98.34,1012.00,660.00,south,33.68,4.94
70,13.80,99.68,102.59,964.00,680.00,west,34.28,4.31
71,14.00,100.15,108.55,1004.00,792.00,north,35.27,5.98
72,14.20,100.67,113.95,1008.00,804.00,north,36.87,5.42
73,14.40,102.64,118.99,1060.00,748.00,north,40.27,5.42
74,14.60,105.60,124.32,1004.00,776.00,north,44.97,6.09
75,14.80,109.04,130.55,1032.00,788.00,north,50.82,7.12
76,15.00,112.32,136.33,960.00,712.00,north,56.59,6.65
77,15.20,117.27,143.43,964.00,836.00,north,64.65,8.65
78,15.40,122.16,150.77,940.00,736.00,north,72.92,8.82
79,15.60,126.64,157.51,948.00,752.00,north,80.52,8.09
80,15.80,134.15,164.28,884.00,680.00,north,90.60,10.11
81,16.00,142.71,171.76,880.00,628.00,north,101.96,11.37
82,16.20,155.20,180.84,828.00,604.00,north,117.38,15.44
