Track file,I:\Rat Navigation Data\backup1\exp nestle 3_0001\data\track_00119.trk
Object,0
Samples,38
treatment,3,
cage,42,
mark,2,
id,82,
trial,3,
date,2009-07-27 14:52:31.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]],Distance moved
1,0.00,204.07,-10.29,196.00,184.00,s ext,176.29,-
2,0.20,201.86,-8.12,228.00,152.00,s ext,173.22,3.10
3,0.40,199.66,-5.99,280.00,180.00,s ext,170.17,3.07
4,0.60,195.04,-0.46,296.00,176.00,s ext,163.16,7.20
5,0.80,193.86,1.24,344.00,168.00,s ext,161.20,2.07
6,1.00,189.39,7.22,444.00,276.00,south,154.08,7.46
7,1.20,186.09,12.89,544.00,268.00,east,148.12,6.56
8,1.40,182.95,19.38,560.00,336.00,east,141.91,7.21
9,1.60,178.25,28.28,560.00,400.00,east,133.21,10.07
10,1.80,171.65,40.75,556.00,484.00,east,121.35,14.10
11,2.00,164.32,52.51,640.00,564.00,east,109.62,13.86
12,2.20,157.50,61.22,672.00,520.00,east,99.98,11.06
13,2.40,149.55,68.51,716.00,676.00,east,89.94,10.79
14,2.60,141.14,74.08,704.00,748.00,east,80.14,10.09
15,2.80,133.50,77.78,760.00,736.00,east,71.72,8.48
16,3.00,125.74,80.11,860.00,876.00,south,63.62,8.11
17,3.20,117.46,81.94,784.00,884.00,south,55.20,8.47
18,3.40,109.96,83.03,900.00,852.00,south,47.78,7.58
19,3.60,101.17,83.36,916.00,1016.00,south,39.46,8.80
20,3.80,93.00,82.84,916.00,976.00,south,32.15,8.18
21,4.00,84.02,81.21,928.00,972.00,south,25.34,9.13
22,4.20,74.68,77.74,828.00,924.00,south,20.82,9.96
23,4.40,67.18,74.14,768.00,732.00,west,20.24,8.32
24,4.60,61.42,72.25,732.00,708.00,west,20.46,6.06
25,4.80,58.65,74.18,604.00,632.00,west,18.25,3.38
26,5.00,57.09,79.64,640.00,588.00,west,12.69,5.67
27,5.20,57.15,85.85,752.00,512.00,west,6.49,6.21
28,5.40,55.98,93.05,784.00,544.00,platform larger,0.00,7.30
29,5.60,56.53,97.28,812.00,452.00,platform,0.00,4.26
30,5.80,56.53,97.28,724.00,152.00,platform,0.00,0.00
31,6.00,55.76,98.09,744.00,124.00,platform,0.00,1.11
32,6.20,56.46,98.28,696.00,136.00,platform,0.00,0.72
33,6.40,55.68,99.10,676.00,132.00,platform,0.00,1.13
34,6.60,55.76,98.09,632.00,116.00,platform,0.00,1.02
35,6.80,56.53,97.28,680.00,128.00,platform,0.00,1.11
36,7.00,56.46,98.28,732.00,116.00,platform,0.00,1.00
37,7.20,56.38,99.29,780.00,96.00,platform,0.00,1.01
38,7.40,55.59,100.12,796.00,152.00,platform,0.00,1.15
