Track file,C:\Users\tiago\rat_navigation\data\ethovision\exp nestle 3_0003\data\track_00110.trk,,,,,,,
Object,0,,,,,,,
Samples,87,,,,,,,
treatment,2,,,,,,,
cage,41,,,,,,,
mark,2,,,,,,,
id,81,,,,,,,
trial,2,,,,,,,
date,41:40.0,yyyy-MM-dd HH:mm:ss,,,,,,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]],Distance moved
1,0,102.64,21.97,488,320,south,82.85,-
2,0.2,101.4,20.08,260,404,south,83.86,2.26
3,0.4,113.95,21.12,268,448,south,89.69,12.59
4,0.6,113.29,23.1,388,208,south,87.7,2.08
5,0.8,114.68,27.57,444,360,south,84.98,4.68
6,1,115.86,31.9,568,356,south,82.4,4.49
7,1.2,116.52,37.01,612,468,south,79.06,5.16
8,1.4,115.51,43.03,696,484,south,74.09,6.1
9,1.6,115.66,48.65,732,572,south,70.44,5.62
10,1.8,115.43,54.9,736,644,south,66.29,6.26
11,2,113.37,61.2,720,640,south,60.84,6.62
12,2.2,111.19,65.81,808,576,south,56.44,5.1
13,2.4,108.31,70.95,848,688,south,51.29,5.89
14,2.6,105.31,74.43,944,560,south,46.96,4.59
15,2.8,102.49,78.33,812,748,south,42.66,4.81
16,3,101.38,81.48,908,440,south,40.35,3.34
17,3.2,100.82,86.46,956,680,south,38.01,5.02
18,3.4,100.25,91.91,976,740,south,35.86,5.49
19,3.6,99.08,97.17,1008,664,south,33.89,5.38
20,3.8,97.82,102.93,1012,780,west,32.42,5.9
21,4,95.89,108.03,1048,804,north,30.99,5.45
22,4.2,93.21,112.57,1032,720,north,29.33,5.27
23,4.4,90.83,117.32,940,668,north,28.63,5.32
24,4.6,89.99,120.4,936,644,north,29.24,3.19
25,4.8,89.14,125.41,980,788,north,31.29,5.08
26,5,89.55,128.55,972,512,north,33.47,3.17
27,5.2,89.28,133.67,956,672,north,36.55,5.12
28,5.4,88.98,138.9,948,640,north,40.08,5.24
29,5.6,88.4,144.96,940,744,north,44.43,6.09
30,5.8,86.69,151.3,892,736,north,48.6,6.57
31,6,84,159.47,900,816,north,54.34,8.6
32,6.2,79.88,167.45,844,752,north,60.08,8.98
33,6.4,72.36,177.95,740,856,north,68.24,12.91
34,6.6,67.68,185.33,700,552,n ext,74.73,8.74
35,6.8,64.59,187.53,704,308,n ext,76.58,3.79
36,7,63.42,186.87,544,528,n ext,75.82,1.34
37,7.2,56.95,187.3,324,572,n ext,76.07,6.49
38,7.4,53.05,185.01,400,452,n ext,73.92,4.52
39,7.6,55.21,180.57,512,360,north,69.39,4.94
40,7.8,57.32,176.24,640,352,north,65.01,4.82
41,8,58.65,171.5,652,412,north,60.26,4.93
42,8.2,63.26,163.86,744,612,north,52.88,8.92
43,8.4,67.97,157.09,780,580,north,46.93,8.25
44,8.6,72.57,148.55,828,728,north,39.83,9.7
45,8.8,76.05,141.17,976,860,north,34.43,8.16
46,9,77.73,133.64,932,884,north,29.02,7.71
47,9.2,77.63,126.42,968,932,north,23.2,7.23
48,9.4,77.69,119.66,1024,832,west,18.64,6.76
49,9.6,78.5,110.59,984,1024,west,14.72,9.1
50,9.8,77.55,101.97,956,940,west,12.14,8.67
51,10,76.18,93.82,920,900,west,12.37,8.27
52,10.2,73.66,83.89,892,940,west,15.62,10.24
53,10.4,70.39,76.41,868,808,west,19.58,8.17
54,10.6,65.67,68.82,880,804,south,24.75,8.94
55,10.8,59.43,60.84,820,652,south,31.6,10.12
56,11,52.15,52.04,772,568,south,40.54,11.42
57,11.2,44.75,44.09,748,608,south,49.69,10.87
58,11.4,39.31,38.03,716,424,south,57.01,8.14
59,11.6,33.55,32.54,724,384,south,64.11,7.96
60,11.8,25.06,24.53,708,472,south,74.81,11.67
61,12,15.59,15.53,688,524,south,87.1,13.06
62,12.2,8.26,8.14,584,400,south,97.11,10.41
63,12.4,4.3,4.14,552,216,s ext,102.55,5.63
64,12.6,2.6,2.59,564,228,w ext,104.75,2.3
65,12.8,4.53,5.01,560,356,w ext,101.68,3.09
66,13,3.49,4.61,520,392,w ext,102.55,1.11
67,13.2,8.07,10.9,544,408,w ext,94.81,7.78
68,13.4,11.5,15.95,492,292,west,88.73,6.1
69,13.6,16.96,23.36,492,304,west,79.59,9.21
70,13.8,26.06,36.18,624,500,west,63.96,15.72
71,14,32.44,46.05,596,492,west,52.24,11.76
72,14.2,38.91,56.13,652,544,west,40.33,11.97
73,14.4,45.34,68.71,708,672,west,26.2,14.13
74,14.6,49.83,77.21,668,496,west,16.6,9.62
75,14.8,52.76,83.68,676,440,west,9.5,7.1
76,15,54.5,88.45,604,336,platform larger,4.45,5.08
77,15.2,55.98,91.06,660,280,platform larger,1.45,3
78,15.4,58.06,94.77,752,436,platform,0,4.25
79,15.6,58.72,95.96,768,232,platform,0,1.36
80,15.8,58.61,97.88,756,284,platform,0,1.92
81,16,59.9,99.2,868,184,platform,0,1.85
82,16.2,59.82,100.14,868,176,platform,0,0.95
83,16.4,58.45,99.81,832,380,platform,0,1.41
84,16.6,57.67,100.62,792,392,platform,0,1.13
85,16.8,57.31,103.59,904,288,platform,0,2.99
86,17,57.31,103.59,860,156,platform,0,0
87,17.2,57.44,102.6,772,216,platform,0,1
