Track file,I:\Rat Navigation Data\backup1\exp nestle 3_0001\data\track_00152.trk
Object,0
Samples,450
treatment,3,
cage,52,
mark,2,
id,95,
trial,4,
date,2009-07-27 16:41:31.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]],Distance moved
1,0.00,76.49,181.69,576.00,380.00,n ext,72.80,-
2,0.20,77.75,182.44,304.00,312.00,n ext,73.83,1.47
3,0.40,80.95,179.61,336.00,240.00,n ext,71.97,4.27
4,0.60,80.17,177.97,388.00,204.00,n ext,70.17,1.82
5,0.80,79.44,176.35,580.00,360.00,north,68.41,1.77
6,1.00,79.24,173.89,584.00,364.00,north,66.00,2.47
7,1.20,74.52,172.00,604.00,452.00,north,62.92,5.09
8,1.40,69.98,172.69,588.00,448.00,north,62.61,4.59
9,1.60,65.48,173.54,652.00,400.00,north,62.75,4.58
10,1.80,63.98,173.86,732.00,320.00,north,62.91,1.53
11,2.00,60.33,175.47,764.00,320.00,north,64.27,4.00
12,2.20,58.12,176.78,716.00,416.00,north,65.54,2.57
13,2.40,55.87,178.13,680.00,484.00,north,66.92,2.62
14,2.60,55.95,179.61,644.00,484.00,north,68.41,1.49
15,2.80,58.40,179.76,760.00,340.00,north,68.52,2.45
16,3.00,66.42,178.06,656.00,496.00,north,67.36,8.20
17,3.20,75.57,175.08,656.00,528.00,north,66.17,9.62
18,3.40,84.42,172.71,700.00,396.00,north,66.61,9.16
19,3.60,95.10,169.35,780.00,584.00,north,68.35,11.20
20,3.80,107.97,167.27,696.00,636.00,north,74.03,13.04
21,4.00,119.96,166.56,796.00,660.00,north,81.48,12.01
22,4.20,132.38,166.87,824.00,772.00,north,90.84,12.42
23,4.40,143.70,168.57,924.00,756.00,north,100.81,11.45
24,4.60,153.16,169.91,820.00,832.00,north,109.25,9.55
25,4.80,160.59,171.95,836.00,728.00,north,116.50,7.71
26,5.00,166.01,171.79,812.00,872.00,north,120.92,5.42
27,5.20,168.66,170.18,788.00,720.00,east,122.30,3.10
28,5.40,169.21,165.74,776.00,772.00,east,120.52,4.47
