Track file,I:\Rat Navigation Data\backup1\exp nestle 3_0002\data\track_00009.trk,,,,,,,
Object,0,,,,,,,
Samples,59,,,,,,,
treatment,2,,,,,,,
cage,32,,,,,,,
mark,1,,,,,,,
id,52,,,,,,,
trial,1,,,,,,,
date,49:41.0,yyyy-MM-dd HH:mm:ss,,,,,,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]],Distance moved
1,0,71.23,179.75,412,436,n ext,69.79,-
2,0.2,71.23,179.75,364,216,n ext,69.79,0
3,0.4,72.53,185.57,460,384,n ext,75.74,5.96
4,0.6,74.33,191.67,416,396,n ext,82.08,6.36
5,0.8,78.83,190.4,500,444,n ext,81.83,4.68
6,1,89.18,189.13,464,492,n ext,83.64,10.42
7,1.2,79.83,188.51,92,380,n ext,80.23,9.37
8,1.4,107.59,188.23,440,532,n ext,90.98,27.76
9,1.6,119.74,187.31,628,460,n ext,97.11,12.19
10,1.8,133.11,186.97,592,516,n ext,105.33,13.37
11,2,147.15,187.69,776,584,n ext,115.71,14.05
12,2.2,158.13,188.95,776,624,n ext,124.77,11.06
13,2.4,168.68,190.46,844,700,n ext,133.93,10.65
14,2.6,177.36,193.54,740,640,n ext,142.71,9.21
15,2.8,182.9,194.5,768,716,n ext,147.76,5.63
16,3,188.03,196.59,760,656,n ext,153.14,5.54
17,3.2,191.71,198.41,756,564,n ext,157.19,4.1
18,3.4,195.31,200.37,680,620,n ext,161.25,4.1
19,3.6,197.92,201.75,680,536,e ext,164.18,2.95
20,3.8,199.85,202.58,692,556,e ext,166.23,2.1
21,4,202.56,204.42,664,500,e ext,169.5,3.27
22,4.2,206.11,207.49,596,516,e ext,174.18,4.69
23,4.4,206.75,207.47,644,280,e ext,174.68,0.64
24,4.6,205.8,205.94,632,348,e ext,173.03,1.8
25,4.8,205.2,204.31,640,400,e ext,171.6,1.73
26,5,202.35,197.62,652,452,e ext,165.48,7.27
27,5.2,198.73,189.11,588,400,e ext,157.84,9.25
28,5.4,194.52,179.05,604,472,e ext,149.1,10.91
29,5.6,188.35,165.07,660,512,e ext,137.18,15.28
30,5.8,182.67,152.28,744,468,e ext,126.88,14
31,6,176.34,140.32,752,520,east,116.96,13.53
32,6.2,170.81,129.41,808,544,east,108.66,12.23
33,6.4,165.13,117.63,816,600,east,100.89,13.08
34,6.6,159.58,108.26,696,632,east,94.36,10.89
35,6.8,154.43,103.99,764,596,reveral larger,89.03,6.69
36,7,148.02,101.22,780,608,platform reversal,82.62,6.98
37,7.2,141.21,98.91,860,760,platform reversal,75.88,7.19
38,7.4,134.56,98.03,904,716,reveral larger,69.27,6.71
39,7.6,127.49,97.31,960,880,east,62.23,7.11
40,7.8,120.41,98.16,892,780,east,55.12,7.13
41,8,113.6,98.18,960,812,east,48.32,6.81
42,8.2,107.41,98.78,1052,892,east,42.11,6.22
43,8.4,100.09,99.09,1052,960,south,34.79,7.33
44,8.6,93.91,100.01,1020,888,west,28.59,6.25
45,8.8,87.08,100.82,1068,864,west,21.72,6.88
46,9,80.2,101.01,984,820,west,14.84,6.89
47,9.2,73.14,101.21,940,852,west,7.8,7.06
48,9.4,67.7,102.65,992,684,platform larger,2.33,5.62
49,9.6,64.97,103.05,908,468,platform,0,2.76
50,9.8,61.51,103.36,820,472,platform,0,3.47
51,10,59.61,102.04,828,384,platform,0,2.32
52,10.2,59.04,100.94,872,268,platform,0,1.24
53,10.4,58.93,101.9,876,276,platform,0,0.97
54,10.6,58.93,101.9,876,200,platform,0,0
55,10.8,58.25,101.76,880,260,platform,0,0.7
56,11,58.13,102.73,852,132,platform,0,0.98
57,11.2,58.93,101.9,808,228,platform,0,1.16
58,11.4,58.81,102.87,864,280,platform,0,0.97
59,11.6,58.93,101.9,824,200,platform,0,0.97
