Track file,I:\Rat Navigation Data\backup1\exp nestle 3_0001\data\track_00105.trk
Object,0
Samples,450
treatment,2,
cage,41,
mark,1,
id,73,
trial,1,
date,2009-07-27 14:02:43.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]],Distance moved
1,0.00,100.29,17.18,484.00,152.00,s ext,85.89,-
2,0.20,102.24,16.14,508.00,160.00,s ext,87.72,2.21
3,0.40,104.73,13.04,476.00,248.00,s ext,91.64,3.98
4,0.60,106.53,12.94,484.00,344.00,s ext,92.62,1.80
5,0.80,110.12,12.67,540.00,312.00,s ext,94.69,3.60
6,1.00,113.34,13.37,528.00,372.00,s ext,95.79,3.29
7,1.20,122.09,12.15,452.00,508.00,s ext,101.74,8.84
8,1.40,126.80,12.25,448.00,308.00,s ext,104.51,4.71
9,1.60,131.36,12.20,512.00,328.00,s ext,107.45,4.56
10,1.80,136.83,12.64,628.00,324.00,s ext,110.73,5.49
11,2.00,145.14,11.76,560.00,396.00,s ext,117.13,8.35
12,2.20,147.55,11.74,560.00,304.00,south,118.87,2.42
13,2.40,152.17,11.57,580.00,244.00,south,122.36,4.62
14,2.60,160.28,8.58,532.00,376.00,south,130.40,8.65
15,2.80,167.62,4.65,632.00,388.00,s ext,138.53,8.32
16,3.00,173.88,1.64,624.00,440.00,s ext,145.26,6.95
17,3.20,182.47,-4.02,620.00,460.00,s ext,155.49,10.29
18,3.40,192.22,-11.73,548.00,448.00,s ext,167.93,12.43
19,3.60,196.52,-15.09,540.00,296.00,s ext,173.38,5.45
20,3.80,195.25,-13.56,496.00,252.00,s ext,171.43,1.99
21,4.00,192.76,-10.52,540.00,332.00,s ext,167.57,3.93
22,4.20,194.27,-11.20,548.00,336.00,s ext,169.18,1.66
23,4.40,199.78,-15.33,580.00,424.00,s ext,176.05,6.88
24,4.60,202.46,-16.79,580.00,528.00,s ext,179.05,3.05
25,4.80,206.26,-19.43,560.00,396.00,s ext,183.67,4.63
26,5.00,210.94,-22.76,580.00,492.00,s ext,189.40,5.74
27,5.20,212.82,-23.46,596.00,520.00,s ext,191.30,2.00
28,5.40,211.69,-20.07,652.00,536.00,s ext,188.30,3.57
29,5.60,212.70,-18.45,504.00,556.00,e ext,188.09,1.91
30,5.80,210.59,-13.72,552.00,416.00,e ext,183.55,5.18
31,6.00,208.14,-6.58,540.00,604.00,e ext,177.35,7.55
32,6.20,204.00,3.12,516.00,424.00,e ext,168.44,10.54
33,6.40,200.36,13.22,452.00,552.00,e ext,159.93,10.74
34,6.60,196.35,25.85,544.00,532.00,e ext,150.15,13.25
35,6.80,194.08,38.51,592.00,480.00,e ext,142.50,12.87
36,7.00,192.33,56.07,580.00,596.00,e ext,134.40,17.64
37,7.20,191.29,70.75,520.00,476.00,e ext,129.34,14.72
38,7.40,190.41,85.91,516.00,476.00,e ext,125.89,15.18
39,7.60,189.68,101.05,504.00,524.00,e ext,124.28,15.16
40,7.80,188.30,109.08,428.00,516.00,e ext,123.08,8.14
41,8.00,188.18,119.30,532.00,512.00,e ext,123.95,10.23
42,8.20,190.19,137.95,528.00,620.00,e ext,129.56,18.76
43,8.40,191.17,150.85,516.00,460.00,e ext,134.36,12.94
44,8.60,192.97,165.84,512.00,492.00,e ext,141.69,15.09
45,8.80,193.25,175.66,556.00,524.00,e ext,146.36,9.82
46,9.00,192.03,181.70,660.00,592.00,e ext,148.26,6.17
47,9.20,191.16,186.24,684.00,608.00,e ext,149.89,4.62
48,9.40,189.26,188.22,696.00,628.00,east,149.37,2.74
49,9.60,188.83,191.43,660.00,756.00,east,150.81,3.24
50,9.80,186.36,191.33,668.00,624.00,north,148.72,2.47
51,10.00,181.21,189.29,652.00,712.00,north,143.34,5.54
52,10.20,172.05,183.70,676.00,680.00,north,132.63,10.73
53,10.40,158.21,175.55,640.00,676.00,north,116.65,16.05
54,10.60,143.06,167.08,744.00,736.00,north,99.40,17.36
55,10.80,128.18,159.38,776.00,720.00,north,82.88,16.75
56,11.00,113.29,152.88,820.00,884.00,north,67.25,16.25
57,11.20,98.97,147.88,852.00,904.00,north,53.45,15.17
58,11.40,87.69,144.32,896.00,892.00,north,43.49,11.83
59,11.60,78.36,141.39,840.00,880.00,north,35.76,9.79
60,11.80,70.87,138.46,868.00,988.00,north,29.77,8.04
61,12.00,64.00,136.48,880.00,924.00,north,25.95,7.15
62,12.20,58.51,133.92,832.00,904.00,west,22.69,6.05
63,12.40,51.81,133.69,816.00,856.00,west,22.96,6.71
64,12.60,41.99,137.06,744.00,792.00,west,29.38,10.38
65,12.80,32.28,143.99,764.00,748.00,west,40.22,11.92
66,13.00,21.24,155.99,756.00,688.00,west,56.40,16.32
67,13.20,8.82,170.11,708.00,688.00,w ext,75.15,18.80
68,13.40,0.99,179.92,536.00,412.00,w ext,87.70,12.55
69,13.60,-1.07,182.50,456.00,168.00,w ext,90.99,3.30
70,13.80,1.79,180.44,420.00,236.00,w ext,87.62,3.52
71,14.00,4.75,177.27,396.00,256.00,w ext,83.31,4.34
72,14.20,3.68,179.08,328.00,268.00,w ext,85.40,2.10
