Track file,I:\Rat Navigation Data\backup1\exp nestle 3_0002\data\track_00100.trk,,,,,,,
Object,0,,,,,,,
Samples,90,,,,,,,
treatment,1,,,,,,,
cage,49,,,,,,,
mark,1,,,,,,,
id,71,,,,,,,
trial,4,,,,,,,
date,47:05.0,yyyy-MM-dd HH:mm:ss,,,,,,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]],Distance moved
1,0,117.03,16.87,220,476,s ext,94.94,-
2,0.2,101.2,21.05,264,484,south,82.92,16.37
3,0.4,105.41,23.76,452,372,south,82.77,5
4,0.6,104.29,28.46,644,456,south,78.19,4.84
5,0.8,103.09,33.9,708,472,south,73.01,5.56
6,1,99.19,40.8,764,600,south,65.1,7.93
7,1.2,95.97,47.2,712,636,south,58.03,7.16
8,1.4,92.3,51.53,792,640,south,52.37,5.67
9,1.6,88.05,54.61,780,692,south,47.42,5.25
10,1.8,82.96,54.95,832,588,south,44.45,5.11
11,2,78.9,54.53,912,512,south,42.9,4.08
12,2.2,74.69,53.15,836,396,south,42.52,4.43
13,2.4,70.18,50.8,728,356,south,43.31,5.09
14,2.6,69.09,50.36,788,548,south,43.45,1.18
15,2.8,65.6,50.72,664,492,south,42.38,3.51
16,3,64.4,51.97,768,344,south,40.96,1.73
17,3.2,65.23,55.97,756,460,south,37.15,4.08
18,3.4,66.58,61.42,824,596,south,32.12,5.62
19,3.6,69.65,68.46,864,640,south,26.42,7.68
20,3.8,72.15,75.32,920,720,south,21.45,7.3
21,4,74.96,83.74,968,848,west,16.71,8.88
22,4.2,76.81,91.21,916,756,west,13.93,7.69
23,4.4,77.78,99.88,908,872,west,12.46,8.72
24,4.6,78.01,107.03,980,752,west,13.2,7.15
25,4.8,77.57,114.1,1012,832,west,15.34,7.09
26,5,77.16,121.08,1060,848,west,19.12,6.99
27,5.2,75.93,128.7,1020,872,north,23.94,7.72
28,5.4,75.77,134.68,1012,832,north,28.71,5.98
29,5.6,75.16,141.36,960,852,north,34.18,6.71
30,5.8,75.47,146.58,972,668,north,39.04,5.23
31,6,77.13,151.7,952,740,north,44.4,5.38
32,6.2,78.63,156.39,920,656,north,49.31,4.92
33,6.4,82.72,159.57,856,552,north,53.87,5.18
34,6.6,88.16,161.5,808,600,north,58.08,5.77
35,6.8,95.76,163.06,804,556,north,63.42,7.75
36,7,106.88,164.8,816,588,north,71.42,11.26
37,7.2,118.51,166.95,860,540,north,80.74,11.83
38,7.4,131.94,170.82,852,624,north,93.1,13.97
39,7.6,147.32,176.99,888,684,north,108.81,16.57
40,7.8,157.94,181.71,856,552,north,120.08,11.62
41,8,168.59,187.4,784,520,north,132.01,12.07
42,8.2,175.06,191.57,724,404,n ext,139.69,7.7
43,8.4,184.2,197.56,660,456,n ext,150.61,10.93
44,8.6,190.03,201.63,584,332,n ext,157.72,7.11
45,8.8,195.03,205.59,592,280,n ext,164.09,6.38
46,9,199,208.18,548,420,n ext,168.82,4.74
47,9.2,200.16,208.4,536,348,n ext,169.89,1.18
48,9.4,198.6,206.07,664,344,n ext,167.26,2.81
49,9.6,194.59,201.13,716,452,n ext,161.11,6.36
50,9.8,188.18,192.82,776,572,north,151.07,10.49
51,10,182.32,184.22,744,616,east,141.38,10.41
52,10.2,174.22,172.03,784,672,east,128.02,14.63
53,10.4,167.42,159.91,812,772,east,116.15,13.89
54,10.6,163.24,149.72,812,720,east,107.96,11.02
55,10.8,162.39,142.97,908,728,east,104.62,6.8
56,11,162.58,135.01,704,644,east,102.24,7.96
57,11.2,162.31,129.1,784,440,east,100.34,5.92
58,11.4,161.55,122.47,808,504,east,98.14,6.68
59,11.6,160.31,112.64,804,596,east,95.47,9.91
60,11.8,158.32,102.38,876,608,east,92.91,10.45
61,12,156.2,93.84,912,628,east,91.09,8.81
62,12.2,152.93,87.21,884,668,east,88.55,7.39
63,12.4,149.04,82.69,916,696,east,85.51,5.96
64,12.6,144.74,81.11,884,624,east,81.65,4.59
65,12.8,139.52,80.99,904,716,east,76.61,5.22
66,13,133.84,82.83,900,700,east,70.65,5.98
67,13.2,126.99,86.93,992,812,east,63.05,7.98
68,13.4,121.96,89.5,1028,692,east,57.62,5.65
69,13.6,115.14,92.32,1004,824,east,50.41,7.39
70,13.8,109.02,95.85,988,888,south,43.9,7.06
71,14,105.08,97.91,1048,692,south,39.83,4.44
72,14.2,99.49,99.01,1032,920,south,34.19,5.7
73,14.4,95.77,99.68,1072,720,west,30.46,3.78
74,14.6,90.3,99.46,1152,864,west,24.99,5.48
75,14.8,85.32,99.9,1132,716,west,20,5
76,15,80.82,101.12,1140,728,west,15.45,4.67
77,15.2,74.95,102.28,1048,804,west,9.54,5.98
78,15.4,69.53,103.78,1048,720,platform larger,4.29,5.62
79,15.6,65.72,106.68,880,640,platform larger,1.37,4.78
80,15.8,62.74,108.19,824,568,platform larger,0,3.35
81,16,58.7,107.81,688,512,platform,0,4.05
82,16.2,58.02,107.74,812,196,platform,0,0.68
83,16.4,56.84,106.59,888,292,platform,0,1.66
84,16.6,55.78,104.35,896,280,platform,0,2.47
85,16.8,55.78,104.35,896,152,platform,0,0
86,17,56.62,103.46,772,236,platform,0,1.22
87,17.2,57.31,103.59,776,180,platform,0,0.7
88,17.4,56.62,103.46,796,132,platform,0,0.7
89,17.6,56.62,103.46,776,108,platform,0,0
90,17.8,56.75,102.46,748,180,platform,0,1.01
