Track file,I:\Rat Navigation Data\backup1\exp nestle 3_0002\data\track_00159.trk,,,,,,,
Object,0,,,,,,,
Samples,306,,,,,,,
treatment,4,,,,,,,
cage,54,,,,,,,
mark,2,,,,,,,
id,97,,,,,,,
trial,3,,,,,,,
date,50:24.0,yyyy-MM-dd HH:mm:ss,,,,,,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]],Distance moved
1,0,225.73,233.08,844,532,n ext,205.13,-
2,0.2,209.37,217.64,544,1228,n ext,182.78,22.5
3,0.4,207.18,216.17,484,460,n ext,180.14,2.64
4,0.6,202.06,212.3,528,436,n ext,173.73,6.42
5,0.8,196.81,208.09,576,272,n ext,167,6.73
6,1,185.85,198.78,612,404,n ext,152.66,14.37
7,1.2,177.21,191.39,680,388,north,141.32,11.37
8,1.4,170.01,184.69,704,456,north,131.57,9.83
9,1.6,164.18,178.49,720,448,north,123.21,8.51
10,1.8,160.11,173.44,784,432,north,116.96,6.49
11,2,155.82,167.69,780,476,north,110.16,7.17
12,2.2,152.57,162.05,820,568,north,104.35,6.51
13,2.4,152.56,159.57,988,624,north,103.04,2.48
14,2.6,152.65,156.07,900,656,north,101.34,3.5
15,2.8,153.93,154.93,972,512,east,101.9,1.72
16,3,156.11,154.43,824,628,east,103.59,2.23
17,3.2,159.15,154.57,860,548,east,106.35,3.04
18,3.4,163.03,156.65,792,476,east,110.76,4.41
19,3.6,165.94,157.92,860,412,east,113.92,3.17
20,3.8,168.83,159.16,892,440,east,117.06,3.15
21,4,170.27,159.77,760,340,east,118.62,1.57
22,4.2,171.71,160.37,732,196,east,120.18,1.56
23,4.4,173.15,160.96,732,392,east,121.73,1.56
24,4.6,175.13,162.83,668,272,east,124.34,2.72
25,4.8,178.26,167.42,628,416,east,129.24,5.55
26,5,178.41,169.03,656,396,east,130.15,1.62
27,5.2,178.78,172.06,712,288,east,131.97,3.06
28,5.4,177.72,173.89,764,484,east,131.98,2.12
29,5.6,175.51,174.25,784,476,east,130.27,2.23
30,5.8,173.17,174.28,728,560,east,128.3,2.34
31,6,169.99,173.09,824,480,north,124.98,3.39
32,6.2,166,170.94,736,456,north,120.46,4.53
33,6.4,163.08,168.98,744,512,north,116.94,3.52
34,6.6,156.67,164.51,752,512,north,109.13,7.82
35,6.8,150.15,158.88,832,568,north,100.62,8.61
36,7,144.34,152.93,812,612,north,92.57,8.32
37,7.2,139.71,147.27,896,580,north,85.76,7.31
38,7.4,136.45,142.46,908,692,north,80.63,5.81
39,7.6,135,138.06,888,596,north,77.42,4.63
40,7.8,134.33,133.35,928,608,east,74.97,4.76
41,8,134.01,129.25,908,532,east,73.28,4.11
42,8.2,133.1,124.65,936,500,east,71,4.69
43,8.4,132.24,118.4,940,564,east,68.61,6.3
44,8.6,131.9,113.63,936,508,east,67.42,4.79
45,8.8,131.17,107.75,1008,592,east,65.99,5.92
46,9,131.42,102.81,912,496,east,66.02,4.95
47,9.2,132.21,96.03,928,552,east,67.01,6.83
48,9.4,133.15,90.78,924,556,east,68.47,5.33
49,9.6,133.58,83.73,916,608,east,70.18,7.06
50,9.8,133.12,77.04,880,668,east,71.6,6.71
51,10,132.61,71.51,828,628,south,73.05,5.55
52,10.2,130.33,67.57,944,660,south,72.44,4.55
53,10.4,126.69,64.94,872,664,south,70.3,4.49
54,10.6,121.82,62.56,896,680,south,67.19,5.42
55,10.8,115.42,60.16,828,756,south,63.11,6.83
56,11,109.09,57.19,836,728,south,59.94,7
57,11.2,100.67,54.4,824,700,south,55.54,8.87
58,11.4,90.08,48.96,836,868,south,53.27,11.91
59,11.6,78.99,43.08,796,768,south,53.46,12.56
60,11.8,67.89,36.96,808,668,south,56.33,12.67
61,12,55.5,29.53,744,616,south,62.8,14.44
62,12.2,45.31,23,692,524,south,70.25,12.11
63,12.4,33.69,14.66,660,488,south,81,14.3
64,12.6,25.78,9.15,560,404,s ext,88.74,9.64
65,12.8,24.09,8.17,556,212,s ext,90.25,1.95
66,13,23.1,8.11,588,216,s ext,90.66,0.99
67,13.2,25.47,10.04,496,140,s ext,88.01,3.06
68,13.4,24.78,9.11,536,328,s ext,89.13,1.16
69,13.6,26.45,10.08,564,340,s ext,87.63,1.94
70,13.8,32.48,12.83,616,388,s ext,83.1,6.63
71,14,38.56,15.27,568,384,s ext,79.16,6.55
72,14.2,45.62,19.16,608,368,south,74,8.06
73,14.4,54.39,24.16,628,380,south,68.21,10.1
74,14.6,61.78,29.77,676,384,south,62.76,9.28
75,14.8,68.31,34.13,716,392,south,59.19,7.85
76,15,73.22,38.58,724,424,south,55.91,6.63
77,15.2,79.24,44.64,716,488,south,52.09,8.54
78,15.4,82.26,49.78,724,528,south,48.64,5.96
79,15.6,84,55.2,760,564,south,44.78,5.69
80,15.8,84.61,60.19,808,528,south,40.87,5.03
81,16,86.15,65.94,888,592,south,37.22,5.95
82,16.2,87.49,71.5,916,612,south,34.19,5.71
83,16.4,87.89,76.69,940,648,south,31.18,5.2
84,16.6,89.56,82.1,916,656,south,29.48,5.67
85,16.8,90.29,87.21,856,580,south,27.92,5.16
86,17,91.4,92.95,948,676,south,27.03,5.84
87,17.2,91.62,98.46,952,684,west,26.35,5.52
88,17.4,91.6,103.92,960,680,west,26.24,5.47
89,17.6,90.84,111.79,964,908,north,26.83,7.9
90,17.8,90.34,119.17,952,892,north,28.97,7.39
91,18,89.66,126.03,968,808,north,32.07,6.9
92,18.2,88.2,134.36,1048,904,north,36.26,8.46
93,18.4,86.64,142.36,880,912,north,41.29,8.15
94,18.6,84.06,150.1,900,748,north,46.17,8.16
