Track file,I:\Rat Navigation Data\backup1\exp nestle 3_0002\data\track_00065.trk,,,,,,,
Object,0,,,,,,,
Samples,450,,,,,,,
treatment,1,,,,,,,
cage,43,,,,,,,
mark,1,,,,,,,
id,75,,,,,,,
trial,1,,,,,,,
date,53:10.0,yyyy-MM-dd HH:mm:ss,,,,,,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]],Distance moved
1,0,119.36,192.57,996,1980,n ext,101.15,-
2,0.2,58.8,191.14,160,1156,n ext,79.91,60.58
3,0.4,58.38,189.51,392,336,n ext,78.27,1.69
4,0.6,52.86,190.71,512,344,n ext,79.62,5.65
5,0.8,48.22,191.07,608,448,n ext,80.31,4.66
6,1,38.41,193.28,580,644,n ext,84.03,10.05
7,1.2,23.79,198.33,552,620,n ext,93.02,15.47
8,1.4,15.95,200.86,600,520,n ext,98.24,8.23
9,1.6,5.09,205.42,568,544,n ext,107.03,11.78
10,1.8,-0.68,206.37,600,680,n ext,110.64,5.84
11,2,0.53,203.03,604,540,n ext,107.15,3.55
12,2.2,4.83,196.52,620,600,n ext,99.35,7.81
13,2.4,12.51,186.77,608,572,north,87.09,12.4
14,2.6,21.45,175.42,616,568,north,72.86,14.46
15,2.8,31.97,161.93,628,596,west,56.16,17.1
16,3,40.76,149.39,668,600,west,41.24,15.32
17,3.2,48.49,136.62,716,680,west,26.61,14.93
18,3.4,55.53,123.61,760,692,west,12.46,14.79
19,3.6,60.34,112.75,788,788,platform larger,2,11.87
21,4,67.25,100.88,784,556,platform larger,2.02,4.66
22,4.2,69.54,97.28,828,476,west,4.95,4.27
23,4.4,72.29,93.4,1004,656,west,8.91,4.75
24,4.6,75.5,90.79,936,652,west,12.96,4.14
25,4.8,79.32,89.29,960,592,west,17.04,4.11
26,5,84.43,87.6,972,756,south,22.37,5.38
27,5.2,89.63,85.83,1068,792,south,27.83,5.49
28,5.4,95.69,83.93,964,864,south,34.15,6.35
29,5.6,101.38,81.48,924,736,south,40.35,6.2
30,5.8,108.89,78.41,968,860,south,48.45,8.1
31,6,117.2,73.55,928,944,south,58.02,9.63
32,6.2,126.44,67.22,912,832,south,69.06,11.2
33,6.4,136.78,59.12,896,880,south,81.93,13.13
34,6.6,146.94,50.5,852,796,south,94.98,13.32
35,6.8,158.88,38.86,672,740,south,111.16,16.67
36,7,171.4,26.31,804,740,south,128.46,17.74
37,7.2,184.23,11.75,728,668,south,147.25,19.4
38,7.4,198.42,-4.23,636,628,s ext,168.12,21.37
39,7.6,204.26,-11.03,604,288,s ext,176.88,8.96
40,7.8,204.26,-11.03,616,116,s ext,176.88,0
41,8,199.51,-5.28,612,244,s ext,169.62,7.45
42,8.2,196,-0.75,544,204,s ext,164.1,5.73
43,8.4,196,-0.75,592,360,s ext,164.1,0
44,8.6,203.48,-11.31,640,464,s ext,176.44,12.94
45,8.8,205.28,-15.02,564,420,s ext,180.14,4.12
46,9,206.07,-18.42,636,544,s ext,182.88,3.48
47,9.2,202.47,-17.69,616,572,s ext,179.63,3.67
48,9.4,197.95,-16.24,588,532,s ext,175.21,4.75
49,9.6,191.51,-12.91,596,488,s ext,168.13,7.25
50,9.8,188.71,-13.38,524,384,s ext,166.28,2.84
51,10,181.97,-9.66,580,376,s ext,158.74,7.69
52,10.2,172.97,-3.6,532,576,s ext,147.97,10.86
53,10.4,160.92,3.44,536,500,s ext,134.31,13.95
54,10.6,143.76,14.03,604,620,south,114.56,20.17
55,10.8,127.78,22.4,632,556,south,97.42,18.05
56,11,111.43,28.86,696,656,south,81.97,17.58
57,11.2,96.06,33.87,720,736,south,69.27,16.17
58,11.4,83.41,36.87,780,724,south,60.86,13
59,11.6,69.46,38.2,720,820,south,55.4,14.02
60,11.8,59.88,39.35,776,768,south,53.07,9.65
61,12,50.41,38.65,804,804,south,54.04,9.49
62,12.2,45,39.35,704,780,south,54.25,5.46
63,12.4,41.02,40.76,764,780,south,53.9,4.22
64,12.6,40.25,45.11,784,756,west,50,4.42
65,12.8,40.89,52.08,736,800,west,43.24,7
66,13,42.31,60.47,768,704,west,34.95,8.51
67,13.2,45.91,74.77,704,784,west,20.59,14.75
68,13.4,48.7,87.93,732,716,west,8.11,13.45
69,13.6,51.14,101.21,776,708,platform larger,0.73,13.5
70,13.8,52.06,112.59,756,748,platform larger,3.29,11.41
71,14,52.76,120.05,740,544,west,9.55,7.49
72,14.2,52.46,128.03,776,596,west,17.29,7.99
73,14.4,52.27,135.25,768,552,west,24.42,7.22
74,14.6,51.44,141.21,836,588,west,30.43,6.01
75,14.8,52.02,146.04,768,628,north,35.14,4.87
