Track file,I:\Rat Navigation Data\backup1\exp nestle 3_0001\data\track_00019.trk
Object,0
Samples,450
treatment,3,
cage,27,
mark,1,
id,91,
trial,3,
date,2009-07-26 11:01:50.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]],Distance moved
1,0.00,208.63,-17.90,368.00,324.00,s ext,184.56,-
2,0.20,203.64,-11.98,228.00,212.00,s ext,176.97,7.75
3,0.40,207.46,-16.72,168.00,140.00,s ext,182.91,6.09
4,0.60,200.07,-8.01,188.00,164.00,s ext,171.72,11.43
5,0.80,205.37,-12.13,128.00,316.00,s ext,178.44,6.72
6,1.00,203.89,-9.54,276.00,196.00,e ext,175.68,2.99
7,1.20,199.47,-0.71,332.00,384.00,e ext,166.88,9.88
8,1.40,195.10,4.85,536.00,348.00,e ext,160.11,7.06
9,1.60,190.62,12.89,456.00,312.00,e ext,151.88,9.21
10,1.80,186.55,19.91,552.00,296.00,east,144.67,8.11
11,2.00,180.09,29.79,640.00,400.00,east,134.03,11.81
12,2.20,176.67,35.32,644.00,276.00,east,128.33,6.50
13,2.40,171.75,41.74,664.00,412.00,east,120.98,8.08
14,2.60,169.33,44.30,672.00,312.00,east,117.67,3.52
15,2.80,166.97,46.76,700.00,260.00,east,114.45,3.42
16,3.00,164.65,49.15,692.00,304.00,east,111.33,3.32
17,3.20,162.38,51.45,640.00,268.00,east,108.29,3.23
18,3.40,160.15,53.66,696.00,248.00,east,105.34,3.14
19,3.60,158.56,54.50,652.00,212.00,east,103.55,1.80
20,3.80,156.39,56.59,648.00,212.00,east,100.72,3.01
21,4.00,155.61,56.98,596.00,164.00,east,99.85,0.88
22,4.20,154.83,57.37,596.00,168.00,east,98.97,0.87
23,4.40,153.27,58.13,656.00,132.00,east,97.24,1.74
24,4.60,152.49,58.51,624.00,160.00,east,96.37,0.86
25,4.80,151.72,58.89,652.00,156.00,east,95.51,0.86
26,5.00,150.17,59.62,656.00,108.00,east,93.80,1.71
27,5.20,149.39,59.99,688.00,160.00,east,92.95,0.85
28,5.40,148.62,60.34,704.00,192.00,east,92.10,0.85
29,5.60,148.62,60.34,660.00,172.00,east,92.10,0.00
30,5.80,147.85,60.70,624.00,180.00,east,91.25,0.85
31,6.00,146.32,61.40,668.00,164.00,east,89.56,1.69
32,6.20,146.32,61.40,656.00,116.00,east,89.56,0.00
33,6.40,145.55,61.74,664.00,224.00,east,88.72,0.84
34,6.60,145.27,61.00,644.00,164.00,east,88.77,0.78
35,6.80,142.96,62.03,760.00,308.00,south,86.24,2.53
36,7.00,140.03,61.65,820.00,396.00,south,83.73,2.95
37,7.20,136.22,61.65,812.00,512.00,south,80.30,3.81
38,7.40,132.28,61.62,824.00,516.00,south,76.78,3.95
39,7.60,128.09,60.07,896.00,640.00,south,73.87,4.46
40,7.80,121.71,58.90,888.00,744.00,south,69.03,6.49
41,8.00,115.84,56.35,848.00,728.00,south,65.72,6.40
42,8.20,109.92,54.07,844.00,660.00,south,62.57,6.34
43,8.40,103.46,50.53,840.00,652.00,south,60.26,7.37
44,8.60,95.97,47.20,772.00,588.00,south,58.03,8.20
45,8.80,90.08,44.28,808.00,468.00,south,57.27,6.57
46,9.00,84.99,41.17,736.00,384.00,south,57.57,5.97
47,9.20,79.59,38.58,708.00,356.00,south,57.89,5.99
48,9.40,75.41,36.85,724.00,264.00,south,58.18,4.52
49,9.60,69.49,33.72,656.00,348.00,south,59.80,6.69
50,9.80,64.97,31.58,664.00,248.00,south,61.26,5.00
51,10.00,60.31,29.26,652.00,276.00,south,63.17,5.21
52,10.20,57.00,27.32,628.00,192.00,south,65.01,3.83
53,10.40,52.07,24.66,636.00,192.00,south,67.82,5.60
54,10.60,50.95,24.88,640.00,228.00,south,67.68,1.14
55,10.80,47.90,23.55,636.00,164.00,south,69.34,3.33
56,11.00,44.34,21.25,632.00,156.00,south,72.14,4.24
57,11.20,41.21,19.74,632.00,232.00,south,74.22,3.48
58,11.40,39.09,18.07,632.00,176.00,south,76.32,2.70
59,11.60,36.47,17.32,612.00,212.00,south,77.68,2.73
60,11.80,34.88,16.47,608.00,196.00,south,78.93,1.80
61,12.00,33.28,15.60,620.00,140.00,south,80.21,1.82
62,12.20,31.68,14.71,584.00,140.00,south,81.55,1.83
63,12.40,30.07,13.80,556.00,140.00,south,82.92,1.85
